job_id	kind	corpus_id	operator_id	null_class	shorthand_variant	shorthand_scale	ax3_entropy	ax4_ttr	ax5_nmi_max	ax5_best_period	ax6_line_persistence	n
operator_output__Astafiev__LAST_GLYPH_OF_LINE	operator_output	Astafiev	LAST_GLYPH_OF_LINE				3.84778	0.00831025	0.0105767	7	2.46883	3610
shorthand__koeln-edd-c-119-13.xml__ABBREVIATED	shorthand_variant	BDD_koeln-edd-c-119			ABBREVIATED	koeln-edd-c-119-13.xml	7.89248	0.629562	0.246679	7	3.78428	548
null_random__Doyle__LAST_GLYPH_OF_TOKEN__seed2	operator_null_random	Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.18836	0.000777801	0.000860467	7	1.83027	43713
null_random__Longfellow__LAST_GLYPH_OF_TOKEN__seed2	operator_null_random	Longfellow	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.14389	0.000786045	0.000781867	7	2.16742	33077
null_random__Doyle__NTH_GLYPH_OF_TOKEN_3__seed1	operator_null_random	Doyle	NTH_GLYPH_OF_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			4.18538	0.00103419	0.00102461	7	2.08986	32876
operator_output__Astafiev__FIRST_TOKEN_OF_LINE	operator_output	Astafiev	FIRST_TOKEN_OF_LINE				7.95251	0.215235	0.0938894	7	25.1895	3610
null_random__Doyle__NTH_TOKEN_OF_LINE_3__seed2	operator_null_random	Doyle	NTH_TOKEN_OF_LINE_3	RANDOM_SUBSEQUENCE_MATCHED			8.62552	0.338048	0.129116	7	11.5713	3535
null_random__Astafiev__PERIODIC_TOKEN_7__seed1	operator_null_random	Astafiev	PERIODIC_TOKEN_7	RANDOM_SUBSEQUENCE_MATCHED			9.37261	0.204958	0.0780019	7	19.1541	12183
null_stratified__Longfellow__NTH_TOKEN_OF_LINE_3__seed1	operator_null_stratified	Longfellow	NTH_TOKEN_OF_LINE_3	POSITION_STRATIFIED_RANDOM			9.10675	0.339068	0.126092	7	59.6864	5754
null_random__Doyle__FIRST_TOKEN_OF_LINE__seed1	operator_null_random	Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			8.52155	0.320981	0.123703	7	14.4161	3670
null_periodic__Astafiev__PERIODIC_TOKEN_7__phase3	operator_null_periodic	Astafiev	PERIODIC_TOKEN_7	PERIODIC_PHASE			9.3714	0.201018	0.0771577	7	19.0337	12183
shorthand__koeln-edd-c-119-07.xml__NULL_FREQUENCY_MATCHED_DELETION__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	koeln-edd-c-119-07.xml	9.05019	0.797362	0.261226	7	0.798319	834
null_random__Doyle__PERIODIC_GLYPH_2__seed1	operator_null_random	Doyle	PERIODIC_GLYPH_2	RANDOM_SUBSEQUENCE_MATCHED			4.18202	0.0004156	0.000363785	7	2.35289	89028
null_stratified__Longfellow__FIRST_TOKEN_OF_LINE__seed1	operator_null_stratified	Longfellow	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			9.11229	0.342064	0.125197	7	54.7398	5765
shorthand__koeln-edd-c-119-12.xml__NULL_RANDOM_DELETION_MATCHED__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	koeln-edd-c-119-12.xml	8.85731	0.696031	0.235259	7	5.57364	1033
shorthand__koeln-edd-c-119-11.xml__NULL_FREQUENCY_MATCHED_DELETION__seed1	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	koeln-edd-c-119-11.xml	10.181	0.681968	0.200543	7	4.09331	2723
null_stratified__Astafiev__FIRST_TOKEN_OF_LINE__seed2	operator_null_stratified	Astafiev	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			9.21808	0.372299	0.137094	7	9.31006	3610
null_random__Longfellow__LAST_GLYPH_OF_TOKEN__seed1	operator_null_random	Longfellow	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.15201	0.000786045	0.000697881	7	2.08109	33077
null_stratified__Doyle__LAST_TOKEN_OF_LINE__seed2	operator_null_stratified	Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			8.62648	0.327248	0.12701	7	13.0935	3670
shorthand__koeln-edd-c-119-13.xml__NULL_FREQUENCY_MATCHED_DELETION__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	koeln-edd-c-119-13.xml	8.30278	0.779324	0.27801	7	0.780876	503
null_stratified__Doyle__NTH_TOKEN_OF_LINE_2__seed3	operator_null_stratified	Doyle	NTH_TOKEN_OF_LINE_2	POSITION_STRATIFIED_RANDOM			8.57795	0.325258	0.126648	7	12.3632	3591
null_random__Longfellow__LAST_TOKEN_OF_LINE__seed1	operator_null_random	Longfellow	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			9.08134	0.332524	0.124809	7	51.4939	5765
operator_output__Doyle__FIRST_GLYPH_OF_LINE	operator_output	Doyle	FIRST_GLYPH_OF_LINE				4.14224	0.00681199	0.00603381	7	1.94195	3670
null_random__Longfellow__FIRST_GLYPH_OF_TOKEN__seed3	operator_null_random	Longfellow	FIRST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.15226	0.000786045	0.000706614	7	2.1482	33077
shorthand__combined__NULL_POSITION_MATCHED__seed1	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	combined	11.0384	0.620083	0.169973	7	11.1631	6762
null_random__Doyle__LAST_GLYPH_OF_LINE__seed1	operator_null_random	Doyle	LAST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			4.1956	0.00735695	0.00640639	7	1.5727	3670
null_stratified__Astafiev__LAST_GLYPH_OF_LINE__seed2	operator_null_stratified	Astafiev	LAST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.64764	0.0121884	0.0107724	7	2.24328	3610
null_stratified__Astafiev__NTH_TOKEN_OF_LINE_2__seed2	operator_null_stratified	Astafiev	NTH_TOKEN_OF_LINE_2	POSITION_STRATIFIED_RANDOM			9.01646	0.345175	0.133078	7	5.52434	3575
null_random__Longfellow__FIRST_GLYPH_OF_TOKEN__seed1	operator_null_random	Longfellow	FIRST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.15201	0.000786045	0.000697881	7	2.08109	33077
shorthand__koeln-edd-c-119-13.xml__NULL_RANDOM_DELETION_MATCHED__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	koeln-edd-c-119-13.xml	8.34584	0.797217	0.280422	7	0.798805	503
null_stratified__Longfellow__NTH_TOKEN_OF_LINE_3__seed3	operator_null_stratified	Longfellow	NTH_TOKEN_OF_LINE_3	POSITION_STRATIFIED_RANDOM			9.13236	0.340111	0.125515	7	55.1076	5754
shorthand__koeln-edd-c-119-11.xml__NULL_FREQUENCY_MATCHED_DELETION__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	koeln-edd-c-119-11.xml	10.1502	0.678663	0.199984	7	4.75239	2723
null_random__Doyle__PERIODIC_TOKEN_2__seed2	operator_null_random	Doyle	PERIODIC_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			9.05342	0.165851	0.0651151	7	32.133	21857
shorthand__koeln-edd-c-119-06.xml__NULL_FREQUENCY_MATCHED_DELETION__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	koeln-edd-c-119-06.xml	9.8387	0.741162	0.224797	7	2.96643	1669
shorthand__koeln-edd-c-119-06.xml__NULL_POSITION_MATCHED__seed1	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-06.xml	9.84557	0.741162	0.224592	7	2.22482	1669
null_random__Doyle__FIRST_TOKEN_OF_LINE__seed2	operator_null_random	Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			8.63654	0.334332	0.128001	7	12.1172	3670
null_random__Doyle__LAST_GLYPH_OF_TOKEN__seed1	operator_null_random	Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.18388	0.000800677	0.000665841	7	2.14188	43713
shorthand__koeln-edd-c-119-11.xml__NULL_RANDOM_DELETION_MATCHED__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	koeln-edd-c-119-11.xml	10.1903	0.687844	0.200486	7	3.44048	2723
null_random__Astafiev__PERIODIC_GLYPH_2__seed1	operator_null_random	Astafiev	PERIODIC_GLYPH_2	RANDOM_SUBSEQUENCE_MATCHED			4.62017	0.0002781	0.000260148	7	3.28306	222941
null_stratified__Doyle__FIRST_TOKEN_OF_LINE__seed1	operator_null_stratified	Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			8.60559	0.325068	0.125133	7	13.6566	3670
shorthand__koeln-edd-c-119-11.xml__NULL_POSITION_MATCHED__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-11.xml	10.1809	0.681601	0.200954	7	2.04555	2723
null_random__Doyle__FIXED_OFFSET_WITHIN_GROUP_1__seed1	operator_null_random	Doyle	FIXED_OFFSET_WITHIN_GROUP_1	RANDOM_SUBSEQUENCE_MATCHED			8.97913	0.20415	0.0786436	7	29.0144	13348
null_periodic__Astafiev__PERIODIC_GLYPH_7__phase4	operator_null_periodic	Astafiev	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.62752	0.000879162	0.000833534	7	2.45165	63697
operator_output__Astafiev__FIXED_OFFSET_WITHIN_GROUP_2	operator_output	Astafiev	FIXED_OFFSET_WITHIN_GROUP_2				9.56399	0.137935	0.0529495	7	80.7286	27223
shorthand__koeln-edd-c-119-06.xml__NULL_POSITION_MATCHED__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-06.xml	9.83453	0.742361	0.225684	7	2.97122	1669
shorthand__koeln-edd-c-119-11.xml__NULL_RANDOM_DELETION_MATCHED__seed1	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	koeln-edd-c-119-11.xml	10.1954	0.691517	0.202329	7	2.76708	2723
null_periodic__Doyle__PERIODIC_GLYPH_7__phase5	operator_null_periodic	Doyle	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.1745	0.00117943	0.00111653	7	2.11581	25436
operator_output__Doyle__NTH_GLYPH_OF_TOKEN_2	operator_output	Doyle	NTH_GLYPH_OF_TOKEN_2				3.65802	0.000754185	0.000775801	7	3.35432	41104
shorthand__combined__NULL_RANDOM_DELETION_MATCHED__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	combined	11.056	0.622005	0.169654	7	9.95356	6762
null_random__Astafiev__FIRST_GLYPH_OF_TOKEN__seed3	operator_null_random	Astafiev	FIRST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.6216	0.000691839	0.000607162	7	2.83622	85280
null_random__Longfellow__FIXED_OFFSET_WITHIN_GROUP_2__seed1	operator_null_random	Longfellow	FIXED_OFFSET_WITHIN_GROUP_2	RANDOM_SUBSEQUENCE_MATCHED			9.26952	0.276808	0.103803	7	83.6315	9335
null_random__Doyle__PERIODIC_TOKEN_7__seed2	operator_null_random	Doyle	PERIODIC_TOKEN_7	RANDOM_SUBSEQUENCE_MATCHED			8.77526	0.273499	0.103871	7	17.2177	6245
null_stratified__Longfellow__NTH_GLYPH_OF_TOKEN_2__seed2	operator_null_stratified	Longfellow	NTH_GLYPH_OF_TOKEN_2	POSITION_STRATIFIED_RANDOM			4.09882	0.000803759	0.000817979	7	2.59368	32348
null_random__Astafiev__PERIODIC_GLYPH_3__seed1	operator_null_random	Astafiev	PERIODIC_GLYPH_3	RANDOM_SUBSEQUENCE_MATCHED			4.6201	0.000410421	0.000380012	7	3.12951	148628
null_random__Astafiev__LAST_TOKEN_OF_LINE__seed2	operator_null_random	Astafiev	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			9.02816	0.342382	0.130184	7	9.89856	3610
null_stratified__Doyle__NTH_GLYPH_OF_TOKEN_2__seed3	operator_null_stratified	Doyle	NTH_GLYPH_OF_TOKEN_2	POSITION_STRATIFIED_RANDOM			4.1414	0.000802842	0.00084719	7	2.13164	41104
null_stratified__Doyle__NTH_TOKEN_OF_LINE_3__seed1	operator_null_stratified	Doyle	NTH_TOKEN_OF_LINE_3	POSITION_STRATIFIED_RANDOM			8.63194	0.332673	0.12691	7	15.3073	3535
null_periodic__Astafiev__PERIODIC_GLYPH_5__phase3	operator_null_periodic	Astafiev	PERIODIC_GLYPH_5	PERIODIC_PHASE			4.61663	0.000672827	0.000543644	7	3.09227	89176
null_random__Longfellow__FIRST_GLYPH_OF_TOKEN__seed2	operator_null_random	Longfellow	FIRST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.14389	0.000786045	0.000781867	7	2.16742	33077
operator_output__Doyle__FIRST_TOKEN_OF_LINE	operator_output	Doyle	FIRST_TOKEN_OF_LINE				8.97576	0.373569	0.136207	7	16.0679	3670
operator_output__Doyle__PERIODIC_GLYPH_5	operator_output	Doyle	PERIODIC_GLYPH_5				4.17813	0.000926654	0.00089292	7	2.05686	35612
shorthand__koeln-edd-c-119-07.xml__NULL_RANDOM_DELETION_MATCHED__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	koeln-edd-c-119-07.xml	9.0775	0.808153	0.26123	7	1.61825	834
null_stratified__Doyle__LAST_TOKEN_OF_LINE__seed1	operator_null_stratified	Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			8.60559	0.325068	0.125133	7	13.6566	3670
null_random__Doyle__NTH_TOKEN_OF_LINE_2__seed2	operator_null_random	Doyle	NTH_TOKEN_OF_LINE_2	RANDOM_SUBSEQUENCE_MATCHED			8.62978	0.336675	0.128627	7	12.1111	3591
null_random__Doyle__FIRST_GLYPH_OF_LINE__seed3	operator_null_random	Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			4.16508	0.00708447	0.00656458	7	1.56599	3670
null_stratified__Longfellow__NTH_TOKEN_OF_LINE_3__seed2	operator_null_stratified	Longfellow	NTH_TOKEN_OF_LINE_3	POSITION_STRATIFIED_RANDOM			9.11263	0.341154	0.124788	7	55.2766	5754
null_random__Astafiev__PERIODIC_GLYPH_5__seed1	operator_null_random	Astafiev	PERIODIC_GLYPH_5	RANDOM_SUBSEQUENCE_MATCHED			4.62188	0.000672819	0.000636138	7	2.93871	89177
null_random__Doyle__LAST_TOKEN_OF_LINE__seed1	operator_null_random	Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			8.52155	0.320981	0.123703	7	14.4161	3670
null_random__Longfellow__PERIODIC_GLYPH_3__seed2	operator_null_random	Longfellow	PERIODIC_GLYPH_3	RANDOM_SUBSEQUENCE_MATCHED			4.14488	0.00052234	0.000589713	7	2.57158	49776
null_stratified__Astafiev__LAST_TOKEN_OF_LINE__seed1	operator_null_stratified	Astafiev	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			9.15996	0.360388	0.135169	7	7.93073	3610
null_random__Doyle__PERIODIC_TOKEN_3__seed3	operator_null_random	Doyle	PERIODIC_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			8.95923	0.194702	0.0761377	7	30.5486	14571
null_stratified__Longfellow__FIXED_OFFSET_WITHIN_GROUP_1__seed2	operator_null_stratified	Longfellow	FIXED_OFFSET_WITHIN_GROUP_1	POSITION_STRATIFIED_RANDOM			8.98609	0.256133	0.0986362	7	113.461	9335
null_random__Doyle__PERIODIC_GLYPH_7__seed3	operator_null_random	Doyle	PERIODIC_GLYPH_7	RANDOM_SUBSEQUENCE_MATCHED			4.179	0.00114007	0.00121999	7	2.21713	25437
null_random__Doyle__FIXED_OFFSET_WITHIN_GROUP_2__seed1	operator_null_random	Doyle	FIXED_OFFSET_WITHIN_GROUP_2	RANDOM_SUBSEQUENCE_MATCHED			8.97913	0.20415	0.0786436	7	29.0144	13348
null_random__Doyle__FIXED_OFFSET_WITHIN_GROUP_1__seed3	operator_null_random	Doyle	FIXED_OFFSET_WITHIN_GROUP_1	RANDOM_SUBSEQUENCE_MATCHED			8.94662	0.201753	0.0770789	7	30.0506	13348
null_random__Doyle__PERIODIC_GLYPH_3__seed2	operator_null_random	Doyle	PERIODIC_GLYPH_3	RANDOM_SUBSEQUENCE_MATCHED			4.18636	0.000606551	0.000682651	7	2.16571	59352
null_random__Doyle__PERIODIC_GLYPH_5__seed2	operator_null_random	Doyle	PERIODIC_GLYPH_5	RANDOM_SUBSEQUENCE_MATCHED			4.18961	0.000926654	0.000954609	7	1.79091	35612
null_periodic__Doyle__PERIODIC_TOKEN_7__phase1	operator_null_periodic	Doyle	PERIODIC_TOKEN_7	PERIODIC_PHASE			8.74134	0.27478	0.103737	7	15.8157	6245
operator_output__Astafiev__NTH_GLYPH_OF_TOKEN_3	operator_output	Astafiev	NTH_GLYPH_OF_TOKEN_3				4.38571	0.000654777	0.000621159	7	4.63175	64144
operator_output__Astafiev__FIXED_OFFSET_WITHIN_GROUP_1	operator_output	Astafiev	FIXED_OFFSET_WITHIN_GROUP_1				9.41123	0.135841	0.0528461	7	37.5431	27223
null_random__Astafiev__FIRST_GLYPH_OF_TOKEN__seed1	operator_null_random	Astafiev	FIRST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.62275	0.000703565	0.000595691	7	2.82274	85280
null_random__Longfellow__FIRST_TOKEN_OF_LINE__seed1	operator_null_random	Longfellow	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			9.08134	0.332524	0.124809	7	51.4939	5765
null_random__Doyle__FIRST_TOKEN_OF_LINE__seed3	operator_null_random	Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			8.48642	0.307902	0.120733	7	13.3446	3670
shorthand__combined__NULL_RANDOM_DELETION_MATCHED__seed1	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	combined	11.0538	0.627033	0.17074	7	11.9154	6762
null_random__Astafiev__NTH_TOKEN_OF_LINE_2__seed3	operator_null_random	Astafiev	NTH_TOKEN_OF_LINE_2	RANDOM_SUBSEQUENCE_MATCHED			9.06348	0.346573	0.130333	7	6.05703	3575
null_periodic__Longfellow__PERIODIC_GLYPH_5__phase4	operator_null_periodic	Longfellow	PERIODIC_GLYPH_5	PERIODIC_PHASE			4.15179	0.000870584	0.000787457	5	2.19674	29865
null_periodic__Astafiev__PERIODIC_GLYPH_5__phase2	operator_null_periodic	Astafiev	PERIODIC_GLYPH_5	PERIODIC_PHASE			4.62186	0.000639185	0.000639165	7	2.89027	89176
shorthand__koeln-edd-c-119-13.xml__EXPANDED	shorthand_variant	BDD_koeln-edd-c-119			EXPANDED	koeln-edd-c-119-13.xml	7.78109	0.593066	0.238595	7	3.5649	548
operator_output__Longfellow__PERIODIC_GLYPH_7	operator_output	Longfellow	PERIODIC_GLYPH_7				4.14687	0.00121877	0.00131249	7	2.44934	21333
null_periodic__Doyle__PERIODIC_TOKEN_7__phase4	operator_null_periodic	Doyle	PERIODIC_TOKEN_7	PERIODIC_PHASE			8.71168	0.267894	0.102285	7	16.802	6245
null_random__Doyle__NTH_GLYPH_OF_TOKEN_3__seed2	operator_null_random	Doyle	NTH_GLYPH_OF_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			4.19022	0.00100377	0.000929152	7	1.81159	32876
null_random__Longfellow__NTH_GLYPH_OF_TOKEN_2__seed3	operator_null_random	Longfellow	NTH_GLYPH_OF_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			4.15193	0.000803759	0.000612153	7	2.13048	32348
null_stratified__Longfellow__FIRST_GLYPH_OF_TOKEN__seed3	operator_null_stratified	Longfellow	FIRST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.08195	0.000786045	0.00074822	7	2.58015	33077
null_random__Astafiev__PERIODIC_TOKEN_2__seed1	operator_null_random	Astafiev	PERIODIC_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			9.60189	0.111234	0.0431592	7	74.0237	42640
null_random__Doyle__FIXED_OFFSET_WITHIN_GROUP_1__seed2	operator_null_random	Doyle	FIXED_OFFSET_WITHIN_GROUP_1	RANDOM_SUBSEQUENCE_MATCHED			8.95307	0.202727	0.0780484	7	30.8113	13348
null_periodic__Longfellow__PERIODIC_GLYPH_7__phase4	operator_null_periodic	Longfellow	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.14254	0.00121883	0.00133341	7	2.15614	21332
null_stratified__Astafiev__NTH_GLYPH_OF_TOKEN_2__seed3	operator_null_stratified	Astafiev	NTH_GLYPH_OF_TOKEN_2	POSITION_STRATIFIED_RANDOM			4.66423	0.000671094	0.000623268	7	2.36741	71525
null_stratified__Astafiev__FIRST_TOKEN_OF_LINE__seed1	operator_null_stratified	Astafiev	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			9.15996	0.360388	0.135169	7	7.93073	3610
shorthand__koeln-edd-c-119-13.xml__NULL_POSITION_MATCHED__seed1	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-13.xml	8.36906	0.803181	0.284024	7	0.804781	503
null_random__Longfellow__PERIODIC_GLYPH_2__seed1	operator_null_random	Longfellow	PERIODIC_GLYPH_2	RANDOM_SUBSEQUENCE_MATCHED			4.15164	0.000348227	0.000428498	7	2.89591	74664
operator_output__Doyle__NTH_TOKEN_OF_LINE_2	operator_output	Doyle	NTH_TOKEN_OF_LINE_2				8.37263	0.303258	0.11986	7	15.7738	3591
null_stratified__Longfellow__LAST_TOKEN_OF_LINE__seed2	operator_null_stratified	Longfellow	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			9.07087	0.337728	0.123413	7	59.1126	5765
null_random__Longfellow__PERIODIC_TOKEN_2__seed3	operator_null_random	Longfellow	PERIODIC_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			9.37711	0.211258	0.0807612	7	168.22	16539
null_stratified__Doyle__NTH_TOKEN_OF_LINE_3__seed2	operator_null_stratified	Doyle	NTH_TOKEN_OF_LINE_3	POSITION_STRATIFIED_RANDOM			8.5518	0.328713	0.127341	7	15.7827	3535
null_random__Longfellow__FIXED_OFFSET_WITHIN_GROUP_2__seed2	operator_null_random	Longfellow	FIXED_OFFSET_WITHIN_GROUP_2	RANDOM_SUBSEQUENCE_MATCHED			9.16042	0.27188	0.103041	7	86.796	9335
null_random__Astafiev__NTH_GLYPH_OF_TOKEN_3__seed1	operator_null_random	Astafiev	NTH_GLYPH_OF_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			4.62198	0.000935395	0.000816102	7	3.10872	64144
null_stratified__Doyle__FIXED_OFFSET_WITHIN_GROUP_1__seed1	operator_null_stratified	Doyle	FIXED_OFFSET_WITHIN_GROUP_1	POSITION_STRATIFIED_RANDOM			8.93489	0.202802	0.0781447	7	30.6395	13348
operator_output__Astafiev__NTH_TOKEN_OF_LINE_2	operator_output	Astafiev	NTH_TOKEN_OF_LINE_2				8.03794	0.278601	0.120035	7	9.75378	3575
null_periodic__Longfellow__PERIODIC_TOKEN_7__phase1	operator_null_periodic	Longfellow	PERIODIC_TOKEN_7	PERIODIC_PHASE			8.89142	0.344689	0.12951	7	58.8962	4726
null_periodic__Longfellow__PERIODIC_GLYPH_3__phase2	operator_null_periodic	Longfellow	PERIODIC_GLYPH_3	PERIODIC_PHASE			4.15117	0.000522351	0.00054444	7	2.67488	49775
null_periodic__Longfellow__PERIODIC_TOKEN_3__phase2	operator_null_periodic	Longfellow	PERIODIC_TOKEN_3	PERIODIC_PHASE			9.25691	0.257687	0.0969007	7	165.232	11025
shorthand__koeln-edd-c-119-11.xml__NULL_FREQUENCY_MATCHED_DELETION__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	koeln-edd-c-119-11.xml	10.1545	0.677929	0.20075	7	5.42542	2723
null_stratified__Doyle__FIXED_OFFSET_WITHIN_GROUP_2__seed1	operator_null_stratified	Doyle	FIXED_OFFSET_WITHIN_GROUP_2	POSITION_STRATIFIED_RANDOM			8.93489	0.202802	0.0781447	7	30.6395	13348
null_periodic__Astafiev__PERIODIC_GLYPH_7__phase3	operator_null_periodic	Astafiev	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.62576	0.000816365	0.000741901	7	2.56612	63697
shorthand__koeln-edd-c-119-12.xml__NULL_POSITION_MATCHED__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-12.xml	8.83759	0.689255	0.235111	7	6.2093	1033
null_stratified__Astafiev__FIXED_OFFSET_WITHIN_GROUP_2__seed1	operator_null_stratified	Astafiev	FIXED_OFFSET_WITHIN_GROUP_2	POSITION_STRATIFIED_RANDOM			9.52284	0.138045	0.0534123	7	51.6178	27223
operator_output__Longfellow__NTH_TOKEN_OF_LINE_3	operator_output	Longfellow	NTH_TOKEN_OF_LINE_3				9.61911	0.333507	0.122006	7	64.3781	5754
shorthand__koeln-edd-c-119-07.xml__NULL_POSITION_MATCHED__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-07.xml	9.06904	0.798561	0.259661	7	1.59904	834
null_stratified__Longfellow__NTH_GLYPH_OF_TOKEN_3__seed3	operator_null_stratified	Longfellow	NTH_GLYPH_OF_TOKEN_3	POSITION_STRATIFIED_RANDOM			4.08804	0.00093505	0.000949051	7	2.32755	27806
null_random__Astafiev__NTH_TOKEN_OF_LINE_2__seed1	operator_null_random	Astafiev	NTH_TOKEN_OF_LINE_2	RANDOM_SUBSEQUENCE_MATCHED			8.99907	0.34042	0.128449	7	7.88127	3575
null_periodic__Astafiev__PERIODIC_GLYPH_5__phase4	operator_null_periodic	Astafiev	PERIODIC_GLYPH_5	PERIODIC_PHASE			4.62567	0.000695254	0.000597012	7	2.83537	89176
null_random__Doyle__NTH_GLYPH_OF_TOKEN_2__seed1	operator_null_random	Doyle	NTH_GLYPH_OF_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			4.18539	0.000851499	0.000727514	7	1.9717	41104
null_random__Longfellow__NTH_GLYPH_OF_TOKEN_3__seed1	operator_null_random	Longfellow	NTH_GLYPH_OF_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			4.15397	0.00093505	0.00121372	7	2.06436	27806
null_stratified__Astafiev__LAST_TOKEN_OF_LINE__seed3	operator_null_stratified	Astafiev	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			9.14438	0.362881	0.136423	7	6.17068	3610
null_random__Doyle__LAST_TOKEN_OF_LINE__seed3	operator_null_random	Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			8.48642	0.307902	0.120733	7	13.3446	3670
operator_output__Astafiev__PERIODIC_TOKEN_3	operator_output	Astafiev	PERIODIC_TOKEN_3				9.56921	0.136701	0.0527113	7	38.6173	28427
operator_output__Doyle__FIXED_OFFSET_WITHIN_GROUP_2	operator_output	Doyle	FIXED_OFFSET_WITHIN_GROUP_2				8.9019	0.201079	0.0779836	7	33.4171	13348
