corpus	operator_id	metric_id	classification	delta	both_available
Doyle	PERIODIC_GLYPH_2	cs2/prev-family-current-family	SUPPORTING		false
Doyle	PERIODIC_GLYPH_2	LS1_LINE_LENGTH_CV	SUPPORTING		false
Doyle	PERIODIC_GLYPH_2	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING		false
Doyle	PERIODIC_GLYPH_2	cs1/family-line-position	SUPPORTING		false
Doyle	PERIODIC_GLYPH_2	cs6/family-diversity-x-line-length	SUPPORTING		false
Doyle	PERIODIC_GLYPH_2	cs7/edit-distance-x-structural-distance	SUPPORTING		false
Doyle	PERIODIC_GLYPH_3	EF1_GIANT_COMPONENT_SHARE	CORE	0.726119	true
Doyle	PERIODIC_GLYPH_3	EF2_GLOBAL_CLUSTERING	CORE	0.633089	true
Doyle	PERIODIC_GLYPH_3	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.293276	true
Doyle	PERIODIC_GLYPH_3	2DL1_LAYOUT_POSITION_MI	CORE	-0.00226203	true
Doyle	PERIODIC_GLYPH_3	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.0294029	true
Doyle	PERIODIC_GLYPH_3	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.0498932	true
Doyle	PERIODIC_GLYPH_3	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.329156	true
Doyle	PERIODIC_GLYPH_3	EF1_ISOLATE_SHARE	SUPPORTING	-0.494776	true
Doyle	PERIODIC_GLYPH_3	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.627118	true
Doyle	PERIODIC_GLYPH_3	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.45962	true
Doyle	PERIODIC_GLYPH_3	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.405723	true
Doyle	PERIODIC_GLYPH_3	cs2/prev-family-current-family	SUPPORTING		false
Doyle	PERIODIC_GLYPH_3	LS1_LINE_LENGTH_CV	SUPPORTING	-0.0293213	true
Doyle	PERIODIC_GLYPH_3	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0615608	true
Doyle	PERIODIC_GLYPH_3	cs1/family-line-position	SUPPORTING		false
Doyle	PERIODIC_GLYPH_3	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	PERIODIC_GLYPH_3	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0152451	true
Doyle	PERIODIC_GLYPH_5	EF1_GIANT_COMPONENT_SHARE	CORE	0.726119	true
Doyle	PERIODIC_GLYPH_5	EF2_GLOBAL_CLUSTERING	CORE	0.633089	true
Doyle	PERIODIC_GLYPH_5	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.293276	true
Doyle	PERIODIC_GLYPH_5	2DL1_LAYOUT_POSITION_MI	CORE	-0.00226203	true
Doyle	PERIODIC_GLYPH_5	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.0301776	true
Doyle	PERIODIC_GLYPH_5	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.050584	true
Doyle	PERIODIC_GLYPH_5	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.329156	true
Doyle	PERIODIC_GLYPH_5	EF1_ISOLATE_SHARE	SUPPORTING	-0.494776	true
Doyle	PERIODIC_GLYPH_5	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.627118	true
Doyle	PERIODIC_GLYPH_5	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.45962	true
Doyle	PERIODIC_GLYPH_5	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.405723	true
Doyle	PERIODIC_GLYPH_5	cs2/prev-family-current-family	SUPPORTING		false
Doyle	PERIODIC_GLYPH_5	LS1_LINE_LENGTH_CV	SUPPORTING	-0.0321829	true
Doyle	PERIODIC_GLYPH_5	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0631129	true
Doyle	PERIODIC_GLYPH_5	cs1/family-line-position	SUPPORTING		false
Doyle	PERIODIC_GLYPH_5	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	PERIODIC_GLYPH_5	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0152451	true
Doyle	PERIODIC_GLYPH_7	EF1_GIANT_COMPONENT_SHARE	CORE	0.726119	true
Doyle	PERIODIC_GLYPH_7	EF2_GLOBAL_CLUSTERING	CORE	0.633089	true
Doyle	PERIODIC_GLYPH_7	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.293276	true
Doyle	PERIODIC_GLYPH_7	2DL1_LAYOUT_POSITION_MI	CORE	-0.00226203	true
Doyle	PERIODIC_GLYPH_7	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.0305876	true
Doyle	PERIODIC_GLYPH_7	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.0508033	true
Doyle	PERIODIC_GLYPH_7	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.329156	true
Doyle	PERIODIC_GLYPH_7	EF1_ISOLATE_SHARE	SUPPORTING	-0.494776	true
Doyle	PERIODIC_GLYPH_7	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.627118	true
Doyle	PERIODIC_GLYPH_7	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.45962	true
Doyle	PERIODIC_GLYPH_7	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.405723	true
Doyle	PERIODIC_GLYPH_7	cs2/prev-family-current-family	SUPPORTING		false
Doyle	PERIODIC_GLYPH_7	LS1_LINE_LENGTH_CV	SUPPORTING	-0.0323327	true
Doyle	PERIODIC_GLYPH_7	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0661749	true
Doyle	PERIODIC_GLYPH_7	cs1/family-line-position	SUPPORTING		false
Doyle	PERIODIC_GLYPH_7	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	PERIODIC_GLYPH_7	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0152451	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	EF1_GIANT_COMPONENT_SHARE	CORE	-0.00841767	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	EF2_GLOBAL_CLUSTERING	CORE	0.0149139	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.0522759	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	2DL1_LAYOUT_POSITION_MI	CORE	-0.00193106	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0306548	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LS2_POSITIONAL_LEXICON_NMI	CORE	0.036352	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.212718	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	EF1_ISOLATE_SHARE	SUPPORTING	0.0538217	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.103658	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.0331834	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.029947	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	cs2/prev-family-current-family	SUPPORTING		false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LS1_LINE_LENGTH_CV	SUPPORTING	-0.0326782	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0110429	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	cs1/family-line-position	SUPPORTING		false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	cs7/edit-distance-x-structural-distance	SUPPORTING	0.000123345	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	EF1_GIANT_COMPONENT_SHARE	CORE	-0.00823231	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	EF2_GLOBAL_CLUSTERING	CORE	0.00364977	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.0118554	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	2DL1_LAYOUT_POSITION_MI	CORE	-0.00169852	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0324612	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LS2_POSITIONAL_LEXICON_NMI	CORE	0.0391733	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.306822	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	EF1_ISOLATE_SHARE	SUPPORTING	0.0499333	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.10231	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.0309468	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.0294453	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	cs2/prev-family-current-family	SUPPORTING		false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LS1_LINE_LENGTH_CV	SUPPORTING	-0.0326782	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0107371	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	cs1/family-line-position	SUPPORTING		false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0249062	true
Longfellow	FIRST_GLYPH_OF_TOKEN	EF1_GIANT_COMPONENT_SHARE	CORE	0.710533	true
Longfellow	FIRST_GLYPH_OF_TOKEN	EF2_GLOBAL_CLUSTERING	CORE	0.669338	true
Longfellow	FIRST_GLYPH_OF_TOKEN	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.244484	true
Longfellow	FIRST_GLYPH_OF_TOKEN	2DL1_LAYOUT_POSITION_MI	CORE	-0.0818627	true
Longfellow	FIRST_GLYPH_OF_TOKEN	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.172958	true
Longfellow	FIRST_GLYPH_OF_TOKEN	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.194682	true
Longfellow	FIRST_GLYPH_OF_TOKEN	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-2.52454	true
Longfellow	FIRST_GLYPH_OF_TOKEN	EF1_ISOLATE_SHARE	SUPPORTING	-0.454634	true
Longfellow	FIRST_GLYPH_OF_TOKEN	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.596225	true
Longfellow	FIRST_GLYPH_OF_TOKEN	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.462189	true
Longfellow	FIRST_GLYPH_OF_TOKEN	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.407304	true
Longfellow	FIRST_GLYPH_OF_TOKEN	cs2/prev-family-current-family	SUPPORTING		false
Longfellow	FIRST_GLYPH_OF_TOKEN	LS1_LINE_LENGTH_CV	SUPPORTING	0	true
Longfellow	FIRST_GLYPH_OF_TOKEN	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0588752	true
Longfellow	FIRST_GLYPH_OF_TOKEN	cs1/family-line-position	SUPPORTING		false
Longfellow	FIRST_GLYPH_OF_TOKEN	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Longfellow	FIRST_GLYPH_OF_TOKEN	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0110587	true
Longfellow	LAST_GLYPH_OF_TOKEN	EF1_GIANT_COMPONENT_SHARE	CORE	0.710533	true
Longfellow	LAST_GLYPH_OF_TOKEN	EF2_GLOBAL_CLUSTERING	CORE	0.669338	true
Longfellow	LAST_GLYPH_OF_TOKEN	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.244484	true
Longfellow	LAST_GLYPH_OF_TOKEN	2DL1_LAYOUT_POSITION_MI	CORE	-0.0818627	true
Longfellow	LAST_GLYPH_OF_TOKEN	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.162906	true
Longfellow	LAST_GLYPH_OF_TOKEN	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.192073	true
Longfellow	LAST_GLYPH_OF_TOKEN	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-2.52454	true
Longfellow	LAST_GLYPH_OF_TOKEN	EF1_ISOLATE_SHARE	SUPPORTING	-0.454634	true
Longfellow	LAST_GLYPH_OF_TOKEN	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.596225	true
Longfellow	LAST_GLYPH_OF_TOKEN	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.462189	true
Longfellow	LAST_GLYPH_OF_TOKEN	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.407304	true
Longfellow	LAST_GLYPH_OF_TOKEN	cs2/prev-family-current-family	SUPPORTING		false
Longfellow	LAST_GLYPH_OF_TOKEN	LS1_LINE_LENGTH_CV	SUPPORTING	0	true
Longfellow	LAST_GLYPH_OF_TOKEN	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0882396	true
Longfellow	LAST_GLYPH_OF_TOKEN	cs1/family-line-position	SUPPORTING		false
Longfellow	LAST_GLYPH_OF_TOKEN	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Longfellow	LAST_GLYPH_OF_TOKEN	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0110587	true
Longfellow	FIRST_TOKEN_OF_LINE	EF1_GIANT_COMPONENT_SHARE	CORE	-0.0825393	true
Longfellow	FIRST_TOKEN_OF_LINE	EF2_GLOBAL_CLUSTERING	CORE	0.0419212	true
Longfellow	FIRST_TOKEN_OF_LINE	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.087227	true
Longfellow	FIRST_TOKEN_OF_LINE	2DL1_LAYOUT_POSITION_MI	CORE	-0.0818627	true
Longfellow	FIRST_TOKEN_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.19849	true
Longfellow	FIRST_TOKEN_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.232984	true
Longfellow	FIRST_TOKEN_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-2.52454	true
Longfellow	FIRST_TOKEN_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	0.0759039	true
Longfellow	FIRST_TOKEN_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.199573	true
Longfellow	FIRST_TOKEN_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.0522397	true
Longfellow	FIRST_TOKEN_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.0541094	true
Longfellow	FIRST_TOKEN_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false
Longfellow	FIRST_TOKEN_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	-0.184226	true
Longfellow	FIRST_TOKEN_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	-0.00109842	true
Longfellow	FIRST_TOKEN_OF_LINE	cs1/family-line-position	SUPPORTING		false
Longfellow	FIRST_TOKEN_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Longfellow	FIRST_TOKEN_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	0.000825068	true
Longfellow	LAST_TOKEN_OF_LINE	EF1_GIANT_COMPONENT_SHARE	CORE	-0.249394	true
Longfellow	LAST_TOKEN_OF_LINE	EF2_GLOBAL_CLUSTERING	CORE	0.170265	true
Longfellow	LAST_TOKEN_OF_LINE	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.164146	true
Longfellow	LAST_TOKEN_OF_LINE	2DL1_LAYOUT_POSITION_MI	CORE	-0.0818627	true
Longfellow	LAST_TOKEN_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.19849	true
Longfellow	LAST_TOKEN_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.232984	true
Longfellow	LAST_TOKEN_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-2.52454	true
Longfellow	LAST_TOKEN_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	0.196246	true
Longfellow	LAST_TOKEN_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.122597	true
Longfellow	LAST_TOKEN_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.0810056	true
Longfellow	LAST_TOKEN_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.0636865	true
Longfellow	LAST_TOKEN_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false
Longfellow	LAST_TOKEN_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	-0.184226	true
Longfellow	LAST_TOKEN_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	-0.00109842	true
Longfellow	LAST_TOKEN_OF_LINE	cs1/family-line-position	SUPPORTING		false
Longfellow	LAST_TOKEN_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Longfellow	LAST_TOKEN_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.00112417	true
Longfellow	FIRST_GLYPH_OF_LINE	EF1_GIANT_COMPONENT_SHARE	CORE	0.710533	true
Longfellow	FIRST_GLYPH_OF_LINE	EF2_GLOBAL_CLUSTERING	CORE	0.669338	true
Longfellow	FIRST_GLYPH_OF_LINE	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.244484	true
Longfellow	FIRST_GLYPH_OF_LINE	2DL1_LAYOUT_POSITION_MI	CORE	-0.0818627	true
Longfellow	FIRST_GLYPH_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.19849	true
Longfellow	FIRST_GLYPH_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.232984	true
Longfellow	FIRST_GLYPH_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-2.52454	true
Longfellow	FIRST_GLYPH_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	-0.454634	true
Longfellow	FIRST_GLYPH_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.596225	true
Longfellow	FIRST_GLYPH_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.462189	true
Longfellow	FIRST_GLYPH_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.407304	true
Longfellow	FIRST_GLYPH_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false
Longfellow	FIRST_GLYPH_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	-0.184226	true
Longfellow	FIRST_GLYPH_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	-0.00109842	true
Longfellow	FIRST_GLYPH_OF_LINE	cs1/family-line-position	SUPPORTING		false
Longfellow	FIRST_GLYPH_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Longfellow	FIRST_GLYPH_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0110587	true
Longfellow	LAST_GLYPH_OF_LINE	EF1_GIANT_COMPONENT_SHARE	CORE	0.710533	true
Longfellow	LAST_GLYPH_OF_LINE	EF2_GLOBAL_CLUSTERING	CORE	0.669338	true
Longfellow	LAST_GLYPH_OF_LINE	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.244484	true
Longfellow	LAST_GLYPH_OF_LINE	2DL1_LAYOUT_POSITION_MI	CORE	-0.0818627	true
Longfellow	LAST_GLYPH_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.19849	true
Longfellow	LAST_GLYPH_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.232984	true
Longfellow	LAST_GLYPH_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-2.52454	true
Longfellow	LAST_GLYPH_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	-0.454634	true
Longfellow	LAST_GLYPH_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.596225	true
Longfellow	LAST_GLYPH_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.462189	true
Longfellow	LAST_GLYPH_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.407304	true
Longfellow	LAST_GLYPH_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false
Longfellow	LAST_GLYPH_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	-0.184226	true
Longfellow	LAST_GLYPH_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	-0.00109842	true
Longfellow	LAST_GLYPH_OF_LINE	cs1/family-line-position	SUPPORTING		false
Longfellow	LAST_GLYPH_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Longfellow	LAST_GLYPH_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0110587	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	EF1_GIANT_COMPONENT_SHARE	CORE	0.710533	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	EF2_GLOBAL_CLUSTERING	CORE	0.669338	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.244484	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	2DL1_LAYOUT_POSITION_MI	CORE	-0.0818627	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.168999	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.194859	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-2.52454	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	EF1_ISOLATE_SHARE	SUPPORTING	-0.454634	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.596225	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.462189	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.407304	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	cs2/prev-family-current-family	SUPPORTING		false
Longfellow	NTH_GLYPH_OF_TOKEN_2	LS1_LINE_LENGTH_CV	SUPPORTING	0.00532068	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0838055	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	cs1/family-line-position	SUPPORTING		false
Longfellow	NTH_GLYPH_OF_TOKEN_2	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Longfellow	NTH_GLYPH_OF_TOKEN_2	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0110587	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	EF1_GIANT_COMPONENT_SHARE	CORE	0.710533	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	EF2_GLOBAL_CLUSTERING	CORE	0.669338	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.244484	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	2DL1_LAYOUT_POSITION_MI	CORE	-0.0818627	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.170459	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.203512	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-2.52454	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	EF1_ISOLATE_SHARE	SUPPORTING	-0.454634	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.596225	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.462189	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.407304	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	cs2/prev-family-current-family	SUPPORTING		false
Longfellow	NTH_GLYPH_OF_TOKEN_3	LS1_LINE_LENGTH_CV	SUPPORTING	0.0356863	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0682269	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	cs1/family-line-position	SUPPORTING		false
Longfellow	NTH_GLYPH_OF_TOKEN_3	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Longfellow	NTH_GLYPH_OF_TOKEN_3	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0110587	true
Longfellow	NTH_TOKEN_OF_LINE_2	EF1_GIANT_COMPONENT_SHARE	CORE	-0.09575	true
Longfellow	NTH_TOKEN_OF_LINE_2	EF2_GLOBAL_CLUSTERING	CORE	0.043966	true
Longfellow	NTH_TOKEN_OF_LINE_2	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.179265	true
Longfellow	NTH_TOKEN_OF_LINE_2	2DL1_LAYOUT_POSITION_MI	CORE	-0.0818627	true
Longfellow	NTH_TOKEN_OF_LINE_2	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.19849	true
Longfellow	NTH_TOKEN_OF_LINE_2	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.232984	true
Longfellow	NTH_TOKEN_OF_LINE_2	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-2.52454	true
Longfellow	NTH_TOKEN_OF_LINE_2	EF1_ISOLATE_SHARE	SUPPORTING	0.189345	true
Longfellow	NTH_TOKEN_OF_LINE_2	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.261739	true
Longfellow	NTH_TOKEN_OF_LINE_2	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.110134	true
Longfellow	NTH_TOKEN_OF_LINE_2	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.100216	true
Longfellow	NTH_TOKEN_OF_LINE_2	cs2/prev-family-current-family	SUPPORTING		false
Longfellow	NTH_TOKEN_OF_LINE_2	LS1_LINE_LENGTH_CV	SUPPORTING	-0.184226	true
Longfellow	NTH_TOKEN_OF_LINE_2	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	-0.00109842	true
Longfellow	NTH_TOKEN_OF_LINE_2	cs1/family-line-position	SUPPORTING		false
Longfellow	NTH_TOKEN_OF_LINE_2	cs6/family-diversity-x-line-length	SUPPORTING	0	true
