abbr_text	expan_text	count	class	uses_mark	mark_combining	ambiguous_expan	info_class
Ⱁmanere	permanere	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱁmiserit	permiserit	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
ⰑpetratuⰆ	perpetratum	2	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
Ⱁpetrauerint	perpetrauerint	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱁpetrauerit	perpetrauerit	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱁpetuo	perpetuo	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
ⰑsonⰂ	personⰂ	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱁtineat	pertineat	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱂauuncu li 	Proauunculi	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱂauunculi	Proauunculi	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱂpatrui	Propatrui	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱃcul	procul	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱃfugus	profugus	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱃhibent	prohibent	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
ⰓmatⰇterę	Promaterterę	2	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
ⰓmittitⰜ	promittitur	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Ⱃpriis	propriis	2	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
ⰓpⰈaⰆ	propriam	2	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
ⰓpⰈo	proprio	2	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
ⰖⰆ	quae	2	SPECIAL_SIGN_WHOLE_WORD	true	true	false	CONVENTION_DEPENDENT
ⰖⰇ	quae	2	SPECIAL_SIGN_WHOLE_WORD	true	true	false	CONVENTION_DEPENDENT
 cⰇsiliante	consiliante	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
 obliqⰉ	obliquo	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
 sicⰇ	sicut	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
AbmatⰇ terę 	Abmaterterę	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
AbstinenduⰆ	Abstinendum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
AeqⰋlitⰇ	Aequaliter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
AgamⰊ	Agamus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
AttendenduⰆ	Attendendum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
AugustinⰊ	Augustinus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
BonuⰆ	Bonum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
CON sanguineoruⰆ 	CONsanguineorum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
CapituⰏ	Capitulum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
CaptⰇⰏ	Capitulum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
CapⰇ	Capitulum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
CapⰏ	Capitulum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ClericuⰆ	Clericum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
Concur renduⰆ 	Concurrendum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
ConsobrinⰊ	Consobrinus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ContradicimⰊ	Contradicimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ConuictⰊ	Conuictus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
CorpⰊ	Corpus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
CoⰆple to 	Completo	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
CoⰆpletis	Completis	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
CoⰆpleto	Completo	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
DeniqⰛ	Denique	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
DescendaⰆ	Descendam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
Dimit tamⰇ Ⰺ 	Dimittamenus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
DsⰆ	Deus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
DuplicitⰇ	Dupliciter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
DuⰆ	Dum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
EandeⰆqⰛ	Eandemque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
EpⰇi	Episcopi	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
EpⰇos	Episcopos	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
EteniⰆ	Etenim	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ExcoⰆmunicatos	Excommunicatos	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
FrⰇ	Fratres	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
GrauitⰇ	Grauiter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
HabemⰊ	Habemus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
HerimannⰊ	Herimannus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
HoruⰆ	Horum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
HuiuscemⰉdi	Huiuscemodi	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
IdeⰆ	Idem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
IgitⰜ	Igitur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
InsuⰑ	Insuper	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
IntⰇ	Inter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
IntⰇduⰆ	Interdum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
ItaqⰛ	Itaque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
IteⰆqⰛ	Itemque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
IubemⰜ	Iubemur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
MaiestateⰆ	Maiestatem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
MaluⰆ	Malum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
MatⰇ	Mater	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
MatⰇtera	Matertera	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
MiscⰁam	Misericordiam	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
NequaquaⰆ	Nequaquam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
NulluⰆ	Nullum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
NulluⰊ	Nullus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
NuntiatuⰆ	Nuntiatum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
NuⰆquaⰆ	Numquam	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
NuⰆqⰋm	Numquam	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
OmⰇs	Omnis	1	CONTRACTION	true	true	true	AMBIGUOUS_WITHOUT_CONTEXT
OptamⰊ	Optamus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
OremⰊ	Oremus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
PaceⰆ	Pacem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ParricidiuⰆ	Parricidium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
PleruⰆqⰛ	Plerumque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
PostquaⰆ	Postquam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
PredicanduⰆ	Predicandum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ProgenieⰆ	Progeniem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ProhibeantⰜ	Prohibeantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
Proma tⰇterę 	Promaterterę	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
PuruⰆ	Purum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
PⰄri	Presbyteri	1	CONTRACTION	true	false	true	AMBIGUOUS_WITHOUT_CONTEXT
PⰄri	Presbiteri	1	CONTRACTION	true	false	true	AMBIGUOUS_WITHOUT_CONTEXT
Qua cuⰆqⰛ 	Quacumque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
Qua ⰓptⰇ 	Quapropter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
QualeⰆ	Qualem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
QualitⰇ	Qualiter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
QuaⰆ	Quam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
QuesituⰆ	Quesitum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
QuędaⰆ	QuⰂdam	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
QuęsituⰆ	Quęsitum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
QuⰂcuⰆqⰛ	QuⰂcumque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
QⰁ si 	Quodsi	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
RecⰇciliatio	Reconciliatio	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
ReqⰈratⰜ	Requiratur	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
ReruⰆ	Rerum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ResponsuⰆⰖ	Responsumque	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
RogationuⰆ	Rogationum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
SacramⰇtouⰆ	Sacramentoum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
SaluuⰆ	Saluum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
SanctⰊ	Sanctus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ScimⰊ	Scimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
Scrip tuⰆ 	Scriptum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
ScriptuⰆ	Scriptum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ScⰁm	Secundum	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
ScⰁⰂ	Secundae	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Se cⰁm 	Secundum	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
Si qⰈs	quis	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
SicⰖ	Sicque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
SimilitⰇ	Similiter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
SiqⰈs	quis	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
StⰇ	Sunt	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
SuⰆmopere	Summopere	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
TaliuⰆ	Talium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
TantuⰆ	Tantum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
Ter ciaⰆ 	Terciam	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
TeⰆpⰊ	Tempus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
TranquillitateⰆ	Tranquillitatem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
Tri matⰇtera 	Trimatertera	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
TuⰆ	Tum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
VeritateⰆ	Veritatem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
VeruⰆ	Verum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
VinuⰆ	Vinum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
VnaⰆ	Vnam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
VnusquisqⰛ	Vnusquisque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
VxoreⰆ	Vxorem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
abauiⰖ	abauique	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
abauuⰊ	abauus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
abiciuntⰜ	abiciuntur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ablatuⰆ	ablatum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
abmatⰇtęra	abmatertⰂra	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
abominantⰜ	abominantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
abqⰛ	abque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
abscidamⰊ	abscidamus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
absolutioneⰆ	absolutionem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
abusioneⰆ	abusionem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ac tuⰆ 	actum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
accedenduⰆ	accedendum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
accepimⰊ	accepimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
acceptaⰆ	acceptam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
accipiun tⰜ 	accipiuntur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
accipiuntⰜ	accipiuntur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
accoⰆmodare	accommodare	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
acritⰇ	acriter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
actionibⰊ	actionibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
actuⰆ	actum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
adeeⰇ	adesse	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
adiecimⰊ	adiecimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
adimpleantⰜ	adimpleantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
adimpletⰜ	adimpletur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
adituⰆ	aditum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
aditⰊ	aditus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
adiunxerimⰊ	adiunxerimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
administrauerⰇ	administrauerunt	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
admis soⰗ 	admissorum	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
admittantⰜ	admittantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
admittatⰜ	admittatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
admonicionibⰛ	admonicionibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
admonitⰊ	admonitus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
adnumeratⰊ	adnumeratus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
adsuⰆpserit	adsumpserit	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
adultⰇ	adulter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
adⰓbationeⰆ	adprobationem	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
aeccⰏam	aecclesiam	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
aequuⰆ	aequum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
affectibⰛ	affectibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
affectuⰆ	affectum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
affligimⰜ	affligimur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
agaⰆ	agam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
agenduⰆ	agendum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
agentibⰛ	agentibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
albuⰆ	album	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
alexandrinuⰆ	alexandrinum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ali quantuⰆ 	aliquantum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
ali Ⱅd 	aliquid	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
aliaⰆqⰛ	aliamque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
alicuiⰊ	alicuius	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
alienaⰆ	alienam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
aliisⰖ	aliisque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
alioruⰆ	aliorum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
aliquaⰆ	aliquam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
aliqⰁ	aliquod	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
aliqⰈ	aliqui	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
aliqⰈbⰛ	aliquibus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
aliqⰋ	aliqua	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
aliqⰋn do 	aliquando	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
alloqⰈ	alloqui	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
almoruⰆ	almorum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
altaribⰛ	altaribus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
alteruⰆ	alterum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
aluⰆno	alumno	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
amicabilitⰇ	amicabiliter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
amicuⰆ	amicum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ammonicioneⰆ	ammonicionem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
amoreⰆ	amorem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
amplectabamⰜ	amplectabamur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
amⰉ	amodo	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
an cillaⰆ 	ancillam	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
ana thematizatuⰆ 	anathematizatum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
anathe matizetⰜ 	anathematizetur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
anathematizatⰊ	anathematizatus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
anathematizentⰜⰞ	anathematizenturⰞ	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
anathematizetⰜ	anathematizetur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ancillaⰆ	ancillam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
angloⰗ	anglorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
annaniaⰆ	annaniam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
annuntietⰜ	annuntietur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
antiocenvⰆ	antiocenvm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
apellatⰜ	apellatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
appel lantⰜ 	appellantur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
appⰆhensa	apprehensa	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
apⰁ	apud	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
apⰇtiosi	apretiosi	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
apⰏi	apostoli	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
apⰏi cis 	apostolicis	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
apⰏicis	apostolicis	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
apⰏoⰗqⰛ	apostolorumque	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
apⰓbataⰆ	approbatam	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
apⰓpinquante	appropinquante	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
archi epⰇs 	archiepiscopus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
archiepⰇi	archiepiscopi	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
arduaⰆ	arduam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
arguebamⰜ	arguebamur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
arguebantⰜ	arguebantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
arguitⰜ	arguitur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
arripiantⰜ	arripiantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
assuⰆpserit	assumpserit	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
astrictⰊ	astrictus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
asⰑsi	aspersi	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
atqⰟ	atque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
attenditⰜ	attenditur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
au  diuimⰊ 	au diuimus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
auariciaⰆ	auariciam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
auctorita teⰆ 	auctoritatem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
audientiaⰆ	audientiam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
audientibⰊ	audientibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
audituⰆ	auditum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
auferatⰜ	auferatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
auferⰇ	auferunt	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
augustinⰊ	augustinus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
aureⰆ	aurem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
auribⰊ	auribus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
auribⰛ	auribus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
austeraⰆ	austeram	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
auunculuⰊ	auunculus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
auxilivⰆ	auxilivm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
auⰆ	autem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
aⰆpⰏius	amplius	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
aⰑta	aperta	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
bachantivⰆ	bachantivm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
bene ficiuⰆ 	beneficium	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
beneficiuⰆ	beneficium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
beneuolentiaⰆ	beneuolentiam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
bonaⰆ	bonam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
bonoruⰆ	bonorum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
bonoⰗ	bonorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ca nonuⰆ 	canonum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
caelebrantⰜ	caelebrantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
cal tiamⰇta 	caltiamenta	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
calumniatⰊ	calumniatus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
caluⰆmiis	calummiis	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
caluⰆnia	calumnia	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
cano nuⰆ 	canonum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
canonibⰊ	canonibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
canonibⰛ	canonibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
canonicuⰆ	canonicum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
capi taleⰆ 	capitalem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
capitaleⰆ	capitalem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
capitulariuⰆ	capitularium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
captiuoⰅ	captiuos	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
capⰇ	capitulo	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
carduuⰆ	carduum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
caritateⰆ	caritatem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
carnibⰛ	carnibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
carniuⰆ	carnium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
cartaⰆ	cartam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
cas suⰆ 	cassum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
castigetⰜ	castigetur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
cate cuminⰊ 	catecuminus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
catecuminoruⰆ	catecuminorum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
catⰇ	catio	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
causantⰜ	causantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
cautelaⰆ	cautelam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
cautuⰆ	cautum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ce lebrarentⰜ 	celebrarentur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
ce lebrentⰜ 	celebrentur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
cele ritⰇ 	celeriter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
celebrantⰜ	celebrantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
celelebretⰜ	celelebretur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
cenaⰆ	cenam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
censemⰊ	censemus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
