abbr_text	n_observed_expansions	expansions	ambiguous	info_class
cor ripietⰜ 	1	corripietur	false	SELF_SUFFICIENT
coraⰆ	1	coram	false	SELF_SUFFICIENT
corpⰊ	1	corpus	false	SELF_SUFFICIENT
correctioneⰆ	1	correctionem	false	SELF_SUFFICIENT
correptioneⰆ	1	correptionem	false	SELF_SUFFICIENT
correptuⰆ	1	correptum	false	SELF_SUFFICIENT
corrigantⰜ	1	corrigantur	false	SELF_SUFFICIENT
corripiatⰜ	1	corripiatur	false	SELF_SUFFICIENT
corruⰆpit	1	corrumpit	false	SELF_SUFFICIENT
cottidianuⰆ	1	cottidianum	false	SELF_SUFFICIENT
covr teⰆ 	1	covrtem	false	SELF_SUFFICIENT
coⰆ	1	comⰡmittuntⰡ	false	SELF_SUFFICIENT
coⰆ memoratio 	1	commemoratio	false	SELF_SUFFICIENT
coⰆ monuero 	1	commonuero	false	SELF_SUFFICIENT
coⰆ muni 	1	communi	false	SELF_SUFFICIENT
coⰆ municatis 	1	communicatis	false	SELF_SUFFICIENT
coⰆ municauerint 	1	communicauerint	false	SELF_SUFFICIENT
coⰆ municauimus 	1	communicauimus	false	SELF_SUFFICIENT
coⰆ municauimⰊ 	1	communicauimus	false	SELF_SUFFICIENT
coⰆ munione 	1	communione	false	SELF_SUFFICIENT
coⰆ munioneⰆ 	1	communionem	false	SELF_SUFFICIENT
coⰆ munis 	1	communis	false	SELF_SUFFICIENT
coⰆ paratⰜ 	1	comparatur	false	SELF_SUFFICIENT
coⰆ ponat 	1	componat	false	SELF_SUFFICIENT
coⰆ putet 	1	computet	false	SELF_SUFFICIENT
coⰆmaculant	1	commaculant	false	SELF_SUFFICIENT
coⰆmedat	1	commedat	false	SELF_SUFFICIENT
coⰆmendant	1	commendant	false	SELF_SUFFICIENT
coⰆmendes	1	commendes	false	SELF_SUFFICIENT
coⰆmessationes	1	commessationes	false	SELF_SUFFICIENT
coⰆminabatⰜ	1	comminabatur	false	SELF_SUFFICIENT
coⰆminatⰜ	1	comminatur	false	SELF_SUFFICIENT
coⰆminⰊ	1	comminus	false	SELF_SUFFICIENT
coⰆmiscea mini 	1	commisceamini	false	SELF_SUFFICIENT
coⰆmiserit	1	commiserit	false	SELF_SUFFICIENT
coⰆmissa	1	commissa	false	SELF_SUFFICIENT
coⰆmissis	1	commissis	false	SELF_SUFFICIENT
coⰆmisso	1	commisso	false	SELF_SUFFICIENT
coⰆmissuⰆ	1	commissum	false	SELF_SUFFICIENT
coⰆmittimus	1	committimus	false	SELF_SUFFICIENT
coⰆmittunt	1	committunt	false	SELF_SUFFICIENT
coⰆmo nitiones 	1	commonitiones	false	SELF_SUFFICIENT
coⰆmonitarias	1	commonitarias	false	SELF_SUFFICIENT
coⰆmu nicare 	1	communicare	false	SELF_SUFFICIENT
coⰆmu nicauerit 	1	communicauerit	false	SELF_SUFFICIENT
coⰆmu nicet 	1	communicet	false	SELF_SUFFICIENT
coⰆmu nio 	1	communio	false	SELF_SUFFICIENT
coⰆmu nionem 	1	communionem	false	SELF_SUFFICIENT
coⰆmu nioneⰆ 	1	communionem	false	SELF_SUFFICIENT
coⰆmune	1	commune	false	SELF_SUFFICIENT
coⰆmuneⰆ	1	communem	false	SELF_SUFFICIENT
coⰆmuni	1	communi	false	SELF_SUFFICIENT
coⰆmuni canduⰆ 	1	communicandum	false	SELF_SUFFICIENT
coⰆmuni care 	1	communicare	false	SELF_SUFFICIENT
coⰆmuni oneⰆ 	1	communionem	false	SELF_SUFFICIENT
coⰆmuniaone	1	communiaone	false	SELF_SUFFICIENT
coⰆmunibⰛ	1	communibus	false	SELF_SUFFICIENT
coⰆmunica re 	1	communicare	false	SELF_SUFFICIENT
coⰆmunicant	1	communicant	false	SELF_SUFFICIENT
coⰆmunicantes	1	communicantes	false	SELF_SUFFICIENT
coⰆmunicare	1	communicare	false	SELF_SUFFICIENT
coⰆmunicarⰇ	1	communicarent	false	SELF_SUFFICIENT
coⰆmunicat	1	communicat	false	SELF_SUFFICIENT
coⰆmunicatis	1	communicatis	false	SELF_SUFFICIENT
coⰆmunicatoribⰛ	1	communicatoribus	false	SELF_SUFFICIENT
coⰆmunicauerint	1	communicauerint	false	SELF_SUFFICIENT
coⰆmunicauerit	1	communicauerit	false	SELF_SUFFICIENT
coⰆmunicemⰜ	1	communicemur	false	SELF_SUFFICIENT
coⰆmunicent	1	communicent	false	SELF_SUFFICIENT
coⰆmunicet	1	communicet	false	SELF_SUFFICIENT
coⰆmunicetis	1	communicetis	false	SELF_SUFFICIENT
coⰆmunio	1	communio	false	SELF_SUFFICIENT
coⰆmunio ne 	1	communione	false	SELF_SUFFICIENT
coⰆmunio nis 	1	communionis	false	SELF_SUFFICIENT
coⰆmunione	1	communione	false	SELF_SUFFICIENT
coⰆmunionem	1	communionem	false	SELF_SUFFICIENT
coⰆmunioneⰆ	1	communionem	false	SELF_SUFFICIENT
coⰆmunionis	1	communionis	false	SELF_SUFFICIENT
coⰆmv nioneⰆ 	1	commvnionem	false	SELF_SUFFICIENT
coⰆparatⰜ	1	comparatur	false	SELF_SUFFICIENT
coⰆpatitⰜ	1	compatitur	false	SELF_SUFFICIENT
coⰆpatiuntⰜ	1	compatiuntur	false	SELF_SUFFICIENT
coⰆpelleremⰜ	1	compelleremur	false	SELF_SUFFICIENT
coⰆpelli mⰜ 	1	compellimur	false	SELF_SUFFICIENT
coⰆpendiis	1	compendiis	false	SELF_SUFFICIENT
coⰆpetunt	1	competunt	false	SELF_SUFFICIENT
coⰆplaceret	1	complaceret	false	SELF_SUFFICIENT
coⰆplacuerint	1	complacuerint	false	SELF_SUFFICIENT
coⰆpleta	1	completa	false	SELF_SUFFICIENT
coⰆpleuerint	1	compleuerint	false	SELF_SUFFICIENT
coⰆplicibⰛ	1	complicibus	false	SELF_SUFFICIENT
coⰆponant	1	componant	false	SELF_SUFFICIENT
coⰆponat	1	componat	false	SELF_SUFFICIENT
coⰆpositio	1	compositio	false	SELF_SUFFICIENT
coⰆpositione	2	compositione; compostione	true	AMBIGUOUS_WITHOUT_CONTEXT
coⰆpositioneⰆ	1	compositionem	false	SELF_SUFFICIENT
coⰆpositiⰉ	1	compositio	false	SELF_SUFFICIENT
coⰆprehenderit	1	comprehenderit	false	SELF_SUFFICIENT
coⰆputatⰜ	1	computatur	false	SELF_SUFFICIENT
coⰆpⰆhen derit 	1	comprehenderit	false	SELF_SUFFICIENT
coⰆpⰆhendi	1	comprehendi	false	SELF_SUFFICIENT
coⰆpⰆhensi	1	comprehensi	false	SELF_SUFFICIENT
coⰆⰓ batⰜ 	1	comprobatur	false	SELF_SUFFICIENT
coⰆⰓbari	1	comprobari	false	SELF_SUFFICIENT
coⰆⰓbatⰜ	1	comprobatur	false	SELF_SUFFICIENT
coⰇmaculari	1	commaculari	false	SELF_SUFFICIENT
cre denduⰆ 	1	credendum	false	SELF_SUFFICIENT
cre dentiuⰆ 	1	credentium	false	SELF_SUFFICIENT
crea toreⰆ 	1	creatorem	false	SELF_SUFFICIENT
creauⰇ	1	creauit	false	SELF_SUFFICIENT
creditⰜ	1	creditur	false	SELF_SUFFICIENT
credivnduⰆ	1	credivndum	false	SELF_SUFFICIENT
cri minibⰛ 	1	criminibus	false	SELF_SUFFICIENT
criminalibⰛ	1	criminalibus	false	SELF_SUFFICIENT
criminatoruⰆ	1	criminatorum	false	SELF_SUFFICIENT
criminibⰛ	1	criminibus	false	SELF_SUFFICIENT
criminuⰆ	1	criminum	false	SELF_SUFFICIENT
crimⰇ	1	crimen	false	SELF_SUFFICIENT
crucifixerⰇ	1	crucifixerunt	false	SELF_SUFFICIENT
crudaⰆ	1	crudam	false	SELF_SUFFICIENT
crudelitⰇ	1	crudeliter	false	SELF_SUFFICIENT
cu ratosqⰛ 	1	curatosque	false	SELF_SUFFICIENT
cubiculuⰆ	1	cubiculum	false	SELF_SUFFICIENT
cuidaⰆ	1	cuidam	false	SELF_SUFFICIENT
cuiqⰛ	1	cuique	false	SELF_SUFFICIENT
cuiuscuⰆqⰛ	1	cuiuscumque	false	SELF_SUFFICIENT
cuiusquaⰆ	1	cuiusquam	false	SELF_SUFFICIENT
cuiⰊ	1	cuius	false	SELF_SUFFICIENT
culpabileⰆ	1	culpabilem	false	SELF_SUFFICIENT
culparuⰆ	1	culparum	false	SELF_SUFFICIENT
culpaⰆ	1	culpam	false	SELF_SUFFICIENT
cunctoⰗ	1	cunctorum	false	SELF_SUFFICIENT
cupi ditateⰆ 	1	cupiditatem	false	SELF_SUFFICIENT
cupiditateⰆ	1	cupiditatem	false	SELF_SUFFICIENT
cupimⰊ	1	cupimus	false	SELF_SUFFICIENT
curantⰜ	1	curantur	false	SELF_SUFFICIENT
curauimⰊ	1	curauimus	false	SELF_SUFFICIENT
curaⰆ	1	curam	false	SELF_SUFFICIENT
cursuⰆ	1	cursum	false	SELF_SUFFICIENT
custo diatⰜ 	1	custodiatur	false	SELF_SUFFICIENT
custodiretⰜ	1	custodiretur	false	SELF_SUFFICIENT
cuⰆ	1	cum	false	SELF_SUFFICIENT
cuⰆqⰛ	1	cumque	false	SELF_SUFFICIENT
cyboruⰆ	1	cyborum	false	SELF_SUFFICIENT
cybuⰆ	1	cybum	false	SELF_SUFFICIENT
c̅ⰓuincialiuⰆ	1	comprouincialium	false	SELF_SUFFICIENT
cⰂlestibⰛ	1	cⰂlestibus	false	SELF_SUFFICIENT
cⰂluⰆ	1	cⰂlum	false	SELF_SUFFICIENT
cⰂteraⰆ	1	cⰂteram	false	SELF_SUFFICIENT
cⰆpage	1	compage	false	SELF_SUFFICIENT
cⰇ	1	con	false	SELF_SUFFICIENT
cⰇ gregatis 	1	congregatis	false	SELF_SUFFICIENT
cⰇ iugaleⰆ 	1	coniugalem	false	SELF_SUFFICIENT
cⰇ laudare 	1	conlaudare	false	SELF_SUFFICIENT
cⰇ laudatuⰆ 	1	conlaudatum	false	SELF_SUFFICIENT
cⰇ sensu 	1	consensu	false	SELF_SUFFICIENT
cⰇ tempserint 	1	contempserint	false	SELF_SUFFICIENT
cⰇcedatⰜ	1	concedatur	false	SELF_SUFFICIENT
cⰇcessa	1	concessa	false	SELF_SUFFICIENT
cⰇcessas	1	concessas	false	SELF_SUFFICIENT
cⰇcessaⰆ	1	concessam	false	SELF_SUFFICIENT
cⰇcientiⰂ	1	concientiⰂ	false	SELF_SUFFICIENT
cⰇcii	1	concii	false	SELF_SUFFICIENT
cⰇcili o 	1	concili	false	SELF_SUFFICIENT
cⰇcilii	1	concilii	false	SELF_SUFFICIENT
cⰇcilio	1	concilio	false	SELF_SUFFICIENT
cⰇciliuⰆ	1	concilium	false	SELF_SUFFICIENT
cⰇclusione	1	conclusione	false	SELF_SUFFICIENT
cⰇcordia	1	concordia	false	SELF_SUFFICIENT
cⰇculcare	1	conculcare	false	SELF_SUFFICIENT
cⰇdeⰆnamus	1	condemnamus	false	SELF_SUFFICIENT
cⰇdeⰆpnatione	1	condempnatione	false	SELF_SUFFICIENT
cⰇdignaⰆ	1	condignam	false	SELF_SUFFICIENT
cⰇdignum	1	condignum	false	SELF_SUFFICIENT
cⰇfessi	1	confessi	false	SELF_SUFFICIENT
cⰇfessione	1	confessione	false	SELF_SUFFICIENT
cⰇfessioneⰆ	1	confessionem	false	SELF_SUFFICIENT
cⰇfessus	1	confessus	false	SELF_SUFFICIENT
cⰇfi tentur 	1	confitentur	false	SELF_SUFFICIENT
cⰇfidimus	1	confidimus	false	SELF_SUFFICIENT
cⰇfir mamⰊ 	1	confirmamus	false	SELF_SUFFICIENT
cⰇfir manduⰆ 	1	confirmandum	false	SELF_SUFFICIENT
cⰇfirmante	1	confirmante	false	SELF_SUFFICIENT
cⰇfisus	1	confisus	false	SELF_SUFFICIENT
cⰇfiteatⰜ	1	confiteatur	false	SELF_SUFFICIENT
cⰇfitendo	1	confitendo	false	SELF_SUFFICIENT
cⰇfiteri	1	confiteri	false	SELF_SUFFICIENT
cⰇfitetⰜ	1	confitetur	false	SELF_SUFFICIENT
cⰇfluentiaⰆ	1	confluentiam	false	SELF_SUFFICIENT
cⰇfortare	1	confortare	false	SELF_SUFFICIENT
cⰇfortatione	1	confortatione	false	SELF_SUFFICIENT
cⰇfugi entes 	1	confugientes	false	SELF_SUFFICIENT
cⰇfun dentem 	1	confundentem	false	SELF_SUFFICIENT
cⰇfusio	1	confusio	false	SELF_SUFFICIENT
cⰇgrega ti 	1	congregati	false	SELF_SUFFICIENT
cⰇgregata	1	congregata	false	SELF_SUFFICIENT
cⰇgregati	1	congregati	false	SELF_SUFFICIENT
cⰇgregatis	1	congregatis	false	SELF_SUFFICIENT
cⰇgruaⰆ	1	congruam	false	SELF_SUFFICIENT
cⰇgruenti	1	congruenti	false	SELF_SUFFICIENT
cⰇiugali	1	coniugali	false	SELF_SUFFICIENT
cⰇiugati	1	coniugati	false	SELF_SUFFICIENT
cⰇiuge	1	coniuge	false	SELF_SUFFICIENT
cⰇiugeⰆ	1	coniugem	false	SELF_SUFFICIENT
cⰇiugibⰊ	1	coniugibus	false	SELF_SUFFICIENT
cⰇiugibⰛ	1	coniugibus	false	SELF_SUFFICIENT
cⰇiugii	1	coniugii	false	SELF_SUFFICIENT
cⰇiugiī	1	coniugii	false	SELF_SUFFICIENT
cⰇiugio	1	coniugio	false	SELF_SUFFICIENT
cⰇiuigeⰆ	1	coniugem	false	SELF_SUFFICIENT
cⰇiunctio	1	coniunctio	false	SELF_SUFFICIENT
cⰇiunctione	1	coniunctione	false	SELF_SUFFICIENT
cⰇiunctionibⰊ	1	coniunctionibus	false	SELF_SUFFICIENT
cⰇiunctⰊ	1	coniunctus	false	SELF_SUFFICIENT
cⰇiungatⰜ	1	coniungatur	false	SELF_SUFFICIENT
cⰇiungendus	1	coniungendus	false	SELF_SUFFICIENT
cⰇiungenduⰆ	1	coniungendum	false	SELF_SUFFICIENT
cⰇlaboratione	1	conlaboratione	false	SELF_SUFFICIENT
cⰇlata	1	conlata	false	SELF_SUFFICIENT
cⰇlauda tuⰆ 	1	conlaudatum	false	SELF_SUFFICIENT
cⰇlaudatione	1	conlaudatione	false	SELF_SUFFICIENT
cⰇloqⰈum	1	conloquium	false	SELF_SUFFICIENT
cⰇmemo rat 	1	commemor	false	SELF_SUFFICIENT
cⰇmissuⰆ	1	commissum	false	SELF_SUFFICIENT
cⰇmittere	1	committere	false	SELF_SUFFICIENT
cⰇmunicare	1	communicare	false	SELF_SUFFICIENT
cⰇmunione	1	communione	false	SELF_SUFFICIENT
cⰇmunionis	1	communionis	false	SELF_SUFFICIENT
cⰇognationeⰆ	1	conognationem	false	SELF_SUFFICIENT
cⰇpassione	1	compassione	false	SELF_SUFFICIENT
cⰇpesceret	1	compesceret	false	SELF_SUFFICIENT
cⰇplellimⰜ	1	complellimur	false	SELF_SUFFICIENT
cⰇplemus	1	complemus	false	SELF_SUFFICIENT
cⰇpulsus	1	compulsus	false	SELF_SUFFICIENT
cⰇputandus	1	computandus	false	SELF_SUFFICIENT
cⰇputantⰜ	1	computantur	false	SELF_SUFFICIENT
cⰇpⰆhensi	1	comprehensi	false	SELF_SUFFICIENT
cⰇsangui nitate 	1	consanguinitate	false	SELF_SUFFICIENT
cⰇsangui nitatis 	1	consanguinitatis	false	SELF_SUFFICIENT
cⰇsanguineaⰆ	1	consanguineam	false	SELF_SUFFICIENT
cⰇsanguinei	1	consanguinei	false	SELF_SUFFICIENT
cⰇsanguineis	1	consanguineis	false	SELF_SUFFICIENT
cⰇsanguineos	1	consanguineos	false	SELF_SUFFICIENT
cⰇsanguineę	1	consanguineⰂ	false	SELF_SUFFICIENT
cⰇsanguinita tis 	1	consanguinitatis	false	SELF_SUFFICIENT
cⰇsanguinitas	1	consanguinitas	false	SELF_SUFFICIENT
cⰇsanguinitate	1	consanguinitate	false	SELF_SUFFICIENT
cⰇsanguinitateⰆ	1	consanguinitatem	false	SELF_SUFFICIENT
cⰇsanguinitateⰆⰆ	1	consanguinitatem	false	SELF_SUFFICIENT
cⰇsanguinitatis	1	consanguinitatis	false	SELF_SUFFICIENT
cⰇscien tia 	1	conscientia	false	SELF_SUFFICIENT
cⰇscien tiaⰆ 	1	conscientiam	false	SELF_SUFFICIENT
cⰇscientia	1	conscientia	false	SELF_SUFFICIENT
cⰇscius	1	conscius	false	SELF_SUFFICIENT
cⰇse cratⰜ 	1	consecratur	false	SELF_SUFFICIENT
cⰇsecra tos 	1	consecratos	false	SELF_SUFFICIENT
cⰇsecrata	1	consecrata	false	SELF_SUFFICIENT
cⰇsecratuⰆ	1	consecratum	false	SELF_SUFFICIENT
cⰇsecrauerat	1	consecrauerat	false	SELF_SUFFICIENT
cⰇsedimⰊ	1	consedimus	false	SELF_SUFFICIENT
cⰇsenserit	1	consenserit	false	SELF_SUFFICIENT
cⰇsensu	1	consensu	false	SELF_SUFFICIENT
cⰇsentire	1	consentire	false	SELF_SUFFICIENT
cⰇsentit	1	consentit	false	SELF_SUFFICIENT
cⰇsentiunt	1	consentiunt	false	SELF_SUFFICIENT
cⰇsequantⰜ	1	consequantur	false	SELF_SUFFICIENT
cⰇsequendo	1	consequendo	false	SELF_SUFFICIENT
cⰇseqⰈ	1	consequi	false	SELF_SUFFICIENT
cⰇserua tione 	1	conseruatione	false	SELF_SUFFICIENT
cⰇseruanduⰆ	1	conseruandum	false	SELF_SUFFICIENT
cⰇseruari	1	conseruari	false	SELF_SUFFICIENT
cⰇsideranda	1	consideranda	false	SELF_SUFFICIENT
cⰇsiderantes	1	considerantes	false	SELF_SUFFICIENT
cⰇsiderare	1	considerare	false	SELF_SUFFICIENT
cⰇsilio	1	consilio	false	SELF_SUFFICIENT
cⰇsiliuⰆ	1	consilium	false	SELF_SUFFICIENT
cⰇsistat	1	consistat	false	SELF_SUFFICIENT
cⰇsistens	1	consistens	false	SELF_SUFFICIENT
cⰇsistentes	1	consistentes	false	SELF_SUFFICIENT
cⰇsobri nę 	1	consobrinⰂ	false	SELF_SUFFICIENT
cⰇsobrina	1	consobrina	false	SELF_SUFFICIENT
cⰇsobrini	1	consobrini	false	SELF_SUFFICIENT
cⰇsobrinⰊ	1	consobrinus	false	SELF_SUFFICIENT
cⰇsorcio	1	consorcio	false	SELF_SUFFICIENT
cⰇsortio	1	consortio	false	SELF_SUFFICIENT
cⰇstare	1	constare	false	SELF_SUFFICIENT
cⰇstat	1	constat	false	SELF_SUFFICIENT
cⰇstituamⰊ	1	constituamus	false	SELF_SUFFICIENT
cⰇstituerunt	1	constituerunt	false	SELF_SUFFICIENT
cⰇstituta	1	constituta	false	SELF_SUFFICIENT
cⰇstitutas	1	constitutas	false	SELF_SUFFICIENT
cⰇstituti	1	constituti	false	SELF_SUFFICIENT
cⰇstitutioneⰆ	1	constitutionem	false	SELF_SUFFICIENT
cⰇstitutuⰆ	1	constitutum	false	SELF_SUFFICIENT
cⰇstitutⰂ	1	constitutⰂ	false	SELF_SUFFICIENT
cⰇstringatur	1	constringatur	false	SELF_SUFFICIENT
cⰇstringatⰜ	1	constringatur	false	SELF_SUFFICIENT
cⰇstringitⰜ	1	constringitur	false	SELF_SUFFICIENT
cⰇsuetu dine 	1	consuetudine	false	SELF_SUFFICIENT
cⰇsuetudineⰆ	1	consuetudinem	false	SELF_SUFFICIENT
cⰇsultis	1	consultis	false	SELF_SUFFICIENT
cⰇsultu	1	consultu	false	SELF_SUFFICIENT
cⰇta minat 	1	contaminat	false	SELF_SUFFICIENT
cⰇtemni mus 	1	contemnim	false	SELF_SUFFICIENT
cⰇtemtibileⰆ	1	contemtibilem	false	SELF_SUFFICIENT
cⰇtentione	1	contentione	false	SELF_SUFFICIENT
cⰇtentiones	1	contentiones	false	SELF_SUFFICIENT
cⰇteⰆnere	1	contemnere	false	SELF_SUFFICIENT
cⰇteⰆnit	1	contemnit	false	SELF_SUFFICIENT
cⰇteⰆnunt	1	contemnunt	false	SELF_SUFFICIENT
cⰇteⰆp nit 	1	contempn	false	SELF_SUFFICIENT
cⰇteⰆp serit 	1	contemps	false	SELF_SUFFICIENT
cⰇteⰆplatione	1	contemplatione	false	SELF_SUFFICIENT
cⰇteⰆpnere	1	contempnere	false	SELF_SUFFICIENT
cⰇteⰆpserit	1	contempserit	false	SELF_SUFFICIENT
cⰇteⰆptibileⰆ	1	contemptibilem	false	SELF_SUFFICIENT
cⰇteⰆptu	1	contemptu	false	SELF_SUFFICIENT
cⰇteⰇnit	1	contemnit	false	SELF_SUFFICIENT
cⰇtinentes	1	continentes	false	SELF_SUFFICIENT
cⰇtinentiⰂ	1	continentiⰂ	false	SELF_SUFFICIENT
cⰇtinentⰜ	1	continentur	false	SELF_SUFFICIENT
cⰇtinere	1	continere	false	SELF_SUFFICIENT
cⰇtingere	1	contingere	false	SELF_SUFFICIENT
cⰇtinua	1	continua	false	SELF_SUFFICIENT
cⰇtra	1	contra	false	SELF_SUFFICIENT
cⰇtracta	1	contracta	false	SELF_SUFFICIENT
cⰇtradictioneⰆ	1	contradictionem	false	SELF_SUFFICIENT
cⰇtradixerit	1	contradixerit	false	SELF_SUFFICIENT
cⰇtrahet	1	contrahet	false	SELF_SUFFICIENT
cⰇtributa	1	contributa	false	SELF_SUFFICIENT
cⰇtris tauit 	1	contristauit	false	SELF_SUFFICIENT
cⰇtrouersia	1	controuersia	false	SELF_SUFFICIENT
cⰇtu maci 	1	contumaci	false	SELF_SUFFICIENT
cⰇtubernio	1	contubernio	false	SELF_SUFFICIENT
cⰇtulit	1	contulit	false	SELF_SUFFICIENT
cⰇtumatiaⰆ	1	contumatiam	false	SELF_SUFFICIENT
cⰇtumax	1	contumax	false	SELF_SUFFICIENT
cⰇtumelia	1	contumelia	false	SELF_SUFFICIENT
cⰇtumeliosuⰆ	1	contumeliosum	false	SELF_SUFFICIENT
cⰇualue rit 	1	conualuerit	false	SELF_SUFFICIENT
cⰇueni unt 	1	conueniunt	false	SELF_SUFFICIENT
cⰇueniat	1	conueniat	false	SELF_SUFFICIENT
cⰇueniatⰜ	1	conueniatur	false	SELF_SUFFICIENT
cⰇuenientibⰛ	1	conuenientibus	false	SELF_SUFFICIENT
cⰇuenimⰊ	1	conuenimus	false	SELF_SUFFICIENT
cⰇueniunt	1	conueniunt	false	SELF_SUFFICIENT
cⰇuentioneⰆ	1	conuentionem	false	SELF_SUFFICIENT
cⰇuentu	1	conuentu	false	SELF_SUFFICIENT
cⰇuersio	1	conuersio	false	SELF_SUFFICIENT
cⰇuersus	1	conuersus	false	SELF_SUFFICIENT
cⰇuincitⰜ	1	conuincitur	false	SELF_SUFFICIENT
cⰇuonradi	1	cuonradi	false	SELF_SUFFICIENT
cⰇuⰇsus	1	conuersus	false	SELF_SUFFICIENT
cⰇuⰇte	1	conuerte	false	SELF_SUFFICIENT
dataⰆ	1	datam	false	SELF_SUFFICIENT
datuⰆ	1	datum	false	SELF_SUFFICIENT
datⰜ	1	datur	false	SELF_SUFFICIENT
daⰆna tuⰆ 	1	damnatum	false	SELF_SUFFICIENT
daⰆnamⰊ	1	damnamus	false	SELF_SUFFICIENT
daⰆnati	1	damnati	false	SELF_SUFFICIENT
daⰆnatio	1	damnatio	false	SELF_SUFFICIENT
daⰆnatione	1	damnatione	false	SELF_SUFFICIENT
daⰆnationis	1	damnationis	false	SELF_SUFFICIENT
daⰆnatus	1	damnatus	false	SELF_SUFFICIENT
daⰆnuⰆ	1	damnum	false	SELF_SUFFICIENT
de beremⰊ 	1	deberemus	false	SELF_SUFFICIENT
de bitoribⰛ 	1	debitoribus	false	SELF_SUFFICIENT
de cretuⰆ 	1	decretum	false	SELF_SUFFICIENT
de tentⰊ 	1	detentus	false	SELF_SUFFICIENT
debemⰊ	1	debemus	false	SELF_SUFFICIENT
deberetⰜ	1	deberetur	false	SELF_SUFFICIENT
decerni mⰊ 	1	decernimus	false	SELF_SUFFICIENT
decernimⰊ	1	decernimus	false	SELF_SUFFICIENT
deceⰆbre	1	decembre	false	SELF_SUFFICIENT
decimaⰆ	1	decimam	false	SELF_SUFFICIENT
decipimⰜ	1	decipimur	false	SELF_SUFFICIENT
decretuⰆ	1	decretum	false	SELF_SUFFICIENT
decretvⰆ	1	decretvm	false	SELF_SUFFICIENT
dedignatⰜ	1	dedignatur	false	SELF_SUFFICIENT
deducantⰜ	1	deducantur	false	SELF_SUFFICIENT
deducatⰜ	1	deducatur	false	SELF_SUFFICIENT
defensioneⰆ	1	defensionem	false	SELF_SUFFICIENT
definitioneⰆ	1	definitionem	false	SELF_SUFFICIENT
definituⰆ	1	definitum	false	SELF_SUFFICIENT
degradetⰜ	1	degradetur	false	SELF_SUFFICIENT
delationeⰆ	1	delationem	false	SELF_SUFFICIENT
delectantⰜ	1	delectantur	false	SELF_SUFFICIENT
delictoⰗ	1	delictorum	false	SELF_SUFFICIENT
delictuⰆ	1	delictum	false	SELF_SUFFICIENT
delinquenteⰆ	1	delinquentem	false	SELF_SUFFICIENT
demonibⰛ	1	demonibus	false	SELF_SUFFICIENT
demonstretⰜ	1	demonstretur	false	SELF_SUFFICIENT
demuⰆ	1	demum	false	SELF_SUFFICIENT
dene gamⰊ 	1	denegamus	false	SELF_SUFFICIENT
denegamⰊ	1	denegamus	false	SELF_SUFFICIENT
deniqⰛ	1	denique	false	SELF_SUFFICIENT
deponatⰜ	1	deponatur	false	SELF_SUFFICIENT
deputatⰜ	1	deputatur	false	SELF_SUFFICIENT
depⰆ dationes 	1	depraedationes	false	SELF_SUFFICIENT
depⰆcans	1	deprecans	false	SELF_SUFFICIENT
depⰆcatⰊ	1	deprecatus	false	SELF_SUFFICIENT
depⰆcatⰜ	1	deprecatur	false	SELF_SUFFICIENT
depⰆcetur	1	depraecetur	false	SELF_SUFFICIENT
depⰆda tionis 	1	depraedationis	false	SELF_SUFFICIENT
depⰆdari	1	depraedari	false	SELF_SUFFICIENT
depⰆdationes	1	depraedationes	false	SELF_SUFFICIENT
depⰆdatores	1	depraedatores	false	SELF_SUFFICIENT
depⰆdatoribⰛ	1	depraedatoribus	false	SELF_SUFFICIENT
depⰆdatⰂ	1	depraedatⰂ	false	SELF_SUFFICIENT
depⰆhensis	1	deprehensis	false	SELF_SUFFICIENT
depⰆhensus	1	deprehensus	false	SELF_SUFFICIENT
desperatⰊ	1	desperatus	false	SELF_SUFFICIENT
detentⰊ	1	detentus	false	SELF_SUFFICIENT
detinentⰜ	1	detinentur	false	SELF_SUFFICIENT
detⰇminarentur	1	determinarentur	false	SELF_SUFFICIENT
detⰇminaretⰜ	1	determinaretur	false	SELF_SUFFICIENT
deuotissimaⰆ	1	deuotissimam	false	SELF_SUFFICIENT
deⰄ	2	debeat; debet	true	AMBIGUOUS_WITHOUT_CONTEXT
deⰑiret	1	deperiret	false	SELF_SUFFICIENT
diaboluⰆ	1	diabolum	false	SELF_SUFFICIENT
diaconoⰗ	1	diaconorum	false	SELF_SUFFICIENT
diaconuⰆ	1	diaconum	false	SELF_SUFFICIENT
diaconⰊ	1	diaconus	false	SELF_SUFFICIENT
dicebantⰜ	1	dicebantur	false	SELF_SUFFICIENT
dicenteⰆ	1	dicentem	false	SELF_SUFFICIENT
dicentibⰛ	1	dicentibus	false	SELF_SUFFICIENT
dicimⰊ	1	dicimus	false	SELF_SUFFICIENT
dicitⰜ	1	dicitur	false	SELF_SUFFICIENT
dictuⰆ	1	dictum	false	SELF_SUFFICIENT
dicⰇ	1	dicit	false	SELF_SUFFICIENT
didicimⰊ	1	didicimus	false	SELF_SUFFICIENT
die bⰛ 	1	diebus	false	SELF_SUFFICIENT
diebⰊ	1	diebus	false	SELF_SUFFICIENT
diebⰛ	1	diebus	false	SELF_SUFFICIENT
dieruⰆ	1	dierum	false	SELF_SUFFICIENT
dieⰆ	1	diem	false	SELF_SUFFICIENT
