control	replicate	seed	max_score	max_train_coverage	mapping_size	rule
RANDOM_VOYNICH_SET	78	2219049704337948184	0.130000	0.400000	17	DROP_AL;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	79	6866823550117522374	0.150000	0.400000	17	DROP_AL;KEEP;VELAR_COLLAPSE;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	80	16844713764839368947	0.140000	0.500000	16	DROP_AL;STRIP_LATIN;VELAR_COLLAPSE;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	81	2888328537747570015	0.129500	0.400000	15	TAIL;STRIP_LATIN;VELAR_COLLAPSE;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	82	7449151282326911786	0.144500	0.450000	19	TAIL;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
RANDOM_VOYNICH_SET	83	3100043533945701631	0.139750	0.450000	16	TAIL;STRIP_LATIN;ARABIC_LATIN;KEEP;PREFIX_4
RANDOM_VOYNICH_SET	84	11486676187178971854	0.160000	0.500000	17	DROP_AL;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	85	5034170092865545138	0.120000	0.450000	14	DROP_AL;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	86	6821718296383688072	0.140000	0.450000	16	DROP_AL;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	87	9657042929213786642	0.130000	0.450000	17	FULL_JOIN;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;SUSPEND_1
RANDOM_VOYNICH_SET	88	11391978229366947618	0.124750	0.450000	17	TAIL;KEEP;IJ_UV;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	89	11718023129866126161	0.154500	0.400000	14	DROP_AL;KEEP;IDENTITY;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	90	4511779948984670065	0.135000	0.400000	13	DROP_AL;KEEP;ARABIC_LATIN;KEEP;PREFIX_3
RANDOM_VOYNICH_SET	91	16771439165822206882	0.145000	0.450000	18	DROP_AL;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	92	7257396411426045488	0.150000	0.450000	16	DROP_AL;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_1
RANDOM_VOYNICH_SET	93	6158094882263942745	0.140000	0.450000	18	DROP_AL;KEEP;IDENTITY;DELETE_FINAL;SUSPEND_2
RANDOM_VOYNICH_SET	94	6459705797610446740	0.140000	0.450000	18	TAIL;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	95	5603317073860600203	0.130000	0.400000	14	FULL_JOIN;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
RANDOM_VOYNICH_SET	96	10620928763177758881	0.130000	0.450000	20	DROP_AL;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;NONE
RANDOM_VOYNICH_SET	97	12837160589081291768	0.140000	0.500000	15	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
RANDOM_VOYNICH_SET	98	2592557064295979113	0.144500	0.450000	16	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;PREFIX_3
RANDOM_VOYNICH_SET	99	14995775028098887870	0.125000	0.400000	15	FULL_JOIN;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	0	5305267882257444340	0.145000	0.500000	17	TAIL;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;PREFIX_4
SHUFFLED_TERMS	1	1367694312881696111	0.160000	0.450000	15	FULL_JOIN;KEEP;IDENTITY;KEEP;PREFIX_4
SHUFFLED_TERMS	2	16485560506333060389	0.160000	0.450000	17	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	3	17064735221299686142	0.175000	0.400000	15	FULL_JOIN;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	4	6098142701822084613	0.200000	0.450000	18	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	5	10714159284489691385	0.140000	0.500000	17	TAIL;KEEP;IDENTITY;COLLAPSE_A;SUSPEND_2
SHUFFLED_TERMS	6	13807891590495714246	0.130000	0.450000	19	FULL_JOIN;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	7	8448727049161462218	0.130000	0.450000	18	FULL_JOIN;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	8	8216074384566460482	0.155000	0.450000	19	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	9	14645280460719419102	0.150000	0.500000	18	TAIL;KEEP;IDENTITY;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	10	13168625028062818374	0.165000	0.450000	16	FULL_JOIN;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	11	16568490834522630236	0.140000	0.450000	16	TAIL;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	12	17722207906180632222	0.135000	0.450000	18	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	13	935108975975532735	0.150000	0.500000	19	TAIL;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	14	2454475123360899315	0.130000	0.400000	19	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	15	10075147533978218217	0.175000	0.500000	16	FULL_JOIN;KEEP;ARABIC_LATIN;KEEP;PREFIX_4
SHUFFLED_TERMS	16	1176532687653535233	0.145000	0.450000	19	TAIL;KEEP;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	17	3215352741275721766	0.135000	0.450000	16	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	18	15845451586564266935	0.155000	0.450000	18	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	19	10993031059086131143	0.155000	0.450000	18	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	20	6403884117840924072	0.140000	0.500000	16	DROP_AL;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	21	7622772660544766068	0.165000	0.500000	17	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	22	1326258096094887903	0.135000	0.450000	19	DROP_AL;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	23	17876051057382997705	0.180000	0.500000	17	DROP_AL;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	24	15419480036262567760	0.195000	0.500000	18	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	25	13120876801438829831	0.160000	0.500000	18	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	26	4913535879063490308	0.145000	0.450000	18	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	27	7287303436397023900	0.155000	0.450000	16	DROP_AL;KEEP;VELAR_COLLAPSE;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	28	4566945042080219454	0.135000	0.450000	17	TAIL;STRIP_LATIN;IJ_UV;KEEP;SUSPEND_2
SHUFFLED_TERMS	29	4349318676440197430	0.155000	0.450000	20	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	30	10554959567124110574	0.155000	0.450000	19	TAIL;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	31	17532826263896701603	0.165000	0.450000	20	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;PREFIX_4
SHUFFLED_TERMS	32	12851102362954818072	0.155000	0.500000	18	DROP_AL;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	33	5078143088014232297	0.145000	0.450000	16	FULL_JOIN;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	34	9861119135046078224	0.165000	0.450000	20	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	35	1094173648056881415	0.155000	0.400000	14	TAIL;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	36	5453006494461470486	0.160000	0.450000	19	DROP_AL;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	37	1437370294155585090	0.165000	0.500000	20	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	38	1350172108733732527	0.135000	0.450000	17	FULL_JOIN;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	39	10808930868094109570	0.135000	0.450000	19	DROP_AL;KEEP;IDENTITY;CONTRACT_INTERNAL;PREFIX_3
SHUFFLED_TERMS	40	5440012635891385130	0.160000	0.400000	16	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	41	16050382332049456909	0.179500	0.500000	20	HEAD;KEEP;IDENTITY;KEEP;PREFIX_3
SHUFFLED_TERMS	42	15592437814380379286	0.145000	0.450000	14	FULL_JOIN;STRIP_LATIN;VELAR_COLLAPSE;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	43	15944879325870593804	0.175000	0.450000	15	FULL_JOIN;KEEP;ARABIC_LATIN;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	44	15618002167223357848	0.130000	0.450000	18	TAIL;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	45	17297859150828796337	0.150000	0.500000	14	FULL_JOIN;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	46	13699591702329001402	0.160000	0.500000	19	TAIL;KEEP;VELAR_COLLAPSE;CONTRACT_INTERNAL;PREFIX_3
SHUFFLED_TERMS	47	10524420137292800098	0.150000	0.450000	17	FULL_JOIN;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	48	16324081478350664133	0.185000	0.500000	17	FULL_JOIN;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	49	14981402352530420210	0.145000	0.450000	18	DROP_AL;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	50	16563777120330606569	0.175000	0.500000	15	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	51	9469472759318188138	0.175000	0.450000	16	FULL_JOIN;KEEP;ARABIC_LATIN;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	52	15471332397820844807	0.190000	0.500000	20	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	53	10123782225052169330	0.160000	0.450000	17	TAIL;STRIP_LATIN;IDENTITY;KEEP;SUSPEND_1
SHUFFLED_TERMS	54	5083552321457974867	0.140000	0.450000	18	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	55	3457256386569222202	0.180000	0.450000	18	DROP_AL;KEEP;IDENTITY;KEEP;PREFIX_3
SHUFFLED_TERMS	56	6870648139009772902	0.160000	0.450000	17	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	57	8150920591967511494	0.150000	0.500000	21	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	58	361888925718111451	0.155000	0.450000	21	TAIL;KEEP;IDENTITY;KEEP;SUSPEND_2
SHUFFLED_TERMS	59	13127081134057345951	0.130000	0.500000	17	TAIL;KEEP;VELAR_COLLAPSE;CONTRACT_INTERNAL;PREFIX_3
SHUFFLED_TERMS	60	4062255332728832626	0.135000	0.450000	17	TAIL;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	61	5874319264389836881	0.155000	0.450000	20	TAIL;KEEP;IDENTITY;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	62	2407171308956936952	0.135000	0.450000	17	FULL_JOIN;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;PREFIX_4
SHUFFLED_TERMS	63	2532850395734447329	0.135000	0.400000	18	TAIL;KEEP;VELAR_COLLAPSE;KEEP;SUSPEND_2
SHUFFLED_TERMS	64	2766648070040874447	0.160000	0.450000	20	TAIL;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	65	9900830046888360180	0.165000	0.450000	20	TAIL;STRIP_LATIN;IDENTITY;KEEP;PREFIX_4
SHUFFLED_TERMS	66	682657795817409729	0.145000	0.500000	19	TAIL;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	67	17600847711222842499	0.165000	0.400000	16	FULL_JOIN;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	68	15147051912173807518	0.145000	0.450000	21	DROP_AL;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	69	880512400447631401	0.135000	0.450000	19	TAIL;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	70	2285333573511664323	0.140000	0.450000	17	DROP_AL;KEEP;VELAR_COLLAPSE;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	71	2289878967794252428	0.170000	0.450000	16	FULL_JOIN;KEEP;IDENTITY;DELETE_FINAL;PREFIX_4
SHUFFLED_TERMS	72	948559497573288673	0.170000	0.500000	19	FULL_JOIN;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	73	16689758352168423764	0.130000	0.450000	19	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	74	11207085792020129407	0.140000	0.450000	17	TAIL;KEEP;IJ_UV;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	75	2955133377058547190	0.170000	0.450000	15	FULL_JOIN;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	76	16792075875111448565	0.185000	0.500000	17	TAIL;KEEP;ARABIC_LATIN;CONTRACT_INTERNAL;NONE
SHUFFLED_TERMS	77	16898714851528310521	0.160000	0.450000	20	FULL_JOIN;KEEP;ARABIC_LATIN;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	78	10760278073373954196	0.160000	0.450000	18	FULL_JOIN;STRIP_LATIN;IDENTITY;KEEP;PREFIX_4
SHUFFLED_TERMS	79	15984656240278608879	0.145000	0.400000	16	FULL_JOIN;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	80	3471035039317304506	0.185000	0.450000	18	FULL_JOIN;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	81	13551986984538947295	0.210000	0.500000	18	FULL_JOIN;STRIP_LATIN;VELAR_COLLAPSE;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	82	6977247246047174698	0.160000	0.450000	16	FULL_JOIN;KEEP;IJ_UV;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	83	2594781017397153606	0.155000	0.450000	18	DROP_AL;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	84	13188975548875603027	0.170000	0.450000	19	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	85	10893370937809049372	0.150000	0.500000	19	FULL_JOIN;STRIP_LATIN;ARABIC_LATIN;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	86	18033842859376830289	0.190000	0.500000	21	DROP_AL;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	87	12896634644639040552	0.140000	0.500000	18	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;PREFIX_4
SHUFFLED_TERMS	88	13224017641535909941	0.170000	0.400000	16	FULL_JOIN;KEEP;VELAR_COLLAPSE;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	89	12272092079701282091	0.140000	0.500000	20	TAIL;KEEP;ARABIC_LATIN;CONTRACT_INTERNAL;PREFIX_3
SHUFFLED_TERMS	90	3824425637804796789	0.150000	0.450000	18	FULL_JOIN;KEEP;ARABIC_LATIN;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	91	14518019966151041657	0.150000	0.500000	21	TAIL;KEEP;IDENTITY;DELETE_FINAL;SUSPEND_2
SHUFFLED_TERMS	92	1509729380304974701	0.165000	0.500000	20	TAIL;KEEP;IDENTITY;CONTRACT_INTERNAL;PREFIX_3
SHUFFLED_TERMS	93	17544982112398845948	0.135000	0.450000	18	DROP_AL;STRIP_LATIN;IDENTITY;DELETE_FINAL;SUSPEND_2
SHUFFLED_TERMS	94	11640620069127069581	0.160000	0.450000	17	FULL_JOIN;STRIP_LATIN;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	95	12932415972326765284	0.145000	0.400000	17	TAIL;STRIP_LATIN;IDENTITY;DELETE_FINAL;SUSPEND_2
SHUFFLED_TERMS	96	16553878668341601070	0.180000	0.500000	18	TAIL;KEEP;ARABIC_LATIN;CONTRACT_INTERNAL;PREFIX_3
SHUFFLED_TERMS	97	13269307649187242460	0.185000	0.450000	19	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_2
SHUFFLED_TERMS	98	7882753033563910859	0.155000	0.450000	14	FULL_JOIN;KEEP;IDENTITY;CONTRACT_INTERNAL;SUSPEND_1
SHUFFLED_TERMS	99	15381468562578031710	0.170000	0.500000	17	TAIL;STRIP_LATIN;IJ_UV;CONTRACT_INTERNAL;NONE
