page_id	descriptor_id	pass1	pass2	final_value	adjudication_rule	reviewer_note
f22r	FIG_RELATION	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f22r	FIG_ENCLOSED	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f22r	TXT_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f22r	VIS_DENSITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f22r	VIS_COMPLEXITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f22v	COMP_ILLUSTRATION_REGIONS	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	COMP_CENTRAL_ILLUSTRATION	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	OBJ_PLANT_LIKE	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	OBJ_HUMAN_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	OBJ_CONTAINER_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	OBJ_STAR_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	OBJ_CIRCULAR_UNITS	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	GEO_RADIAL	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	GEO_CONCENTRIC	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	GEO_BRANCHING	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	FIG_RELATION	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	FIG_ENCLOSED	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	TXT_RADIAL	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	VIS_DENSITY	MEDIUM	MEDIUM	MEDIUM	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f22v	VIS_COMPLEXITY	MEDIUM	MEDIUM	MEDIUM	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	COMP_ILLUSTRATION_REGIONS	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	COMP_CENTRAL_ILLUSTRATION	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	OBJ_PLANT_LIKE	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	OBJ_HUMAN_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	OBJ_CONTAINER_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	OBJ_STAR_LIKE	0	1+	1+	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	OBJ_CIRCULAR_UNITS	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	GEO_RADIAL	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	GEO_CONCENTRIC	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	GEO_BRANCHING	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	FIG_RELATION	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	FIG_ENCLOSED	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	TXT_RADIAL	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	VIS_DENSITY	MEDIUM	MEDIUM	MEDIUM	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23r	VIS_COMPLEXITY	MEDIUM	MEDIUM	MEDIUM	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	COMP_ILLUSTRATION_REGIONS	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	COMP_CENTRAL_ILLUSTRATION	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	OBJ_PLANT_LIKE	1	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	OBJ_HUMAN_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	OBJ_CONTAINER_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	OBJ_STAR_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	OBJ_CIRCULAR_UNITS	0	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	GEO_RADIAL	ABSENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	GEO_CONCENTRIC	ABSENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	GEO_BRANCHING	PRESENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	FIG_RELATION	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	FIG_ENCLOSED	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	TXT_RADIAL	ABSENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	VIS_DENSITY	MEDIUM	HIGH	HIGH	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f23v	VIS_COMPLEXITY	MEDIUM	HIGH	HIGH	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	COMP_ILLUSTRATION_REGIONS	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	COMP_CENTRAL_ILLUSTRATION	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	OBJ_PLANT_LIKE	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	OBJ_HUMAN_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	OBJ_CONTAINER_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	OBJ_STAR_LIKE	0	1+	1+	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	OBJ_CIRCULAR_UNITS	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	GEO_RADIAL	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	GEO_CONCENTRIC	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	GEO_BRANCHING	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	FIG_RELATION	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	FIG_ENCLOSED	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	TXT_RADIAL	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	VIS_DENSITY	MEDIUM	MEDIUM	MEDIUM	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24r	VIS_COMPLEXITY	MEDIUM	MEDIUM	MEDIUM	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f24v	COMP_ILLUSTRATION_REGIONS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	COMP_CENTRAL_ILLUSTRATION	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	OBJ_PLANT_LIKE	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	OBJ_HUMAN_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	OBJ_CONTAINER_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	OBJ_STAR_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	OBJ_CIRCULAR_UNITS	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	GEO_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	GEO_CONCENTRIC	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	GEO_BRANCHING	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	FIG_RELATION	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	FIG_ENCLOSED	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	TXT_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	VIS_DENSITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f24v	VIS_COMPLEXITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	COMP_ILLUSTRATION_REGIONS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	COMP_CENTRAL_ILLUSTRATION	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	OBJ_PLANT_LIKE	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	OBJ_HUMAN_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	OBJ_CONTAINER_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	OBJ_STAR_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	OBJ_CIRCULAR_UNITS	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	GEO_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	GEO_CONCENTRIC	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	GEO_BRANCHING	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	FIG_RELATION	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	FIG_ENCLOSED	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	TXT_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	VIS_DENSITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25r	VIS_COMPLEXITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f25v	COMP_ILLUSTRATION_REGIONS	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	COMP_CENTRAL_ILLUSTRATION	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	OBJ_PLANT_LIKE	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	OBJ_HUMAN_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	OBJ_CONTAINER_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	OBJ_STAR_LIKE	0	1+	1+	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	OBJ_CIRCULAR_UNITS	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	GEO_RADIAL	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	GEO_CONCENTRIC	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	GEO_BRANCHING	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	FIG_RELATION	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	FIG_ENCLOSED	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	TXT_RADIAL	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	VIS_DENSITY	MEDIUM	MEDIUM	MEDIUM	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f25v	VIS_COMPLEXITY	MEDIUM	MEDIUM	MEDIUM	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26r	COMP_ILLUSTRATION_REGIONS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	COMP_CENTRAL_ILLUSTRATION	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	OBJ_PLANT_LIKE	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	OBJ_HUMAN_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	OBJ_CONTAINER_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	OBJ_STAR_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	OBJ_CIRCULAR_UNITS	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	GEO_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	GEO_CONCENTRIC	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	GEO_BRANCHING	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	FIG_RELATION	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	FIG_ENCLOSED	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	TXT_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	VIS_DENSITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26r	VIS_COMPLEXITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f26v	COMP_ILLUSTRATION_REGIONS	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	COMP_CENTRAL_ILLUSTRATION	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	OBJ_PLANT_LIKE	1	1	1	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	OBJ_HUMAN_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	OBJ_CONTAINER_LIKE	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	OBJ_STAR_LIKE	0	1+	1+	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	OBJ_CIRCULAR_UNITS	0	0	0	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	GEO_RADIAL	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	GEO_CONCENTRIC	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	GEO_BRANCHING	PRESENT	PRESENT	PRESENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	FIG_RELATION	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	FIG_ENCLOSED	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	TXT_RADIAL	ABSENT	ABSENT	ABSENT	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	VIS_DENSITY	MEDIUM	MEDIUM	MEDIUM	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f26v	VIS_COMPLEXITY	MEDIUM	MEDIUM	MEDIUM	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f27r	COMP_ILLUSTRATION_REGIONS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	COMP_CENTRAL_ILLUSTRATION	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	OBJ_PLANT_LIKE	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	OBJ_HUMAN_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	OBJ_CONTAINER_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	OBJ_STAR_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	OBJ_CIRCULAR_UNITS	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	GEO_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	GEO_CONCENTRIC	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	GEO_BRANCHING	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	FIG_RELATION	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	FIG_ENCLOSED	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	TXT_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	VIS_DENSITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27r	VIS_COMPLEXITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	COMP_ILLUSTRATION_REGIONS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	COMP_CENTRAL_ILLUSTRATION	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	OBJ_PLANT_LIKE	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	OBJ_HUMAN_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	OBJ_CONTAINER_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	OBJ_STAR_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	OBJ_CIRCULAR_UNITS	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	GEO_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	GEO_CONCENTRIC	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	GEO_BRANCHING	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	FIG_RELATION	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	FIG_ENCLOSED	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	TXT_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	VIS_DENSITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f27v	VIS_COMPLEXITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	COMP_ILLUSTRATION_REGIONS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	COMP_CENTRAL_ILLUSTRATION	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	OBJ_PLANT_LIKE	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	OBJ_HUMAN_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	OBJ_CONTAINER_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	OBJ_STAR_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	OBJ_CIRCULAR_UNITS	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	GEO_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	GEO_CONCENTRIC	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	GEO_BRANCHING	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	FIG_RELATION	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	FIG_ENCLOSED	NOT_APPLICABLE	NOT_AUDITED	NOT_APPLICABLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	TXT_RADIAL	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	VIS_DENSITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f28r	VIS_COMPLEXITY	MEDIUM	NOT_AUDITED	MEDIUM	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
