page_id	physical_leaf_id	image_source_id	schema_version	annotation_status	COMP_ILLUSTRATION_REGIONS	COMP_CENTRAL_ILLUSTRATION	OBJ_PLANT_LIKE	OBJ_HUMAN_LIKE	OBJ_CONTAINER_LIKE	OBJ_STAR_LIKE	OBJ_CIRCULAR_UNITS	GEO_RADIAL	GEO_CONCENTRIC	GEO_BRANCHING	FIG_RELATION	FIG_ENCLOSED	TXT_RADIAL	VIS_DENSITY	VIS_COMPLEXITY
f57v	f57	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	0	0	1+	1	PRESENT	PRESENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	PRESENT	HIGH	HIGH
f58r	f58	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f58v	f58	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f65r	f65	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	1+	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f65v	f65	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f66r	f66	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	0	ABSENT	0	0	0	0	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f66v	f66	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f67r1	f67	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f67r2	f67	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f67v2	f67	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f67v1	f67	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f68r1	f68	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f68r2	f68	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	PRESENT	0	0	0	1+	2-3	PRESENT	PRESENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f68r3	f68	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f68v3	f68	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f68v2	f68	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f68v1	f68	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f69r	f69	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	0	0	1+	1	PRESENT	PRESENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	PRESENT	MEDIUM	HIGH
f69v	f69	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	0	0	1+	1	PRESENT	PRESENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	PRESENT	MEDIUM	HIGH
f70r1	f70	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f70r2	f70	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	0	0	1+	1	PRESENT	PRESENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	PRESENT	MEDIUM	HIGH
f70v2	f70	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f70v1	f70	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	4+	1	1+	1	PRESENT	PRESENT	ABSENT	INTERACTING	PRESENT	PRESENT	MEDIUM	HIGH
f71r	f71	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	4+	0	1+	1	PRESENT	PRESENT	ABSENT	ISOLATED	ABSENT	PRESENT	HIGH	HIGH
f71v	f71	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	4+	0	1+	1	PRESENT	PRESENT	ABSENT	ISOLATED	ABSENT	PRESENT	HIGH	HIGH
f72r1	f72	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f72r2	f72	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f72r3	f72	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f72v3	f72	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f72v2	f72	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f72v1	f72	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f73r	f73	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	4+	0	1+	1	PRESENT	PRESENT	ABSENT	ISOLATED	ABSENT	PRESENT	HIGH	HIGH
f73v	f73	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	4+	0	1+	1	PRESENT	PRESENT	ABSENT	ISOLATED	ABSENT	PRESENT	HIGH	HIGH
f75r	f75	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f75v	f75	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f76r	f76	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	0	ABSENT	0	0	0	0	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f76v	f76	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f77r	f77	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f77v	f77	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f78r	f78	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f78v	f78	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f79r	f79	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f79v	f79	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f80r	f80	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f80v	f80	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f81r	f81	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f81v	f81	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f82r	f82	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f82v	f82	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	PRESENT	0	4+	4+	0	0	ABSENT	ABSENT	ABSENT	MIXED	PRESENT	ABSENT	HIGH	HIGH
f83r	f83	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f83v	f83	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f84r	f84	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f84v	f84	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	4+	2-3	0	0	ABSENT	ABSENT	ABSENT	INTERACTING	PRESENT	ABSENT	HIGH	HIGH
f85r1	f85	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	0	ABSENT	0	0	0	0	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f85r2	f85	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
fRos	f85-f86-foldout	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	0	0	1+	1	PRESENT	PRESENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	PRESENT	HIGH	HIGH
f86v4	f86	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	0	0	0	1+	1	PRESENT	PRESENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	PRESENT	HIGH	HIGH
f86v6	f86	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f86v5	f86	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f86v3	f86	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f87r	f87	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f87v	f87	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f88r	f88	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	4+	0	2-3	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	HIGH
f88v	f88	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	PRESENT	4+	0	4+	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	HIGH
f89r1	f89	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f89r2	f89	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f89v2	f89	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	PRESENT	4+	0	2-3	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	HIGH
f89v1	f89	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	PRESENT	4+	0	2-3	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	MEDIUM
f90r1	f90	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	1+	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f90r2	f90	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f90v2	f90	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f90v1	f90	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f93r	f93	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f93v	f93	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f94r	f94	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f94v	f94	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f95r1	f95	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f95r2	f95	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f95v2	f95	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f95v1	f95	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	1+	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f96r	f96	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f96v	f96	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	1	PRESENT	1	0	0	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	MEDIUM	MEDIUM
f99r	f99	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	PRESENT	4+	0	4+	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	HIGH
f99v	f99	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	4+	0	2-3	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	HIGH
f100r	f100	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	PRESENT	4+	0	2-3	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	HIGH
f100v	f100	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	4+	0	2-3	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	HIGH
f101r	f101	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	4+	0	2-3	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	HIGH
f101v	f101	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	4+	0	2-3	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	HIGH
f102r1	f102	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f102r2	f102	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f102v2	f102	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	PRESENT	4+	0	4+	0	0	ABSENT	ABSENT	PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	HIGH	HIGH
