page_id	physical_leaf_id	yale_canvas_oid	source_image_locator	source_version	image_checksum_if_available	annotator_pass	annotation_timestamp	schema_version	crop_locator	adjudication_status
f50r	f50	1006172	https://collections.library.yale.edu/iiif/2/1006172/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f50v	f50	1006173	https://collections.library.yale.edu/iiif/2/1006173/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f51r	f51	1006174	https://collections.library.yale.edu/iiif/2/1006174/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f51v	f51	1006175	https://collections.library.yale.edu/iiif/2/1006175/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f52r	f52	1006176	https://collections.library.yale.edu/iiif/2/1006176/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f52v	f52	1006177	https://collections.library.yale.edu/iiif/2/1006177/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f53r	f53	1006178	https://collections.library.yale.edu/iiif/2/1006178/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f53v	f53	1006179	https://collections.library.yale.edu/iiif/2/1006179/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f54r	f54	1006180	https://collections.library.yale.edu/iiif/2/1006180/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f54v	f54	1006181	https://collections.library.yale.edu/iiif/2/1006181/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f55r	f55	1006182	https://collections.library.yale.edu/iiif/2/1006182/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f55v	f55	1006183	https://collections.library.yale.edu/iiif/2/1006183/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f56r	f56	1006184	https://collections.library.yale.edu/iiif/2/1006184/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f56v	f56	1006185	https://collections.library.yale.edu/iiif/2/1006185/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f57r	f57	1006186	https://collections.library.yale.edu/iiif/2/1006186/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f57v	f57	1006187	https://collections.library.yale.edu/iiif/2/1006187/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f58r	f58	1006188	https://collections.library.yale.edu/iiif/2/1006188/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f58v	f58	1006189	https://collections.library.yale.edu/iiif/2/1006189/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f65r	f65	1006190	https://collections.library.yale.edu/iiif/2/1006190/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f65v	f65	1006191	https://collections.library.yale.edu/iiif/2/1006191/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f66r	f66	1006192	https://collections.library.yale.edu/iiif/2/1006192/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f66v	f66	1006193	https://collections.library.yale.edu/iiif/2/1006193/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f67r1	f67	1006194	https://collections.library.yale.edu/iiif/2/1006194/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,50.0,100	VERIFIED_PANEL
f67r2	f67	1006194	https://collections.library.yale.edu/iiif/2/1006194/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:50.0,0,50.0,100	VERIFIED_PANEL
f67v2	f67	1006195	https://collections.library.yale.edu/iiif/2/1006195/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,49.3,100	VERIFIED_PANEL
f67v1	f67	1006195	https://collections.library.yale.edu/iiif/2/1006195/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:49.3,0,50.7,100	VERIFIED_PANEL
f68r1	f68	1006196	https://collections.library.yale.edu/iiif/2/1006196/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,30.8,100	VERIFIED_PANEL
f68r2	f68	1006196	https://collections.library.yale.edu/iiif/2/1006196/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:30.8,0,26.0,100	VERIFIED_PANEL
f68r3	f68	1006196	https://collections.library.yale.edu/iiif/2/1006196/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:56.8,0,43.2,100	VERIFIED_PANEL
f68v3	f68	1006197	https://collections.library.yale.edu/iiif/2/1006197/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,43.3,100	VERIFIED_PANEL
f68v2	f68	1006197	https://collections.library.yale.edu/iiif/2/1006197/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:43.3,0,25.6,100	VERIFIED_PANEL
f68v1	f68	1006197	https://collections.library.yale.edu/iiif/2/1006197/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:68.9,0,31.1,100	VERIFIED_PANEL
f69r	f69	1006198	https://collections.library.yale.edu/iiif/2/1006198/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f69v	f69	1006199	https://collections.library.yale.edu/iiif/2/1006199/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f70r1	f70	1006199	https://collections.library.yale.edu/iiif/2/1006199/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:34.0,0,25.2,100	VERIFIED_PANEL
f70r2	f70	1006199	https://collections.library.yale.edu/iiif/2/1006199/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:59.2,0,40.8,100	VERIFIED_PANEL
f70v2	f70	1006200	https://collections.library.yale.edu/iiif/2/1006200/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,100,100	VERIFIED_PANEL
f70v1	f70	1006201	https://collections.library.yale.edu/iiif/2/1006200/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,100,100	VERIFIED_PANEL
f71r	f71	1006202	https://collections.library.yale.edu/iiif/2/1006202/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f71v	f71	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f72r1	f72	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:27.2,0,22.0,100	VERIFIED_PANEL
f72r2	f72	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:49.2,0,18.6,100	VERIFIED_PANEL
f72r3	f72	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:67.8,0,32.2,100	VERIFIED_PANEL
f72v3	f72	1006204	https://collections.library.yale.edu/iiif/2/1006204/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,59.4,100	VERIFIED_PANEL
f72v2	f72	1006204	https://collections.library.yale.edu/iiif/2/1006204/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:59.4,0,40.6,100	VERIFIED_PANEL
f72v1	f72	1006205	https://collections.library.yale.edu/iiif/2/1006204/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,100,100	VERIFIED_PANEL
f73r	f73	1006206	https://collections.library.yale.edu/iiif/2/1006206/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f73v	f73	1006207	https://collections.library.yale.edu/iiif/2/1006207/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f75r	f75	1006208	https://collections.library.yale.edu/iiif/2/1006208/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f75v	f75	1006209	https://collections.library.yale.edu/iiif/2/1006209/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f76r	f76	1006210	https://collections.library.yale.edu/iiif/2/1006210/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f76v	f76	1006211	https://collections.library.yale.edu/iiif/2/1006211/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f77r	f77	1006212	https://collections.library.yale.edu/iiif/2/1006212/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f77v	f77	1006213	https://collections.library.yale.edu/iiif/2/1006213/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f78r	f78	1006214	https://collections.library.yale.edu/iiif/2/1006214/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f78v	f78	1006215	https://collections.library.yale.edu/iiif/2/1006215/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f79r	f79	1006216	https://collections.library.yale.edu/iiif/2/1006216/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f79v	f79	1006217	https://collections.library.yale.edu/iiif/2/1006217/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f80r	f80	1006218	https://collections.library.yale.edu/iiif/2/1006218/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f80v	f80	1006219	https://collections.library.yale.edu/iiif/2/1006219/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f81r	f81	1006220	https://collections.library.yale.edu/iiif/2/1006220/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f81v	f81	1006221	https://collections.library.yale.edu/iiif/2/1006221/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f82r	f82	1006222	https://collections.library.yale.edu/iiif/2/1006222/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f82v	f82	1006223	https://collections.library.yale.edu/iiif/2/1006223/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f83r	f83	1006224	https://collections.library.yale.edu/iiif/2/1006224/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f83v	f83	1006225	https://collections.library.yale.edu/iiif/2/1006225/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f84r	f84	1006226	https://collections.library.yale.edu/iiif/2/1006226/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f84v	f84	1006227	https://collections.library.yale.edu/iiif/2/1006227/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f85r1	f85	1006228	https://collections.library.yale.edu/iiif/2/1006228/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,100,100	VERIFIED_PANEL
f85r2	f85	1006229	https://collections.library.yale.edu/iiif/2/1006228/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,38.7,100	VERIFIED_PANEL
fRos	f85-f86-foldout	1006231	https://collections.library.yale.edu/iiif/2/1006231/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f86v4	f86	1006229	https://collections.library.yale.edu/iiif/2/1006229/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:38.7,0,31.4,100	VERIFIED_PANEL
f86v6	f86	1006229	https://collections.library.yale.edu/iiif/2/1006229/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:70.1,0,29.9,100	VERIFIED_PANEL
f86v5	f86	1006230	https://collections.library.yale.edu/iiif/2/1006229/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,47.4,100	VERIFIED_PANEL
f86v3	f86	1006230	https://collections.library.yale.edu/iiif/2/1006229/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:47.4,0,52.6,100	VERIFIED_PANEL
f87r	f87	1006232	https://collections.library.yale.edu/iiif/2/1006232/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f87v	f87	1043429	https://collections.library.yale.edu/iiif/2/1043429/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f88r	f88	1037112	https://collections.library.yale.edu/iiif/2/1037112/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f88v	f88	1006233	https://collections.library.yale.edu/iiif/2/1006233/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f89r1	f89	1006233	https://collections.library.yale.edu/iiif/2/1006233/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:30.8,0,26.7,100	VERIFIED_PANEL
f89r2	f89	1006233	https://collections.library.yale.edu/iiif/2/1006233/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:57.5,0,42.5,100	VERIFIED_PANEL
f89v2	f89	1006234	https://collections.library.yale.edu/iiif/2/1006234/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,100,100	VERIFIED_PANEL
f89v1	f89	1006235	https://collections.library.yale.edu/iiif/2/1006234/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,38.5,100	VERIFIED_PANEL
f90r1	f90	1006235	https://collections.library.yale.edu/iiif/2/1006236/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:38.5,0,31.7,100	VERIFIED_PANEL
f90r2	f90	1006235	https://collections.library.yale.edu/iiif/2/1006236/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:70.2,0,29.8,100	VERIFIED_PANEL
f90v2	f90	1006236	https://collections.library.yale.edu/iiif/2/1006237/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,100,100	VERIFIED_PANEL
f90v1	f90	1006237	https://collections.library.yale.edu/iiif/2/1006237/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:0,0,100,100	VERIFIED_PANEL
f93r	f93	1006238	https://collections.library.yale.edu/iiif/2/1006238/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f93v	f93	1006239	https://collections.library.yale.edu/iiif/2/1006239/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f94r	f94	1006240	https://collections.library.yale.edu/iiif/2/1006240/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f94v	f94	1006241	https://collections.library.yale.edu/iiif/2/1006241/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f95r1	f95	1006241	https://collections.library.yale.edu/iiif/2/1006241/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	pct:39.0,0,31.2,100	VERIFIED_PANEL
