model	profile	experiment	condition	trial	input	observed	exact	symbol_accuracy	normalized_edit_distance	compatible_interpretations	state_json	notes
F07_ROTA	R0	baseline	known_zero_step	R17	R	R	true	1.000000	0.000000	1	{"Alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offset":16}	selector observation
F07_ROTA	R0	baseline	known_zero_step	R18	S	S	true	1.000000	0.000000	1	{"Alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offset":17}	selector observation
F07_ROTA	R0	baseline	known_zero_step	R19	T	T	true	1.000000	0.000000	1	{"Alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offset":18}	selector observation
F07_ROTA	R0	baseline	known_zero_step	R20	V	V	true	1.000000	0.000000	1	{"Alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offset":19}	selector observation
F07_ROTA	R0	baseline	known_zero_step	R21	X	X	true	1.000000	0.000000	1	{"Alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offset":20}	selector observation
F07_ROTA	R0	baseline	known_zero_step	R22	Y	Y	true	1.000000	0.000000	1	{"Alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offset":21}	selector observation
F07_ROTA	R0	baseline	known_zero_step	R23	Z	Z	true	1.000000	0.000000	1	{"Alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offset":22}	selector observation
F07_ROTA	R0	state_corruption	one_step_shift	R24	A	B	false	0.000000	1.000000	1	{"Alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offset":1}	local selected-symbol error; zero loss gives 23 compatible alignments
F10_CYLINDRUS	R0	baseline	full_K_intact	C01	MEMORIA	MEMORIA	true	1.000000	0.000000	1	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[11,4,11,13,16,8,0]}	independent-band H-profile
F10_CYLINDRUS	R0	knowledge_ablation	route_unknown	C01	MEMORIA	AIROMEM	false	0.142857	0.857143	2	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[11,4,11,13,16,8,0]}	forward and reverse routes
F10_CYLINDRUS	R0	state_corruption	one_band_shift	C01	MEMORIA	MENORIA	false	0.857143	0.142857	1	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[11,4,12,13,16,8,0]}	local under R0 independent bands
F10_CYLINDRUS	R1	state_corruption	coupled_shift	C01	MEMORIA	MENPSKB	false	0.285714	0.714286	1	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[11,4,12,14,17,9,1]}	cascade under H-profile R1; not an invariant property
F10_CYLINDRUS	R0	baseline	full_K_intact	C02	FONTANA	FONTANA	true	1.000000	0.000000	1	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[5,13,12,18,0,12,0]}	independent-band H-profile
F10_CYLINDRUS	R0	knowledge_ablation	route_unknown	C02	FONTANA	ANATNOF	false	0.142857	0.857143	2	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[5,13,12,18,0,12,0]}	forward and reverse routes
F10_CYLINDRUS	R0	state_corruption	one_band_shift	C02	FONTANA	FOOTANA	false	0.857143	0.142857	1	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[5,13,13,18,0,12,0]}	local under R0 independent bands
F10_CYLINDRUS	R1	state_corruption	coupled_shift	C02	FONTANA	FOOVBOB	false	0.285714	0.714286	1	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[5,13,13,19,1,13,1]}	cascade under H-profile R1; not an invariant property
F10_CYLINDRUS	R0	baseline	full_K_intact	C03	SERPENS	SERPENS	true	1.000000	0.000000	1	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[17,4,16,14,4,12,17]}	independent-band H-profile
F10_CYLINDRUS	R0	knowledge_ablation	route_unknown	C03	SERPENS	SNEPRES	false	0.428571	0.571429	2	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[17,4,16,14,4,12,17]}	forward and reverse routes
F10_CYLINDRUS	R0	state_corruption	one_band_shift	C03	SERPENS	SESPENS	false	0.857143	0.142857	1	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[17,4,17,14,4,12,17]}	local under R0 independent bands
F10_CYLINDRUS	R1	state_corruption	coupled_shift	C03	SERPENS	SESQFOT	false	0.285714	0.714286	1	{"alphabet":[65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,88,89,90],"offsets":[17,4,17,15,5,13,18]}	cascade under H-profile R1; not an invariant property
F11_ARISMETRICUM	R0	baseline	known_index_mapping	A01	MEMORIA	MEMORIA	true	1.000000	0.000000	1	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	indexed cue lookup, not computed text
F11_ARISMETRICUM	R0	state_corruption	slot_missing	A01	MEMORIA	?	false	0.000000	1.000000	0	{"slots":{"2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	detectable missing lookup
F11_ARISMETRICUM	R0	state_corruption	adjacent_swap	A01	MEMORIA	FONTANA	false	0.142857	0.857143	1	{"slots":{"1":"FONTANA","2":"MEMORIA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	local wrong cue; meaning still depends on mapping
F11_ARISMETRICUM	R0	knowledge_ablation	index_convention_unknown	A01	MEMORIA	<set>	false	0.000000	NOT_APPLICABLE	6	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	all occupied slots compatible
F11_ARISMETRICUM	R0	baseline	known_index_mapping	A02	FONTANA	FONTANA	true	1.000000	0.000000	1	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	indexed cue lookup, not computed text
F11_ARISMETRICUM	R0	state_corruption	slot_missing	A02	FONTANA	?	false	0.000000	1.000000	0	{"slots":{"1":"MEMORIA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	detectable missing lookup
F11_ARISMETRICUM	R0	state_corruption	adjacent_swap	A02	FONTANA	SERPENS	false	0.142857	0.857143	1	{"slots":{"1":"MEMORIA","2":"SERPENS","3":"FONTANA","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	local wrong cue; meaning still depends on mapping
F11_ARISMETRICUM	R0	knowledge_ablation	index_convention_unknown	A02	FONTANA	<set>	false	0.000000	NOT_APPLICABLE	6	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	all occupied slots compatible
F11_ARISMETRICUM	R0	baseline	known_index_mapping	A03	SERPENS	SERPENS	true	1.000000	0.000000	1	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	indexed cue lookup, not computed text
F11_ARISMETRICUM	R0	state_corruption	slot_missing	A03	SERPENS	?	false	0.000000	1.000000	0	{"slots":{"1":"MEMORIA","2":"FONTANA","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	detectable missing lookup
F11_ARISMETRICUM	R0	state_corruption	adjacent_swap	A03	SERPENS	ORDO	false	0.000000	0.857143	1	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"ORDO","4":"SERPENS","5":"LVMEN","6":"TEMPVS"}}	local wrong cue; meaning still depends on mapping
F11_ARISMETRICUM	R0	knowledge_ablation	index_convention_unknown	A03	SERPENS	<set>	false	0.000000	NOT_APPLICABLE	6	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	all occupied slots compatible
F11_ARISMETRICUM	R0	baseline	known_index_mapping	A04	ORDO	ORDO	true	1.000000	0.000000	1	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	indexed cue lookup, not computed text
F11_ARISMETRICUM	R0	state_corruption	slot_missing	A04	ORDO	?	false	0.000000	1.000000	0	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","5":"LVMEN","6":"TEMPVS"}}	detectable missing lookup
F11_ARISMETRICUM	R0	state_corruption	adjacent_swap	A04	ORDO	LVMEN	false	0.000000	1.000000	1	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"LVMEN","5":"ORDO","6":"TEMPVS"}}	local wrong cue; meaning still depends on mapping
F11_ARISMETRICUM	R0	knowledge_ablation	index_convention_unknown	A04	ORDO	<set>	false	0.000000	NOT_APPLICABLE	6	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	all occupied slots compatible
F11_ARISMETRICUM	R0	baseline	known_index_mapping	A05	LVMEN	LVMEN	true	1.000000	0.000000	1	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	indexed cue lookup, not computed text
F11_ARISMETRICUM	R0	state_corruption	slot_missing	A05	LVMEN	?	false	0.000000	1.000000	0	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","6":"TEMPVS"}}	detectable missing lookup
F11_ARISMETRICUM	R0	state_corruption	adjacent_swap	A05	LVMEN	TEMPVS	false	0.166667	0.833333	1	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"TEMPVS","6":"LVMEN"}}	local wrong cue; meaning still depends on mapping
F11_ARISMETRICUM	R0	knowledge_ablation	index_convention_unknown	A05	LVMEN	<set>	false	0.000000	NOT_APPLICABLE	6	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	all occupied slots compatible
F11_ARISMETRICUM	R0	baseline	known_index_mapping	A06	TEMPVS	TEMPVS	true	1.000000	0.000000	1	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	indexed cue lookup, not computed text
F11_ARISMETRICUM	R0	state_corruption	slot_missing	A06	TEMPVS	?	false	0.000000	1.000000	0	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN"}}	detectable missing lookup
F11_ARISMETRICUM	R0	state_corruption	adjacent_swap	A06	TEMPVS	MEMORIA	false	0.285714	0.714286	1	{"slots":{"1":"TEMPVS","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"MEMORIA"}}	local wrong cue; meaning still depends on mapping
F11_ARISMETRICUM	R0	knowledge_ablation	index_convention_unknown	A06	TEMPVS	<set>	false	0.000000	NOT_APPLICABLE	6	{"slots":{"1":"MEMORIA","2":"FONTANA","3":"SERPENS","4":"ORDO","5":"LVMEN","6":"TEMPVS"}}	all occupied slots compatible
F12_HORALOGIUS	R0	baseline	trained_correct_state	H01	LABOR	LABOR	true	1.000000	0.000000	1	{"period":12,"tick":11,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H02			true	1.000000	0.000000	1	{"period":12,"tick":0,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H03			true	1.000000	0.000000	1	{"period":12,"tick":1,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H04			true	1.000000	0.000000	1	{"period":12,"tick":2,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H05	ORATIO	ORATIO	true	1.000000	0.000000	1	{"period":12,"tick":3,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H06			true	1.000000	0.000000	1	{"period":12,"tick":4,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H07			true	1.000000	0.000000	1	{"period":12,"tick":5,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H08			true	1.000000	0.000000	1	{"period":12,"tick":6,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H09	STVDIVM	STVDIVM	true	1.000000	0.000000	1	{"period":12,"tick":7,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H10			true	1.000000	0.000000	1	{"period":12,"tick":8,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H11			true	1.000000	0.000000	1	{"period":12,"tick":9,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	baseline	trained_correct_state	H12			true	1.000000	0.000000	1	{"period":12,"tick":10,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	empty input means no scheduled recall at this tick
F12_HORALOGIUS	R0	knowledge_ablation	untrained_user	BELL_A	LABOR	?	false	0.000000	1.000000	3	{"period":12,"tick":11,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	signal observed; meaning unavailable, three meanings compatible
F12_HORALOGIUS	R0	state_corruption	wrong_cue_convention	BELL_A	LABOR	ORATIO	false	0.000000	0.833333	1	{"period":12,"tick":11,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	false recall
F12_HORALOGIUS	R0	knowledge_ablation	untrained_user	BELL_B	ORATIO	?	false	0.000000	1.000000	3	{"period":12,"tick":11,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	signal observed; meaning unavailable, three meanings compatible
F12_HORALOGIUS	R0	state_corruption	wrong_cue_convention	BELL_B	ORATIO	STVDIVM	false	0.142857	0.857143	1	{"period":12,"tick":11,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	false recall
F12_HORALOGIUS	R0	knowledge_ablation	untrained_user	BELL_C	STVDIVM	?	false	0.000000	1.000000	3	{"period":12,"tick":11,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	signal observed; meaning unavailable, three meanings compatible
F12_HORALOGIUS	R0	state_corruption	wrong_cue_convention	BELL_C	STVDIVM	LABOR	false	0.000000	1.000000	1	{"period":12,"tick":11,"cues":{"0":"BELL_A","4":"BELL_B","8":"BELL_C"}}	false recall
