job_id	ground_truth	generator_variant	scale	replicate	latent_recovery	basis
j-6aaecb5f41b87b3b8112	M2	3	MEDIUM	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-6b3aa84e71986d63d2b7	M1	3	SMALL	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-6b46fdcb9e5c1e666d24	M4	3	LARGE	1	NOT_SUPPORTED	training/model-evidence failure
j-6bd1f101b841fde86f79	M1	3	MEDIUM	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-6c1f341bc92fb945ec8b	M4	3	MEDIUM	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-6c6bf4eae11dad5655ba	M4	2	LARGE	4	NOT_SUPPORTED	training/model-evidence failure
j-6c771f6abb6faf188d60	M4	3	VOYNICH_SCALE	5	NOT_SUPPORTED	training/model-evidence failure
j-6cdd4f0a0984c898423a	M0	2	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-6d7791ec3b6a2e4f1b5a	M2	1	LARGE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-6deecdc69d6d652159e7	M4	2	VOYNICH_SCALE	1	NOT_SUPPORTED	training/model-evidence failure
j-6e28f69f4f97617d4e18	M2	2	LARGE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-6e53cd3fe497ca908e4a	M0	3	SMALL	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-6f9cc8eaea9a4cac22d4	M5	3	MEDIUM	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-702eaea14773a58258d9	M2	3	SMALL	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-70319039eec3aee030a6	M5	1	VOYNICH_SCALE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-71e892aa9e13127bbeab	M1	2	MEDIUM	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-7280dac2ce7118dd6583	M0	1	VOYNICH_SCALE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-728be8390355b75bf1c0	M4	2	VOYNICH_SCALE	4	NOT_SUPPORTED	training/model-evidence failure
j-731c62eafadb4e99367e	M3	2	SMALL	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-73db4e6ce818213bdb68	M0	2	VOYNICH_SCALE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-74063793321a6e63e918	M4	1	LARGE	5	NOT_SUPPORTED	training/model-evidence failure
j-748ee3899f7734d6e9fa	M5	1	MEDIUM	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-7601a32bc5ccc26addc6	M1	1	VOYNICH_SCALE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-7742d5e3315864753c28	M5	3	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-777c279035f544211225	M3	1	SMALL	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-7879033da16e98273dba	M2	2	MEDIUM	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-79481e573eb7e3ca3a53	M5	2	LARGE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-798165a4f8273b5c8a79	M4	1	MEDIUM	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-7a83bc092848ec8c1ab9	M1	1	VOYNICH_SCALE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-7abd51abb7a8e059dc11	M2	3	LARGE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-7b2e966ef6ae8ae64419	M5	2	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-7b76bee09012a9eeadcb	M4	2	MEDIUM	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-7b91f342ad9385e8ba4b	M5	1	VOYNICH_SCALE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-7b9ff7e8a041750e86a3	M0	3	LARGE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-7c138a6dca8a8d26ebc9	M1	1	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-7d53c85c666355b2c58b	M5	3	VOYNICH_SCALE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-7d62828e3b8800620cca	M5	3	MEDIUM	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-7e7b5c997cf39cfd727a	M0	1	LARGE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-7ecdf175c2bcb5d5ecca	M1	2	SMALL	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-7fa9d1dac3e9774adaa6	M0	1	MEDIUM	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-803f4abf55edfbcde9ba	M2	3	MEDIUM	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-81de4a3cce421f5f4696	M5	2	LARGE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-8274641ca367171f71a2	M0	2	LARGE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-8278cd4ef9fea89bcdb7	M3	3	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-8285e665928ca1ead071	M1	2	LARGE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-8373ab1d722633ce782f	M2	2	VOYNICH_SCALE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-839940c0e23c5de9819e	M0	1	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-840fd816863d07210f79	M5	1	VOYNICH_SCALE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-8418d4b8e4d614d83da9	M3	1	MEDIUM	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-842804e9b4d428195562	M1	2	VOYNICH_SCALE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-8491135c47f00ec70cf3	M4	1	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-855ce3b82d795ac3d904	M1	1	SMALL	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-8701d7e6f503f6cd4356	M2	1	LARGE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-8819610088aa3619577e	M3	1	SMALL	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-884e0c5866153c1c4e28	M0	1	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-89060cb27f869fc84ef9	M2	2	VOYNICH_SCALE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-89bbe5936dadc48df0cb	M2	1	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-8a643d0814236eb8b15a	M0	1	VOYNICH_SCALE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-8adef1ec1a8a75c1016e	M4	3	LARGE	0	NOT_SUPPORTED	training/model-evidence failure
j-8b24a99e8015ad5fc09c	M4	2	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-8b263287ab851725f4cf	M3	2	VOYNICH_SCALE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-8b5cce5f4fd13d1327fd	M1	2	MEDIUM	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-8b6501be5f18a0926748	M3	3	SMALL	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-8bb08659e979722864ea	M0	3	VOYNICH_SCALE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-8bbd8e6efa4276a89261	M4	2	VOYNICH_SCALE	3	NOT_SUPPORTED	training/model-evidence failure
j-8c39019ab9577ea6ef97	M5	3	LARGE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-8c58d72bee44d645312c	M3	2	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-8ca757df1cb73036c913	M0	2	SMALL	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-8d00a52086d6673be942	M2	3	MEDIUM	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-8dbc72fec08956c648ad	M5	2	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-8dc680b12c5161567426	M2	2	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-8e439e67a0600a2ea88a	M2	2	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-8ed07d39a0fc39dcbf1c	M4	1	MEDIUM	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-8f33c0571f697eecbc35	M2	1	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-90b39ce4adbabfb74e25	M0	3	LARGE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-90fcaabcf852262a70c5	M1	2	LARGE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-9122efbce5d7cfd72e04	M0	3	VOYNICH_SCALE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-91e7b5d04ff040768b0c	M1	1	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-91f97ffb85ee08e6f775	M5	1	LARGE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-92546e28991fa3221d66	M5	3	SMALL	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-92e189bcd0a51c793e11	M3	1	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-9343ecb012e17cbc4ca0	M1	3	VOYNICH_SCALE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-936711dc46681bbb9727	M2	2	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-943e7847aef88dff251b	M5	1	MEDIUM	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-949c85abf19c57eacc1b	M5	1	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-9537332ebc71588a8cb8	M5	2	VOYNICH_SCALE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-956dae50bf8eeb005073	M4	3	LARGE	7	NOT_SUPPORTED	training/model-evidence failure
j-95d49f0a6d7c9759caf2	M5	1	MEDIUM	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-96d0c8737180a566d9b0	M0	1	LARGE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-973db07924e7d3406133	M5	2	SMALL	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-975d91005a8567428328	M0	1	LARGE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-97c8839adccd0cc8418e	M5	3	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-97e4883b61fb0c87d8e6	M0	1	SMALL	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-98cbfc6a26f1c1298c79	M1	3	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-98f360b4b89ea8fadb57	M1	1	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-997bf86492837d880b25	M3	3	SMALL	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-9b83d9123674f439e69b	M0	1	MEDIUM	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-9c13dc52ff4d31729072	M5	1	SMALL	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-9cde6668964651288100	M1	2	LARGE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-9ceabadf36b115a48776	M5	3	VOYNICH_SCALE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-9d32d3880c051d031688	M3	3	SMALL	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-9d38c7cb4dac9e1d45e3	M2	1	LARGE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-9d52257305d3960c64fb	M2	3	LARGE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-9d93d5e36e31d26d7b1e	M3	1	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-9db1b92ed5c064dc0f5b	M1	1	SMALL	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-9ddc6c7a0df2dea5bbac	M1	1	SMALL	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-9e03e4e11894ff0db2e2	M0	1	VOYNICH_SCALE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-9f4245786b6ce263a80d	M4	2	VOYNICH_SCALE	7	NOT_SUPPORTED	training/model-evidence failure
j-a151b71262ffdd1fef09	M3	1	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-a18e27aba21b3fec68fd	M4	1	VOYNICH_SCALE	3	NOT_SUPPORTED	training/model-evidence failure
j-a1a93544224c40ee7275	M4	2	VOYNICH_SCALE	0	NOT_SUPPORTED	training/model-evidence failure
j-a1c360b07cc6ecf64f5c	M1	1	VOYNICH_SCALE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-a254a7df60116f1a208f	M2	3	SMALL	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-a30d0357627f45267900	M3	3	VOYNICH_SCALE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-a389b31ad69295a9bf75	M4	1	SMALL	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-a3b04a6ab72a670d50ae	M0	2	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-a436f1fcd591a0ed78b3	M2	2	LARGE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-a43ab0ef54292d832bd8	M2	2	VOYNICH_SCALE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-a43e614564763130b1b6	M5	1	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-a44895af7be14cff4f61	M0	2	VOYNICH_SCALE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-a4b3a5ecbcb4b82ac279	M0	2	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-a4f856dc744ae947b9c8	M5	1	LARGE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-a50b91bfe85997909aa7	M0	3	VOYNICH_SCALE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-a62b3c122f2036528bba	M0	1	LARGE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-a68e39559e3e001b2c17	M3	2	MEDIUM	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-a6ee9e69c2efc2af7504	M3	2	LARGE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-a748c5963a93856546e1	M3	3	VOYNICH_SCALE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-a79b06691970f0f36e46	M4	3	LARGE	2	NOT_SUPPORTED	training/model-evidence failure
j-a9108b984a55e0ff1557	M4	1	SMALL	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-a9887606e6f684d33135	M5	3	VOYNICH_SCALE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-aa11340db7c8f19103da	M0	2	VOYNICH_SCALE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-aac96c1e96b7578c628d	M5	3	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-aacd4fb2d20fb3017612	M4	1	LARGE	2	NOT_SUPPORTED	training/model-evidence failure
j-aadda9e210a19ef33a18	M4	1	VOYNICH_SCALE	1	NOT_SUPPORTED	training/model-evidence failure
j-ab62342a529da79de59a	M1	2	SMALL	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-ac2ebc8e0dd4b165b2f6	M4	1	VOYNICH_SCALE	7	NOT_SUPPORTED	training/model-evidence failure
j-ac327c6fb62efe5aa40c	M4	3	VOYNICH_SCALE	0	NOT_SUPPORTED	training/model-evidence failure
j-ac99d33e9d8994a56d5c	M0	2	LARGE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-acc19126514ba314212a	M0	3	SMALL	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-ace37212788094c1589c	M2	1	MEDIUM	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-ace8507dcad4dcae41be	M4	2	VOYNICH_SCALE	5	NOT_SUPPORTED	training/model-evidence failure
j-acef249b257fbf170727	M1	2	VOYNICH_SCALE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-ad39683bc9bc7ef09bae	M4	1	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-ae55b4a619e1dd870b5b	M4	3	MEDIUM	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-ae58ca90b07e337b3f33	M0	3	SMALL	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-ae59d931d17e4e2ac7fc	M5	3	LARGE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-ae8fdec4618a2571d794	M4	1	VOYNICH_SCALE	4	NOT_SUPPORTED	training/model-evidence failure
j-aef82a4412e3a5b39440	M3	3	SMALL	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-af2e4515c4eda1121757	M0	2	VOYNICH_SCALE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-af3cb04dd5cfcd924ae1	M2	1	VOYNICH_SCALE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-afcf857a0224c9b2402c	M0	3	SMALL	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-b02c7fb295042ee21bc9	M4	2	MEDIUM	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-b0c7cc1a4c67fff6b0f1	M2	3	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-b1762949f70df5ea35a5	M1	1	VOYNICH_SCALE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-b1b4868783b8b90980fa	M1	3	VOYNICH_SCALE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-b217e52a9e9ee1622af8	M4	1	LARGE	7	NOT_SUPPORTED	training/model-evidence failure
j-b244ae6354615df5f4be	M2	1	MEDIUM	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-b2e01c8ae02b151b439d	M1	2	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-b309f8f2d2c2ba0f5df4	M4	1	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-b32ea5769694e678dfe9	M5	3	SMALL	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-b33354aa4575b67e89fe	M1	3	MEDIUM	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-b341abbcc59eef5f98fe	M1	1	VOYNICH_SCALE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-b3b7810c27641fa6b6c5	M1	1	LARGE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-b3f5ed311407debd6ed0	M0	1	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-b43ab517b71fc0d6493d	M4	3	MEDIUM	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-b4f60ee9055bb74b2d43	M3	2	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-b550f67d8381c24d8d3f	M2	3	MEDIUM	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-b57ffb3a85fab26c19d8	M1	3	LARGE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-b73b2b47e573e7d218a5	M5	1	LARGE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-b7b79eb25404d863c1fa	M0	3	MEDIUM	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-b8f8aadb5aee1337d642	M5	3	LARGE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-b97c73312a72eecdbbaf	M2	2	VOYNICH_SCALE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-ba6f553d8c70cb0e9cd3	M4	1	MEDIUM	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-bacb88e86109ffcd90d4	M3	1	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-bad04d0dd9d366b2aca7	M1	1	LARGE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-bbbf4394550751902307	M1	2	VOYNICH_SCALE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-bc2e2be5c4b213606da6	M5	2	LARGE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-bc6f31a9e2d2bfcb9706	M5	3	LARGE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-bd36e3b583d76c833070	M0	2	SMALL	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-bd62d639fd181f1618f0	M2	3	SMALL	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-bea4d88442be8a5567ff	M1	2	LARGE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-beedd5bf77e1390e977c	M0	3	MEDIUM	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-bf684c49cc65a09b9cba	M1	1	MEDIUM	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-c046e29cc0728523d3b4	M0	3	LARGE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-c1078f167ec2c943b840	M4	1	VOYNICH_SCALE	5	NOT_SUPPORTED	training/model-evidence failure
j-c13dcfda62acbabe8775	M5	3	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-c19c97815883df31542c	M3	2	LARGE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-c1a0456a1f7e6c52b6cc	M5	3	VOYNICH_SCALE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-c1ac58dfdf04c50978b2	M4	2	LARGE	7	NOT_SUPPORTED	training/model-evidence failure
j-c29266cb4b4d99deeaf9	M2	1	SMALL	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-c2d4f49d8b262b742cd8	M2	2	SMALL	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-c3079384b59a77796f3a	M1	2	MEDIUM	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-c30c51edf49d5a1d46e2	M3	3	VOYNICH_SCALE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-c3ce3b455dfc6753ff8e	M1	3	VOYNICH_SCALE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-c4211d546c234af5150e	M3	2	MEDIUM	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-c4dc6a0365c5401b5eb9	M3	2	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-c4debdd0f5f3fddbd13d	M5	2	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-c5bfafa9d652c7d4a17b	M5	3	LARGE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-c62cd5065408cb92c873	M3	3	LARGE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-c672a36af7cecbba5205	M0	1	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-c684a882121af494bf0f	M1	2	VOYNICH_SCALE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-c69efd47eca2e9772e8d	M0	3	SMALL	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-c76a81b66cb369099d5b	M5	1	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-c77e72a30c7d4b6168a0	M5	2	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-c7bf83e7fd40f1682c0f	M1	3	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-c82ba6341325c0009659	M3	3	LARGE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-c8526acb09fe1bd9ef53	M0	3	VOYNICH_SCALE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-c869522ec56ad85b2a12	M2	2	SMALL	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-caa04013c2c136f0babe	M0	2	SMALL	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-cb286786f187c7c0e2ec	M3	1	MEDIUM	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-cb7cd1f04462c7a171d7	M5	2	MEDIUM	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-cbda140510fc1c06a455	M1	3	MEDIUM	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-cce9e1292167cf1da0c8	M4	2	VOYNICH_SCALE	6	NOT_SUPPORTED	training/model-evidence failure
j-cd2783b5a93f7ea29099	M2	1	MEDIUM	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-cd99402401fd121014e3	M1	1	LARGE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-cde36f9b428d61d2f151	M0	3	VOYNICH_SCALE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-ceb6ba85154678d715fa	M5	2	VOYNICH_SCALE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-cec1aee0e512604e9cdf	M1	3	VOYNICH_SCALE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-cf6527d1eef570681018	M0	2	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-cfe6c955501f73ee9017	M1	2	VOYNICH_SCALE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-cfec33d67ead4ab99ce2	M0	1	LARGE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-d02ae7c7b8cce03a01f8	M0	3	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-d0b14c19e104fc73ab03	M2	1	LARGE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-d0f70e8a0187aba1532e	M3	1	VOYNICH_SCALE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-d308d017a9b5417e549b	M5	2	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-d332a23a6d6c05f663bc	M2	2	SMALL	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-d36f87e8621c67dd83c5	M4	2	SMALL	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-d39db5c3b2ca8678cd43	M1	3	MEDIUM	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-d43d7715012e7a3cd456	M5	1	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-d4b3fdfca141ca192700	M1	2	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-d52a735df12fc50ebbb9	M5	1	LARGE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-d548cb4b754b1aab7a84	M5	2	MEDIUM	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-d54abe605df31f1c6586	M1	3	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-d72cae8dc4b1079e9e10	M0	2	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-d8017c608f92fba29208	M3	2	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-d8bc5f9eb8bf457a53d2	M0	2	MEDIUM	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-d96c3510619050f76f42	M3	1	LARGE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-d9812a93a2a52d2ac2ce	M2	3	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-d9d9158a9a0ea2f5f301	M0	1	MEDIUM	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-da5e22df6ee956353a14	M3	2	VOYNICH_SCALE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-dbb095e66ee275fb7fae	M2	2	LARGE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-dbb62ce40ef966fd7af4	M3	2	LARGE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-de198fc0a3d7cf5c2e4e	M4	3	SMALL	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-de1b83dc23a6b9034a55	M0	3	MEDIUM	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-def01fc26abe2858582f	M1	3	SMALL	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-df83ebc3a5917537ce1e	M5	1	MEDIUM	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-df9907272e2381973105	M4	3	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-dfda7708dd9bcdffd611	M5	3	MEDIUM	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-e01623270f2f9e5fe166	M5	2	VOYNICH_SCALE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-e096b8e96b6035b482f3	M2	3	VOYNICH_SCALE	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-e10df6b69c4c30eff701	M2	2	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
