branch	corpus_label	generator_variant	scale	model	replicates	modal_first_failure	modal_count	agreement_rate	distribution
SYNTHETIC	M2	1	VOYNICH_SCALE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	LARGE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	LARGE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	LARGE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	LARGE	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	2	LARGE	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	2	LARGE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	MEDIUM	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	MEDIUM	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	MEDIUM	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	MEDIUM	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	2	MEDIUM	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	2	MEDIUM	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	SMALL	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	SMALL	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	SMALL	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	SMALL	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	2	SMALL	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	2	SMALL	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	VOYNICH_SCALE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	VOYNICH_SCALE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	VOYNICH_SCALE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	2	VOYNICH_SCALE	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	2	VOYNICH_SCALE	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	2	VOYNICH_SCALE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	LARGE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	LARGE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	LARGE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	LARGE	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	3	LARGE	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	3	LARGE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	MEDIUM	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	MEDIUM	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	MEDIUM	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	MEDIUM	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	3	MEDIUM	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	3	MEDIUM	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	SMALL	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	SMALL	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	SMALL	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	SMALL	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	3	SMALL	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	3	SMALL	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	VOYNICH_SCALE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	VOYNICH_SCALE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	VOYNICH_SCALE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M2	3	VOYNICH_SCALE	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	3	VOYNICH_SCALE	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M2	3	VOYNICH_SCALE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	LARGE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	LARGE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	LARGE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	LARGE	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	LARGE	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	LARGE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	MEDIUM	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	MEDIUM	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	MEDIUM	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	MEDIUM	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	MEDIUM	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	MEDIUM	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	SMALL	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	SMALL	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	SMALL	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	SMALL	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	SMALL	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	SMALL	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	VOYNICH_SCALE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	VOYNICH_SCALE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	VOYNICH_SCALE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	VOYNICH_SCALE	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	VOYNICH_SCALE	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	1	VOYNICH_SCALE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	LARGE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	LARGE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	LARGE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	LARGE	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	LARGE	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	LARGE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	MEDIUM	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	MEDIUM	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	MEDIUM	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	MEDIUM	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	MEDIUM	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	MEDIUM	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	SMALL	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	SMALL	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	SMALL	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	SMALL	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	SMALL	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	SMALL	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	VOYNICH_SCALE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	VOYNICH_SCALE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	VOYNICH_SCALE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	VOYNICH_SCALE	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	VOYNICH_SCALE	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	2	VOYNICH_SCALE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	LARGE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	LARGE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	LARGE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	LARGE	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	LARGE	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	LARGE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	MEDIUM	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	MEDIUM	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	MEDIUM	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	MEDIUM	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	MEDIUM	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	MEDIUM	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	SMALL	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	SMALL	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	SMALL	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	SMALL	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	SMALL	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	SMALL	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	VOYNICH_SCALE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	VOYNICH_SCALE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	VOYNICH_SCALE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	VOYNICH_SCALE	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	VOYNICH_SCALE	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M3	3	VOYNICH_SCALE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	LARGE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	LARGE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	LARGE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	LARGE	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	1	LARGE	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	1	LARGE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	MEDIUM	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	MEDIUM	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	MEDIUM	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	MEDIUM	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	MEDIUM	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	MEDIUM	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	SMALL	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	SMALL	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	SMALL	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	SMALL	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	SMALL	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	SMALL	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	VOYNICH_SCALE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	VOYNICH_SCALE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	VOYNICH_SCALE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	1	VOYNICH_SCALE	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	1	VOYNICH_SCALE	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	1	VOYNICH_SCALE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	LARGE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	LARGE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	LARGE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	LARGE	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	2	LARGE	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	2	LARGE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	MEDIUM	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	MEDIUM	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	MEDIUM	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	MEDIUM	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	MEDIUM	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	MEDIUM	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	SMALL	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	SMALL	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	SMALL	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	SMALL	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	SMALL	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	SMALL	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	VOYNICH_SCALE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	VOYNICH_SCALE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	VOYNICH_SCALE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	2	VOYNICH_SCALE	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	2	VOYNICH_SCALE	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	2	VOYNICH_SCALE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	LARGE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	LARGE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	LARGE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	LARGE	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	3	LARGE	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	3	LARGE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	MEDIUM	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	MEDIUM	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	MEDIUM	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	MEDIUM	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	MEDIUM	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	MEDIUM	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	SMALL	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	SMALL	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	SMALL	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	SMALL	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	SMALL	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	SMALL	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	VOYNICH_SCALE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	VOYNICH_SCALE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	VOYNICH_SCALE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M4	3	VOYNICH_SCALE	M3	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	3	VOYNICH_SCALE	M4	8	TRAINING	8	1.000000	TRAINING:8
SYNTHETIC	M4	3	VOYNICH_SCALE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	LARGE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	LARGE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	LARGE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	LARGE	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	LARGE	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	LARGE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	MEDIUM	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	MEDIUM	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	MEDIUM	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	MEDIUM	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	MEDIUM	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	MEDIUM	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	SMALL	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	SMALL	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	SMALL	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	SMALL	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	SMALL	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	SMALL	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	VOYNICH_SCALE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	VOYNICH_SCALE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	VOYNICH_SCALE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	VOYNICH_SCALE	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	VOYNICH_SCALE	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	1	VOYNICH_SCALE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	LARGE	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	LARGE	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	LARGE	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	LARGE	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	LARGE	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	LARGE	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	MEDIUM	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	MEDIUM	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	MEDIUM	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	MEDIUM	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	MEDIUM	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	MEDIUM	M5	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	SMALL	M0	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	SMALL	M1	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	SMALL	M2	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	SMALL	M3	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
SYNTHETIC	M5	2	SMALL	M4	8	PREDICTIVE_GATE	8	1.000000	PREDICTIVE_GATE:8
