transcription	object_id	corpus	null_kind	cosine_similarity	direction_agreement	magnitude_ratio	metric_n	upstream_min_p_value	minimum_null_replicates	resolution	any_metric_p_le_0_05
ZL3b	NTH_GLYPH_OF_TOKEN_2	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.277061	0.333333	1.403726	3	0.333333	2	LOW_RESOLUTION	false
ZL3b	NTH_GLYPH_OF_TOKEN_2	Doyle	POSITION_STRATIFIED_RANDOM	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_GLYPH_OF_TOKEN_2	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_GLYPH_OF_TOKEN_2	Longfellow	POSITION_STRATIFIED_RANDOM	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_GLYPH_OF_TOKEN_2	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_GLYPH_OF_TOKEN_3	Astafiev	POSITION_STRATIFIED_RANDOM	0.277061	0.333333	1.403726	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_GLYPH_OF_TOKEN_3	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.277061	0.333333	1.403726	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_GLYPH_OF_TOKEN_3	Doyle	POSITION_STRATIFIED_RANDOM	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_GLYPH_OF_TOKEN_3	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_GLYPH_OF_TOKEN_3	Longfellow	POSITION_STRATIFIED_RANDOM	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_GLYPH_OF_TOKEN_3	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_2	Astafiev	POSITION_STRATIFIED_RANDOM	-0.496671	0.000000	0.172706	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_2	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.341269	0.333333	0.186317	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_2	Doyle	POSITION_STRATIFIED_RANDOM	0.262622	0.666667	0.175263	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_2	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.391643	0.666667	0.159512	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_2	Longfellow	POSITION_STRATIFIED_RANDOM	-0.678769	0.333333	0.109512	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_2	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.535591	0.333333	0.107496	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_3	Astafiev	POSITION_STRATIFIED_RANDOM	-0.387038	0.333333	0.107397	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_3	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.336694	0.333333	0.182262	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_3	Doyle	POSITION_STRATIFIED_RANDOM	0.251074	0.666667	0.156564	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_3	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.388639	0.666667	0.168663	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_3	Longfellow	POSITION_STRATIFIED_RANDOM	-0.689602	0.333333	0.080204	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	NTH_TOKEN_OF_LINE_3	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.535218	0.333333	0.107415	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_2	Longfellow	PERIODIC_PHASE	0.006157	0.333333	1.671531	3	0.500000	1	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_2	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_3	Doyle	PERIODIC_PHASE	0.007798	0.333333	1.636180	3	0.333333	2	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_3	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_3	Longfellow	PERIODIC_PHASE	0.006157	0.333333	1.671531	3	0.333333	2	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_3	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_5	Astafiev	PERIODIC_PHASE	0.277061	0.333333	1.403726	3	0.500000	1	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_5	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.277061	0.333333	1.403726	3	0.500000	1	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_5	Doyle	PERIODIC_PHASE	0.007798	0.333333	1.636180	3	0.200000	4	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_5	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_5	Longfellow	PERIODIC_PHASE	0.006157	0.333333	1.671531	3	0.200000	4	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_5	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_7	Astafiev	PERIODIC_PHASE	0.277061	0.333333	1.403726	3	0.200000	4	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_7	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.277061	0.333333	1.403726	3	0.333333	2	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_7	Doyle	PERIODIC_PHASE	0.007798	0.333333	1.636180	3	0.285714	6	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_7	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_7	Longfellow	PERIODIC_PHASE	0.006157	0.333333	1.671531	3	0.142857	6	LOW_RESOLUTION	false
ZL3b	PERIODIC_GLYPH_7	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_2	Astafiev	PERIODIC_PHASE	-0.575656	0.333333	0.031437	3	0.500000	1	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_2	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.483917	0.333333	0.073417	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_2	Doyle	PERIODIC_PHASE	-0.353167	0.333333	0.074305	3	0.500000	1	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_2	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.282489	0.666667	0.033407	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_2	Longfellow	PERIODIC_PHASE	-0.814432	0.333333	0.021588	3	0.500000	1	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_2	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.795360	0.333333	0.029958	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_3	Astafiev	PERIODIC_PHASE	-0.781552	0.000000	0.045257	3	0.333333	2	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_3	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.572111	0.000000	0.074762	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_3	Doyle	PERIODIC_PHASE	0.338126	0.333333	0.051285	3	0.333333	2	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_3	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.381031	0.666667	0.062828	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_3	Longfellow	PERIODIC_PHASE	-0.650715	0.333333	0.056929	3	0.333333	2	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_3	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.868669	0.000000	0.042189	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_5	Astafiev	PERIODIC_PHASE	-0.573638	0.000000	0.074104	3	0.200000	4	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_5	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.541468	0.000000	0.120041	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_5	Doyle	PERIODIC_PHASE	0.478576	0.666667	0.081130	3	0.200000	4	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_5	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.447451	0.666667	0.096345	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_5	Longfellow	PERIODIC_PHASE	-0.585059	0.333333	0.071961	3	0.200000	4	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_5	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.717056	0.333333	0.076691	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_7	Astafiev	PERIODIC_PHASE	-0.617329	0.000000	0.084798	3	0.142857	6	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_7	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.575987	0.000000	0.118887	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_7	Doyle	PERIODIC_PHASE	0.483245	0.666667	0.112751	3	0.142857	6	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_7	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.481867	0.666667	0.118979	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_7	Longfellow	PERIODIC_PHASE	-0.523312	0.333333	0.101105	3	0.142857	6	LOW_RESOLUTION	false
ZL3b	PERIODIC_TOKEN_7	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.443950	0.333333	0.108072	3	0.250000	3	LOW_RESOLUTION	false
