opaque_id	generator_variant	scale	tokens	replicate	path
s-5a165cc265b7	2	MEDIUM	2048	0	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r00.txt
s-5a165cc265b7	2	MEDIUM	2048	1	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r01.txt
s-5a165cc265b7	2	MEDIUM	2048	2	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r02.txt
s-5a165cc265b7	2	MEDIUM	2048	3	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r03.txt
s-5a165cc265b7	2	MEDIUM	2048	4	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r04.txt
s-5a165cc265b7	2	MEDIUM	2048	5	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r05.txt
s-5a165cc265b7	2	MEDIUM	2048	6	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r06.txt
s-5a165cc265b7	2	MEDIUM	2048	7	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r07.txt
s-5a165cc265b7	2	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r00.txt
s-5a165cc265b7	2	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r01.txt
s-5a165cc265b7	2	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r02.txt
s-5a165cc265b7	2	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r03.txt
s-5a165cc265b7	2	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r04.txt
s-5a165cc265b7	2	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r05.txt
s-5a165cc265b7	2	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r06.txt
s-5a165cc265b7	2	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r07.txt
s-5a165cc265b7	2	LARGE	65536	0	research/phase3/task86c/inputs/s-5a165cc265b7/large/r00.txt
s-5a165cc265b7	2	LARGE	65536	1	research/phase3/task86c/inputs/s-5a165cc265b7/large/r01.txt
s-5a165cc265b7	2	LARGE	65536	2	research/phase3/task86c/inputs/s-5a165cc265b7/large/r02.txt
s-5a165cc265b7	2	LARGE	65536	3	research/phase3/task86c/inputs/s-5a165cc265b7/large/r03.txt
s-5a165cc265b7	2	LARGE	65536	4	research/phase3/task86c/inputs/s-5a165cc265b7/large/r04.txt
s-5a165cc265b7	2	LARGE	65536	5	research/phase3/task86c/inputs/s-5a165cc265b7/large/r05.txt
s-5a165cc265b7	2	LARGE	65536	6	research/phase3/task86c/inputs/s-5a165cc265b7/large/r06.txt
s-5a165cc265b7	2	LARGE	65536	7	research/phase3/task86c/inputs/s-5a165cc265b7/large/r07.txt
s-e98255971d80	3	SMALL	512	0	research/phase3/task86c/inputs/s-e98255971d80/small/r00.txt
s-e98255971d80	3	SMALL	512	1	research/phase3/task86c/inputs/s-e98255971d80/small/r01.txt
s-e98255971d80	3	SMALL	512	2	research/phase3/task86c/inputs/s-e98255971d80/small/r02.txt
s-e98255971d80	3	SMALL	512	3	research/phase3/task86c/inputs/s-e98255971d80/small/r03.txt
s-e98255971d80	3	SMALL	512	4	research/phase3/task86c/inputs/s-e98255971d80/small/r04.txt
s-e98255971d80	3	SMALL	512	5	research/phase3/task86c/inputs/s-e98255971d80/small/r05.txt
s-e98255971d80	3	SMALL	512	6	research/phase3/task86c/inputs/s-e98255971d80/small/r06.txt
s-e98255971d80	3	SMALL	512	7	research/phase3/task86c/inputs/s-e98255971d80/small/r07.txt
s-e98255971d80	3	MEDIUM	2048	0	research/phase3/task86c/inputs/s-e98255971d80/medium/r00.txt
s-e98255971d80	3	MEDIUM	2048	1	research/phase3/task86c/inputs/s-e98255971d80/medium/r01.txt
s-e98255971d80	3	MEDIUM	2048	2	research/phase3/task86c/inputs/s-e98255971d80/medium/r02.txt
s-e98255971d80	3	MEDIUM	2048	3	research/phase3/task86c/inputs/s-e98255971d80/medium/r03.txt
s-e98255971d80	3	MEDIUM	2048	4	research/phase3/task86c/inputs/s-e98255971d80/medium/r04.txt
s-e98255971d80	3	MEDIUM	2048	5	research/phase3/task86c/inputs/s-e98255971d80/medium/r05.txt
s-e98255971d80	3	MEDIUM	2048	6	research/phase3/task86c/inputs/s-e98255971d80/medium/r06.txt
s-e98255971d80	3	MEDIUM	2048	7	research/phase3/task86c/inputs/s-e98255971d80/medium/r07.txt
s-e98255971d80	3	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r00.txt
s-e98255971d80	3	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r01.txt
s-e98255971d80	3	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r02.txt
s-e98255971d80	3	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r03.txt
s-e98255971d80	3	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r04.txt
s-e98255971d80	3	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r05.txt
s-e98255971d80	3	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r06.txt
s-e98255971d80	3	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r07.txt
s-e98255971d80	3	LARGE	65536	0	research/phase3/task86c/inputs/s-e98255971d80/large/r00.txt
s-e98255971d80	3	LARGE	65536	1	research/phase3/task86c/inputs/s-e98255971d80/large/r01.txt
s-e98255971d80	3	LARGE	65536	2	research/phase3/task86c/inputs/s-e98255971d80/large/r02.txt
s-e98255971d80	3	LARGE	65536	3	research/phase3/task86c/inputs/s-e98255971d80/large/r03.txt
s-e98255971d80	3	LARGE	65536	4	research/phase3/task86c/inputs/s-e98255971d80/large/r04.txt
s-e98255971d80	3	LARGE	65536	5	research/phase3/task86c/inputs/s-e98255971d80/large/r05.txt
s-e98255971d80	3	LARGE	65536	6	research/phase3/task86c/inputs/s-e98255971d80/large/r06.txt
s-e98255971d80	3	LARGE	65536	7	research/phase3/task86c/inputs/s-e98255971d80/large/r07.txt
s-e2cc3e1401d3	1	SMALL	512	0	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r00.txt
s-e2cc3e1401d3	1	SMALL	512	1	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r01.txt
s-e2cc3e1401d3	1	SMALL	512	2	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r02.txt
s-e2cc3e1401d3	1	SMALL	512	3	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r03.txt
s-e2cc3e1401d3	1	SMALL	512	4	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r04.txt
s-e2cc3e1401d3	1	SMALL	512	5	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r05.txt
s-e2cc3e1401d3	1	SMALL	512	6	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r06.txt
s-e2cc3e1401d3	1	SMALL	512	7	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r07.txt
s-e2cc3e1401d3	1	MEDIUM	2048	0	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r00.txt
s-e2cc3e1401d3	1	MEDIUM	2048	1	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r01.txt
s-e2cc3e1401d3	1	MEDIUM	2048	2	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r02.txt
s-e2cc3e1401d3	1	MEDIUM	2048	3	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r03.txt
s-e2cc3e1401d3	1	MEDIUM	2048	4	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r04.txt
s-e2cc3e1401d3	1	MEDIUM	2048	5	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r05.txt
s-e2cc3e1401d3	1	MEDIUM	2048	6	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r06.txt
s-e2cc3e1401d3	1	MEDIUM	2048	7	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r07.txt
s-e2cc3e1401d3	1	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r00.txt
s-e2cc3e1401d3	1	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r01.txt
s-e2cc3e1401d3	1	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r02.txt
s-e2cc3e1401d3	1	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r03.txt
s-e2cc3e1401d3	1	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r04.txt
s-e2cc3e1401d3	1	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r05.txt
s-e2cc3e1401d3	1	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r06.txt
s-e2cc3e1401d3	1	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r07.txt
s-e2cc3e1401d3	1	LARGE	65536	0	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r00.txt
s-e2cc3e1401d3	1	LARGE	65536	1	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r01.txt
s-e2cc3e1401d3	1	LARGE	65536	2	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r02.txt
s-e2cc3e1401d3	1	LARGE	65536	3	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r03.txt
s-e2cc3e1401d3	1	LARGE	65536	4	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r04.txt
s-e2cc3e1401d3	1	LARGE	65536	5	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r05.txt
s-e2cc3e1401d3	1	LARGE	65536	6	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r06.txt
s-e2cc3e1401d3	1	LARGE	65536	7	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r07.txt
s-c13a20c1b1a6	2	SMALL	512	0	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r00.txt
s-c13a20c1b1a6	2	SMALL	512	1	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r01.txt
s-c13a20c1b1a6	2	SMALL	512	2	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r02.txt
s-c13a20c1b1a6	2	SMALL	512	3	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r03.txt
s-c13a20c1b1a6	2	SMALL	512	4	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r04.txt
s-c13a20c1b1a6	2	SMALL	512	5	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r05.txt
s-c13a20c1b1a6	2	SMALL	512	6	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r06.txt
s-c13a20c1b1a6	2	SMALL	512	7	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r07.txt
s-c13a20c1b1a6	2	MEDIUM	2048	0	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r00.txt
s-c13a20c1b1a6	2	MEDIUM	2048	1	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r01.txt
s-c13a20c1b1a6	2	MEDIUM	2048	2	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r02.txt
s-c13a20c1b1a6	2	MEDIUM	2048	3	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r03.txt
s-c13a20c1b1a6	2	MEDIUM	2048	4	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r04.txt
s-c13a20c1b1a6	2	MEDIUM	2048	5	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r05.txt
s-c13a20c1b1a6	2	MEDIUM	2048	6	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r06.txt
s-c13a20c1b1a6	2	MEDIUM	2048	7	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r07.txt
s-c13a20c1b1a6	2	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r00.txt
s-c13a20c1b1a6	2	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r01.txt
s-c13a20c1b1a6	2	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r02.txt
s-c13a20c1b1a6	2	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r03.txt
s-c13a20c1b1a6	2	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r04.txt
s-c13a20c1b1a6	2	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r05.txt
s-c13a20c1b1a6	2	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r06.txt
s-c13a20c1b1a6	2	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r07.txt
s-c13a20c1b1a6	2	LARGE	65536	0	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r00.txt
s-c13a20c1b1a6	2	LARGE	65536	1	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r01.txt
s-c13a20c1b1a6	2	LARGE	65536	2	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r02.txt
s-c13a20c1b1a6	2	LARGE	65536	3	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r03.txt
s-c13a20c1b1a6	2	LARGE	65536	4	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r04.txt
s-c13a20c1b1a6	2	LARGE	65536	5	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r05.txt
s-c13a20c1b1a6	2	LARGE	65536	6	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r06.txt
s-c13a20c1b1a6	2	LARGE	65536	7	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r07.txt
s-614cdbd81cbf	3	SMALL	512	0	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r00.txt
s-614cdbd81cbf	3	SMALL	512	1	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r01.txt
s-614cdbd81cbf	3	SMALL	512	2	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r02.txt
s-614cdbd81cbf	3	SMALL	512	3	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r03.txt
s-614cdbd81cbf	3	SMALL	512	4	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r04.txt
s-614cdbd81cbf	3	SMALL	512	5	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r05.txt
s-614cdbd81cbf	3	SMALL	512	6	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r06.txt
s-614cdbd81cbf	3	SMALL	512	7	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r07.txt
s-614cdbd81cbf	3	MEDIUM	2048	0	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r00.txt
s-614cdbd81cbf	3	MEDIUM	2048	1	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r01.txt
s-614cdbd81cbf	3	MEDIUM	2048	2	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r02.txt
s-614cdbd81cbf	3	MEDIUM	2048	3	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r03.txt
s-614cdbd81cbf	3	MEDIUM	2048	4	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r04.txt
s-614cdbd81cbf	3	MEDIUM	2048	5	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r05.txt
s-614cdbd81cbf	3	MEDIUM	2048	6	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r06.txt
s-614cdbd81cbf	3	MEDIUM	2048	7	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r07.txt
s-614cdbd81cbf	3	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r00.txt
s-614cdbd81cbf	3	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r01.txt
s-614cdbd81cbf	3	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r02.txt
s-614cdbd81cbf	3	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r03.txt
s-614cdbd81cbf	3	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r04.txt
s-614cdbd81cbf	3	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r05.txt
s-614cdbd81cbf	3	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r06.txt
s-614cdbd81cbf	3	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r07.txt
s-614cdbd81cbf	3	LARGE	65536	0	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r00.txt
s-614cdbd81cbf	3	LARGE	65536	1	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r01.txt
s-614cdbd81cbf	3	LARGE	65536	2	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r02.txt
s-614cdbd81cbf	3	LARGE	65536	3	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r03.txt
s-614cdbd81cbf	3	LARGE	65536	4	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r04.txt
s-614cdbd81cbf	3	LARGE	65536	5	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r05.txt
s-614cdbd81cbf	3	LARGE	65536	6	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r06.txt
s-614cdbd81cbf	3	LARGE	65536	7	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r07.txt
s-8f8dc60ab0b4	1	SMALL	512	0	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r00.txt
s-8f8dc60ab0b4	1	SMALL	512	1	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r01.txt
s-8f8dc60ab0b4	1	SMALL	512	2	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r02.txt
s-8f8dc60ab0b4	1	SMALL	512	3	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r03.txt
s-8f8dc60ab0b4	1	SMALL	512	4	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r04.txt
s-8f8dc60ab0b4	1	SMALL	512	5	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r05.txt
s-8f8dc60ab0b4	1	SMALL	512	6	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r06.txt
s-8f8dc60ab0b4	1	SMALL	512	7	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r07.txt
s-8f8dc60ab0b4	1	MEDIUM	2048	0	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r00.txt
s-8f8dc60ab0b4	1	MEDIUM	2048	1	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r01.txt
s-8f8dc60ab0b4	1	MEDIUM	2048	2	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r02.txt
s-8f8dc60ab0b4	1	MEDIUM	2048	3	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r03.txt
s-8f8dc60ab0b4	1	MEDIUM	2048	4	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r04.txt
s-8f8dc60ab0b4	1	MEDIUM	2048	5	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r05.txt
s-8f8dc60ab0b4	1	MEDIUM	2048	6	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r06.txt
s-8f8dc60ab0b4	1	MEDIUM	2048	7	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r07.txt
s-8f8dc60ab0b4	1	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r00.txt
s-8f8dc60ab0b4	1	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r01.txt
s-8f8dc60ab0b4	1	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r02.txt
s-8f8dc60ab0b4	1	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r03.txt
s-8f8dc60ab0b4	1	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r04.txt
s-8f8dc60ab0b4	1	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r05.txt
s-8f8dc60ab0b4	1	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r06.txt
s-8f8dc60ab0b4	1	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r07.txt
s-8f8dc60ab0b4	1	LARGE	65536	0	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r00.txt
s-8f8dc60ab0b4	1	LARGE	65536	1	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r01.txt
s-8f8dc60ab0b4	1	LARGE	65536	2	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r02.txt
s-8f8dc60ab0b4	1	LARGE	65536	3	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r03.txt
s-8f8dc60ab0b4	1	LARGE	65536	4	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r04.txt
s-8f8dc60ab0b4	1	LARGE	65536	5	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r05.txt
s-8f8dc60ab0b4	1	LARGE	65536	6	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r06.txt
s-8f8dc60ab0b4	1	LARGE	65536	7	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r07.txt
s-47b9317c1ee7	2	SMALL	512	0	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r00.txt
s-47b9317c1ee7	2	SMALL	512	1	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r01.txt
s-47b9317c1ee7	2	SMALL	512	2	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r02.txt
s-47b9317c1ee7	2	SMALL	512	3	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r03.txt
s-47b9317c1ee7	2	SMALL	512	4	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r04.txt
s-47b9317c1ee7	2	SMALL	512	5	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r05.txt
s-47b9317c1ee7	2	SMALL	512	6	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r06.txt
s-47b9317c1ee7	2	SMALL	512	7	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r07.txt
s-47b9317c1ee7	2	MEDIUM	2048	0	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r00.txt
s-47b9317c1ee7	2	MEDIUM	2048	1	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r01.txt
s-47b9317c1ee7	2	MEDIUM	2048	2	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r02.txt
s-47b9317c1ee7	2	MEDIUM	2048	3	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r03.txt
s-47b9317c1ee7	2	MEDIUM	2048	4	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r04.txt
s-47b9317c1ee7	2	MEDIUM	2048	5	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r05.txt
s-47b9317c1ee7	2	MEDIUM	2048	6	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r06.txt
s-47b9317c1ee7	2	MEDIUM	2048	7	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r07.txt
s-47b9317c1ee7	2	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r00.txt
s-47b9317c1ee7	2	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r01.txt
s-47b9317c1ee7	2	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r02.txt
s-47b9317c1ee7	2	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r03.txt
s-47b9317c1ee7	2	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r04.txt
s-47b9317c1ee7	2	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r05.txt
s-47b9317c1ee7	2	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r06.txt
s-47b9317c1ee7	2	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r07.txt
s-47b9317c1ee7	2	LARGE	65536	0	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r00.txt
s-47b9317c1ee7	2	LARGE	65536	1	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r01.txt
s-47b9317c1ee7	2	LARGE	65536	2	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r02.txt
s-47b9317c1ee7	2	LARGE	65536	3	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r03.txt
s-47b9317c1ee7	2	LARGE	65536	4	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r04.txt
s-47b9317c1ee7	2	LARGE	65536	5	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r05.txt
s-47b9317c1ee7	2	LARGE	65536	6	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r06.txt
s-47b9317c1ee7	2	LARGE	65536	7	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r07.txt
s-4a57d700bac6	3	SMALL	512	0	research/phase3/task86c/inputs/s-4a57d700bac6/small/r00.txt
s-4a57d700bac6	3	SMALL	512	1	research/phase3/task86c/inputs/s-4a57d700bac6/small/r01.txt
s-4a57d700bac6	3	SMALL	512	2	research/phase3/task86c/inputs/s-4a57d700bac6/small/r02.txt
s-4a57d700bac6	3	SMALL	512	3	research/phase3/task86c/inputs/s-4a57d700bac6/small/r03.txt
s-4a57d700bac6	3	SMALL	512	4	research/phase3/task86c/inputs/s-4a57d700bac6/small/r04.txt
s-4a57d700bac6	3	SMALL	512	5	research/phase3/task86c/inputs/s-4a57d700bac6/small/r05.txt
s-4a57d700bac6	3	SMALL	512	6	research/phase3/task86c/inputs/s-4a57d700bac6/small/r06.txt
s-4a57d700bac6	3	SMALL	512	7	research/phase3/task86c/inputs/s-4a57d700bac6/small/r07.txt
s-4a57d700bac6	3	MEDIUM	2048	0	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r00.txt
s-4a57d700bac6	3	MEDIUM	2048	1	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r01.txt
s-4a57d700bac6	3	MEDIUM	2048	2	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r02.txt
