branch	opaque_id	scale	replicate	seed
S	s-4a57d700bac6	SMALL	5	10928755458849406814
S	s-4a57d700bac6	SMALL	6	5180521914829615705
S	s-4a57d700bac6	SMALL	7	8664946655281790021
S	s-4a57d700bac6	MEDIUM	0	6124978666098502047
S	s-4a57d700bac6	MEDIUM	1	5821588725953746573
S	s-4a57d700bac6	MEDIUM	2	14586057399585752014
S	s-4a57d700bac6	MEDIUM	3	408162657002580374
S	s-4a57d700bac6	MEDIUM	4	5839937654185249141
S	s-4a57d700bac6	MEDIUM	5	9520665361906630854
S	s-4a57d700bac6	MEDIUM	6	7308434307407405059
S	s-4a57d700bac6	MEDIUM	7	10997974232889118877
S	s-4a57d700bac6	VOYNICH_SCALE	0	16998487660329596139
S	s-4a57d700bac6	VOYNICH_SCALE	1	8007752681983989529
S	s-4a57d700bac6	VOYNICH_SCALE	2	14901932911958127461
S	s-4a57d700bac6	VOYNICH_SCALE	3	9487928306806791149
S	s-4a57d700bac6	VOYNICH_SCALE	4	10598777312652200104
S	s-4a57d700bac6	VOYNICH_SCALE	5	10246969640986451342
S	s-4a57d700bac6	VOYNICH_SCALE	6	5523603942860274781
S	s-4a57d700bac6	VOYNICH_SCALE	7	17022800915792498278
S	s-4a57d700bac6	LARGE	0	4833802898094123238
S	s-4a57d700bac6	LARGE	1	12126068051875318554
S	s-4a57d700bac6	LARGE	2	2642919411007529537
S	s-4a57d700bac6	LARGE	3	14535502189884099803
S	s-4a57d700bac6	LARGE	4	16036939056653847523
S	s-4a57d700bac6	LARGE	5	11842183593615829053
S	s-4a57d700bac6	LARGE	6	15315062285699443601
S	s-4a57d700bac6	LARGE	7	10131610631182073255
S	s-7991a2a78396	SMALL	0	1439604387706575124
S	s-7991a2a78396	SMALL	1	12083356268042271918
S	s-7991a2a78396	SMALL	2	3351879540245471129
S	s-7991a2a78396	SMALL	3	9040943895819866216
S	s-7991a2a78396	SMALL	4	9657061491985150848
S	s-7991a2a78396	SMALL	5	15915724472456162231
S	s-7991a2a78396	SMALL	6	17718938349413215427
S	s-7991a2a78396	SMALL	7	14165730229982858780
S	s-7991a2a78396	MEDIUM	0	2506753671623822513
S	s-7991a2a78396	MEDIUM	1	16205776966184148165
S	s-7991a2a78396	MEDIUM	2	15298686445018533735
S	s-7991a2a78396	MEDIUM	3	3763294919250543112
S	s-7991a2a78396	MEDIUM	4	3791577825022329621
S	s-7991a2a78396	MEDIUM	5	18404915864922474702
S	s-7991a2a78396	MEDIUM	6	2928117655945409964
S	s-7991a2a78396	MEDIUM	7	13581875579026857435
S	s-7991a2a78396	VOYNICH_SCALE	0	5849543318394800563
S	s-7991a2a78396	VOYNICH_SCALE	1	13026513906216342200
S	s-7991a2a78396	VOYNICH_SCALE	2	4892000916422759474
S	s-7991a2a78396	VOYNICH_SCALE	3	11168433997449618255
S	s-7991a2a78396	VOYNICH_SCALE	4	13704356169284873986
S	s-7991a2a78396	VOYNICH_SCALE	5	16623509962033609840
S	s-7991a2a78396	VOYNICH_SCALE	6	8484735087357809259
S	s-7991a2a78396	VOYNICH_SCALE	7	6593101072841710043
S	s-7991a2a78396	LARGE	0	6972798311243023594
S	s-7991a2a78396	LARGE	1	4748145702515909294
S	s-7991a2a78396	LARGE	2	12325187101518595180
S	s-7991a2a78396	LARGE	3	6175103169875912682
S	s-7991a2a78396	LARGE	4	13844192618377504485
S	s-7991a2a78396	LARGE	5	3448971565774686187
S	s-7991a2a78396	LARGE	6	9929963979537073925
S	s-7991a2a78396	LARGE	7	3959273724000493206
S	s-665090602867	SMALL	0	15099068409499947750
S	s-665090602867	SMALL	1	13813471121075405366
S	s-665090602867	SMALL	2	11218691994960508130
S	s-665090602867	SMALL	3	7221364957601815091
S	s-665090602867	SMALL	4	16826371532577229273
S	s-665090602867	SMALL	5	13053167662006538845
S	s-665090602867	SMALL	6	8138479919192658104
S	s-665090602867	SMALL	7	8353318865517923832
S	s-665090602867	MEDIUM	0	10243471102337812274
S	s-665090602867	MEDIUM	1	3450507849702346681
S	s-665090602867	MEDIUM	2	1177159496766927656
S	s-665090602867	MEDIUM	3	16683630887520247827
S	s-665090602867	MEDIUM	4	9130854159657676077
S	s-665090602867	MEDIUM	5	10951428552718514178
S	s-665090602867	MEDIUM	6	13584770043267713565
S	s-665090602867	MEDIUM	7	11468626994224301260
S	s-665090602867	VOYNICH_SCALE	0	542182717534292526
S	s-665090602867	VOYNICH_SCALE	1	10420181331016418599
S	s-665090602867	VOYNICH_SCALE	2	14188226391653170159
S	s-665090602867	VOYNICH_SCALE	3	940033281939922231
S	s-665090602867	VOYNICH_SCALE	4	1539300013901216826
S	s-665090602867	VOYNICH_SCALE	5	9267645970681667976
S	s-665090602867	VOYNICH_SCALE	6	16792980230184433898
S	s-665090602867	VOYNICH_SCALE	7	18163292074247749297
S	s-665090602867	LARGE	0	588573874433884902
S	s-665090602867	LARGE	1	16381893419306486413
S	s-665090602867	LARGE	2	14404653074637199450
S	s-665090602867	LARGE	3	563970930378939390
S	s-665090602867	LARGE	4	2260012847436843064
S	s-665090602867	LARGE	5	12594034981828466811
S	s-665090602867	LARGE	6	11282023809617352738
S	s-665090602867	LARGE	7	4094903716324506168
S	s-b64b9d917e62	SMALL	0	7077076393201373091
S	s-b64b9d917e62	SMALL	1	6743961109255657927
S	s-b64b9d917e62	SMALL	2	13995970121578104582
S	s-b64b9d917e62	SMALL	3	13279203746559310232
S	s-b64b9d917e62	SMALL	4	9938903049742155076
S	s-b64b9d917e62	SMALL	5	10798233077294980148
S	s-b64b9d917e62	SMALL	6	12195559208262111830
S	s-b64b9d917e62	SMALL	7	9432371964164066230
S	s-b64b9d917e62	MEDIUM	0	14289359195278012418
S	s-b64b9d917e62	MEDIUM	1	1411585455286785172
S	s-b64b9d917e62	MEDIUM	2	14566130139933752665
S	s-b64b9d917e62	MEDIUM	3	10118478628041948361
S	s-b64b9d917e62	MEDIUM	4	15218432873088464508
S	s-b64b9d917e62	MEDIUM	5	4430379782689203968
S	s-b64b9d917e62	MEDIUM	6	8412533230742472158
S	s-b64b9d917e62	MEDIUM	7	17365954736564500664
S	s-b64b9d917e62	VOYNICH_SCALE	0	2309117053021446342
S	s-b64b9d917e62	VOYNICH_SCALE	1	18208412569131495521
S	s-b64b9d917e62	VOYNICH_SCALE	2	12474290325944103206
S	s-b64b9d917e62	VOYNICH_SCALE	3	1534667187770385231
S	s-b64b9d917e62	VOYNICH_SCALE	4	3357680896700112198
S	s-b64b9d917e62	VOYNICH_SCALE	5	6506174877265798276
S	s-b64b9d917e62	VOYNICH_SCALE	6	8478071817526396010
S	s-b64b9d917e62	VOYNICH_SCALE	7	17243219834984107694
S	s-b64b9d917e62	LARGE	0	15528813099454426761
S	s-b64b9d917e62	LARGE	1	17527901331859709387
S	s-b64b9d917e62	LARGE	2	5121155210318776655
S	s-b64b9d917e62	LARGE	3	2543200271013170026
S	s-b64b9d917e62	LARGE	4	7590499763063138346
S	s-b64b9d917e62	LARGE	5	9120927100887711993
S	s-b64b9d917e62	LARGE	6	10831144660408788581
S	s-b64b9d917e62	LARGE	7	1750719410787028351
N	n-184e645d098d	SMALL	0	12848897625423798605
N	n-184e645d098d	SMALL	1	6936368846033572432
N	n-184e645d098d	SMALL	2	6362219454666547815
N	n-184e645d098d	SMALL	3	10559606267530261453
N	n-184e645d098d	SMALL	4	15965638557780907281
N	n-184e645d098d	SMALL	5	10450580284875571176
N	n-184e645d098d	SMALL	6	11701604538498069422
N	n-184e645d098d	SMALL	7	6330451635018922741
N	n-184e645d098d	MEDIUM	0	9467169077576206913
N	n-184e645d098d	MEDIUM	1	14861993217189056266
N	n-184e645d098d	MEDIUM	2	1911557132901864102
N	n-184e645d098d	MEDIUM	3	9756211250931103499
N	n-184e645d098d	MEDIUM	4	18317602816564361820
N	n-184e645d098d	MEDIUM	5	4441239435102505278
N	n-184e645d098d	MEDIUM	6	4721793386167523217
N	n-184e645d098d	MEDIUM	7	15318136871272225886
N	n-184e645d098d	VOYNICH_SCALE	0	8417134379333910353
N	n-184e645d098d	VOYNICH_SCALE	1	14812204899940100110
N	n-184e645d098d	VOYNICH_SCALE	2	8721243907727814470
N	n-184e645d098d	VOYNICH_SCALE	3	5621148724862879970
N	n-184e645d098d	VOYNICH_SCALE	4	16032951469039919160
N	n-184e645d098d	VOYNICH_SCALE	5	9911020106140014680
N	n-184e645d098d	VOYNICH_SCALE	6	8129615578747437404
N	n-184e645d098d	VOYNICH_SCALE	7	15960045000489961648
N	n-184e645d098d	LARGE	0	2517923796197250075
N	n-184e645d098d	LARGE	1	205421428512961329
N	n-184e645d098d	LARGE	2	16300054289431364723
N	n-184e645d098d	LARGE	3	1529682885395529442
N	n-184e645d098d	LARGE	4	11708758783144899672
N	n-184e645d098d	LARGE	5	11151143608431816994
N	n-184e645d098d	LARGE	6	2448953414204859170
N	n-184e645d098d	LARGE	7	13145948076445409990
N	n-7c11b2253ac5	SMALL	0	11577051575766945294
N	n-7c11b2253ac5	SMALL	1	15527964104678087364
N	n-7c11b2253ac5	SMALL	2	11686453685293611890
N	n-7c11b2253ac5	SMALL	3	14288481470233014151
N	n-7c11b2253ac5	SMALL	4	14947008163630842022
N	n-7c11b2253ac5	SMALL	5	818813492020943166
N	n-7c11b2253ac5	SMALL	6	6993231802701448397
N	n-7c11b2253ac5	SMALL	7	4553145916276656300
N	n-7c11b2253ac5	MEDIUM	0	12925975743201600437
N	n-7c11b2253ac5	MEDIUM	1	1053172402301111088
N	n-7c11b2253ac5	MEDIUM	2	12749486318180144110
N	n-7c11b2253ac5	MEDIUM	3	8465806400560675334
N	n-7c11b2253ac5	MEDIUM	4	2950255724160123876
N	n-7c11b2253ac5	MEDIUM	5	5688080748863144705
N	n-7c11b2253ac5	MEDIUM	6	16426567787842023653
N	n-7c11b2253ac5	MEDIUM	7	12656447659016920469
N	n-7c11b2253ac5	VOYNICH_SCALE	0	4392929095859236709
N	n-7c11b2253ac5	VOYNICH_SCALE	1	17049714771898073397
N	n-7c11b2253ac5	VOYNICH_SCALE	2	7874004678744740160
N	n-7c11b2253ac5	VOYNICH_SCALE	3	4927795559096809850
N	n-7c11b2253ac5	VOYNICH_SCALE	4	12136880619600700016
N	n-7c11b2253ac5	VOYNICH_SCALE	5	3637220417469219601
N	n-7c11b2253ac5	VOYNICH_SCALE	6	9707460827560104929
N	n-7c11b2253ac5	VOYNICH_SCALE	7	11213217320552322271
N	n-7c11b2253ac5	LARGE	0	3232439709376099653
N	n-7c11b2253ac5	LARGE	1	10876670462645709693
N	n-7c11b2253ac5	LARGE	2	14537102242132938579
N	n-7c11b2253ac5	LARGE	3	16205838692105738553
N	n-7c11b2253ac5	LARGE	4	3059132278089980343
N	n-7c11b2253ac5	LARGE	5	698026040906753697
N	n-7c11b2253ac5	LARGE	6	7842407983255724670
N	n-7c11b2253ac5	LARGE	7	4181281859091125388
N	n-9983e806e6a4	SMALL	0	5814584999529250379
N	n-9983e806e6a4	SMALL	1	16125472450258750835
N	n-9983e806e6a4	SMALL	2	10917505929994471025
N	n-9983e806e6a4	SMALL	3	12537090624899906800
N	n-9983e806e6a4	SMALL	4	9972280076031872936
N	n-9983e806e6a4	SMALL	5	15311639434958966298
N	n-9983e806e6a4	SMALL	6	602001873109598720
N	n-9983e806e6a4	SMALL	7	12251322932730192498
N	n-9983e806e6a4	MEDIUM	0	17716580807201181214
N	n-9983e806e6a4	MEDIUM	1	14766523393028816642
N	n-9983e806e6a4	MEDIUM	2	13995491522862208025
N	n-9983e806e6a4	MEDIUM	3	1897279827306331355
N	n-9983e806e6a4	MEDIUM	4	4163441900289637374
N	n-9983e806e6a4	MEDIUM	5	4462846518821070511
N	n-9983e806e6a4	MEDIUM	6	4064643027668033560
N	n-9983e806e6a4	MEDIUM	7	14488984407143124965
N	n-9983e806e6a4	VOYNICH_SCALE	0	543265304574598966
N	n-9983e806e6a4	VOYNICH_SCALE	1	13060012131988117518
N	n-9983e806e6a4	VOYNICH_SCALE	2	10441793255357893859
N	n-9983e806e6a4	VOYNICH_SCALE	3	5885223556140493345
N	n-9983e806e6a4	VOYNICH_SCALE	4	7996996538780646451
N	n-9983e806e6a4	VOYNICH_SCALE	5	18124895337785961933
N	n-9983e806e6a4	VOYNICH_SCALE	6	2631091996672434364
N	n-9983e806e6a4	VOYNICH_SCALE	7	9438250243160315957
N	n-9983e806e6a4	LARGE	0	1563752772964917035
N	n-9983e806e6a4	LARGE	1	13921235491234941739
N	n-9983e806e6a4	LARGE	2	933271000222499085
N	n-9983e806e6a4	LARGE	3	15891380226756404441
N	n-9983e806e6a4	LARGE	4	11042980187296458719
N	n-9983e806e6a4	LARGE	5	15282209682649602202
N	n-9983e806e6a4	LARGE	6	3527203754346031176
N	n-9983e806e6a4	LARGE	7	14679513213502924963
