opaque_id	ground_truth_class	implementation	variant	scale	tokens	replicate	seed	path
s-1d31695c4e69	M1	INDEPENDENT	3	MEDIUM	2048	7	995864081614906742	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r07.txt
s-1d31695c4e69	M1	INDEPENDENT	3	VOYNICH_SCALE	38000	0	14818088589126008108	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r00.txt
s-1d31695c4e69	M1	INDEPENDENT	3	VOYNICH_SCALE	38000	1	2654119239963704267	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r01.txt
s-1d31695c4e69	M1	INDEPENDENT	3	VOYNICH_SCALE	38000	2	4682658621314994232	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r02.txt
s-1d31695c4e69	M1	INDEPENDENT	3	VOYNICH_SCALE	38000	3	15427862818043390789	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r03.txt
s-1d31695c4e69	M1	INDEPENDENT	3	VOYNICH_SCALE	38000	4	9814644573394291405	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r04.txt
s-1d31695c4e69	M1	INDEPENDENT	3	VOYNICH_SCALE	38000	5	9811266054105087827	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r05.txt
s-1d31695c4e69	M1	INDEPENDENT	3	VOYNICH_SCALE	38000	6	294762967289296359	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r06.txt
s-1d31695c4e69	M1	INDEPENDENT	3	VOYNICH_SCALE	38000	7	6673994671315546280	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r07.txt
s-1d31695c4e69	M1	INDEPENDENT	3	LARGE	65536	0	16200163046440398286	research/phase3/task86c/inputs/s-1d31695c4e69/large/r00.txt
s-1d31695c4e69	M1	INDEPENDENT	3	LARGE	65536	1	17076823070206785271	research/phase3/task86c/inputs/s-1d31695c4e69/large/r01.txt
s-1d31695c4e69	M1	INDEPENDENT	3	LARGE	65536	2	14936569913270488969	research/phase3/task86c/inputs/s-1d31695c4e69/large/r02.txt
s-1d31695c4e69	M1	INDEPENDENT	3	LARGE	65536	3	15418980313443224014	research/phase3/task86c/inputs/s-1d31695c4e69/large/r03.txt
s-1d31695c4e69	M1	INDEPENDENT	3	LARGE	65536	4	5926605175091344597	research/phase3/task86c/inputs/s-1d31695c4e69/large/r04.txt
s-1d31695c4e69	M1	INDEPENDENT	3	LARGE	65536	5	16098748053511010202	research/phase3/task86c/inputs/s-1d31695c4e69/large/r05.txt
s-1d31695c4e69	M1	INDEPENDENT	3	LARGE	65536	6	9295497718621529619	research/phase3/task86c/inputs/s-1d31695c4e69/large/r06.txt
s-1d31695c4e69	M1	INDEPENDENT	3	LARGE	65536	7	18195583138654239915	research/phase3/task86c/inputs/s-1d31695c4e69/large/r07.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	SMALL	512	0	14552059688770049029	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r00.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	SMALL	512	1	7428295089755555859	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r01.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	SMALL	512	2	6013556872273105931	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r02.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	SMALL	512	3	1573524650895178781	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r03.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	SMALL	512	4	10027247633823614057	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r04.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	SMALL	512	5	15543515013455697026	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r05.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	SMALL	512	6	2211852038174351775	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r06.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	SMALL	512	7	1843719538109646208	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r07.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	MEDIUM	2048	0	6326806779439498064	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r00.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	MEDIUM	2048	1	1339085877921320284	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r01.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	MEDIUM	2048	2	772925147054011757	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r02.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	MEDIUM	2048	3	4127685925052637729	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r03.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	MEDIUM	2048	4	10846507299307910892	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r04.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	MEDIUM	2048	5	9512917840147265371	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r05.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	MEDIUM	2048	6	14645097479335754407	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r06.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	MEDIUM	2048	7	6674317877359319245	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r07.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	VOYNICH_SCALE	38000	0	11598567498559838446	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r00.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	VOYNICH_SCALE	38000	1	7535572640243568922	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r01.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	VOYNICH_SCALE	38000	2	6098382763006741435	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r02.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	VOYNICH_SCALE	38000	3	2363354889400021501	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r03.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	VOYNICH_SCALE	38000	4	5688793908862506457	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r04.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	VOYNICH_SCALE	38000	5	8840265118630463218	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r05.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	VOYNICH_SCALE	38000	6	13319040076212984955	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r06.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	VOYNICH_SCALE	38000	7	4436519193494595214	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r07.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	LARGE	65536	0	12637472772761160980	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r00.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	LARGE	65536	1	3988959860223619750	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r01.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	LARGE	65536	2	1509026006367158626	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r02.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	LARGE	65536	3	11696879994901987754	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r03.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	LARGE	65536	4	2766870009801702054	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r04.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	LARGE	65536	5	6971590498163334377	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r05.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	LARGE	65536	6	9372266992924024723	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r06.txt
s-f4054cfa9ec9	M2	INDEPENDENT	1	LARGE	65536	7	6277673500350090372	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r07.txt
s-5a165cc265b7	M2	INDEPENDENT	2	SMALL	512	0	9173157965668777251	research/phase3/task86c/inputs/s-5a165cc265b7/small/r00.txt
s-5a165cc265b7	M2	INDEPENDENT	2	SMALL	512	1	15934345954320181901	research/phase3/task86c/inputs/s-5a165cc265b7/small/r01.txt
s-5a165cc265b7	M2	INDEPENDENT	2	SMALL	512	2	11002963837407027510	research/phase3/task86c/inputs/s-5a165cc265b7/small/r02.txt
s-5a165cc265b7	M2	INDEPENDENT	2	SMALL	512	3	14896037044202454854	research/phase3/task86c/inputs/s-5a165cc265b7/small/r03.txt
s-5a165cc265b7	M2	INDEPENDENT	2	SMALL	512	4	9139809792801224404	research/phase3/task86c/inputs/s-5a165cc265b7/small/r04.txt
s-5a165cc265b7	M2	INDEPENDENT	2	SMALL	512	5	4378211317234206094	research/phase3/task86c/inputs/s-5a165cc265b7/small/r05.txt
s-5a165cc265b7	M2	INDEPENDENT	2	SMALL	512	6	11217093313619148945	research/phase3/task86c/inputs/s-5a165cc265b7/small/r06.txt
s-5a165cc265b7	M2	INDEPENDENT	2	SMALL	512	7	1450654348888228029	research/phase3/task86c/inputs/s-5a165cc265b7/small/r07.txt
s-5a165cc265b7	M2	INDEPENDENT	2	MEDIUM	2048	0	11560833854826434881	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r00.txt
s-5a165cc265b7	M2	INDEPENDENT	2	MEDIUM	2048	1	8832574781770190505	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r01.txt
s-5a165cc265b7	M2	INDEPENDENT	2	MEDIUM	2048	2	9165379575522207226	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r02.txt
s-5a165cc265b7	M2	INDEPENDENT	2	MEDIUM	2048	3	14261875027258978537	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r03.txt
s-5a165cc265b7	M2	INDEPENDENT	2	MEDIUM	2048	4	18390390649644106106	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r04.txt
s-5a165cc265b7	M2	INDEPENDENT	2	MEDIUM	2048	5	12104072848339961707	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r05.txt
s-5a165cc265b7	M2	INDEPENDENT	2	MEDIUM	2048	6	17737148017645068310	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r06.txt
s-5a165cc265b7	M2	INDEPENDENT	2	MEDIUM	2048	7	5467279796103924314	research/phase3/task86c/inputs/s-5a165cc265b7/medium/r07.txt
s-5a165cc265b7	M2	INDEPENDENT	2	VOYNICH_SCALE	38000	0	9089531694530996266	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r00.txt
s-5a165cc265b7	M2	INDEPENDENT	2	VOYNICH_SCALE	38000	1	5651568689605185675	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r01.txt
s-5a165cc265b7	M2	INDEPENDENT	2	VOYNICH_SCALE	38000	2	12955236317993566240	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r02.txt
s-5a165cc265b7	M2	INDEPENDENT	2	VOYNICH_SCALE	38000	3	17881555454436363620	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r03.txt
s-5a165cc265b7	M2	INDEPENDENT	2	VOYNICH_SCALE	38000	4	6937151241089436965	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r04.txt
s-5a165cc265b7	M2	INDEPENDENT	2	VOYNICH_SCALE	38000	5	8035204693198924283	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r05.txt
s-5a165cc265b7	M2	INDEPENDENT	2	VOYNICH_SCALE	38000	6	14914513399202493357	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r06.txt
s-5a165cc265b7	M2	INDEPENDENT	2	VOYNICH_SCALE	38000	7	10301865110480463919	research/phase3/task86c/inputs/s-5a165cc265b7/voynich_scale/r07.txt
s-5a165cc265b7	M2	INDEPENDENT	2	LARGE	65536	0	9773442744817051735	research/phase3/task86c/inputs/s-5a165cc265b7/large/r00.txt
s-5a165cc265b7	M2	INDEPENDENT	2	LARGE	65536	1	2897604199281162292	research/phase3/task86c/inputs/s-5a165cc265b7/large/r01.txt
s-5a165cc265b7	M2	INDEPENDENT	2	LARGE	65536	2	12032005719143924849	research/phase3/task86c/inputs/s-5a165cc265b7/large/r02.txt
s-5a165cc265b7	M2	INDEPENDENT	2	LARGE	65536	3	9049574622717860465	research/phase3/task86c/inputs/s-5a165cc265b7/large/r03.txt
s-5a165cc265b7	M2	INDEPENDENT	2	LARGE	65536	4	6249275795908877056	research/phase3/task86c/inputs/s-5a165cc265b7/large/r04.txt
s-5a165cc265b7	M2	INDEPENDENT	2	LARGE	65536	5	12580727992861657309	research/phase3/task86c/inputs/s-5a165cc265b7/large/r05.txt
s-5a165cc265b7	M2	INDEPENDENT	2	LARGE	65536	6	16968308063227026182	research/phase3/task86c/inputs/s-5a165cc265b7/large/r06.txt
s-5a165cc265b7	M2	INDEPENDENT	2	LARGE	65536	7	7809816221638500295	research/phase3/task86c/inputs/s-5a165cc265b7/large/r07.txt
s-e98255971d80	M2	INDEPENDENT	3	SMALL	512	0	12304037174997019182	research/phase3/task86c/inputs/s-e98255971d80/small/r00.txt
s-e98255971d80	M2	INDEPENDENT	3	SMALL	512	1	17242882135344998749	research/phase3/task86c/inputs/s-e98255971d80/small/r01.txt
s-e98255971d80	M2	INDEPENDENT	3	SMALL	512	2	2706485363167821912	research/phase3/task86c/inputs/s-e98255971d80/small/r02.txt
s-e98255971d80	M2	INDEPENDENT	3	SMALL	512	3	15874350356297463884	research/phase3/task86c/inputs/s-e98255971d80/small/r03.txt
s-e98255971d80	M2	INDEPENDENT	3	SMALL	512	4	16620173276836767070	research/phase3/task86c/inputs/s-e98255971d80/small/r04.txt
s-e98255971d80	M2	INDEPENDENT	3	SMALL	512	5	14965147808548443557	research/phase3/task86c/inputs/s-e98255971d80/small/r05.txt
s-e98255971d80	M2	INDEPENDENT	3	SMALL	512	6	4137913892901165927	research/phase3/task86c/inputs/s-e98255971d80/small/r06.txt
s-e98255971d80	M2	INDEPENDENT	3	SMALL	512	7	5374512781858171492	research/phase3/task86c/inputs/s-e98255971d80/small/r07.txt
s-e98255971d80	M2	INDEPENDENT	3	MEDIUM	2048	0	4508658889666026023	research/phase3/task86c/inputs/s-e98255971d80/medium/r00.txt
s-e98255971d80	M2	INDEPENDENT	3	MEDIUM	2048	1	15751359252366545259	research/phase3/task86c/inputs/s-e98255971d80/medium/r01.txt
s-e98255971d80	M2	INDEPENDENT	3	MEDIUM	2048	2	7766708983513001374	research/phase3/task86c/inputs/s-e98255971d80/medium/r02.txt
s-e98255971d80	M2	INDEPENDENT	3	MEDIUM	2048	3	2097343586121681378	research/phase3/task86c/inputs/s-e98255971d80/medium/r03.txt
s-e98255971d80	M2	INDEPENDENT	3	MEDIUM	2048	4	10872682614924346130	research/phase3/task86c/inputs/s-e98255971d80/medium/r04.txt
s-e98255971d80	M2	INDEPENDENT	3	MEDIUM	2048	5	2680622093888472543	research/phase3/task86c/inputs/s-e98255971d80/medium/r05.txt
s-e98255971d80	M2	INDEPENDENT	3	MEDIUM	2048	6	15909893172797412777	research/phase3/task86c/inputs/s-e98255971d80/medium/r06.txt
s-e98255971d80	M2	INDEPENDENT	3	MEDIUM	2048	7	2033490492112950145	research/phase3/task86c/inputs/s-e98255971d80/medium/r07.txt
s-e98255971d80	M2	INDEPENDENT	3	VOYNICH_SCALE	38000	0	6379913369646429591	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r00.txt
s-e98255971d80	M2	INDEPENDENT	3	VOYNICH_SCALE	38000	1	7854581122583376287	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r01.txt
s-e98255971d80	M2	INDEPENDENT	3	VOYNICH_SCALE	38000	2	13325257821775655275	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r02.txt
s-e98255971d80	M2	INDEPENDENT	3	VOYNICH_SCALE	38000	3	13890122575330892186	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r03.txt
s-e98255971d80	M2	INDEPENDENT	3	VOYNICH_SCALE	38000	4	18369369011506209182	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r04.txt
s-e98255971d80	M2	INDEPENDENT	3	VOYNICH_SCALE	38000	5	4403599322130989238	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r05.txt
s-e98255971d80	M2	INDEPENDENT	3	VOYNICH_SCALE	38000	6	6088922791885675509	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r06.txt
s-e98255971d80	M2	INDEPENDENT	3	VOYNICH_SCALE	38000	7	1003683380710661790	research/phase3/task86c/inputs/s-e98255971d80/voynich_scale/r07.txt
s-e98255971d80	M2	INDEPENDENT	3	LARGE	65536	0	969388648598888930	research/phase3/task86c/inputs/s-e98255971d80/large/r00.txt
s-e98255971d80	M2	INDEPENDENT	3	LARGE	65536	1	10659449728248225723	research/phase3/task86c/inputs/s-e98255971d80/large/r01.txt
s-e98255971d80	M2	INDEPENDENT	3	LARGE	65536	2	17196118097477417497	research/phase3/task86c/inputs/s-e98255971d80/large/r02.txt
s-e98255971d80	M2	INDEPENDENT	3	LARGE	65536	3	6372866157309835310	research/phase3/task86c/inputs/s-e98255971d80/large/r03.txt
s-e98255971d80	M2	INDEPENDENT	3	LARGE	65536	4	8848878917713709607	research/phase3/task86c/inputs/s-e98255971d80/large/r04.txt
s-e98255971d80	M2	INDEPENDENT	3	LARGE	65536	5	5190882064367840518	research/phase3/task86c/inputs/s-e98255971d80/large/r05.txt
s-e98255971d80	M2	INDEPENDENT	3	LARGE	65536	6	7648974491945988480	research/phase3/task86c/inputs/s-e98255971d80/large/r06.txt
s-e98255971d80	M2	INDEPENDENT	3	LARGE	65536	7	13676850579449128299	research/phase3/task86c/inputs/s-e98255971d80/large/r07.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	SMALL	512	0	18320215969885438789	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r00.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	SMALL	512	1	8214556894790826796	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r01.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	SMALL	512	2	7341714388023389420	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r02.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	SMALL	512	3	11730778506906289442	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r03.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	SMALL	512	4	4792590640746852317	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r04.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	SMALL	512	5	16744091606011554399	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r05.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	SMALL	512	6	8672851734962709475	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r06.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	SMALL	512	7	3198738057336545982	research/phase3/task86c/inputs/s-e2cc3e1401d3/small/r07.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	MEDIUM	2048	0	13522214986929107970	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r00.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	MEDIUM	2048	1	17904979132907299262	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r01.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	MEDIUM	2048	2	831820852714033527	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r02.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	MEDIUM	2048	3	5244604570622261655	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r03.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	MEDIUM	2048	4	117972371880596347	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r04.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	MEDIUM	2048	5	7717098479461496483	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r05.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	MEDIUM	2048	6	9686473599604002027	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r06.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	MEDIUM	2048	7	14524778783434631227	research/phase3/task86c/inputs/s-e2cc3e1401d3/medium/r07.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	VOYNICH_SCALE	38000	0	360325630094684017	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r00.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	VOYNICH_SCALE	38000	1	5594496949084617249	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r01.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	VOYNICH_SCALE	38000	2	11952321556825834942	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r02.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	VOYNICH_SCALE	38000	3	4560800196111587431	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r03.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	VOYNICH_SCALE	38000	4	10405374835224889448	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r04.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	VOYNICH_SCALE	38000	5	2606881539470569870	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r05.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	VOYNICH_SCALE	38000	6	10283980042762519600	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r06.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	VOYNICH_SCALE	38000	7	6386523328965175724	research/phase3/task86c/inputs/s-e2cc3e1401d3/voynich_scale/r07.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	LARGE	65536	0	17434388092037607668	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r00.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	LARGE	65536	1	17390080794247102754	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r01.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	LARGE	65536	2	1331364915691505606	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r02.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	LARGE	65536	3	5044779164954946228	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r03.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	LARGE	65536	4	17156110343773517048	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r04.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	LARGE	65536	5	14998667096970570826	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r05.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	LARGE	65536	6	8065223711647454287	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r06.txt
s-e2cc3e1401d3	M3	INDEPENDENT	1	LARGE	65536	7	18003226825145903558	research/phase3/task86c/inputs/s-e2cc3e1401d3/large/r07.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	SMALL	512	0	5932874586761169477	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r00.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	SMALL	512	1	10721024590204661934	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r01.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	SMALL	512	2	924665700045754793	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r02.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	SMALL	512	3	14543414497613080654	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r03.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	SMALL	512	4	1869458961090452804	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r04.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	SMALL	512	5	15727712912842334503	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r05.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	SMALL	512	6	3060462208704826447	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r06.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	SMALL	512	7	1789893878823348184	research/phase3/task86c/inputs/s-c13a20c1b1a6/small/r07.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	MEDIUM	2048	0	955440999260455099	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r00.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	MEDIUM	2048	1	7310216880242744	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r01.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	MEDIUM	2048	2	6064497899205700714	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r02.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	MEDIUM	2048	3	12338751743298715760	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r03.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	MEDIUM	2048	4	1102776098478178944	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r04.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	MEDIUM	2048	5	5438241288490913686	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r05.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	MEDIUM	2048	6	18041022513853778306	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r06.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	MEDIUM	2048	7	15852585606350579867	research/phase3/task86c/inputs/s-c13a20c1b1a6/medium/r07.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	VOYNICH_SCALE	38000	0	17904857982766120276	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r00.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	VOYNICH_SCALE	38000	1	10198278347432292953	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r01.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	VOYNICH_SCALE	38000	2	14914182874344756952	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r02.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	VOYNICH_SCALE	38000	3	14819571143758341017	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r03.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	VOYNICH_SCALE	38000	4	14259831265067697585	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r04.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	VOYNICH_SCALE	38000	5	15049969766908341506	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r05.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	VOYNICH_SCALE	38000	6	13507592694020605207	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r06.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	VOYNICH_SCALE	38000	7	9928467565045699838	research/phase3/task86c/inputs/s-c13a20c1b1a6/voynich_scale/r07.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	LARGE	65536	0	14652969342039021292	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r00.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	LARGE	65536	1	13438044529650982011	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r01.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	LARGE	65536	2	16284926803365792441	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r02.txt
