artifact	artifact_sha256	section_path_key	rule_golden_id	semantic_role	current_behavior	h_sc03_relevance	repair_required	resulting_authority
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:3933	outcome	M0 semantic/golden	"d attempt and branch rules in m5. Fitted component/rule/exception sequences use canonical outcome order; synthetic parameters are explicit. Whole-token proposals contain no BOS/EOS/UNK sentinel.""},""numerical"":{""comparison"":""u53 < boundary; equality selects following positive bin"",""final_bin"":""if cumulative"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:4024	UNK	M0 semantic/golden	"utcome order; synthetic parameters are explicit. Whole-token proposals contain no BOS/EOS/UNK sentinel.""},""numerical"":{""comparison"":""u53 < boundary; equality selects following positive bin"",""final_bin"":""if cumulative roundoff leaves u53 unselected, select last positive admissible outcome"",""fma"":""forbid"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:4215	outcome	M0 semantic/golden	"final_bin"":""if cumulative roundoff leaves u53 unselected, select last positive admissible outcome"",""fma"":""forbidden in prescribed reductions"",""format"":""IEEE-754 binary64"",""invalid_weight"":""nonfinite or negative -> NUMERICAL_FAILURE before draw"",""ln"":""correctly rounded binary64 natural logarithm of the exac"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:4521	outcome	M0 semantic/golden	"ct binary64 input; u53=0 maps race score to +infinity"",""normalization"":""filter admissible outcomes preserving order; Neumaier sum Z; if Z>0 divide each retained weight by Z once in order"",""rounding"":""round-to-nearest ties-to-even"",""sum"":""Neumaier in canonical outcome order"",""zero_mass"":""GENERATION_FAILURE "	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:4691	outcome	M0 semantic/golden	" Z once in order"",""rounding"":""round-to-nearest ties-to-even"",""sum"":""Neumaier in canonical outcome order"",""zero_mass"":""GENERATION_FAILURE before draw""},""outcome_order"":{""explicit_sequence"":""preserve sequence exactly"",""fitted_vocabulary"":""ordinary DEVELOPMENT glyphs ascending NFC UTF-8, then <UNK>, then <EOS"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:4753	outcome	M0 semantic/golden	"sum"":""Neumaier in canonical outcome order"",""zero_mass"":""GENERATION_FAILURE before draw""},""outcome_order"":{""explicit_sequence"":""preserve sequence exactly"",""fitted_vocabulary"":""ordinary DEVELOPMENT glyphs ascending NFC UTF-8, then <UNK>, then <EOS>"",""m0_resolution"":""explicit registry [a,b,c,d,<EOS>] controls"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:4893	UNK	M0 semantic/golden	"ence exactly"",""fitted_vocabulary"":""ordinary DEVELOPMENT glyphs ascending NFC UTF-8, then <UNK>, then <EOS>"",""m0_resolution"":""explicit registry [a,b,c,d,<EOS>] controls; EOS is last"",""mapping"":""ascending NFC UTF-8 key bytes"",""specials"":""never participate in lexical interleaving""},""precedence"":[""G1_V2_EX"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:4912	m0_	M0 semantic/golden	"ed_vocabulary"":""ordinary DEVELOPMENT glyphs ascending NFC UTF-8, then <UNK>, then <EOS>"",""m0_resolution"":""explicit registry [a,b,c,d,<EOS>] controls; EOS is last"",""mapping"":""ascending NFC UTF-8 key bytes"",""specials"":""never participate in lexical interleaving""},""precedence"":[""G1_V2_EXECUTABLE_CONTRACT_V"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:5817	M0_	M0 semantic/golden	"u64be(digest[0:8])>>11)/2^53""},""routes"":[{""attempt_cap"":1024,""author"":""A"",""generator_id"":""M0_GEN_A"",""generator_index"":0,""max_token_glyphs"":64,""model"":""M0"",""parameters"":{""outcomes"":[""a"",""b"",""c"",""d"",""<EOS>""],""probabilities"":[""0.28"",""0.22"",""0.18"",""0.12"",""0.20""]},""primitive"":""DIRECT_CDF""},{""attempt_cap"":10"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:5878	M0	M0 semantic/golden	"""author"":""A"",""generator_id"":""M0_GEN_A"",""generator_index"":0,""max_token_glyphs"":64,""model"":""M0"",""parameters"":{""outcomes"":[""a"",""b"",""c"",""d"",""<EOS>""],""probabilities"":[""0.28"",""0.22"",""0.18"",""0.12"",""0.20""]},""primitive"":""DIRECT_CDF""},{""attempt_cap"":1024,""author"":""B"",""generator_id"":""M0_GEN_B"",""generator_index"":"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:5897	outcome	M0 semantic/golden	"ator_id"":""M0_GEN_A"",""generator_index"":0,""max_token_glyphs"":64,""model"":""M0"",""parameters"":{""outcomes"":[""a"",""b"",""c"",""d"",""<EOS>""],""probabilities"":[""0.28"",""0.22"",""0.18"",""0.12"",""0.20""]},""primitive"":""DIRECT_CDF""},{""attempt_cap"":1024,""author"":""B"",""generator_id"":""M0_GEN_B"",""generator_index"":1,""max_token_glyphs"":64,"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:6062	M0_	M0 semantic/golden	"0.12"",""0.20""]},""primitive"":""DIRECT_CDF""},{""attempt_cap"":1024,""author"":""B"",""generator_id"":""M0_GEN_B"",""generator_index"":1,""max_token_glyphs"":64,""model"":""M0"",""parameters"":{""outcomes"":[""a"",""b"",""c"",""d"",""<EOS>""],""probabilities"":[""0.28"",""0.22"",""0.18"",""0.12"",""0.20""]},""primitive"":""EXPONENTIAL_RACE""},{""attempt_c"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:6123	M0	M0 semantic/golden	"""author"":""B"",""generator_id"":""M0_GEN_B"",""generator_index"":1,""max_token_glyphs"":64,""model"":""M0"",""parameters"":{""outcomes"":[""a"",""b"",""c"",""d"",""<EOS>""],""probabilities"":[""0.28"",""0.22"",""0.18"",""0.12"",""0.20""]},""primitive"":""EXPONENTIAL_RACE""},{""attempt_cap"":1024,""author"":""A"",""generator_id"":""M1_GEN_A"",""generator_i"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:6142	outcome	M0 semantic/golden	"ator_id"":""M0_GEN_B"",""generator_index"":1,""max_token_glyphs"":64,""model"":""M0"",""parameters"":{""outcomes"":[""a"",""b"",""c"",""d"",""<EOS>""],""probabilities"":[""0.28"",""0.22"",""0.18"",""0.12"",""0.20""]},""primitive"":""EXPONENTIAL_RACE""},{""attempt_cap"":1024,""author"":""A"",""generator_id"":""M1_GEN_A"",""generator_index"":2,""max_token_glyph"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:6393	alpha	M0 semantic/golden	"ator_id"":""M1_GEN_A"",""generator_index"":2,""max_token_glyphs"":64,""model"":""M1"",""parameters"":{""alphabet"":[""a"",""b"",""c"",""d""],""eos_probability"":""0.15"",""order"":2,""transition_rule"":""given last glyph index i: next i+1 mod4=.45, i=.25, other two=.075 each; BOS uses [.4,.3,.2,.1] before EOS renormalization""},""primiti"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:6755	alpha	M0 semantic/golden	"ator_id"":""M1_GEN_B"",""generator_index"":3,""max_token_glyphs"":64,""model"":""M1"",""parameters"":{""alphabet"":[""a"",""b"",""c"",""d""],""eos_probability"":""0.15"",""order"":2,""transition_rule"":""given last glyph index i: next i+1 mod4=.45, i=.25, other two=.075 each; BOS uses [.4,.3,.2,.1] before EOS renormalization""},""primiti"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:7119	alpha	M0 semantic/golden	"ator_id"":""M2_GEN_A"",""generator_index"":4,""max_token_glyphs"":64,""model"":""M2"",""parameters"":{""alphabet"":[""a"",""b"",""c"",""d""],""contexts"":{""ab"":{""c"":""0.7""},""ba"":{""d"":""0.65""},""c"":{""a"":""0.55""},""root"":{""a"":""0.3"",""b"":""0.3"",""c"":""0.2"",""d"":""0.2""}},""eos_probability"":""0.16"",""max_depth"":4,""remainder"":""distribute pro rata t"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:7498	alpha	M0 semantic/golden	"ator_id"":""M2_GEN_B"",""generator_index"":5,""max_token_glyphs"":64,""model"":""M2"",""parameters"":{""alphabet"":[""a"",""b"",""c"",""d""],""contexts"":{""ab"":{""c"":""0.7""},""ba"":{""d"":""0.65""},""c"":{""a"":""0.55""},""root"":{""a"":""0.3"",""b"":""0.3"",""c"":""0.2"",""d"":""0.2""}},""eos_probability"":""0.16"",""max_depth"":4,""remainder"":""distribute pro rata t"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_SEMANTICS_V1.json	45d533f8b83b24c77a96836fa5c2ef95f9b948003bd2ed725fc2ea97e010b310	line:1:byte:10889	UNK	M0 semantic/golden	"""context"":false,""emitted"":false,""sampled"":""INSIDE_TOKEN only"",""terminates"":""token only""},""UNK"":{""context"":true,""counts_as_glyph"":true,""emitted"":""U+FFFD"",""sampled"":true}},""version"":""G1V2_GENERATION_SEMANTICS_V1""}"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1244	M0	M0 semantic/golden	"ing""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M0-FIT"",""operation"":""inherited_unchanged"",""source_case"":{""expected"":{""counts"":{""<EOS>"":2,""a"":2,""b"":1},""denominator"":""8"",""p_a"":""0.375"",""p_b"":""0.25"",""p_eos"":""0.375"",""score_ab_bits"":""4.8300749985576878""},""id"":""M0-FI"	YES	YES	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1451	M0	M0 semantic/golden	"8"",""p_a"":""0.375"",""p_b"":""0.25"",""p_eos"":""0.375"",""score_ab_bits"":""4.8300749985576878""},""id"":""M0-FIT"",""input"":{""alpha"":""1"",""tokens"":[""ab"",""a""]},""operation"":""M0 fit/score/generate""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M0-UNSEEN"",""operation"":""inherited_unchang"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1469	alpha	M0 semantic/golden	"p_b"":""0.25"",""p_eos"":""0.375"",""score_ab_bits"":""4.8300749985576878""},""id"":""M0-FIT"",""input"":{""alpha"":""1"",""tokens"":[""ab"",""a""]},""operation"":""M0 fit/score/generate""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M0-UNSEEN"",""operation"":""inherited_unchanged"",""source_case"":{""e"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1514	M0	M0 semantic/golden	"4.8300749985576878""},""id"":""M0-FIT"",""input"":{""alpha"":""1"",""tokens"":[""ab"",""a""]},""operation"":""M0 fit/score/generate""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M0-UNSEEN"",""operation"":""inherited_unchanged"",""source_case"":{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"""	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1622	M0	M0 semantic/golden	"ate""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M0-UNSEEN"",""operation"":""inherited_unchanged"",""source_case"":{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1695	alpha	M0 semantic/golden	",""id"":""INHERITED-M0-UNSEEN"",""operation"":""inherited_unchanged"",""source_case"":{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1738	UNK	M0 semantic/golden	"herited_unchanged"",""source_case"":{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M0-SELECT"",""operation"":""inheri"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1754	alpha	M0 semantic/golden	"d"",""source_case"":{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M0-SELECT"",""operation"":""inherited_unchanged"",""so"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1779	M0	M0 semantic/golden	"ed"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M0-SELECT"",""operation"":""inherited_unchanged"",""source_case"":{""expected"""	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1825	M0	M0 semantic/golden	":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M0-SELECT"",""operation"":""inherited_unchanged"",""source_case"":{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""compl"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1921	M0	M0 semantic/golden	"een""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M0-SELECT"",""operation"":""inherited_unchanged"",""source_case"":{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2"""	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:1993	M0	M0 semantic/golden	""",""id"":""INHERITED-M0-SELECT"",""operation"":""inherited_unchanged"",""source_case"":{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},""source_version"":""G1V2-GOLDEN-1""},"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:2011	M0	M0 semantic/golden	"M0-SELECT"",""operation"":""inherited_unchanged"",""source_case"":{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHER"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:2046	M0	M0 semantic/golden	"nchanged"",""source_case"":{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M1-"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:2062	M0	M0 semantic/golden	"e_case"":{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M1-O1"",""operation"":"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:2097	M0	M0 semantic/golden	"d"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M1-O1"",""operation"":""inherited_unchanged"",""source_case"""	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:2116	M0	M0 semantic/golden	"ut"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M1-O1"",""operation"":""inherited_unchanged"",""source_case"":{""expected_context"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:3182	M0	M0 semantic/golden	":""inherited_unchanged"",""source_case"":{""expected"":""recursively drop oldest glyph to order0 M0 row"",""id"":""M1-UNSEEN"",""input"":{""context"":""xyz""},""operation"":""M1 unseen context""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M2-INDUCT"",""operation"":""inherited_unchanged"""	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:3814	alpha	M0 semantic/golden	"anonical_transitions"":[[0,""a"",1],[1,""a"",2]],""minimum_states"":3},""id"":""M3-EXACT"",""input"":{""alphabet"":[""a""],""positive"":[""a"",""aa""]},""operation"":""M3 exact""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M3-APPROX"",""operation"":""inherited_unchanged"",""source_case"":{""expecte"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:4368	unk	M0 semantic/golden	"urce_case"":{""expected"":{""emission_a"":""0.5"",""emission_eos"":""0.33333333333333331"",""emission_unk"":""0.16666666666666666"",""transition_0_0"":""1""},""id"":""M4-EM"",""input"":{""alpha"":""1"",""events"":{""<EOS>"":1,""<UNK>"":0,""a"":2},""initial"":""one-state""},""operation"":""M4 one EM iteration""},""source_version"":""G1V2-GOLDEN-1""},{"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:4440	alpha	M0 semantic/golden	"333331"",""emission_unk"":""0.16666666666666666"",""transition_0_0"":""1""},""id"":""M4-EM"",""input"":{""alpha"":""1"",""events"":{""<EOS>"":1,""<UNK>"":0,""a"":2},""initial"":""one-state""},""operation"":""M4 one EM iteration""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M4-CONVERGE"",""operation"":"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:4473	UNK	M0 semantic/golden	"6666666666"",""transition_0_0"":""1""},""id"":""M4-EM"",""input"":{""alpha"":""1"",""events"":{""<EOS>"":1,""<UNK>"":0,""a"":2},""initial"":""one-state""},""operation"":""M4 one EM iteration""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-M4-CONVERGE"",""operation"":""inherited_unchanged"",""source_c"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:7471	alpha	M0 semantic/golden	"NEGATIVE_TEST_NOT_IDENTIFIABLE"",""status"":""NOT_ASSESSABLE""},""id"":""PM6-SATURATED"",""input"":{""alphabet"":[""a""],""length"":1,""observed"":[""a""]},""operation"":""PM6 saturated""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-STRUCT-THRESH"",""operation"":""inherited_unchanged"",""source_"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
