pattern_type	length	pattern	token_type_count	token_frequency_count	productivity_class
PREFIX	3	lks	5	9	RARE
PREFIX	3	lky	1	19	RARE
PREFIX	3	lla	1	1	RARE
PREFIX	3	llc	2	2	RARE
PREFIX	3	lld	2	3	RARE
PREFIX	3	llm	1	1	RARE
PREFIX	3	llo	4	4	RARE
PREFIX	3	lls	1	1	RARE
PREFIX	3	loa	3	3	RARE
PREFIX	3	loc	2	2	RARE
PREFIX	3	lod	6	12	RARE
PREFIX	3	loe	6	7	RARE
PREFIX	3	loh	1	1	RARE
PREFIX	3	loi	3	7	RARE
PREFIX	3	lok	8	11	RARE
PREFIX	3	lol	15	58	PRODUCTIVE
PREFIX	3	lom	1	4	RARE
PREFIX	3	loo	1	1	RARE
PREFIX	3	lor	8	46	RARE
PREFIX	3	los	3	7	RARE
PREFIX	3	lot	5	8	RARE
PREFIX	3	loy	1	1	RARE
PREFIX	3	lpa	4	4	RARE
PREFIX	3	lpc	7	13	RARE
PREFIX	3	lpy	1	1	RARE
PREFIX	3	lra	3	3	RARE
PREFIX	3	lro	1	1	RARE
PREFIX	3	lsa	3	3	RARE
PREFIX	3	lse	1	1	RARE
PREFIX	3	lsh	39	117	PRODUCTIVE
PREFIX	3	lta	7	10	RARE
PREFIX	3	ltc	5	5	RARE
PREFIX	3	lte	5	15	RARE
PREFIX	3	lts	1	1	RARE
PREFIX	3	lty	1	2	RARE
PREFIX	3	lxo	1	1	RARE
PREFIX	3	mol	1	1	RARE
PREFIX	3	oai	7	47	RARE
PREFIX	3	oal	6	8	RARE
PREFIX	3	oam	1	1	RARE
PREFIX	3	oao	1	1	RARE
PREFIX	3	oar	6	19	RARE
PREFIX	3	ocf	4	5	RARE
PREFIX	3	och	40	76	PRODUCTIVE
PREFIX	3	ock	19	47	PRODUCTIVE
PREFIX	3	ocp	8	10	RARE
PREFIX	3	oct	22	44	PRODUCTIVE
PREFIX	3	oda	24	166	PRODUCTIVE
PREFIX	3	odc	7	7	RARE
PREFIX	3	ode	11	14	PRODUCTIVE
PREFIX	3	odi	1	1	RARE
PREFIX	3	odl	1	4	RARE
PREFIX	3	odo	4	12	RARE
PREFIX	3	odr	1	2	RARE
PREFIX	3	ods	4	4	RARE
PREFIX	3	ody	3	50	RARE
PREFIX	3	oea	4	4	RARE
PREFIX	3	oec	3	3	RARE
PREFIX	3	oed	4	6	RARE
PREFIX	3	oee	43	90	PRODUCTIVE
PREFIX	3	oek	15	20	PRODUCTIVE
PREFIX	3	oeo	6	6	RARE
PREFIX	3	oep	3	3	RARE
PREFIX	3	oes	3	3	RARE
PREFIX	3	oet	4	5	RARE
PREFIX	3	ofa	22	34	PRODUCTIVE
PREFIX	3	ofc	26	43	PRODUCTIVE
PREFIX	3	ofd	2	2	RARE
PREFIX	3	ofe	1	1	RARE
PREFIX	3	ofo	8	8	RARE
PREFIX	3	ofs	3	3	RARE
PREFIX	3	ofy	3	4	RARE
PREFIX	3	ogo	1	1	RARE
PREFIX	3	ohe	3	3	RARE
PREFIX	3	oia	1	1	RARE
PREFIX	3	oid	1	1	RARE
PREFIX	3	oie	1	1	RARE
PREFIX	3	oif	1	1	RARE
PREFIX	3	oii	10	66	PRODUCTIVE
PREFIX	3	oik	1	3	RARE
PREFIX	3	oin	2	10	RARE
PREFIX	3	oir	1	2	RARE
PREFIX	3	ois	1	1	RARE
PREFIX	3	oit	1	2	RARE
PREFIX	3	oka	82	879	PRODUCTIVE
PREFIX	3	okc	58	233	PRODUCTIVE
PREFIX	3	okd	1	1	RARE
PREFIX	3	oke	164	1017	PRODUCTIVE
PREFIX	3	oki	3	4	RARE
PREFIX	3	okl	3	3	RARE
PREFIX	3	oko	58	237	PRODUCTIVE
PREFIX	3	okr	1	1	RARE
PREFIX	3	oks	18	45	PRODUCTIVE
PREFIX	3	oky	6	112	RARE
PREFIX	3	ola	22	115	PRODUCTIVE
PREFIX	3	olc	51	162	PRODUCTIVE
PREFIX	3	old	12	65	PRODUCTIVE
PREFIX	3	ole	17	24	PRODUCTIVE
PREFIX	3	olf	9	13	RARE
PREFIX	3	olk	80	377	PRODUCTIVE
PREFIX	3	oll	4	7	RARE
PREFIX	3	olo	30	88	PRODUCTIVE
PREFIX	3	olp	8	12	RARE
PREFIX	3	olq	1	1	RARE
PREFIX	3	olr	2	5	RARE
PREFIX	3	ols	30	102	PRODUCTIVE
PREFIX	3	olt	22	36	PRODUCTIVE
PREFIX	3	oly	3	63	RARE
PREFIX	3	olz	1	1	RARE
PREFIX	3	omy	1	1	RARE
PREFIX	3	ona	1	1	RARE
PREFIX	3	ooe	1	1	RARE
PREFIX	3	ook	1	1	RARE
PREFIX	3	ool	2	2	RARE
PREFIX	3	ooo	1	1	RARE
PREFIX	3	oor	1	2	RARE
PREFIX	3	opa	49	98	PRODUCTIVE
PREFIX	3	opc	65	218	PRODUCTIVE
PREFIX	3	opd	5	7	RARE
PREFIX	3	oph	2	2	RARE
PREFIX	3	opo	29	39	PRODUCTIVE
PREFIX	3	ops	13	14	PRODUCTIVE
PREFIX	3	opy	8	19	RARE
PREFIX	3	oqa	1	1	RARE
PREFIX	3	oqd	1	1	RARE
PREFIX	3	oqo	12	13	PRODUCTIVE
PREFIX	3	ora	33	115	PRODUCTIVE
PREFIX	3	orc	16	20	PRODUCTIVE
PREFIX	3	ord	2	2	RARE
PREFIX	3	ore	5	6	RARE
PREFIX	3	org	1	1	RARE
PREFIX	3	ori	1	1	RARE
PREFIX	3	ork	5	5	RARE
PREFIX	3	oro	15	40	PRODUCTIVE
PREFIX	3	ors	9	11	RARE
PREFIX	3	ory	1	16	RARE
PREFIX	3	osa	7	22	RARE
PREFIX	3	osc	3	3	RARE
PREFIX	3	osd	1	1	RARE
PREFIX	3	osh	21	28	PRODUCTIVE
PREFIX	3	oso	2	2	RARE
PREFIX	3	oss	1	1	RARE
PREFIX	3	osy	1	1	RARE
PREFIX	3	ota	92	776	PRODUCTIVE
PREFIX	3	otc	70	293	PRODUCTIVE
PREFIX	3	otd	6	8	RARE
PREFIX	3	ote	158	925	PRODUCTIVE
PREFIX	3	oti	1	1	RARE
PREFIX	3	otk	1	1	RARE
PREFIX	3	otl	5	6	RARE
PREFIX	3	oto	87	292	PRODUCTIVE
PREFIX	3	ots	19	42	PRODUCTIVE
PREFIX	3	oty	21	142	PRODUCTIVE
PREFIX	3	oxa	1	1	RARE
PREFIX	3	oyc	1	1	RARE
PREFIX	3	oyd	2	2	RARE
PREFIX	3	oyg	1	1	RARE
PREFIX	3	oyk	4	4	RARE
PREFIX	3	oyr	1	1	RARE
PREFIX	3	oys	1	1	RARE
PREFIX	3	oyt	5	5	RARE
PREFIX	3	pad	1	1	RARE
PREFIX	3	pai	8	18	RARE
PREFIX	3	pal	5	6	RARE
PREFIX	3	pam	1	1	RARE
PREFIX	3	par	9	14	RARE
PREFIX	3	pch	98	248	PRODUCTIVE
PREFIX	3	pda	7	10	RARE
PREFIX	3	pdi	1	1	RARE
PREFIX	3	pdo	1	1	RARE
PREFIX	3	pdr	1	1	RARE
PREFIX	3	pds	2	2	RARE
PREFIX	3	pdy	1	1	RARE
PREFIX	3	pes	2	2	RARE
PREFIX	3	pho	1	1	RARE
PREFIX	3	poa	6	7	RARE
PREFIX	3	poc	7	8	RARE
PREFIX	3	pod	13	21	PRODUCTIVE
PREFIX	3	poe	5	5	RARE
PREFIX	3	pof	1	1	RARE
PREFIX	3	poi	2	4	RARE
PREFIX	3	pok	3	3	RARE
PREFIX	3	pol	50	91	PRODUCTIVE
PREFIX	3	por	13	21	PRODUCTIVE
PREFIX	3	pos	7	7	RARE
PREFIX	3	pot	2	2	RARE
PREFIX	3	psa	1	1	RARE
PREFIX	3	psh	33	45	PRODUCTIVE
PREFIX	3	pyc	3	3	RARE
PREFIX	3	pyd	6	7	RARE
PREFIX	3	pyk	2	2	RARE
PREFIX	3	pyo	1	1	RARE
PREFIX	3	pys	1	1	RARE
PREFIX	3	qaa	1	1	RARE
PREFIX	3	qai	1	2	RARE
PREFIX	3	qar	1	2	RARE
PREFIX	3	qch	4	4	RARE
PREFIX	3	qck	5	7	RARE
PREFIX	3	qcp	2	3	RARE
PREFIX	3	qct	5	8	RARE
PREFIX	3	qea	2	2	RARE
PREFIX	3	qed	1	1	RARE
PREFIX	3	qee	9	15	RARE
PREFIX	3	qef	1	1	RARE
PREFIX	3	qek	14	20	PRODUCTIVE
PREFIX	3	qeo	2	2	RARE
PREFIX	3	qep	3	3	RARE
PREFIX	3	qet	10	11	PRODUCTIVE
PREFIX	3	qey	2	2	RARE
PREFIX	3	qfo	1	1	RARE
PREFIX	3	qka	4	5	RARE
PREFIX	3	qkc	2	2	RARE
PREFIX	3	qke	4	4	RARE
PREFIX	3	qkh	3	3	RARE
PREFIX	3	qko	6	7	RARE
PREFIX	3	qoa	9	49	RARE
PREFIX	3	qoc	57	130	PRODUCTIVE
PREFIX	3	qod	23	121	PRODUCTIVE
PREFIX	3	qoe	52	127	PRODUCTIVE
PREFIX	3	qof	25	40	PRODUCTIVE
PREFIX	3	qoi	9	14	RARE
PREFIX	3	qok	246	3110	PRODUCTIVE
PREFIX	3	qol	47	247	PRODUCTIVE
PREFIX	3	qoo	17	30	PRODUCTIVE
PREFIX	3	qop	56	167	PRODUCTIVE
PREFIX	3	qoq	1	1	RARE
PREFIX	3	qor	7	30	RARE
PREFIX	3	qos	10	14	PRODUCTIVE
PREFIX	3	qot	171	1122	PRODUCTIVE
PREFIX	3	qoy	6	13	RARE
PREFIX	3	qpo	1	1	RARE
PREFIX	3	qsa	1	1	RARE
PREFIX	3	qsg	1	1	RARE
PREFIX	3	qso	1	1	RARE
PREFIX	3	qyk	4	4	RARE
PREFIX	3	qyo	1	1	RARE
PREFIX	3	rac	2	2	RARE
PREFIX	3	rag	1	2	RARE
PREFIX	3	rai	8	95	RARE
PREFIX	3	ral	11	30	PRODUCTIVE
PREFIX	3	ram	2	13	RARE
PREFIX	3	rar	7	31	RARE
PREFIX	3	ras	2	2	RARE
PREFIX	3	rch	25	50	PRODUCTIVE
PREFIX	3	ree	1	1	RARE
PREFIX	3	rka	2	2	RARE
PREFIX	3	rke	2	2	RARE
PREFIX	3	rky	1	1	RARE
PREFIX	3	rla	1	1	RARE
PREFIX	3	roa	2	2	RARE
PREFIX	3	rod	5	10	RARE
PREFIX	3	roe	1	1	RARE
PREFIX	3	roh	1	1	RARE
PREFIX	3	roi	4	7	RARE
PREFIX	3	rok	3	3	RARE
PREFIX	3	rol	12	31	PRODUCTIVE
PREFIX	3	rom	1	1	RARE
PREFIX	3	roo	1	1	RARE
PREFIX	3	ror	8	24	RARE
PREFIX	3	ros	3	3	RARE
PREFIX	3	rot	2	2	RARE
PREFIX	3	rpc	1	1	RARE
PREFIX	3	rsh	11	19	PRODUCTIVE
PREFIX	3	rta	1	1	RARE
PREFIX	3	ryc	1	1	RARE
PREFIX	3	sac	1	1	RARE
PREFIX	3	sad	1	1	RARE
PREFIX	3	sae	1	1	RARE
PREFIX	3	sai	31	258	PRODUCTIVE
PREFIX	3	sak	2	2	RARE
PREFIX	3	sal	32	90	PRODUCTIVE
PREFIX	3	sam	1	12	RARE
PREFIX	3	san	1	3	RARE
PREFIX	3	sar	22	122	PRODUCTIVE
PREFIX	3	sas	4	4	RARE
PREFIX	3	sat	1	1	RARE
PREFIX	3	say	1	1	RARE
PREFIX	3	sch	34	57	PRODUCTIVE
PREFIX	3	sck	1	1	RARE
PREFIX	3	sct	1	1	RARE
PREFIX	3	sda	1	1	RARE
PREFIX	3	sec	1	1	RARE
PREFIX	3	see	8	8	RARE
PREFIX	3	sfa	1	1	RARE
PREFIX	3	sha	23	116	PRODUCTIVE
PREFIX	3	shc	38	155	PRODUCTIVE
PREFIX	3	shd	20	88	PRODUCTIVE
PREFIX	3	she	240	1888	PRODUCTIVE
PREFIX	3	shf	2	2	RARE
PREFIX	3	shk	23	48	PRODUCTIVE
PREFIX	3	shl	4	7	RARE
PREFIX	3	sho	162	773	PRODUCTIVE
PREFIX	3	shr	1	1	RARE
PREFIX	3	shs	7	11	RARE
PREFIX	3	sht	10	17	PRODUCTIVE
PREFIX	3	shx	2	2	RARE
PREFIX	3	shy	11	110	PRODUCTIVE
PREFIX	3	sii	1	1	RARE
PREFIX	3	ska	5	7	RARE
PREFIX	3	skc	1	1	RARE
PREFIX	3	ske	6	6	RARE
PREFIX	3	sky	1	1	RARE
PREFIX	3	soa	5	8	RARE
PREFIX	3	soc	7	7	RARE
PREFIX	3	sod	6	16	RARE
PREFIX	3	soe	14	14	PRODUCTIVE
PREFIX	3	sof	1	1	RARE
PREFIX	3	soi	9	35	RARE
PREFIX	3	sok	12	14	PRODUCTIVE
PREFIX	3	sol	43	134	PRODUCTIVE
PREFIX	3	som	1	2	RARE
PREFIX	3	soo	1	1	RARE
PREFIX	3	sor	13	74	PRODUCTIVE
PREFIX	3	sos	8	13	RARE
PREFIX	3	sot	11	12	PRODUCTIVE
PREFIX	3	soy	3	4	RARE
PREFIX	3	spa	1	1	RARE
PREFIX	3	spc	1	1	RARE
PREFIX	3	sqo	1	1	RARE
PREFIX	3	ssh	13	25	PRODUCTIVE
PREFIX	3	sto	1	1	RARE
PREFIX	3	sya	1	1	RARE
PREFIX	3	syd	2	2	RARE
PREFIX	3	syk	3	3	RARE
PREFIX	3	sys	1	1	RARE
PREFIX	3	syt	1	1	RARE
PREFIX	3	tac	1	1	RARE
PREFIX	3	tad	2	2	RARE
PREFIX	3	tae	1	1	RARE
PREFIX	3	tai	13	76	PRODUCTIVE
PREFIX	3	tal	12	39	PRODUCTIVE
PREFIX	3	tam	2	8	RARE
PREFIX	3	tan	1	1	RARE
PREFIX	3	tao	2	2	RARE
PREFIX	3	tar	14	59	PRODUCTIVE
PREFIX	3	tas	1	1	RARE
PREFIX	3	tay	1	1	RARE
PREFIX	3	taz	1	1	RARE
PREFIX	3	tcf	1	1	RARE
PREFIX	3	tch	79	267	PRODUCTIVE
PREFIX	3	tco	1	1	RARE
PREFIX	3	tda	3	4	RARE
PREFIX	3	tdo	2	2	RARE
PREFIX	3	tea	4	4	RARE
PREFIX	3	tec	3	3	RARE
PREFIX	3	ted	12	60	PRODUCTIVE
PREFIX	3	tee	28	79	PRODUCTIVE
PREFIX	3	teo	22	56	PRODUCTIVE
PREFIX	3	ter	1	1	RARE
PREFIX	3	tey	3	17	RARE
PREFIX	3	tgo	1	1	RARE
PREFIX	3	thh	1	1	RARE
PREFIX	3	thy	1	1	RARE
PREFIX	3	tii	1	1	RARE
PREFIX	3	toa	3	6	RARE
PREFIX	3	toc	13	15	PRODUCTIVE
PREFIX	3	tod	13	36	PRODUCTIVE
PREFIX	3	toe	5	7	RARE
PREFIX	3	toi	1	2	RARE
PREFIX	3	tok	5	8	RARE
PREFIX	3	tol	33	86	PRODUCTIVE
PREFIX	3	tom	1	1	RARE
PREFIX	3	too	1	1	RARE
PREFIX	3	top	2	2	RARE
PREFIX	3	tor	8	32	RARE
PREFIX	3	tos	6	9	RARE
PREFIX	3	tot	2	2	RARE
PREFIX	3	toy	2	4	RARE
PREFIX	3	tsh	47	87	PRODUCTIVE
PREFIX	3	tyd	2	4	RARE
PREFIX	3	tyo	1	1	RARE
PREFIX	3	typ	1	1	RARE
PREFIX	3	vor	1	1	RARE
PREFIX	3	xal	1	1	RARE
PREFIX	3	xar	1	2	RARE
PREFIX	3	xas	1	1	RARE
PREFIX	3	xda	1	1	RARE
PREFIX	3	xoc	1	1	RARE
PREFIX	3	xoi	1	1	RARE
PREFIX	3	xol	2	2	RARE
PREFIX	3	xor	1	1	RARE
PREFIX	3	yai	3	9	RARE
PREFIX	3	yak	1	1	RARE
PREFIX	3	yal	1	1	RARE
PREFIX	3	yar	1	1	RARE
PREFIX	3	ych	81	214	PRODUCTIVE
PREFIX	3	yck	5	6	RARE
PREFIX	3	ycp	1	1	RARE
PREFIX	3	yct	2	2	RARE
PREFIX	3	yda	10	41	PRODUCTIVE
PREFIX	3	ydc	3	3	RARE
PREFIX	3	yde	4	4	RARE
PREFIX	3	ydl	1	1	RARE
PREFIX	3	ydo	3	3	RARE
PREFIX	3	yds	1	1	RARE
PREFIX	3	ydy	1	7	RARE
PREFIX	3	yee	2	2	RARE
PREFIX	3	yef	1	1	RARE
PREFIX	3	yek	1	1	RARE
PREFIX	3	yet	1	1	RARE
PREFIX	3	yey	1	1	RARE
PREFIX	3	yfa	4	4	RARE
PREFIX	3	yfc	7	11	RARE
PREFIX	3	yfo	5	6	RARE
PREFIX	3	yha	1	1	RARE
PREFIX	3	yka	28	148	PRODUCTIVE
PREFIX	3	ykc	25	80	PRODUCTIVE
PREFIX	3	ykd	2	2	RARE
PREFIX	3	yke	84	298	PRODUCTIVE
PREFIX	3	ykh	6	8	RARE
PREFIX	3	yki	1	1	RARE
PREFIX	3	ykl	1	1	RARE
PREFIX	3	yko	23	54	PRODUCTIVE
PREFIX	3	yks	7	11	RARE
PREFIX	3	yky	4	20	RARE
PREFIX	3	yla	1	1	RARE
PREFIX	3	ylc	1	1	RARE
PREFIX	3	ylg	1	1	RARE
PREFIX	3	ylk	1	1	RARE
PREFIX	3	ylo	1	1	RARE
PREFIX	3	yoa	1	1	RARE
PREFIX	3	yoc	1	1	RARE
PREFIX	3	yod	2	3	RARE
PREFIX	3	yoe	2	2	RARE
PREFIX	3	yof	1	1	RARE
PREFIX	3	yog	1	1	RARE
PREFIX	3	yoi	1	2	RARE
PREFIX	3	yok	6	7	RARE
PREFIX	3	yol	4	5	RARE
PREFIX	3	yor	2	4	RARE
PREFIX	3	yot	3	3	RARE
PREFIX	3	ypa	7	17	RARE
PREFIX	3	ypc	25	52	PRODUCTIVE
PREFIX	3	ypd	1	1	RARE
PREFIX	3	yph	1	1	RARE
PREFIX	3	ypo	4	4	RARE
PREFIX	3	yps	3	3	RARE
PREFIX	3	yqo	4	4	RARE
PREFIX	3	yro	1	1	RARE
PREFIX	3	yry	1	1	RARE
PREFIX	3	ysa	3	6	RARE
PREFIX	3	ysh	40	81	PRODUCTIVE
PREFIX	3	yss	1	1	RARE
PREFIX	3	yta	25	130	PRODUCTIVE
PREFIX	3	ytc	35	97	PRODUCTIVE
PREFIX	3	ytd	2	2	RARE
PREFIX	3	yte	43	176	PRODUCTIVE
PREFIX	3	yto	25	72	PRODUCTIVE
PREFIX	3	yts	4	8	RARE
PREFIX	3	yty	4	26	RARE
PREFIX	3	zar	1	1	RARE
PREFIX	3	zep	1	1	RARE
PREFIX	4	ache	1	1	RARE
PREFIX	4	acth	2	2	RARE
PREFIX	4	adai	3	3	RARE
PREFIX	4	adal	1	1	RARE
PREFIX	4	adam	1	1	RARE
PREFIX	4	adar	1	1	RARE
PREFIX	4	adas	1	1	RARE
PREFIX	4	adch	1	1	RARE
PREFIX	4	adee	1	1	RARE
PREFIX	4	adol	1	1	RARE
PREFIX	4	ador	1	1	RARE
PREFIX	4	aeeo	1	1	RARE
PREFIX	4	afal	1	1	RARE
PREFIX	4	agai	1	1	RARE
PREFIX	4	aick	1	1	RARE
PREFIX	4	aifh	1	1	RARE
PREFIX	4	aify	1	1	RARE
PREFIX	4	aiic	2	2	RARE
PREFIX	4	aiid	3	3	RARE
PREFIX	4	aiii	6	52	RARE
PREFIX	4	aiij	1	1	RARE
PREFIX	4	aiik	1	1	RARE
PREFIX	4	aiil	3	3	RARE
PREFIX	4	aiim	1	1	RARE
PREFIX	4	aiin	9	522	RARE
PREFIX	4	aiio	2	2	RARE
PREFIX	4	aiip	1	1	RARE
PREFIX	4	aiir	9	37	RARE
PREFIX	4	aikh	5	7	RARE
PREFIX	4	aiky	1	1	RARE
PREFIX	4	aild	1	3	RARE
PREFIX	4	aina	3	3	RARE
PREFIX	4	aind	1	1	RARE
PREFIX	4	ainy	1	1	RARE
PREFIX	4	aiod	1	1	RARE
PREFIX	4	aiph	3	3	RARE
PREFIX	4	aira	5	8	RARE
PREFIX	4	airc	1	1	RARE
PREFIX	4	airo	6	11	RARE
PREFIX	4	airy	1	1	RARE
PREFIX	4	aisa	1	1	RARE
PREFIX	4	aith	2	5	RARE
PREFIX	4	ajam	1	1	RARE
PREFIX	4	akai	4	5	RARE
PREFIX	4	akal	1	1	RARE
PREFIX	4	akar	1	1	RARE
PREFIX	4	akch	2	2	RARE
PREFIX	4	akeo	1	1	RARE
PREFIX	4	akey	1	1	RARE
PREFIX	4	alai	5	16	RARE
PREFIX	4	alal	5	12	RARE
PREFIX	4	alam	2	12	RARE
PREFIX	4	alar	1	5	RARE
PREFIX	4	alcf	1	1	RARE
PREFIX	4	alch	15	27	PRODUCTIVE
PREFIX	4	alcp	1	1	RARE
PREFIX	4	alda	4	8	RARE
PREFIX	4	aldl	1	1	RARE
PREFIX	4	aldo	1	1	RARE
PREFIX	4	aldy	2	15	RARE
PREFIX	4	alee	1	1	RARE
PREFIX	4	alek	1	1	RARE
PREFIX	4	alet	1	1	RARE
PREFIX	4	alfo	1	1	RARE
PREFIX	4	alfs	1	1	RARE
PREFIX	4	alif	1	1	RARE
PREFIX	4	alka	7	22	RARE
PREFIX	4	alkc	1	1	RARE
PREFIX	4	alke	8	9	RARE
PREFIX	4	alky	1	3	RARE
PREFIX	4	aloa	1	1	RARE
PREFIX	4	alod	4	10	RARE
PREFIX	4	aloe	1	2	RARE
PREFIX	4	aloi	4	4	RARE
PREFIX	4	alok	1	1	RARE
PREFIX	4	alol	7	15	RARE
PREFIX	4	alom	1	4	RARE
PREFIX	4	alor	2	10	RARE
PREFIX	4	alos	3	3	RARE
PREFIX	4	aloy	1	1	RARE
PREFIX	4	alpc	2	2	RARE
PREFIX	4	alsa	1	1	RARE
PREFIX	4	alsh	6	10	RARE
PREFIX	4	alsy	1	1	RARE
PREFIX	4	alte	2	2	RARE
PREFIX	4	alys	2	3	RARE
PREFIX	4	amam	1	1	RARE
PREFIX	4	aman	1	1	RARE
PREFIX	4	amch	2	2	RARE
PREFIX	4	amdy	1	1	RARE
PREFIX	4	amod	1	1	RARE
PREFIX	4	amom	1	1	RARE
PREFIX	4	aora	1	1	RARE
PREFIX	4	apch	1	1	RARE
PREFIX	4	apee	1	1	RARE
PREFIX	4	arag	1	1	RARE
PREFIX	4	arai	4	16	RARE
PREFIX	4	aral	6	26	RARE
PREFIX	4	aram	1	11	RARE
PREFIX	4	aran	2	2	RARE
PREFIX	4	arar	7	17	RARE
PREFIX	4	aras	1	1	RARE
PREFIX	4	aray	1	1	RARE
PREFIX	4	arch	6	6	RARE
PREFIX	4	arda	1	1	RARE
PREFIX	4	arii	1	1	RARE
PREFIX	4	arka	1	1	RARE
PREFIX	4	arke	1	1	RARE
PREFIX	4	arod	8	20	RARE
PREFIX	4	aroi	1	1	RARE
PREFIX	4	aroj	1	1	RARE
PREFIX	4	arok	1	1	RARE
PREFIX	4	arol	5	13	RARE
PREFIX	4	arom	1	3	RARE
PREFIX	4	aroo	1	1	RARE
PREFIX	4	arop	1	1	RARE
PREFIX	4	aror	3	8	RARE
PREFIX	4	aros	2	2	RARE
PREFIX	4	aroy	1	1	RARE
PREFIX	4	arsh	3	3	RARE
PREFIX	4	arxo	1	1	RARE
PREFIX	4	aryl	1	1	RARE
PREFIX	4	ases	1	1	RARE
PREFIX	4	ashy	1	1	RARE
PREFIX	4	asii	1	1	RARE
PREFIX	4	atai	1	1	RARE
PREFIX	4	atam	1	1	RARE
PREFIX	4	atar	1	1	RARE
PREFIX	4	atch	1	1	RARE
PREFIX	4	atee	1	1	RARE
PREFIX	4	atol	1	1	RARE
PREFIX	4	axor	1	1	RARE
PREFIX	4	caek	1	1	RARE
PREFIX	4	cfai	1	1	RARE
PREFIX	4	cfar	1	1	RARE
PREFIX	4	cfha	3	5	RARE
PREFIX	4	cfhd	2	2	RARE
PREFIX	4	cfhe	7	9	RARE
PREFIX	4	cfho	5	8	RARE
PREFIX	4	cfhs	1	1	RARE
PREFIX	4	cfhy	1	7	RARE
PREFIX	4	chad	2	3	RARE
PREFIX	4	chag	1	1	RARE
PREFIX	4	chai	7	73	RARE
PREFIX	4	chak	4	4	RARE
PREFIX	4	chal	19	74	PRODUCTIVE
PREFIX	4	cham	1	17	RARE
PREFIX	4	chan	1	12	RARE
PREFIX	4	chap	2	2	RARE
PREFIX	4	char	9	99	RARE
PREFIX	4	chas	1	2	RARE
PREFIX	4	chcf	7	10	RARE
PREFIX	4	chch	10	13	PRODUCTIVE
PREFIX	4	chck	30	242	PRODUCTIVE
PREFIX	4	chcp	11	28	PRODUCTIVE
PREFIX	4	chct	27	134	PRODUCTIVE
PREFIX	4	chda	16	93	PRODUCTIVE
PREFIX	4	chdc	2	2	RARE
PREFIX	4	chdd	1	1	RARE
PREFIX	4	chde	3	4	RARE
PREFIX	4	chdl	1	1	RARE
PREFIX	4	chdo	7	16	RARE
PREFIX	4	chdy	5	151	RARE
PREFIX	4	chea	23	116	PRODUCTIVE
PREFIX	4	chec	23	116	PRODUCTIVE
PREFIX	4	ched	45	698	PRODUCTIVE
PREFIX	4	chee	72	473	PRODUCTIVE
PREFIX	4	chef	13	16	PRODUCTIVE
PREFIX	4	cheg	1	3	RARE
PREFIX	4	chei	1	1	RARE
PREFIX	4	chek	43	176	PRODUCTIVE
PREFIX	4	chel	1	1	RARE
PREFIX	4	cheo	125	712	PRODUCTIVE
PREFIX	4	chep	19	38	PRODUCTIVE
PREFIX	4	cher	2	3	RARE
PREFIX	4	ches	7	50	RARE
PREFIX	4	chet	32	79	PRODUCTIVE
PREFIX	4	chey	16	368	PRODUCTIVE
PREFIX	4	chfa	4	4	RARE
PREFIX	4	chfc	1	1	RARE
PREFIX	4	chfo	2	2	RARE
PREFIX	4	chho	1	1	RARE
PREFIX	4	chht	1	1	RARE
PREFIX	4	chii	1	1	RARE
PREFIX	4	chio	1	1	RARE
PREFIX	4	chka	11	62	PRODUCTIVE
PREFIX	4	chkc	9	16	RARE
PREFIX	4	chke	13	38	PRODUCTIVE
PREFIX	4	chkh	1	1	RARE
PREFIX	4	chko	8	14	RARE
PREFIX	4	chks	1	1	RARE
PREFIX	4	chky	1	17	RARE
PREFIX	4	chla	4	6	RARE
PREFIX	4	chlc	2	2	RARE
PREFIX	4	chld	1	1	RARE
PREFIX	4	chll	1	1	RARE
PREFIX	4	chlo	2	3	RARE
PREFIX	4	chls	1	1	RARE
PREFIX	4	chly	2	2	RARE
PREFIX	4	choa	3	13	RARE
PREFIX	4	choc	33	90	PRODUCTIVE
PREFIX	4	chod	26	203	PRODUCTIVE
PREFIX	4	choe	19	23	PRODUCTIVE
PREFIX	4	chof	11	12	PRODUCTIVE
PREFIX	4	chog	1	2	RARE
PREFIX	4	choi	5	17	RARE
PREFIX	4	chok	61	212	PRODUCTIVE
PREFIX	4	chol	62	521	PRODUCTIVE
PREFIX	4	chom	1	13	RARE
PREFIX	4	chon	1	1	RARE
PREFIX	4	choo	3	5	RARE
PREFIX	4	chop	16	24	PRODUCTIVE
PREFIX	4	chor	22	254	PRODUCTIVE
PREFIX	4	chos	10	51	PRODUCTIVE
PREFIX	4	chot	46	167	PRODUCTIVE
PREFIX	4	choy	2	10	RARE
PREFIX	4	chpa	8	10	RARE
PREFIX	4	chpc	11	14	PRODUCTIVE
PREFIX	4	chpd	1	1	RARE
PREFIX	4	chpo	1	2	RARE
PREFIX	4	chps	1	1	RARE
PREFIX	4	chpy	1	1	RARE
PREFIX	4	chry	1	1	RARE
PREFIX	4	chsa	1	1	RARE
PREFIX	4	chsc	1	1	RARE
PREFIX	4	chsd	2	4	RARE
PREFIX	4	chse	2	5	RARE
PREFIX	4	chsh	6	6	RARE
PREFIX	4	chsi	1	1	RARE
PREFIX	4	chsk	1	3	RARE
PREFIX	4	chso	2	4	RARE
PREFIX	4	chsy	1	1	RARE
