token	count	first_count	early_count	middle_count	late_count	last_count	mean_position	median_position	positional_entropy_bits	corpus_rules	first_inferred_status	last_inferred_status	statistical_class
ctoiin	1	0	0	1	0	0	0.5714285714	0.5714285714	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
ctos	2	0	0	1	0	1	0.8125	0.8125	1	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
ctsees	1	0	0	1	0	0	0.5714285714	0.5714285714	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
cty	4	0	0	1	2	1	0.7326388889	0.7777777778	1.5	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
d	73	11	10	28	17	21	0.6112616212	0.6666666667	2.099207354		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
da	14	1	0	3	6	4	0.7740568955	0.8257575758	1.788450457		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daar	1	0	0	0	1	0	0.8888888889	0.8888888889	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daarod	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dackhy	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dadaiin	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dadam	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dady	2	0	0	0	0	2	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dag	3	0	0	1	0	2	0.8571428571	1	0.9182958341	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dago	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dai	1	0	0	0	1	0	0.8888888889	0.8888888889	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daichy	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daictoy	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daid	1	0	0	1	0	0	0.3333333333	0.3333333333	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daidy	1	0	0	0	1	0	0.9	0.9	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daig	2	0	0	1	1	0	0.6111111111	0.6111111111	1	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daii	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiial	1	0	0	1	0	0	0.4210526316	0.4210526316	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiidal	1	0	0	1	0	0	0.7272727273	0.7272727273	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiidy	7	1	1	3	0	2	0.518009768	0.5555555556	1.842370993		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiig	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiidy	1	0	0	1	0	0	0.6666666667	0.6666666667	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiils	1	0	0	0	1	0	0.8	0.8	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiin	21	2	3	8	2	6	0.5897266366	0.7142857143	2.094000161		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiinc	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiirihy	1	0	0	0	1	0	0.8888888889	0.8888888889	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiithy	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiikey	1	0	1	0	0	0	0.125	0.125	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiil	1	0	0	1	0	0	0.6666666667	0.6666666667	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiild	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiildy	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiim	3	0	1	1	0	1	0.5666666667	0.6	1.584962501	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiin	851	161	82	357	119	132	0.5065289325	0.5294117647	2.119358713		STRONGLY_PREFERRED	EXPECTED	STRONGLY_INITIAL
daiinar	1	0	0	1	0	0	0.3333333333	0.3333333333	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiindy	3	0	1	1	0	1	0.6222222222	0.6666666667	1.584962501	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiinls	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiino	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiinody	2	0	0	1	0	1	0.625	0.625	1	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiinol	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiinopal	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiinoty	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiins	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiny	4	1	0	2	0	3	0.75	0.75	1		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiio	1	0	0	1	0	0	0.6666666667	0.6666666667	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiioam	1	0	0	1	0	0	0.6666666667	0.6666666667	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiody	1	0	0	1	0	0	0.2857142857	0.2857142857	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiol	1	0	0	1	0	0	0.5	0.5	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiir	25	7	2	11	3	2	0.4330045884	0.4716981132	1.985451399		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiraii	1	0	0	0	1	0	0.8	0.8	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiral	2	1	1	0	0	0	0.1	0.1	1	NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiry	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiis	2	1	1	0	0	0	0.1	0.1	1	NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiisaly	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiisol	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiity	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daiiy	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daikeody	1	0	0	1	0	0	0.6428571429	0.6428571429	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daikhyky	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dail	2	0	0	2	0	0	0.5857142857	0.5857142857	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daildain	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daim	11	1	1	2	1	6	0.7256198347	1	1.867633891		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daimd	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daimg	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dain	214	49	18	77	43	27	0.5000695109	0.5192307692	2.160002767		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dainaldy	1	0	0	1	0	0	0.6666666667	0.6666666667	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dainchey	1	0	0	1	0	0	0.3	0.3	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daindl	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dainl	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dainod	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dainol	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dainy	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dair	112	31	12	38	24	7	0.4304041992	0.4	2.113502551		PREFERRED	EXPECTED	STRONGLY_INITIAL
dairal	5	3	0	1	1	2	0.4636363636	0.5	1.921928095		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairam	3	0	0	0	0	3	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairar	2	0	0	2	0	0	0.6181818182	0.6181818182	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairchey	1	0	0	0	1	0	0.8	0.8	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairdy	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairg	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairin	3	0	0	0	1	2	0.9523809524	1	0.9182958341	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairiy	1	0	0	1	0	0	0.3333333333	0.3333333333	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairkal	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairl	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairn	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairo	1	0	0	1	0	0	0.6	0.6	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairod	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairodain	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairodg	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairody	3	0	1	1	0	1	0.6574074074	0.75	1.584962501	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairol	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairor	1	0	1	0	0	0	0.1	0.1	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairy	2	0	0	0	0	2	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairydy	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dairykodas	1	0	0	0	1	0	0.8571428571	0.8571428571	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dais	2	0	1	0	0	1	0.6132075472	0.6132075472	1	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daisin	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daisog	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dait	1	0	0	0	1	0	0.875	0.875	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dakocth	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daky	2	0	0	1	0	1	0.6666666667	0.6666666667	1	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dal	242	8	27	108	52	49	0.6333931481	0.6666666667	1.959927855		DEPLETED	EXPECTED	POSITIONALLY_NEUTRAL
dalaiin	3	0	0	2	1	0	0.6515151515	0.5454545455	0.9182958341	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalain	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalal	6	0	1	2	2	1	0.6253787879	0.7636363636	1.918295834	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalaldam	1	0	1	0	0	0	0.1428571429	0.1428571429	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalalody	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalalshedy	1	0	0	1	0	0	0.3333333333	0.3333333333	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalam	6	0	0	1	0	5	0.9	1	0.6500224216	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalar	6	0	0	3	0	3	0.8042328042	0.8571428571	1	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalary	2	1	0	1	0	2	0.75	0.75	1	LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalchal	1	0	0	1	0	0	0.5	0.5	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalchckhy	1	0	0	0	1	0	0.7777777778	0.7777777778	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalchd	1	0	0	1	0	0	0.4444444444	0.4444444444	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalchdy	5	0	1	3	1	0	0.5614102564	0.6153846154	1.370950594	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalched	1	0	0	1	0	0	0.5	0.5	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalchedy	5	1	0	2	1	1	0.658008658	0.7142857143	1.921928095		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalcheeeky	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalches	1	0	1	0	0	0	0.1176470588	0.1176470588	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalchey	2	1	0	1	0	0	0.3333333333	0.3333333333	1	NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalchom	1	0	0	1	0	0	0.5	0.5	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalchor	1	0	0	1	0	0	0.75	0.75	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalchy	4	1	1	1	0	1	0.4246031746	0.3492063492	2		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dald	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daldaiin	3	0	0	1	0	2	0.9166666667	1	0.9182958341	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daldal	2	1	0	1	0	2	0.75	0.75	1	LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daldaldy	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daldalol	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daldar	2	1	0	2	0	1	0.45	0.45	0		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daldeam	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daldy	21	2	1	9	1	12	0.7602023638	0.9090909091	1.451907615		EXPECTED	STRONGLY_PREFERRED	STRONGLY_FINAL
daleeed	1	0	0	0	1	0	0.9743589744	0.9743589744	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalfchy	1	0	0	1	0	0	0.4285714286	0.4285714286	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalg	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalkain	1	0	1	0	0	0	0.2	0.2	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalkal	1	0	0	1	0	0	0.4285714286	0.4285714286	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalkalytam	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalkar	3	1	1	1	1	1	0.4939393939	0.5	1.584962501		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalkedy	2	0	0	0	2	0	0.8444444444	0.8444444444	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalkeeeyry	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalkshdy	1	0	0	1	0	0	0.2857142857	0.2857142857	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalky	2	0	1	1	0	0	0.3055555556	0.3055555556	1	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalo	3	0	0	2	0	1	0.746031746	0.6666666667	0.9182958341	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalocthhy	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalody	1	0	1	0	0	0	0.2222222222	0.2222222222	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daloky	1	0	1	0	0	0	0.2142857143	0.2142857143	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalol	7	0	2	4	1	0	0.4861514829	0.5	1.378783493	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalols	1	0	1	0	0	0	0.1428571429	0.1428571429	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalom	3	0	0	0	0	3	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalor	7	0	1	4	2	0	0.6085858586	0.75	1.378783493	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalorain	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalory	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dals	9	1	0	4	1	3	0.6574289156	0.75	1.752715279		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalshal	1	0	0	1	0	0	0.6666666667	0.6666666667	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalshdy	4	0	0	3	0	1	0.7916666667	0.75	0.8112781245	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalshedy	3	1	0	2	0	0	0.3205128205	0.4615384615	0.9182958341	NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalshey	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalshy	1	1	0	0	0	0	0	0	0	NEVER_LAST|FIRST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalsy	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daltedy	1	0	0	0	1	0	0.8571428571	0.8571428571	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalteoshy	1	0	1	0	0	0	0.1	0.1	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daly	31	1	3	7	4	16	0.7518842753	1	1.844313344		EXPECTED	STRONGLY_PREFERRED	STRONGLY_FINAL
dalychs	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dalyrd	1	0	0	1	0	0	0.5	0.5	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dam	88	1	4	22	7	56	0.8489702217	1	1.417002479		DEPLETED	STRONGLY_PREFERRED	STRONGLY_FINAL
dama	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
damamm	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
damo	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dan	20	0	1	4	2	13	0.8601100289	1	1.416642278	NEVER_FIRST	EXPECTED	STRONGLY_PREFERRED	STRONGLY_FINAL
daor	1	0	0	1	0	0	0.3	0.3	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dar	324	42	35	143	59	47	0.5476098704	0.5590277778	2.09230084		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
dara	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
darai	1	0	0	0	1	0	0.9166666667	0.9166666667	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daraiiin	1	0	0	1	0	0	0.6666666667	0.6666666667	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daraiin	2	0	0	0	2	0	0.8660714286	0.8660714286	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daraiing	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
darailchedy	1	0	0	1	0	0	0.3333333333	0.3333333333	0	NEVER_FIRST|NEVER_LAST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daral	4	1	0	2	0	3	0.8068181818	0.8636363636	1		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
darala	1	0	0	0	0	1	1	1	0	NEVER_FIRST|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daraldy	2	1	0	2	0	1	0.4722222222	0.4722222222	0		EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
darall	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daraly	2	0	1	0	0	1	0.5454545455	0.5454545455	1	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daram	9	0	1	3	0	5	0.7746622409	1	1.351644115	NEVER_FIRST	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
daramdal	1	1	0	1	0	1	0.5	0.5	0	FIRST_ONLY|LAST_ONLY	EXPECTED	EXPECTED	POSITIONALLY_NEUTRAL
