n	context	continuation	sequence	count	context_count	conditional_probability	observed_status	corpus_rule
3	dd	e	dde	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	f	ddf	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	g	ddg	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	h	ddh	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	i	ddi	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	j	ddj	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	k	ddk	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	l	ddl	4	23	0.1739130435	OBSERVED	OBSERVED
3	dd	m	ddm	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	n	ddn	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	o	ddo	2	23	0.08695652174	OBSERVED	OBSERVED
3	dd	p	ddp	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	q	ddq	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	r	ddr	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	s	dds	1	23	0.04347826087	OBSERVED	OBSERVED
3	dd	t	ddt	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	u	ddu	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	v	ddv	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	x	ddx	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	dd	y	ddy	12	23	0.5217391304	OBSERVED	OBSERVED
3	dd	z	ddz	0	23	0	UNOBSERVED	NEVER_OBSERVED
3	de	0	de0	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	1	de1	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	2	de2	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	3	de3	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	4	de4	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	5	de5	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	6	de6	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	7	de7	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	8	de8	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	9	de9	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	I	deI	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	a	dea	2	129	0.01550387597	OBSERVED	OBSERVED
3	de	b	deb	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	c	dec	1	129	0.007751937984	OBSERVED	OBSERVED
3	de	d	ded	6	129	0.04651162791	OBSERVED	OBSERVED
3	de	e	dee	87	129	0.6744186047	OBSERVED	OBSERVED
3	de	f	def	2	129	0.01550387597	OBSERVED	OBSERVED
3	de	g	deg	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	h	deh	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	i	dei	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	j	dej	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	k	dek	1	129	0.007751937984	OBSERVED	OBSERVED
3	de	l	del	1	129	0.007751937984	OBSERVED	OBSERVED
3	de	m	dem	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	n	den	1	129	0.007751937984	OBSERVED	OBSERVED
3	de	o	deo	4	129	0.03100775194	OBSERVED	OBSERVED
3	de	p	dep	1	129	0.007751937984	OBSERVED	OBSERVED
3	de	q	deq	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	r	der	1	129	0.007751937984	OBSERVED	OBSERVED
3	de	s	des	6	129	0.04651162791	OBSERVED	OBSERVED
3	de	t	det	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	u	deu	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	v	dev	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	x	dex	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	de	y	dey	16	129	0.1240310078	OBSERVED	OBSERVED
3	de	z	dez	0	129	0	UNOBSERVED	NEVER_OBSERVED
3	dg	0	dg0	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	1	dg1	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	2	dg2	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	3	dg3	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	4	dg4	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	5	dg5	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	6	dg6	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	7	dg7	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	8	dg8	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	9	dg9	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	I	dgI	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	a	dga	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	b	dgb	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	c	dgc	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	d	dgd	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	e	dge	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	f	dgf	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	g	dgg	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	h	dgh	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	i	dgi	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	j	dgj	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	k	dgk	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	l	dgl	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	m	dgm	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	n	dgn	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	o	dgo	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	p	dgp	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	q	dgq	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	r	dgr	1	1	1	OBSERVED	OBSERVED
3	dg	s	dgs	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	t	dgt	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	u	dgu	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	v	dgv	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	x	dgx	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	y	dgy	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dg	z	dgz	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	di	0	di0	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	1	di1	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	2	di2	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	3	di3	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	4	di4	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	5	di5	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	6	di6	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	7	di7	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	8	di8	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	9	di9	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	I	diI	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	a	dia	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	b	dib	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	c	dic	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	d	did	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	e	die	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	f	dif	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	g	dig	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	h	dih	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	i	dii	3	4	0.75	OBSERVED	OBSERVED
3	di	j	dij	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	k	dik	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	l	dil	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	m	dim	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	n	din	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	o	dio	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	p	dip	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	q	diq	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	r	dir	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	s	dis	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	t	dit	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	u	diu	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	v	div	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	x	dix	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	di	y	diy	1	4	0.25	OBSERVED	OBSERVED
3	di	z	diz	0	4	0	UNOBSERVED	NEVER_OBSERVED
3	dk	0	dk0	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	1	dk1	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	2	dk2	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	3	dk3	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	4	dk4	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	5	dk5	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	6	dk6	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	7	dk7	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	8	dk8	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	9	dk9	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	I	dkI	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	a	dka	8	31	0.2580645161	OBSERVED	OBSERVED
3	dk	b	dkb	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	c	dkc	2	31	0.06451612903	OBSERVED	OBSERVED
3	dk	d	dkd	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	e	dke	9	31	0.2903225806	OBSERVED	OBSERVED
3	dk	f	dkf	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	g	dkg	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	h	dkh	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	i	dki	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	j	dkj	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	k	dkk	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	l	dkl	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	m	dkm	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	n	dkn	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	o	dko	3	31	0.09677419355	OBSERVED	OBSERVED
3	dk	p	dkp	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	q	dkq	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	r	dkr	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	s	dks	4	31	0.1290322581	OBSERVED	OBSERVED
3	dk	t	dkt	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	u	dku	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	v	dkv	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	x	dkx	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dk	y	dky	5	31	0.1612903226	OBSERVED	OBSERVED
3	dk	z	dkz	0	31	0	UNOBSERVED	NEVER_OBSERVED
3	dl	0	dl0	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	1	dl1	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	2	dl2	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	3	dl3	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	4	dl4	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	5	dl5	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	6	dl6	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	7	dl7	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	8	dl8	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	9	dl9	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	I	dlI	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	a	dla	7	35	0.2	OBSERVED	OBSERVED
3	dl	b	dlb	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	c	dlc	3	35	0.08571428571	OBSERVED	OBSERVED
3	dl	d	dld	2	35	0.05714285714	OBSERVED	OBSERVED
3	dl	e	dle	1	35	0.02857142857	OBSERVED	OBSERVED
3	dl	f	dlf	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	g	dlg	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	h	dlh	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	i	dli	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	j	dlj	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	k	dlk	2	35	0.05714285714	OBSERVED	OBSERVED
3	dl	l	dll	1	35	0.02857142857	OBSERVED	OBSERVED
3	dl	m	dlm	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	n	dln	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	o	dlo	5	35	0.1428571429	OBSERVED	OBSERVED
3	dl	p	dlp	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	q	dlq	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	r	dlr	1	35	0.02857142857	OBSERVED	OBSERVED
3	dl	s	dls	5	35	0.1428571429	OBSERVED	OBSERVED
3	dl	t	dlt	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	u	dlu	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	v	dlv	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	x	dlx	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	dl	y	dly	8	35	0.2285714286	OBSERVED	OBSERVED
3	dl	z	dlz	0	35	0	UNOBSERVED	NEVER_OBSERVED
3	do	0	do0	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	1	do1	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	2	do2	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	3	do3	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	4	do4	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	5	do5	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	6	do6	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	7	do7	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	8	do8	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	9	do9	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	I	doI	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	a	doa	6	470	0.01276595745	OBSERVED	OBSERVED
3	do	b	dob	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	c	doc	5	470	0.01063829787	OBSERVED	OBSERVED
3	do	d	dod	23	470	0.04893617021	OBSERVED	OBSERVED
3	do	e	doe	5	470	0.01063829787	OBSERVED	OBSERVED
3	do	f	dof	1	470	0.002127659574	OBSERVED	OBSERVED
3	do	g	dog	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	h	doh	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	i	doi	29	470	0.06170212766	OBSERVED	OBSERVED
3	do	j	doj	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	k	dok	9	470	0.01914893617	OBSERVED	OBSERVED
3	do	l	dol	217	470	0.4617021277	OBSERVED	OBSERVED
3	do	m	dom	12	470	0.02553191489	OBSERVED	OBSERVED
3	do	n	don	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	o	doo	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	p	dop	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	q	doq	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	r	dor	151	470	0.3212765957	OBSERVED	OBSERVED
3	do	s	dos	7	470	0.01489361702	OBSERVED	OBSERVED
3	do	t	dot	4	470	0.008510638298	OBSERVED	OBSERVED
3	do	u	dou	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	v	dov	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	x	dox	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	do	y	doy	1	470	0.002127659574	OBSERVED	OBSERVED
3	do	z	doz	0	470	0	UNOBSERVED	NEVER_OBSERVED
3	dp	0	dp0	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	1	dp1	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	2	dp2	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	3	dp3	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	4	dp4	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	5	dp5	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	6	dp6	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	7	dp7	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	8	dp8	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	9	dp9	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	I	dpI	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	a	dpa	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	b	dpb	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	c	dpc	5	9	0.5555555556	OBSERVED	OBSERVED
3	dp	d	dpd	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	e	dpe	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	f	dpf	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	g	dpg	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	h	dph	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	i	dpi	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	j	dpj	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	k	dpk	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	l	dpl	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	m	dpm	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	n	dpn	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	o	dpo	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	p	dpp	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	q	dpq	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	r	dpr	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	s	dps	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	t	dpt	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	u	dpu	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	v	dpv	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	x	dpx	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dp	y	dpy	4	9	0.4444444444	OBSERVED	OBSERVED
3	dp	z	dpz	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	dr	0	dr0	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	1	dr1	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	2	dr2	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	3	dr3	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	4	dr4	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	5	dr5	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	6	dr6	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	7	dr7	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	8	dr8	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	9	dr9	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	I	drI	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	a	dra	1	1	1	OBSERVED	OBSERVED
3	dr	b	drb	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	c	drc	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	d	drd	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	e	dre	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	f	drf	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	g	drg	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	h	drh	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	i	dri	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	j	drj	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	k	drk	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	l	drl	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	m	drm	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	n	drn	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	o	dro	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	p	drp	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	q	drq	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	r	drr	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	s	drs	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	t	drt	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	u	dru	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	v	drv	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	x	drx	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	y	dry	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	dr	z	drz	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ds	0	ds0	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	1	ds1	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	2	ds2	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	3	ds3	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	4	ds4	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	5	ds5	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	6	ds6	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	7	ds7	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	8	ds8	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	9	ds9	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	I	dsI	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	a	dsa	1	169	0.005917159763	OBSERVED	OBSERVED
3	ds	b	dsb	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	c	dsc	1	169	0.005917159763	OBSERVED	OBSERVED
3	ds	d	dsd	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	e	dse	2	169	0.01183431953	OBSERVED	OBSERVED
3	ds	f	dsf	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	g	dsg	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	h	dsh	164	169	0.9704142012	OBSERVED	OBSERVED
3	ds	i	dsi	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	j	dsj	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	k	dsk	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	l	dsl	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	m	dsm	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	n	dsn	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	o	dso	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	p	dsp	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	q	dsq	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	r	dsr	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	s	dss	1	169	0.005917159763	OBSERVED	OBSERVED
3	ds	t	dst	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	u	dsu	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	v	dsv	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	x	dsx	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	y	dsy	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	ds	z	dsz	0	169	0	UNOBSERVED	NEVER_OBSERVED
3	dt	0	dt0	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	1	dt1	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	2	dt2	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	3	dt3	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	4	dt4	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	5	dt5	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	6	dt6	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	7	dt7	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	8	dt8	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	9	dt9	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	I	dtI	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	a	dta	1	7	0.1428571429	OBSERVED	OBSERVED
3	dt	b	dtb	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	c	dtc	1	7	0.1428571429	OBSERVED	OBSERVED
3	dt	d	dtd	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	e	dte	3	7	0.4285714286	OBSERVED	OBSERVED
3	dt	f	dtf	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	g	dtg	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	h	dth	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	i	dti	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	j	dtj	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	k	dtk	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	l	dtl	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	m	dtm	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	n	dtn	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	o	dto	1	7	0.1428571429	OBSERVED	OBSERVED
3	dt	p	dtp	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	q	dtq	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	r	dtr	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	s	dts	1	7	0.1428571429	OBSERVED	OBSERVED
3	dt	t	dtt	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	u	dtu	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	dt	v	dtv	0	7	0	UNOBSERVED	NEVER_OBSERVED
