physical_line	token_count	glyph_count	first_token	last_token	first_glyph	last_glyph	repeated_token_occurrences	repeated_family_occurrences	token_length_progression	token_family_progression	folio_locus_type_section
2617	10	51	qokeedy	lol	q	l	1	9	7|5|5|5|7|6|6|1|6|3	1|1|1|1|1|1|1|1|1|1	f77r|f77r.15|P|B
2618	8	49	sshedy	lol	s	l	0	7	6|7|5|7|5|9|7|3	1|1|1|1|1|1|1|1	f77r|f77r.16|P|B
2619	9	50	qoteedy	lol	q	l	1	8	7|7|6|5|4|5|6|7|3	1|1|1|1|1|1|1|1|1	f77r|f77r.17|P|B
2620	11	51	daiin	qotaiin	d	n	1	10	5|6|5|2|1|2|5|9|3|6|7	1|1|1|1|1|1|1|1|1|1|1	f77r|f77r.18|P|B
2621	9	52	qokeedy	chey	q	y	2	8	7|5|6|7|7|5|6|5|4	1|1|1|1|1|1|1|1|1	f77r|f77r.19|P|B
2622	8	49	qotain	dalchedy	q	y	0	7	6|5|7|6|6|5|6|8	1|1|1|1|1|1|1|1	f77r|f77r.20|P|B
2623	8	49	chedaiin	olaiiny	c	y	0	7	8|5|7|6|6|5|5|7	1|1|1|1|1|1|1|1	f77r|f77r.21|P|B
2624	10	44	qoteedy	qoky	q	y	0	9	7|2|6|1|3|3|8|5|5|4	1|1|1|1|1|1|1|1|1|1	f77r|f77r.22|P|B
2625	8	48	sheoky	qokal	s	l	1	7	6|7|5|6|7|7|5|5	1|1|1|1|1|1|1|1	f77r|f77r.23|P|B
2626	7	35	daiin	qolchy	d	y	0	6	5|3|4|5|7|5|6	1|1|1|1|1|1|1	f77r|f77r.24|P|B
2627	8	39	otedy	daror	o	r	0	7	5|5|5|5|6|3|5|5	1|1|1|1|1|1|1|1	f77r|f77r.25|P|B
2628	6	39	qoteedy	qokaly	q	y	0	5	7|7|7|6|6|6	1|1|1|1|1|1	f77r|f77r.26|P|B
2629	6	38	solchedy	qotedy	s	y	0	5	8|6|6|5|7|6	1|1|1|1|1|1	f77r|f77r.27|P|B
2630	6	31	olchey	lom	o	m	0	5	6|5|6|8|3|3	1|1|1|1|1|1	f77r|f77r.28|P|B
2631	5	30	saiin	qotal	s	l	1	4	5|6|7|7|5	1|1|1|1|1	f77r|f77r.29|P|B
2632	7	35	qokaiin	lol	q	l	0	6	7|7|2|3|7|6|3	1|1|1|1|1|1|1	f77r|f77r.30|P|B
2633	6	36	qokain	qotary	q	y	1	5	6|6|6|6|6|6	1|1|1|1|1|1	f77r|f77r.31|P|B
2634	8	37	qor	dary	q	y	0	6	3|3|5|2|7|5|8|4	1|1|1|1|1|1|842|1	f77r|f77r.32|P|B
2635	9	43	daiin	dy	d	y	0	8	5|5|3|5|8|3|6|6|2	1|1|1|1|1|1|1|1|1	f77r|f77r.33|P|B
2636	8	51	qokaiin	raiin	q	n	2	7	7|5|5|8|7|7|7|5	1|1|1|1|1|1|1|1	f77r|f77r.34|P|B
2637	8	51	solkeey	chealy	s	y	0	7	7|6|5|6|6|7|8|6	1|1|1|1|1|1|1|1	f77r|f77r.35|P|B
2638	8	47	dshedy	olchey	d	y	0	6	6|6|6|5|6|7|5|6	1|1|1|1|341|1|1|1	f77r|f77r.36|P|B
2639	7	42	teeolain	lchedy	t	y	0	6	8|4|7|6|6|5|6	1|1|1|1|1|1|1	f77r|f77r.37|P|B
2640	9	45	pol	qol	p	l	2	8	3|5|6|7|7|3|6|5|3	1|1|1|1|1|1|1|1|1	f77r|f77r.38|P|B
2641	7	43	olaiin	laiin	o	n	0	6	6|5|8|6|7|6|5	1|1|1|1|1|1|1	f77r|f77r.39|P|B
2642	8	41	daiiin	qoty	d	y	0	7	6|2|5|6|6|7|5|4	1|1|1|1|1|1|1|1	f77r|f77r.40|P|B
2643	10	37	daiin	arol	d	l	0	9	5|2|7|6|5|1|3|3|1|4	1|1|1|1|1|1|1|1|1|1	f77r|f77r.41|P|B
2644	8	40	qokeedy	al	q	l	2	7	7|6|7|7|6|1|4|2	1|1|1|1|1|1|1|1	f77r|f77r.42|P|B
2645	8	38	d	raiin	d	n	0	7	1|4|2|6|7|7|6|5	1|1|1|1|1|1|1|1	f77r|f77r.43|P|B
2646	8	39	sheey	dy	s	y	0	7	5|8|3|6|6|5|4|2	1|1|1|1|1|1|1|1	f77r|f77r.44|P|B
2647	11	39	qokaiin	lod	q	d	0	10	7|4|6|3|3|2|1|3|2|5|3	1|1|1|1|1|1|1|1|1|1|1	f77r|f77r.45|P|B
2648	8	38	daiin	daiin	d	n	1	6	5|11|3|5|3|2|4|5	1|190|1|1|1|1|1|1	f77r|f77r.46|P|B
2649	8	35	ysheey	dalo	y	o	1	7	6|3|7|3|4|4|4|4	1|1|1|1|1|1|1|1	f77r|f77r.47|P|B
2650	2	10	sodar	oloky	s	y	0	1	5|5	1|1	f77r|f77r.48|P|B
2651	1	6	otchdy	otchdy	o	y	0	0	6	1	f77r|f77r.49|L|B
2652	2	9	otolaiin	o	o	o	0	1	8|1	1|1	f77r|f77r.50|L|B
2653	3	9	okain	kal	o	l	0	2	5|1|3	1|1|1	f77v|f77v.1|L|B
2654	2	9	otol	shedy	o	y	0	1	4|5	1|1	f77v|f77v.2|L|B
2655	1	8	olkeedal	olkeedal	o	l	0	0	8	1	f77v|f77v.3|L|B
2656	1	6	otolor	otolor	o	r	0	0	6	1	f77v|f77v.4|L|B
2657	1	8	orchedal	orchedal	o	l	0	0	8	1	f77v|f77v.5|L|B
2658	11	56	qetedy	dal	q	l	1	10	6|5|5|4|4|3|8|6|6|6|3	1|1|1|1|1|1|1|1|1|1|1	f77v|f77v.6|P|B
2659	11	58	olshedy	qolky	o	y	0	10	7|9|2|4|7|5|6|3|5|5|5	1|1|1|1|1|1|1|1|1|1|1	f77v|f77v.7|P|B
2660	10	58	qokeeey	yry	q	y	0	8	7|5|7|7|6|7|6|5|5|3	1|1|1|850|1|1|1|1|1|1	f77v|f77v.8|P|B
2661	11	55	dcheol	chedy	d	y	1	10	6|5|8|5|7|2|3|2|6|6|5	1|1|1|1|1|1|1|1|1|1|1	f77v|f77v.9|P|B
2662	11	54	tchedar	lol	t	l	1	10	7|5|7|3|5|5|5|6|3|5|3	1|1|1|1|1|1|1|1|1|1|1	f77v|f77v.10|P|B
2663	11	54	qockhy	olchy	q	y	1	10	6|3|4|8|5|5|3|5|7|3|5	1|1|1|1|1|1|1|1|1|1|1	f77v|f77v.11|P|B
2664	11	52	lchedy	lam	l	m	1	10	6|6|6|4|5|5|5|5|3|4|3	1|1|1|1|1|1|1|1|1|1|1	f77v|f77v.12|P|B
2665	12	56	sor	dal	s	l	1	11	3|5|4|7|3|5|5|5|5|5|6|3	1|1|1|1|1|1|1|1|1|1|1|1	f77v|f77v.13|P|B
2666	11	52	darcheedal	ar	d	r	0	9	10|5|7|6|5|4|2|5|3|3|2	301|1|1|1|1|1|1|1|1|1|1	f77v|f77v.14|P|B
2667	3	12	qol	shey	q	y	0	2	3|5|4	1|1|1	f77v|f77v.15|P|B
2668	8	42	tedal	dasy	t	y	0	7	5|5|6|5|6|6|5|4	1|1|1|1|1|1|1|1	f77v|f77v.16|P|B
2669	7	38	olchedy	olol	o	l	0	6	7|3|5|8|6|5|4	1|1|1|1|1|1|1	f77v|f77v.17|P|B
2670	7	34	qokaiin	daly	q	y	0	6	7|5|5|5|5|3|4	1|1|1|1|1|1|1	f77v|f77v.18|P|B
2671	7	35	qoraiin	qol	q	l	0	6	7|4|7|4|5|5|3	1|1|1|1|1|1|1	f77v|f77v.19|P|B
2672	6	33	daiin	keoly	d	y	0	5	5|8|6|5|4|5	1|1|1|1|1|1	f77v|f77v.20|P|B
2673	7	37	qokal	darory	q	y	0	6	5|8|4|5|5|4|6	1|1|1|1|1|1|1	f77v|f77v.21|P|B
2674	8	43	dalchey	dar	d	r	0	7	7|3|5|7|7|6|5|3	1|1|1|1|1|1|1|1	f77v|f77v.22|P|B
2675	10	39	qokal	dal	q	l	2	9	5|5|2|5|7|2|4|4|2|3	1|1|1|1|1|1|1|1|1|1	f77v|f77v.23|P|B
2676	8	43	daiin	rol	d	l	2	7	5|7|7|5|4|6|6|3	1|1|1|1|1|1|1|1	f77v|f77v.24|P|B
2677	9	46	lchor	ral	l	l	0	8	5|5|5|7|5|3|6|7|3	1|1|1|1|1|1|1|1|1	f77v|f77v.25|P|B
2678	9	46	dairol	ldol	d	l	0	8	6|5|4|5|6|4|6|6|4	1|1|1|1|1|1|1|1|1	f77v|f77v.26|P|B
2679	9	46	tshedy	ol	t	l	1	8	6|6|6|6|5|4|5|6|2	1|1|1|1|1|1|1|1|1	f77v|f77v.27|P|B
2680	6	30	ychedy	olchdy	y	y	0	5	6|6|5|2|5|6	1|1|1|1|1|1	f77v|f77v.28|P|B
2681	10	50	tchadchy	qoty	t	y	0	8	8|6|4|3|7|6|4|2|6|4	1053|1|1|1|1|1|1|1|1|1	f77v|f77v.29|P|B
2682	9	43	shey	chedy	s	y	0	8	4|2|5|6|6|7|3|5|5	1|1|1|1|1|1|1|1|1	f77v|f77v.30|P|B
2683	8	42	qoas	lchy	q	y	0	7	4|5|7|6|6|4|6|4	1|1|1|1|1|1|1|1	f77v|f77v.31|P|B
2684	6	43	ycheey	qokal	y	l	0	5	6|8|10|7|7|5	1|1|1|1|1|1	f77v|f77v.32|P|B
2685	10	41	qokaiin	rain	q	n	0	9	7|5|3|5|5|3|1|5|3|4	1|1|1|1|1|1|1|1|1|1	f77v|f77v.33|P|B
2686	8	43	solkchedy	rched	s	d	0	7	9|4|4|2|7|6|6|5	1|1|1|1|1|1|1|1	f77v|f77v.34|P|B
2687	8	43	tchor	dary	t	y	1	7	5|5|6|6|5|7|5|4	1|1|1|1|1|1|1|1	f77v|f77v.35|P|B
2688	9	46	qotchy	chey	q	y	1	8	6|5|5|6|6|6|3|5|4	1|1|1|1|1|1|1|1|1	f77v|f77v.36|P|B
2689	8	47	schedy	shey	s	y	0	6	6|5|11|6|5|5|5|4	1|1|945|1|1|1|1|1	f77v|f77v.37|P|B
2690	7	46	toldal	qokedy	t	y	1	6	6|5|6|6|9|8|6	1|1|1|1|1|1|1	f77v|f77v.38|P|B
2691	9	48	dcheol	dar	d	r	1	7	6|6|7|5|5|5|6|5|3	1|1|1030|1|1|1|1|1|1	f77v|f77v.39|P|B
2692	9	48	qokeey	qokam	q	m	0	8	6|3|5|5|7|5|5|7|5	1|1|1|1|1|1|1|1|1	f77v|f77v.40|P|B
2693	11	50	chedy	oldy	c	y	0	10	5|6|6|2|5|3|6|6|2|5|4	1|1|1|1|1|1|1|1|1|1|1	f77v|f77v.41|P|B
2694	6	37	tcheey	okol	t	l	0	5	6|6|5|6|10|4	1|1|1|1|1|1	f77v|f77v.42|P|B
2695	1	7	saroral	saroral	s	l	0	0	7	946	f77v|f77v.43|L|B
2696	1	5	okalo	okalo	o	o	0	0	5	1	f77v|f77v.44|L|B
2697	2	6	o	eoedu	o	u	0	0	1|5	1|376	f77v|f77v.45|L|B
2698	1	9	okchdldlo	okchdldlo	o	o	0	0	9	543	f78r|f78r.1|L|B
2699	1	6	okchdy	okchdy	o	y	0	0	6	1	f78r|f78r.2|L|B
2700	7	36	tshedor	oky	t	y	0	6	7|5|8|6|2|5|3	1|1|1|1|1|1|1	f78r|f78r.3|P|B
2701	7	37	qokeedy	dam	q	m	0	6	7|6|5|6|4|6|3	1|1|1|1|1|1|1	f78r|f78r.4|P|B
2702	7	38	qckhedy	olkedy	q	y	0	6	7|5|3|5|6|6|6	1|1|1|1|1|1|1	f78r|f78r.5|P|B
2703	9	42	yteedy	or	y	r	0	8	6|5|3|5|7|7|4|3|2	1|1|1|1|1|1|1|1|1	f78r|f78r.6|P|B
2704	10	43	qokal	am	q	m	3	8	5|5|6|6|3|6|6|1|3|2	1|1|1|1|1|1|1|1|2|1	f78r|f78r.7|P|B
2705	8	41	dshedy	qoky	d	y	2	7	6|6|4|6|5|5|5|4	1|1|1|1|1|1|1|1	f78r|f78r.8|P|B
2706	8	42	schedy	dy	s	y	0	7	6|5|6|6|6|5|6|2	1|1|1|1|1|1|1|1	f78r|f78r.9|P|B
2707	8	41	dshedy	oloiin	d	n	0	7	6|5|7|5|4|4|4|6	1|1|1|1|1|1|1|1	f78r|f78r.10|P|B
2708	8	42	qoky	or	q	r	0	7	4|6|6|7|4|8|5|2	1|1|1|1|1|1|1|1	f78r|f78r.11|P|B
2709	8	40	dor	chckhedy	d	y	0	7	3|7|5|6|5|2|4|8	1|1|1|1|1|1|1|1	f78r|f78r.12|P|B
2710	10	41	qokedy	dy	q	y	2	9	6|2|4|6|5|4|3|2|7|2	1|1|1|1|1|1|1|1|1|1	f78r|f78r.13|P|B
2711	9	41	sor	ol	s	l	0	8	3|7|2|7|3|4|8|5|2	1|1|1|1|1|1|1|1|1	f78r|f78r.14|P|B
2712	8	43	dchckhedy	olkain	d	n	0	7	9|7|6|5|3|2|5|6	1|1|1|1|1|1|1|1	f78r|f78r.15|P|B
2713	6	25	qokol	alory	q	y	0	5	5|4|5|4|2|5	1|1|1|1|1|1	f78r|f78r.16|P|B
2714	6	26	soiin	tchdoltdy	s	y	0	4	5|3|4|4|1|9	1|1|1|1|1|1056	f78r|f78r.17|P|B
2715	7	23	o	okain	o	n	0	6	1|1|5|6|3|2|5	1|1|1|1|1|1|1	f78r|f78r.18|P|B
2716	6	24	y	chl	y	l	0	5	1|4|4|6|6|3	1|1|1|1|1|1	f78r|f78r.19|P|B
2717	4	23	sol	qokychdy	s	y	0	3	3|5|7|8	1|1|1|1	f78r|f78r.20|P|B
2718	4	24	lchedy	lokedy	l	y	0	3	6|6|6|6	1|1|1|1	f78r|f78r.21|P|B
2719	5	25	yched	lr	y	r	0	4	5|6|5|7|2	1|1|1|1|1	f78r|f78r.22|P|B
2720	5	27	sain	okeedy	s	y	0	4	4|5|7|5|6	1|1|1|1|1	f78r|f78r.23|P|B
2721	5	27	qokeedy	olol	q	l	0	4	7|4|6|6|4	1|1|1|1|1	f78r|f78r.24|P|B
2722	5	28	sokeedy	raiin	s	n	0	4	7|4|6|6|5	1|1|1|1|1	f78r|f78r.25|P|B
2723	8	30	sol	anl	s	l	0	7	3|4|4|2|5|6|3|3	1|1|1|1|1|1|1|1	f78r|f78r.26|P|B
2724	4	21	daiin	aldy	d	y	0	3	5|7|5|4	1|1|1|1	f78r|f78r.27|P|B
2725	10	49	176	taly	1	y	0	8	3|5|2|7|5|5|5|6|7|4	2|1|1|1|1|1|1|1|1|1	f78r|f78r.28|P|B
2726	11	42	ssheky	ol	s	l	2	10	6|2|4|6|4|3|5|3|4|3|2	1|1|1|1|1|1|1|1|1|1|1	f78r|f78r.29|P|B
2727	9	48	qokeedy	tedy	q	y	0	8	7|5|5|6|3|5|7|6|4	1|1|1|1|1|1|1|1|1	f78r|f78r.30|P|B
2728	8	46	solkeedy	cthdy	s	y	0	7	8|7|6|4|5|4|7|5	1|1|1|1|1|1|1|1	f78r|f78r.31|P|B
2729	9	45	qokedy	dy	q	y	0	8	6|5|6|5|5|5|6|5|2	1|1|1|1|1|1|1|1|1	f78r|f78r.32|P|B
2730	10	44	ytedy	dyky	y	y	0	9	5|5|5|1|7|6|4|2|5|4	1|1|1|1|1|1|1|1|1|1	f78r|f78r.33|P|B
2731	9	44	dshedy	am	d	m	0	8	6|7|8|6|3|6|1|5|2	1|1|1|1|1|1|1|1|1	f78r|f78r.34|P|B
2732	11	42	y	y	y	y	3	10	1|4|7|6|6|5|5|1|4|2|1	1|1|1|1|1|1|1|1|1|1|1	f78r|f78r.35|P|B
2733	7	40	qotchedy	or	q	r	0	5	8|6|10|3|5|6|2	1|1|459|1|1|1|1	f78r|f78r.36|P|B
2734	7	22	osal	oly	o	y	1	6	4|2|1|4|4|4|3	1|1|1|1|1|1|1	f78r|f78r.37|P|B
2735	6	24	sar	chedy	s	y	1	5	3|4|6|2|4|5	1|1|1|1|1|1	f78r|f78r.38|P|B
2736	5	25	qotaiin	keedy	q	y	0	4	7|7|5|1|5	1|1|1|1|1	f78r|f78r.39|P|B
2737	7	26	shedy	ol	s	l	1	5	5|3|5|7|1|3|2	1|1|1|1|1|2|1	f78r|f78r.40|P|B
2738	5	23	ykain	dy	y	y	0	4	5|5|5|6|2	1|1|1|1|1	f78r|f78r.41|P|B
2739	4	22	dain	kotaly	d	y	0	3	4|7|5|6	1|1|1|1	f78r|f78r.42|P|B
2740	4	22	lchedy	dar	l	r	0	3	6|6|7|3	1|1|1|1	f78r|f78r.43|P|B
2741	2	10	dar	aloifhy	d	y	0	0	3|7	1|79	f78r|f78r.44|L|B
2742	1	8	dchedaly	dchedaly	d	y	0	0	8	1	f78r|f78r.45|L|B
2743	3	14	otarodla	orory	o	y	0	1	8|1|5	703|1|1	f78r|f78r.46|L|B
2744	1	6	okaral	okaral	o	l	0	0	6	1	f78r|f78r.47|L|B
2745	10	51	177	qokedy	1	y	1	8	3|5|8|6|5|5|3|3|7|6	2|1|1|1|1|1|1|1|1|1	f78v|f78v.1|P|B
2746	11	48	olshedy	dal	o	l	2	10	7|6|6|5|5|4|3|3|3|3|3	1|1|1|1|1|1|1|1|1|1|1	f78v|f78v.2|P|B
2747	9	47	qokedy	dam	q	m	0	7	6|5|8|5|3|9|6|2|3	1|1|1|1|1|371|1|1|1	f78v|f78v.3|P|B
2748	10	47	ol	ol	o	l	2	8	2|3|5|8|2|5|9|1|10|2	1|1|1|1|1|1|1|1|614|1	f78v|f78v.4|P|B
2749	11	47	qor	olchedy	q	y	1	10	3|6|6|2|5|2|6|3|4|3|7	1|1|1|1|1|1|1|1|1|1|1	f78v|f78v.5|P|B
2750	11	45	ety	qol	e	l	0	10	3|5|2|2|3|5|5|6|5|6|3	1|1|1|1|1|1|1|1|1|1|1	f78v|f78v.6|P|B
2751	9	42	otor	otedy	o	y	2	8	4|1|5|5|5|7|6|4|5	1|1|1|1|1|1|1|1|1	f78v|f78v.7|P|B
2752	9	47	qokedy	dain	q	n	0	8	6|5|6|6|7|3|5|5|4	1|1|1|1|1|1|1|1|1	f78v|f78v.8|P|B
2753	10	47	y	rorarol	y	l	0	9	1|6|1|6|6|2|6|6|6|7	1|1|1|1|1|1|1|1|1|1	f78v|f78v.9|P|B
2754	10	46	dshedy	opchedy	d	y	0	8	6|6|2|5|6|4|3|2|5|7	1|1|1|1|1|1|2|1|1|1	f78v|f78v.10|P|B
2755	10	43	qol	daiin	q	n	1	9	3|5|3|5|4|2|4|6|6|5	1|1|1|1|1|1|1|1|1|1	f78v|f78v.11|P|B
2756	8	42	sheor	sain	s	n	0	7	5|2|7|6|5|8|5|4	1|1|1|1|1|1|1|1	f78v|f78v.12|P|B
2757	8	43	dchokol	lchey	d	y	1	7	7|5|6|5|3|5|7|5	1|1|1|1|1|1|1|1	f78v|f78v.13|P|B
2758	8	41	qolkeshdy	dal	q	l	0	7	9|3|5|6|4|5|6|3	1|1|1|1|1|1|1|1	f78v|f78v.14|P|B
2759	9	44	cheey	ls	c	s	0	8	5|8|5|2|5|7|4|6|2	1|1|1|1|1|1|1|1|1	f78v|f78v.15|P|B
2760	10	41	lshey	oly	l	y	0	9	5|1|5|1|6|4|6|5|5|3	1|1|1|1|1|1|1|1|1|1	f78v|f78v.16|P|B
2761	10	40	qol	dy	q	y	1	9	3|6|3|6|5|5|2|3|5|2	1|1|1|1|1|1|1|1|1|1	f78v|f78v.17|P|B
2762	9	42	chedy	qor	c	r	1	8	5|6|6|3|7|3|3|6|3	1|1|1|1|1|1|1|1|1	f78v|f78v.18|P|B
2763	7	35	lchedy	orain	l	n	0	6	6|2|6|5|3|8|5	1|1|1|1|1|1|1	f78v|f78v.19|P|B
2764	9	46	qofcheol	okalor	q	r	0	8	8|7|6|2|5|5|5|2|6	1|1|1|1|1|1|1|1|1	f78v|f78v.20|P|B
2765	8	42	chedy	yteedy	c	y	0	7	5|6|7|6|2|5|5|6	1|1|1|1|1|1|1|1	f78v|f78v.21|P|B
2766	10	40	okol	qol	o	l	1	9	4|4|2|5|4|6|5|2|5|3	1|1|1|1|1|1|1|1|1|1	f78v|f78v.22|P|B
2767	9	42	qol	dy	q	y	0	8	3|5|6|7|6|2|5|6|2	1|1|1|1|1|1|1|1|1	f78v|f78v.23|P|B
2768	9	42	ytaiin	kedy	y	y	0	8	6|5|2|6|6|4|5|4|4	1|1|1|1|1|1|1|1|1	f78v|f78v.24|P|B
2769	9	42	teeol	sham	t	m	2	8	5|8|8|2|2|9|2|2|4	1|1|1|1|1|1|1|1|1	f78v|f78v.25|P|B
2770	9	42	qokaiin	otaldy	q	y	0	8	7|2|6|5|2|5|3|6|6	1|1|1|1|1|1|1|1|1	f78v|f78v.26|P|B
2771	11	39	lol	olkaiin	l	n	1	10	3|3|3|1|2|3|5|2|5|5|7	1|1|1|1|1|1|1|1|1|1|1	f78v|f78v.27|P|B
2772	10	41	olkain	d	o	d	0	9	6|4|5|4|2|6|6|3|4|1	1|1|1|1|1|1|1|1|1|1	f78v|f78v.28|P|B
2773	11	40	lchedy	ary	l	y	0	10	6|6|3|5|2|2|1|5|2|5|3	1|1|1|1|1|1|1|1|1|1|1	f78v|f78v.29|P|B
2774	10	41	sal	ary	s	y	0	9	3|4|4|6|2|5|4|5|5|3	1|1|1|1|1|1|1|1|1|1	f78v|f78v.30|P|B
2775	9	41	sor	sholkal	s	l	0	8	3|2|2|5|6|5|5|6|7	1|1|1|1|1|1|1|1|1	f78v|f78v.31|P|B
2776	6	26	lol	otalor	l	r	0	5	3|5|5|2|5|6	1|1|1|1|1|1	f78v|f78v.32|P|B
2777	9	48	torain	shedy	t	y	1	7	6|5|5|2|4|9|8|4|5	1|1|1|1|1|705|1|1|1	f79r|f79r.1|P|B
2778	9	49	qoteedy	loly	q	y	0	8	7|5|7|6|6|3|5|6|4	1|1|1|1|1|1|1|1|1	f79r|f79r.2|P|B
2779	10	52	yshealdy	rchedy	y	y	0	8	8|6|7|7|2|1|4|5|6|6	1155|1|1|1|1|1|1|1|1|1	f79r|f79r.3|P|B
2780	11	53	teey	ol	t	l	0	10	4|3|5|5|8|6|4|6|6|4|2	1|1|1|1|1|1|1|1|1|1|1	f79r|f79r.4|P|B
2781	13	54	qokal	chy	q	y	0	12	5|5|6|2|5|7|3|4|4|1|5|4|3	1|1|1|1|1|1|1|1|1|1|1|1|1	f79r|f79r.5|P|B
2782	9	39	shol	chey	s	y	0	8	4|4|2|6|5|4|7|3|4	1|1|1|1|1|1|1|1|1	f79r|f79r.6|P|B
2783	10	47	polchedy	qokar	p	r	1	9	8|5|4|4|2|5|6|4|4|5	1|1|1|1|1|1|1|1|1|1	f79r|f79r.7|P|B
2784	9	47	qokol	cholo	q	o	1	8	5|6|5|4|7|6|4|5|5	1|1|1|1|1|1|1|1|1	f79r|f79r.8|P|B
2785	9	48	saiin	qokam	s	m	0	8	5|5|7|5|5|7|4|5|5	1|1|1|1|1|1|1|1|1	f79r|f79r.9|P|B
2786	8	48	qokshedy	otechys	q	s	0	7	8|6|5|4|6|7|5|7	1|1|1|1|1|1|1|1	f79r|f79r.10|P|B
2787	9	45	shoikhy	ory	s	y	0	8	7|5|5|5|6|4|6|4|3	1|1|1|1|1|1|1|1|1	f79r|f79r.11|P|B
2788	6	33	qokchy	sal	q	l	0	5	6|7|5|5|7|3	1|1|1|1|1|1	f79r|f79r.12|P|B
2789	9	47	pshorol	ol	p	l	0	7	7|6|7|7|7|5|2|4|2	831|1|1|1|1|1|1|1|1	f79r|f79r.13|P|B
2790	10	47	saral	qol	s	l	1	9	5|6|7|5|3|5|4|4|5|3	1|1|1|1|1|1|1|1|1|1	f79r|f79r.14|P|B
2791	11	43	qokl	lchey	q	y	0	10	4|4|5|5|4|4|1|4|2|5|5	1|1|1|1|1|1|1|1|1|1|1	f79r|f79r.15|P|B
2792	9	45	shain	qokam	s	m	0	8	5|6|4|6|4|5|6|4|5	1|1|1|1|1|1|1|1|1	f79r|f79r.16|P|B
2793	11	43	qokaiin	ol	q	l	0	10	7|3|6|2|3|2|4|6|4|4|2	1|1|1|1|1|1|1|1|1|1|1	f79r|f79r.17|P|B
2794	10	47	solor	dam	s	m	1	9	5|6|7|4|6|5|5|4|2|3	1|1|1|1|1|1|1|1|1|1	f79r|f79r.18|P|B
2795	10	44	sol	oly	s	y	0	9	3|5|4|4|4|4|6|6|5|3	1|1|1|1|1|1|1|1|1|1	f79r|f79r.19|P|B
2796	8	31	y	chear	y	r	1	7	1|4|1|6|5|6|3|5	1|1|1|1|1|1|1|1	f79r|f79r.20|P|B
2797	8	47	pol	dalkeeeyry	p	y	0	5	3|4|9|6|5|4|6|10	1|1|953|1|1|1|1|290	f79r|f79r.21|P|B
2798	9	50	lchey	dorchedchey	l	y	0	7	5|3|6|7|5|4|7|2|11	1|1|1|1|1|1|1|1|346	f79r|f79r.22|P|B
2799	11	47	das	otory	d	y	0	10	3|5|7|2|5|7|2|4|1|6|5	1|1|1|1|1|1|1|1|1|1|1	f79r|f79r.23|P|B
2800	8	46	qokshedy	y	q	y	0	7	8|7|8|6|5|6|5|1	1|1|1|1|1|1|1|1	f79r|f79r.24|P|B
2801	8	42	cholchey	chcthy	c	y	0	7	8|6|3|4|5|5|5|6	1|1|1|1|1|1|1|1	f79r|f79r.25|P|B
2802	8	49	polaiin	ory	p	y	0	7	7|7|7|7|7|7|4|3	1|1|1|1|1|1|1|1	f79r|f79r.26|P|B
2803	10	44	qokeedy	oky	q	y	0	9	7|5|3|5|7|2|3|6|3|3	1|1|1|1|1|1|1|1|1|1	f79r|f79r.27|P|B
2804	9	43	y	lchey	y	y	0	8	1|8|6|1|4|5|7|6|5	1|1|1|1|1|1|1|1|1	f79r|f79r.28|P|B
2805	9	42	lcheey	oly	l	y	0	8	6|6|4|5|4|5|5|4|3	1|1|1|1|1|1|1|1|1	f79r|f79r.29|P|B
2806	5	21	y	olor	y	r	0	4	1|5|5|6|4	1|1|1|1|1	f79r|f79r.30|P|B
2807	8	43	polshey	ol	p	l	0	7	7|8|5|5|5|5|6|2	1|1|1|1|1|1|1|1	f79r|f79r.31|P|B
2808	11	44	sol	ol	s	l	1	10	3|6|7|6|2|6|4|5|2|1|2	1|1|1|1|1|1|1|1|1|1|1	f79r|f79r.32|P|B
2809	8	43	daiin	ol	d	l	0	7	5|5|8|7|6|4|6|2	1|1|1|1|1|1|1|1	f79r|f79r.33|P|B
2810	6	32	lcheol	oteedy	l	y	0	5	6|6|5|5|4|6	1|1|1|1|1|1	f79r|f79r.34|P|B
2811	7	40	polchedy	otal	p	l	0	6	8|5|7|6|3|7|4	1|1|1|1|1|1|1	f79r|f79r.35|P|B
2812	10	38	sol	oly	s	y	0	9	3|6|2|5|2|5|5|2|5|3	1|1|1|1|1|1|1|1|1|1	f79r|f79r.36|P|B
2813	8	40	lcheol	dain	l	n	1	7	6|2|2|5|7|8|6|4	1|1|1|1|1|1|1|1	f79r|f79r.37|P|B
2814	4	21	pol	qokeey	p	y	0	3	3|7|5|6	1|1|1|1	f79r|f79r.38|P|B
2815	7	42	polkeey	olkal	p	l	0	5	7|5|6|4|5|10|5	1|1|1|1|1|960|1	f79r|f79r.39|P|B
2816	8	42	y	chckhy	y	y	0	7	1|5|7|7|8|2|6|6	1|1|1|1|1|1|1|1	f79r|f79r.40|P|B
2817	9	41	qokain	oly	q	y	1	8	6|5|6|6|6|2|2|5|3	1|1|1|1|1|1|1|1|1	f79r|f79r.41|P|B
2818	8	39	sain	cheedy	s	y	0	7	4|5|5|7|4|5|3|6	1|1|1|1|1|1|1|1	f79r|f79r.42|P|B
2819	10	41	y	ldy	y	y	0	9	1|4|6|5|4|5|5|2|6|3	1|1|1|1|1|1|1|1|1|1	f79r|f79r.43|P|B
