token	frequency	length_symbols	glyph_composition	initial_glyph	final_glyph	physical_line_coverage	folio_coverage	section_coverage	mean_normalized_line_position	median_normalized_line_position	edit_family_id
chockhdy	1	8	c|h|o|c|k|h|d|y	c	y	1	1	1	0.1666666667	0.1666666667	1
chockhed	1	8	c|h|o|c|k|h|e|d	c	d	1	1	1	0.2	0.2	1
chockhedy	1	9	c|h|o|c|k|h|e|d|y	c	y	1	1	1	0.6	0.6	1
chockhey	5	8	c|h|o|c|k|h|e|y	c	y	5	5	3	0.1680519481	0.1	1
chockhhor	1	9	c|h|o|c|k|h|h|o|r	c	r	1	1	1	0.7142857143	0.7142857143	1
chockhia	1	8	c|h|o|c|k|h|i|a	c	a	1	1	1	0.5	0.5	192
chockhol	1	8	c|h|o|c|k|h|o|l	c	l	1	1	1	0.8	0.8	1
chockhor	1	8	c|h|o|c|k|h|o|r	c	r	1	1	1	0.2222222222	0.2222222222	1
chockhy	23	7	c|h|o|c|k|h|y	c	y	23	23	5	0.456427389	0.4545454545	1
chocphar	1	8	c|h|o|c|p|h|a|r	c	r	1	1	1	1	1	1
chocpheod	1	9	c|h|o|c|p|h|e|o|d	c	d	1	1	1	0.5	0.5	193
chocphol	1	8	c|h|o|c|p|h|o|l	c	l	1	1	1	0.5	0.5	1
chocphy	3	7	c|h|o|c|p|h|y	c	y	3	3	2	0.5	0.25	1
chocthar	1	8	c|h|o|c|t|h|a|r	c	r	1	1	1	0.152173913	0.152173913	1
chocthedy	1	9	c|h|o|c|t|h|e|d|y	c	y	1	1	1	0.8571428571	0.8571428571	1
choctheeey	1	10	c|h|o|c|t|h|e|e|e|y	c	y	1	1	1	0.875	0.875	194
chocthey	4	8	c|h|o|c|t|h|e|y	c	y	4	4	3	0.5557539683	0.5222222222	1
chocthhy	2	8	c|h|o|c|t|h|h|y	c	y	2	2	1	0.8333333333	0.8333333333	1
chocthody	1	9	c|h|o|c|t|h|o|d|y	c	y	1	1	1	0.5	0.5	1
chocthy	19	7	c|h|o|c|t|h|y	c	y	19	17	4	0.523403205	0.5	1
choctoy	1	7	c|h|o|c|t|o|y	c	y	1	1	1	0.3333333333	0.3333333333	1
chocty	1	6	c|h|o|c|t|y	c	y	1	1	1	1	1	1
chod	9	4	c|h|o|d	c	d	9	9	4	0.5007054674	0.4444444444	1
chodaal	1	7	c|h|o|d|a|a|l	c	l	1	1	1	0.3	0.3	1
chodaiin	46	8	c|h|o|d|a|i|i|n	c	n	45	38	5	0.5307904656	0.5277777778	1
chodaiindy	1	10	c|h|o|d|a|i|i|n|d|y	c	y	1	1	1	1	1	195
chodain	8	7	c|h|o|d|a|i|n	c	n	8	8	3	0.6931051587	0.7738095238	1
chodair	2	7	c|h|o|d|a|i|r	c	r	2	2	2	0.3857142857	0.3857142857	1
chodal	7	6	c|h|o|d|a|l	c	l	7	6	4	0.6769230769	0.7435897436	1
chodalar	1	8	c|h|o|d|a|l|a|r	c	r	1	1	1	0.7352941176	0.7352941176	1
chodalg	1	7	c|h|o|d|a|l|g	c	g	1	1	1	1	1	1
chodalr	1	7	c|h|o|d|a|l|r	c	r	1	1	1	0.3333333333	0.3333333333	1
chodaly	3	7	c|h|o|d|a|l|y	c	y	3	3	1	0.6944444444	0.6666666667	1
chodam	1	6	c|h|o|d|a|m	c	m	1	1	1	0.4285714286	0.4285714286	1
chodar	13	6	c|h|o|d|a|r	c	r	13	13	4	0.6339250493	0.75	1
chodchy	4	7	c|h|o|d|c|h|y	c	y	4	4	3	0.6369047619	0.7738095238	1
choddal	1	7	c|h|o|d|d|a|l	c	l	1	1	1	1	1	1
choddy	1	6	c|h|o|d|d|y	c	y	1	1	1	0.2	0.2	1
chodey	1	6	c|h|o|d|e|y	c	y	1	1	1	0.7142857143	0.7142857143	1
chodl	1	5	c|h|o|d|l	c	l	1	1	1	0.9230769231	0.9230769231	1
chodo	1	5	c|h|o|d|o	c	o	1	1	1	0.7	0.7	1
chodol	2	6	c|h|o|d|o|l	c	l	2	2	2	0.6944444444	0.6944444444	1
chodoldy	1	8	c|h|o|d|o|l|d|y	c	y	1	1	1	1	1	1
chodor	1	6	c|h|o|d|o|r	c	r	1	1	1	0.375	0.375	1
chods	2	5	c|h|o|d|s	c	s	2	2	2	0.4888888889	0.4888888889	1
chody	92	5	c|h|o|d|y	c	y	91	65	6	0.5901379907	0.5916666667	1
chodykchy	1	9	c|h|o|d|y|k|c|h|y	c	y	1	1	1	0.5	0.5	196
chodys	1	6	c|h|o|d|y|s	c	s	1	1	1	0.2	0.2	1
choeea	1	6	c|h|o|e|e|a	c	a	1	1	1	0	0	1
choeeer	1	7	c|h|o|e|e|e|r	c	r	1	1	1	0.6666666667	0.6666666667	197
choees	2	6	c|h|o|e|e|s	c	s	2	2	1	0.09090909091	0.09090909091	1
choeesy	1	7	c|h|o|e|e|s|y	c	y	1	1	1	0.5	0.5	1
choeey	1	6	c|h|o|e|e|y	c	y	1	1	1	0	0	1
choefy	1	6	c|h|o|e|f|y	c	y	1	1	1	0.3333333333	0.3333333333	1
choek	1	5	c|h|o|e|k	c	k	1	1	1	0.6666666667	0.6666666667	1
choekcheey	1	10	c|h|o|e|k|c|h|e|e|y	c	y	1	1	1	0.9245283019	0.9245283019	1
choekeeos	1	9	c|h|o|e|k|e|e|o|s	c	s	1	1	1	0.0303030303	0.0303030303	198
choekeey	1	8	c|h|o|e|k|e|e|y	c	y	1	1	1	0.1428571429	0.1428571429	1
choekey	1	7	c|h|o|e|k|e|y	c	y	1	1	1	0.25	0.25	1
choeky	3	6	c|h|o|e|k|y	c	y	3	3	3	0.8051230954	0.8709677419	1
choepchey	1	9	c|h|o|e|p|c|h|e|y	c	y	1	1	1	0.675	0.675	1
choer	1	5	c|h|o|e|r	c	r	1	1	1	0.5	0.5	1
choetchaldy	1	11	c|h|o|e|t|c|h|a|l|d|y	c	y	1	1	1	0.5161290323	0.5161290323	199
choetchy	1	8	c|h|o|e|t|c|h|y	c	y	1	1	1	0.6363636364	0.6363636364	1
choeteedy	1	9	c|h|o|e|t|e|e|d|y	c	y	1	1	1	0.3255813953	0.3255813953	1
choetey	1	7	c|h|o|e|t|e|y	c	y	1	1	1	0.5	0.5	1
choety	2	6	c|h|o|e|t|y	c	y	2	2	1	0.6666666667	0.6666666667	1
chof	2	4	c|h|o|f	c	f	2	2	1	0.4305555556	0.4305555556	1
chofaly	1	7	c|h|o|f|a|l|y	c	y	1	1	1	0.5	0.5	1
chofary	1	7	c|h|o|f|a|r|y	c	y	1	1	1	0.5	0.5	1
chofchdy	1	8	c|h|o|f|c|h|d|y	c	y	1	1	1	0.6666666667	0.6666666667	1
chofchody	1	9	c|h|o|f|c|h|o|d|y	c	y	1	1	1	1	1	1
chofchol	1	8	c|h|o|f|c|h|o|l	c	l	1	1	1	0.5	0.5	1
chofchy	1	7	c|h|o|f|c|h|y	c	y	1	1	1	0.1666666667	0.1666666667	1
chofo	1	5	c|h|o|f|o	c	o	1	1	1	0.875	0.875	1
chofol	1	6	c|h|o|f|o|l	c	l	1	1	1	0.4285714286	0.4285714286	1
chofy	1	5	c|h|o|f|y	c	y	1	1	1	0.7777777778	0.7777777778	1
chofydy	1	7	c|h|o|f|y|d|y	c	y	1	1	1	0.5833333333	0.5833333333	200
chog	2	4	c|h|o|g	c	g	2	2	1	0.6666666667	0.6666666667	1
choiin	13	6	c|h|o|i|i|n	c	n	13	12	1	0.4683455433	0.4444444444	1
choikhedy	1	9	c|h|o|i|k|h|e|d|y	c	y	1	1	1	0.1666666667	0.1666666667	1
choikhy	1	7	c|h|o|i|k|h|y	c	y	1	1	1	0.1351351351	0.1351351351	1
choiphy	1	7	c|h|o|i|p|h|y	c	y	1	1	1	0.875	0.875	1
choithy	1	7	c|h|o|i|t|h|y	c	y	1	1	1	0.5714285714	0.5714285714	1
chok	5	4	c|h|o|k	c	k	5	5	3	0.425	0.5	1
chokag	1	6	c|h|o|k|a|g	c	g	1	1	1	1	1	1
chokaiin	16	8	c|h|o|k|a|i|i|n	c	n	16	15	5	0.5515267718	0.5192307692	1
chokain	11	7	c|h|o|k|a|i|n	c	n	11	9	4	0.541383634	0.5	1
chokal	7	6	c|h|o|k|a|l	c	l	7	7	5	0.4177857214	0.4285714286	1
chokaly	2	7	c|h|o|k|a|l|y	c	y	2	2	2	0.271978022	0.271978022	1
chokam	3	6	c|h|o|k|a|m	c	m	3	3	3	0.4904761905	0.5	1
chokan	2	6	c|h|o|k|a|n	c	n	2	2	1	0.8333333333	0.8333333333	1
chokar	7	6	c|h|o|k|a|r	c	r	7	7	4	0.4524170274	0.4	1
chokaro	1	7	c|h|o|k|a|r|o	c	o	1	1	1	0.5	0.5	1
chokary	1	7	c|h|o|k|a|r|y	c	y	1	1	1	1	1	1
chokchaiin	2	10	c|h|o|k|c|h|a|i|i|n	c	n	2	2	2	0.5	0.5	201
chokchedy	2	9	c|h|o|k|c|h|e|d|y	c	y	2	2	1	0.8888888889	0.8888888889	1
chokcheey	1	9	c|h|o|k|c|h|e|e|y	c	y	1	1	1	0.3333333333	0.3333333333	1
chokcheo	1	8	c|h|o|k|c|h|e|o	c	o	1	1	1	0.5	0.5	1
chokchey	3	8	c|h|o|k|c|h|e|y	c	y	3	3	3	0.2777777778	0.1666666667	1
chokcho	2	7	c|h|o|k|c|h|o	c	o	2	2	1	0.1875	0.1875	1
chokchodaiin	1	12	c|h|o|k|c|h|o|d|a|i|i|n	c	n	1	1	1	0.5	0.5	202
chokchol	4	8	c|h|o|k|c|h|o|l	c	l	4	4	1	0.2416666667	0.08333333333	1
chokchor	1	8	c|h|o|k|c|h|o|r	c	r	1	1	1	0.4285714286	0.4285714286	1
chokchy	16	7	c|h|o|k|c|h|y	c	y	16	14	3	0.478582702	0.4272727273	1
chokcom	1	7	c|h|o|k|c|o|m	c	m	1	1	1	1	1	203
chokeal	1	7	c|h|o|k|e|a|l	c	l	1	1	1	0.3	0.3	1
chokear	1	7	c|h|o|k|e|a|r	c	r	1	1	1	0.5581395349	0.5581395349	1
chokedair	1	9	c|h|o|k|e|d|a|i|r	c	r	1	1	1	0.1818181818	0.1818181818	204
chokedal	1	8	c|h|o|k|e|d|a|l	c	l	1	1	1	1	1	1
chokedy	4	7	c|h|o|k|e|d|y	c	y	4	3	1	0.3880952381	0.3928571429	1
chokeed	1	7	c|h|o|k|e|e|d	c	d	1	1	1	0.6333333333	0.6333333333	1
chokeedam	1	9	c|h|o|k|e|e|d|a|m	c	m	1	1	1	0.1428571429	0.1428571429	205
chokeedy	3	8	c|h|o|k|e|e|d|y	c	y	3	3	2	0.468013468	0.2222222222	1
chokeeey	2	8	c|h|o|k|e|e|e|y	c	y	2	2	2	0.6352941176	0.6352941176	1
chokeeo	2	7	c|h|o|k|e|e|o	c	o	2	2	1	0.3333333333	0.3333333333	1
chokeeodol	1	10	c|h|o|k|e|e|o|d|o|l	c	l	1	1	1	0.2	0.2	206
chokeeody	1	9	c|h|o|k|e|e|o|d|y	c	y	1	1	1	0.1666666667	0.1666666667	1
chokeeoky	1	9	c|h|o|k|e|e|o|k|y	c	y	1	1	1	0.8	0.8	1
chokees	1	7	c|h|o|k|e|e|s	c	s	1	1	1	0.6086956522	0.6086956522	1
chokeey	12	7	c|h|o|k|e|e|y	c	y	12	11	5	0.461276455	0.5071428571	1
chokeo	4	6	c|h|o|k|e|o	c	o	4	4	3	0.3012406948	0.2153846154	1
chokeod	1	7	c|h|o|k|e|o|d	c	d	1	1	1	0	0	1
chokeody	5	8	c|h|o|k|e|o|d|y	c	y	5	5	2	0.533968254	0.5	1
chokeol	4	7	c|h|o|k|e|o|l	c	l	4	4	4	0.2476190476	0.280952381	1
chokeor	1	7	c|h|o|k|e|o|r	c	r	1	1	1	0.7142857143	0.7142857143	1
chokeos	1	7	c|h|o|k|e|o|s	c	s	1	1	1	0.5	0.5	1
chokey	7	6	c|h|o|k|e|y	c	y	7	7	4	0.5597509274	0.6486486486	1
choko	2	5	c|h|o|k|o	c	o	2	2	2	0.3541666667	0.3541666667	1
chokoaiin	1	9	c|h|o|k|o|a|i|i|n	c	n	1	1	1	0.1666666667	0.1666666667	1
chokody	2	7	c|h|o|k|o|d|y	c	y	2	2	1	0.8	0.8	1
chokoiin	1	8	c|h|o|k|o|i|i|n	c	n	1	1	1	0.4444444444	0.4444444444	1
chokoishe	1	9	c|h|o|k|o|i|s|h|e	c	e	1	1	1	0	0	207
chokokor	1	8	c|h|o|k|o|k|o|r	c	r	1	1	1	1	1	208
chokol	4	6	c|h|o|k|o|l	c	l	4	4	3	0.1551053114	0.1339285714	1
chokoldy	1	8	c|h|o|k|o|l|d|y	c	y	1	1	1	1	1	1
chokolg	1	7	c|h|o|k|o|l|g	c	g	1	1	1	1	1	1
chokor	5	6	c|h|o|k|o|r	c	r	5	4	2	0.4940836941	0.4444444444	1
chokoraiin	1	10	c|h|o|k|o|r|a|i|i|n	c	n	1	1	1	1	1	1
chokoran	1	8	c|h|o|k|o|r|a|n	c	n	1	1	1	1	1	209
chokshchy	1	9	c|h|o|k|s|h|c|h|y	c	y	1	1	1	0.5	0.5	210
chokshor	2	8	c|h|o|k|s|h|o|r	c	r	2	2	2	0.07692307692	0.07692307692	1
chokshy	1	7	c|h|o|k|s|h|y	c	y	1	1	1	0	0	1
choksy	1	6	c|h|o|k|s|y	c	y	1	1	1	1	1	1
choky	40	5	c|h|o|k|y	c	y	39	34	5	0.6094339619	0.7071428571	1
chol	398	4	c|h|o|l	c	l	343	150	8	0.4354157449	0.4188596491	1
cholaiim	1	8	c|h|o|l|a|i|i|m	c	m	1	1	1	1	1	1
cholaiin	4	8	c|h|o|l|a|i|i|n	c	n	4	4	4	0.4743951139	0.4689922481	1
cholainy	1	8	c|h|o|l|a|i|n|y	c	y	1	1	1	0.5161290323	0.5161290323	211
cholal	3	6	c|h|o|l|a|l	c	l	3	3	2	0.5707070707	0.5454545455	1
cholalaiin	1	10	c|h|o|l|a|l|a|i|i|n	c	n	1	1	1	0.5	0.5	212
cholaly	1	7	c|h|o|l|a|l|y	c	y	1	1	1	0.6	0.6	1
cholam	1	6	c|h|o|l|a|m	c	m	1	1	1	1	1	1
cholar	1	6	c|h|o|l|a|r	c	r	1	1	1	0.5	0.5	1
cholcham	1	8	c|h|o|l|c|h|a|m	c	m	1	1	1	1	1	11
cholchecthody	1	13	c|h|o|l|c|h|e|c|t|h|o|d|y	c	y	1	1	1	1	1	213
cholchedy	2	9	c|h|o|l|c|h|e|d|y	c	y	2	2	2	0.5857142857	0.5857142857	1
cholcheey	1	9	c|h|o|l|c|h|e|e|y	c	y	1	1	1	0.6	0.6	1
cholches	1	8	c|h|o|l|c|h|e|s	c	s	1	1	1	0.25	0.25	1
cholchey	2	8	c|h|o|l|c|h|e|y	c	y	2	2	2	0.03846153846	0.03846153846	1
cholchom	1	8	c|h|o|l|c|h|o|m	c	m	1	1	1	1	1	11
cholckhhy	1	9	c|h|o|l|c|k|h|h|y	c	y	1	1	1	0.8333333333	0.8333333333	214
cholcthom	1	9	c|h|o|l|c|t|h|o|m	c	m	1	1	1	1	1	11
chold	1	5	c|h|o|l|d	c	d	1	1	1	1	1	1
choldaiin	3	9	c|h|o|l|d|a|i|i|n	c	n	3	3	2	0.6416666667	0.8	1
choldal	1	7	c|h|o|l|d|a|l	c	l	1	1	1	0.25	0.25	1
choldam	1	7	c|h|o|l|d|a|m	c	m	1	1	1	1	1	1
choldar	1	7	c|h|o|l|d|a|r	c	r	1	1	1	0.3333333333	0.3333333333	1
choldchy	1	8	c|h|o|l|d|c|h|y	c	y	1	1	1	1	1	1
choldshy	1	8	c|h|o|l|d|s|h|y	c	y	1	1	1	0.3333333333	0.3333333333	1
choldy	11	6	c|h|o|l|d|y	c	y	11	11	4	0.766372549	0.8	1
choleey	1	7	c|h|o|l|e|e|y	c	y	1	1	1	0.5	0.5	1
cholfchy	1	8	c|h|o|l|f|c|h|y	c	y	1	1	1	0.6666666667	0.6666666667	1
cholfor	1	7	c|h|o|l|f|o|r	c	r	1	1	1	0.9090909091	0.9090909091	1
cholfy	1	6	c|h|o|l|f|y	c	y	1	1	1	0.125	0.125	1
cholkaiin	5	9	c|h|o|l|k|a|i|i|n	c	n	5	5	4	0.5777056277	0.7142857143	1
cholkain	1	8	c|h|o|l|k|a|i|n	c	n	1	1	1	1	1	1
cholkal	3	7	c|h|o|l|k|a|l	c	l	3	3	3	0.3727390181	0.3333333333	1
cholkar	3	7	c|h|o|l|k|a|r	c	r	3	3	3	0.9	1	1
cholkchy	1	8	c|h|o|l|k|c|h|y	c	y	1	1	1	0.4545454545	0.4545454545	1
cholkeedy	4	9	c|h|o|l|k|e|e|d|y	c	y	4	4	2	0.3717532468	0.303030303	1
cholkeeey	2	9	c|h|o|l|k|e|e|e|y	c	y	2	2	2	0.3777777778	0.3777777778	1
cholkeey	1	8	c|h|o|l|k|e|e|y	c	y	1	1	1	0.1111111111	0.1111111111	1
cholkeog	1	8	c|h|o|l|k|e|o|g	c	g	1	1	1	0.4444444444	0.4444444444	215
cholkor	1	7	c|h|o|l|k|o|r	c	r	1	1	1	0.7777777778	0.7777777778	1
cholkshedy	1	10	c|h|o|l|k|s|h|e|d|y	c	y	1	1	1	0.25	0.25	216
cholky	4	6	c|h|o|l|k|y	c	y	4	4	2	0.4820075758	0.5681818182	1
cholo	2	5	c|h|o|l|o	c	o	2	2	2	0.6666666667	0.6666666667	1
cholody	4	7	c|h|o|l|o|d|y	c	y	4	4	2	0.5297619048	0.4166666667	1
cholohaiin	1	10	c|h|o|l|o|h|a|i|i|n	c	n	1	1	1	0.5714285714	0.5714285714	217
cholol	1	6	c|h|o|l|o|l	c	l	1	1	1	1	1	1
chololcr	1	8	c|h|o|l|o|l|c|r	c	r	1	1	1	0.1428571429	0.1428571429	218
cholols	2	7	c|h|o|l|o|l|s	c	s	2	2	2	0.5476190476	0.5476190476	1
chololy	1	7	c|h|o|l|o|l|y	c	y	1	1	1	0.25	0.25	1
cholor	5	6	c|h|o|l|o|r	c	r	5	5	3	0.5603968254	0.5714285714	1
cholp	1	5	c|h|o|l|p	c	p	1	1	1	0.9	0.9	1
cholpchd	1	8	c|h|o|l|p|c|h|d	c	d	1	1	1	0.875	0.875	219
cholraly	1	8	c|h|o|l|r|a|l|y	c	y	1	1	1	0.2222222222	0.2222222222	1
chols	4	5	c|h|o|l|s	c	s	4	4	3	0.6130952381	0.5833333333	1
cholsheody	1	10	c|h|o|l|s|h|e|o|d|y	c	y	1	1	1	0.6666666667	0.6666666667	220
cholshey	1	8	c|h|o|l|s|h|e|y	c	y	1	1	1	0.2	0.2	1
cholsho	1	7	c|h|o|l|s|h|o	c	o	1	1	1	0.4	0.4	221
choltaiin	1	9	c|h|o|l|t|a|i|i|n	c	n	1	1	1	0.75	0.75	1
choltam	1	7	c|h|o|l|t|a|m	c	m	1	1	1	1	1	1
choltar	1	7	c|h|o|l|t|a|r	c	r	1	1	1	0.2	0.2	1
cholxy	1	6	c|h|o|l|x|y	c	y	1	1	1	1	1	1
choly	17	5	c|h|o|l|y	c	y	17	17	6	0.6107368234	0.7142857143	1
chom	13	4	c|h|o|m	c	m	13	9	2	0.7352647353	0.7142857143	1
chon	1	4	c|h|o|n	c	n	1	1	1	0.5	0.5	1
chool	2	5	c|h|o|o|l	c	l	2	2	2	0.4017094017	0.4017094017	1
choolkeey	1	9	c|h|o|o|l|k|e|e|y	c	y	1	1	1	1	1	1
choor	2	5	c|h|o|o|r	c	r	2	2	1	0.7083333333	0.7083333333	1
chop	2	4	c|h|o|p	c	p	2	2	2	0.5833333333	0.5833333333	1
chopar	1	6	c|h|o|p|a|r	c	r	1	1	1	0.2222222222	0.2222222222	1
chopchal	1	8	c|h|o|p|c|h|a|l	c	l	1	1	1	0.7142857143	0.7142857143	1
chopchdy	1	8	c|h|o|p|c|h|d|y	c	y	1	1	1	0.1	0.1	1
chopchedy	2	9	c|h|o|p|c|h|e|d|y	c	y	2	2	2	0.4523809524	0.4523809524	1
chopcheey	1	9	c|h|o|p|c|h|e|e|y	c	y	1	1	1	0.6666666667	0.6666666667	1
chopcheod	1	9	c|h|o|p|c|h|e|o|d	c	d	1	1	1	0.1	0.1	5
chopcheopchy	1	12	c|h|o|p|c|h|e|o|p|c|h|y	c	y	1	1	1	0.4848484848	0.4848484848	222
chopchey	1	8	c|h|o|p|c|h|e|y	c	y	1	1	1	0.3333333333	0.3333333333	1
chopcho	1	7	c|h|o|p|c|h|o	c	o	1	1	1	0.8	0.8	1
chopchol	1	8	c|h|o|p|c|h|o|l	c	l	1	1	1	0.875	0.875	1
chopchy	5	7	c|h|o|p|c|h|y	c	y	5	4	3	0.4968421053	0.6	1
chopdain	1	8	c|h|o|p|d|a|i|n	c	n	1	1	1	0.75	0.75	1
chopo	1	5	c|h|o|p|o	c	o	1	1	1	0.75	0.75	1
chopol	1	6	c|h|o|p|o|l	c	l	1	1	1	0.4	0.4	1
chopy	3	5	c|h|o|p|y	c	y	3	3	2	0.2757936508	0.2857142857	1
chor	212	4	c|h|o|r	c	r	198	108	6	0.422323802	0.3693181818	1
choraiin	4	8	c|h|o|r|a|i|i|n	c	n	4	4	3	0.480994152	0.350877193	1
chorain	3	7	c|h|o|r|a|i|n	c	n	3	3	2	0.9166666667	1	1
choraly	1	7	c|h|o|r|a|l|y	c	y	1	1	1	0.1428571429	0.1428571429	1
chorar	1	6	c|h|o|r|a|r	c	r	1	1	1	1	1	1
choraryctol	1	11	c|h|o|r|a|r|y|c|t|o|l	c	l	1	1	1	1	1	223
chorcheor	1	9	c|h|o|r|c|h|e|o|r	c	r	1	1	1	0.1428571429	0.1428571429	1
chorcholsal	1	11	c|h|o|r|c|h|o|l|s|a|l	c	l	1	1	1	1	1	224
chorchor	1	8	c|h|o|r|c|h|o|r	c	r	1	1	1	0.7142857143	0.7142857143	1
chorchy	2	7	c|h|o|r|c|h|y	c	y	2	2	1	0.6688311688	0.6688311688	1
chordam	1	7	c|h|o|r|d|a|m	c	m	1	1	1	0.1111111111	0.1111111111	1
chordy	2	6	c|h|o|r|d|y	c	y	2	1	1	0.7727272727	0.7727272727	1
chorly	1	6	c|h|o|r|l|y	c	y	1	1	1	1	1	1
choro	1	5	c|h|o|r|o	c	o	1	1	1	0.6	0.6	1
chorody	1	7	c|h|o|r|o|d|y	c	y	1	1	1	0.125	0.125	1
choroiin	1	8	c|h|o|r|o|i|i|n	c	n	1	1	1	1	1	1
chorol	3	6	c|h|o|r|o|l	c	l	3	3	2	0.5393939394	0.4	1
chorolk	1	7	c|h|o|r|o|l|k	c	k	1	1	1	0.2222222222	0.2222222222	1
choror	3	6	c|h|o|r|o|r	c	r	3	3	2	0.7142857143	0.8095238095	1
choross	1	7	c|h|o|r|o|s|s	c	s	1	1	1	1	1	225
chorshedy	1	9	c|h|o|r|s|h|e|d|y	c	y	1	1	1	0	0	226
chory	11	5	c|h|o|r|y	c	y	11	11	2	0.8434343434	1	1
chos	39	4	c|h|o|s	c	s	38	28	4	0.5043249635	0.5	1
chosaiin	2	8	c|h|o|s|a|i|i|n	c	n	2	2	2	0.8133333333	0.8133333333	1
chosals	1	7	c|h|o|s|a|l|s	c	s	1	1	1	1	1	1
chosar	2	6	c|h|o|s|a|r	c	r	2	2	2	0.5	0.5	1
chosaroshol	1	11	c|h|o|s|a|r|o|s|h|o|l	c	l	1	1	1	0.5	0.5	227
choschy	1	7	c|h|o|s|c|h|y	c	y	1	1	1	0.25	0.25	1
choshy	2	6	c|h|o|s|h|y	c	y	2	2	1	0.1875	0.1875	1
choshydy	1	8	c|h|o|s|h|y|d|y	c	y	1	1	1	0.8292682927	0.8292682927	228
chosory	1	7	c|h|o|s|o|r|y	c	y	1	1	1	1	1	229
chosy	1	5	c|h|o|s|y	c	y	1	1	1	0.2857142857	0.2857142857	1
chot	4	4	c|h|o|t	c	t	4	4	2	0.288510101	0.202020202	1
chotag	1	6	c|h|o|t|a|g	c	g	1	1	1	1	1	1
chotaiin	10	8	c|h|o|t|a|i|i|n	c	n	10	10	5	0.7538056836	0.9285714286	1
chotaiir	1	8	c|h|o|t|a|i|i|r	c	r	1	1	1	0.8888888889	0.8888888889	1
chotain	4	7	c|h|o|t|a|i|n	c	n	4	3	2	0.4662698413	0.4444444444	1
chotair	1	7	c|h|o|t|a|i|r	c	r	1	1	1	0.4545454545	0.4545454545	1
chotais	1	7	c|h|o|t|a|i|s	c	s	1	1	1	0.5	0.5	1
chotal	8	6	c|h|o|t|a|l	c	l	8	7	5	0.5962074216	0.5909090909	1
chotalal	1	8	c|h|o|t|a|l|a|l	c	l	1	1	1	0.5925925926	0.5925925926	230
chotals	1	7	c|h|o|t|a|l|s	c	s	1	1	1	1	1	1
chotam	4	6	c|h|o|t|a|m	c	m	4	4	3	0.8849206349	0.8888888889	1
chotar	11	6	c|h|o|t|a|r	c	r	11	11	4	0.5331160832	0.5	1
chotchdy	2	8	c|h|o|t|c|h|d|y	c	y	2	1	1	0.7727272727	0.7727272727	1
chotchedy	1	9	c|h|o|t|c|h|e|d|y	c	y	1	1	1	0.2222222222	0.2222222222	1
chotcheey	1	9	c|h|o|t|c|h|e|e|y	c	y	1	1	1	0	0	1
chotcheol	1	9	c|h|o|t|c|h|e|o|l	c	l	1	1	1	0	0	1
chotchey	4	8	c|h|o|t|c|h|e|y	c	y	4	4	1	0.2708333333	0.1666666667	1
chotcho	1	7	c|h|o|t|c|h|o	c	o	1	1	1	0	0	1
chotchody	1	9	c|h|o|t|c|h|o|d|y	c	y	1	1	1	1	1	1
chotchol	1	8	c|h|o|t|c|h|o|l	c	l	1	1	1	0	0	1
chotchs	1	7	c|h|o|t|c|h|s	c	s	1	1	1	0.1666666667	0.1666666667	1
chotchy	12	7	c|h|o|t|c|h|y	c	y	12	8	1	0.5530753968	0.5892857143	1
chotedy	2	7	c|h|o|t|e|d|y	c	y	2	2	2	0.7214452214	0.7214452214	1
choteedy	1	8	c|h|o|t|e|e|d|y	c	y	1	1	1	0.25	0.25	1
choteeeb	1	8	c|h|o|t|e|e|e|b	c	b	1	1	1	0	0	1
choteeey	1	8	c|h|o|t|e|e|e|y	c	y	1	1	1	0.8333333333	0.8333333333	1
choteey	9	7	c|h|o|t|e|e|y	c	y	9	9	4	0.3923250806	0.4	1
choteody	1	8	c|h|o|t|e|o|d|y	c	y	1	1	1	0.6060606061	0.6060606061	1
choteoky	1	8	c|h|o|t|e|o|k|y	c	y	1	1	1	0.6111111111	0.6111111111	1
choteol	3	7	c|h|o|t|e|o|l	c	l	3	3	2	0.4043956044	0.4	1
choteoly	1	8	c|h|o|t|e|o|l|y	c	y	1	1	1	0.7419354839	0.7419354839	1
choteosam	1	9	c|h|o|t|e|o|s|a|m	c	m	1	1	1	0.935483871	0.935483871	231
chotey	8	6	c|h|o|t|e|y	c	y	8	8	5	0.5252196445	0.4551282051	1
choto	2	5	c|h|o|t|o	c	o	2	2	2	0.2222222222	0.2222222222	1
chotody	1	7	c|h|o|t|o|d|y	c	y	1	1	1	0.125	0.125	1
chotoey	1	7	c|h|o|t|o|e|y	c	y	1	1	1	0.2424242424	0.2424242424	1
chotol	9	6	c|h|o|t|o|l	c	l	9	9	4	0.6587121212	0.6666666667	1
chotols	1	7	c|h|o|t|o|l|s	c	s	1	1	1	1	1	1
chotom	2	6	c|h|o|t|o|m	c	m	2	2	1	0.65	0.65	1
chotor	4	6	c|h|o|t|o|r	c	r	4	3	2	0.7321428571	0.7142857143	1
chots	1	5	c|h|o|t|s	c	s	1	1	1	0.875	0.875	1
chotshe	1	7	c|h|o|t|s|h|e	c	e	1	1	1	0.4444444444	0.4444444444	1
chotshol	2	8	c|h|o|t|s|h|o|l	c	l	2	2	1	0.45	0.45	1
