candidate	corpus	error_type	error_position	L_sync	catastrophic_desync	recovery_after_error	measurement
M1_MONOALPHABETIC	Longfellow	GLYPH_SUBSTITUTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_DELETION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_DELETION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_DELETION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_DELETION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_INSERTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_INSERTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_INSERTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_INSERTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_INSERTION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_INSERTION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_INSERTION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_DELETION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_DELETION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_DELETION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_DELETION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_MERGE	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_MERGE	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_MERGE	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_MERGE	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_SPLIT	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_SPLIT	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_SPLIT	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	TOKEN_SPLIT	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_SUBSTITUTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_SUBSTITUTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_SUBSTITUTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_SUBSTITUTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_DELETION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_DELETION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_DELETION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_DELETION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_INSERTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_INSERTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_INSERTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	GLYPH_INSERTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_INSERTION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_INSERTION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_INSERTION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_DELETION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_DELETION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_DELETION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_DELETION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_MERGE	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_MERGE	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_MERGE	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_MERGE	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_SPLIT	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_SPLIT	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_SPLIT	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Longfellow	TOKEN_SPLIT	126	-2	false	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	64	1	false	1.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	126	-2	false	1.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	0	1	false	0.99218750	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	32	1	false	1.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	64	1	false	0.98437500	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	0	1	false	1.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	0	-1	true	0.00781250	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	0	-1	true	0.00781250	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	32	-1	true	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	64	-1	true	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	126	-2	false	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_SPLIT	0	-1	true	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_SPLIT	32	-1	true	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_SPLIT	64	-1	true	0.00000000	three consecutive positionally correct decoded units
G_FORM_MEDIUM	Longfellow	TOKEN_SPLIT	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_SUBSTITUTION	0	1	false	1.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_SUBSTITUTION	37	1	false	1.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_SUBSTITUTION	75	1	false	0.98666667	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_SUBSTITUTION	148	-2	false	0.50000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_DELETION	0	1	false	0.99333333	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_DELETION	37	1	false	0.99115044	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_DELETION	75	1	false	0.98666667	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_DELETION	148	-2	false	0.50000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_INSERTION	0	1	false	1.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_INSERTION	37	1	false	0.99115044	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_INSERTION	75	1	false	0.98666667	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	GLYPH_INSERTION	148	-2	false	0.50000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.01333333	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_BOUNDARY_INSERTION	37	-1	true	0.00884956	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_BOUNDARY_INSERTION	75	-1	true	0.01333333	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_BOUNDARY_INSERTION	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_BOUNDARY_DELETION	0	-1	true	0.02000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_BOUNDARY_DELETION	37	-1	true	0.00884956	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_BOUNDARY_DELETION	75	-1	true	0.01333333	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_BOUNDARY_DELETION	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_MERGE	0	-1	true	0.02000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_MERGE	37	-1	true	0.00884956	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_MERGE	75	-1	true	0.01333333	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_MERGE	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_SPLIT	0	-1	true	0.01333333	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_SPLIT	37	-1	true	0.00884956	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_SPLIT	75	-1	true	0.01333333	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Longfellow	TOKEN_SPLIT	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_SUBSTITUTION	0	1	false	0.99421965	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_SUBSTITUTION	43	1	false	1.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_SUBSTITUTION	86	1	false	0.98850575	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_SUBSTITUTION	171	-2	false	0.50000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_DELETION	0	1	false	0.99421965	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_DELETION	43	1	false	0.99230769	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_DELETION	86	1	false	0.98850575	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_DELETION	171	-2	false	1.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_INSERTION	0	1	false	0.99421965	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_INSERTION	43	1	false	0.99230769	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_INSERTION	86	1	false	0.98850575	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	GLYPH_INSERTION	171	-2	false	1.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_BOUNDARY_INSERTION	43	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_BOUNDARY_INSERTION	86	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_BOUNDARY_INSERTION	171	-2	false	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_BOUNDARY_DELETION	0	-1	true	0.00578035	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_BOUNDARY_DELETION	43	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_BOUNDARY_DELETION	86	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_BOUNDARY_DELETION	171	-2	false	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_MERGE	0	-1	true	0.00578035	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_MERGE	43	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_MERGE	86	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_MERGE	171	-2	false	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_SPLIT	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_SPLIT	43	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_SPLIT	86	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Longfellow	TOKEN_SPLIT	171	-2	false	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_SUBSTITUTION	0	1	false	0.99421965	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_SUBSTITUTION	43	1	false	1.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_SUBSTITUTION	86	1	false	0.98850575	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_SUBSTITUTION	171	-2	false	1.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_DELETION	0	1	false	0.99421965	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_DELETION	43	1	false	0.99230769	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_DELETION	86	1	false	0.98850575	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_DELETION	171	-2	false	1.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_INSERTION	0	1	false	1.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_INSERTION	43	1	false	0.99230769	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_INSERTION	86	1	false	0.98850575	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	GLYPH_INSERTION	171	-2	false	0.50000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.01156069	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_BOUNDARY_INSERTION	43	-1	true	0.00769231	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_BOUNDARY_INSERTION	86	-1	true	0.01149425	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_BOUNDARY_INSERTION	171	-2	false	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_BOUNDARY_DELETION	0	-1	true	0.01734104	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_BOUNDARY_DELETION	43	-1	true	0.00769231	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_BOUNDARY_DELETION	86	-1	true	0.01149425	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_BOUNDARY_DELETION	171	-2	false	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_MERGE	0	-1	true	0.01734104	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_MERGE	43	-1	true	0.00769231	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_MERGE	86	-1	true	0.01149425	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_MERGE	171	-2	false	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_SPLIT	0	-1	true	0.01156069	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_SPLIT	43	-1	true	0.00769231	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_SPLIT	86	-1	true	0.01149425	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Longfellow	TOKEN_SPLIT	171	-2	false	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_SUBSTITUTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_SUBSTITUTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_SUBSTITUTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_SUBSTITUTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_DELETION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_DELETION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_DELETION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_DELETION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_INSERTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_INSERTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_INSERTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	GLYPH_INSERTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_BOUNDARY_INSERTION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_BOUNDARY_INSERTION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_BOUNDARY_INSERTION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_BOUNDARY_DELETION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_BOUNDARY_DELETION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_BOUNDARY_DELETION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_BOUNDARY_DELETION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_MERGE	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_MERGE	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_MERGE	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_MERGE	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_SPLIT	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_SPLIT	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_SPLIT	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Astafiev	TOKEN_SPLIT	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_SUBSTITUTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_SUBSTITUTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_SUBSTITUTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_SUBSTITUTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_DELETION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_DELETION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_DELETION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_DELETION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_INSERTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_INSERTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_INSERTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	GLYPH_INSERTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_BOUNDARY_INSERTION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_BOUNDARY_INSERTION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_BOUNDARY_INSERTION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_BOUNDARY_DELETION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_BOUNDARY_DELETION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_BOUNDARY_DELETION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_BOUNDARY_DELETION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_MERGE	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_MERGE	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_MERGE	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_MERGE	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_SPLIT	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_SPLIT	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_SPLIT	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Astafiev	TOKEN_SPLIT	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Astafiev	GLYPH_SUBSTITUTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M2_HOMOPHONY_H2	Astafiev	GLYPH_SUBSTITUTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
