candidate	corpus	splitting_fraction	replicate	seed	split_classes	changed_glyphs	glyph_recovery_frozen	token_recovery_frozen	glyph_recovery_collapsed_oracle	word_error_rate_frozen	decoder
M10_STATEFUL_FORM_K2	Doyle	0.100	18	67218608	1	60	0.26577438	0.06000000	0.30975143	0.94000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	19	67219617	1	74	0.28871893	0.06000000	0.30975143	0.94000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	20	67220626	1	42	0.30975143	0.08000000	0.30975143	0.92000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	21	67221635	1	16	0.30975143	0.08000000	0.30975143	0.92000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	22	67222644	1	16	0.30975143	0.08000000	0.30975143	0.92000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	23	67223653	1	9	0.30975143	0.08000000	0.30975143	0.92000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	24	67224662	1	61	0.28489484	0.07333333	0.30975143	0.92666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	25	67225671	1	54	0.27724665	0.05333333	0.30975143	0.94666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	26	67226680	1	60	0.26577438	0.06000000	0.30975143	0.94000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	27	67227689	1	16	0.30401530	0.07333333	0.30975143	0.92666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	28	67228698	1	16	0.30401530	0.07333333	0.30975143	0.92666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.100	29	67229707	1	74	0.28871893	0.06000000	0.30975143	0.94000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	0	67200596	3	223	0.23958333	0.01333333	0.30975143	0.98666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	1	67201605	3	144	0.25239006	0.04000000	0.30975143	0.96000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	2	67202614	3	137	0.25285171	0.03333333	0.30975143	0.96666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	3	67203623	3	119	0.27151052	0.06666667	0.30975143	0.93333333	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	4	67204632	3	150	0.26386233	0.06000000	0.30975143	0.94000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	5	67205641	3	125	0.24665392	0.05333333	0.30975143	0.94666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	6	67206650	3	118	0.24282983	0.04666667	0.30975143	0.95333333	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	7	67207659	3	137	0.25285171	0.03333333	0.30975143	0.96666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	8	67208668	3	156	0.24282983	0.04000000	0.30975143	0.96000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	9	67209677	3	190	0.25047801	0.04000000	0.30975143	0.96000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	10	67210686	3	158	0.26386233	0.05333333	0.30975143	0.94666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	11	67211695	3	183	0.23326960	0.04666667	0.30975143	0.95333333	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	12	67212704	3	121	0.30975143	0.08000000	0.30975143	0.92000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	13	67213713	3	112	0.24091778	0.05333333	0.30975143	0.94666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	14	67214722	3	163	0.22960152	0.04666667	0.30975143	0.95333333	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	15	67215731	3	201	0.24632353	0.03333333	0.30975143	0.96666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	16	67216740	3	169	0.23734729	0.01333333	0.30975143	0.98666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	17	67217749	3	191	0.25621415	0.04666667	0.30975143	0.95333333	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	18	67218758	3	86	0.27724665	0.06666667	0.30975143	0.93333333	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	19	67219767	3	195	0.25047801	0.05333333	0.30975143	0.94666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	20	67220776	3	91	0.25812620	0.06000000	0.30975143	0.94000000	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	21	67221785	3	87	0.28871893	0.07333333	0.30975143	0.92666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	22	67222794	3	111	0.25239006	0.04666667	0.30975143	0.95333333	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	23	67223803	3	144	0.24665392	0.05333333	0.30975143	0.94666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	24	67224812	3	197	0.26195029	0.05333333	0.30975143	0.94666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	25	67225821	3	137	0.26003824	0.04666667	0.30975143	0.95333333	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	26	67226830	3	165	0.25047801	0.05333333	0.30975143	0.94666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	27	67227839	3	87	0.28871893	0.07333333	0.30975143	0.92666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	28	67228848	3	170	0.26296296	0.05333333	0.30975143	0.94666667	frozen decoder plus explicitly marked collapse oracle
M10_STATEFUL_FORM_K2	Doyle	0.250	29	67229857	3	131	0.26195029	0.06000000	0.30975143	0.94000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	0	67200345	1	19	0.27915870	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	1	67201354	1	12	0.27342256	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	2	67202363	1	10	0.25621415	0.08000000	0.27915870	0.92000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	3	67203372	1	15	0.27724665	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	4	67204381	1	21	0.28107075	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	5	67205390	1	25	0.27915870	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	6	67206399	1	22	0.27724665	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	7	67207408	1	10	0.25621415	0.08000000	0.27915870	0.92000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	8	67208417	1	5	0.27915870	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	9	67209426	1	20	0.27342256	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	10	67210435	1	64	0.24282983	0.06666667	0.27915870	0.93333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	11	67211444	1	12	0.27533461	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	12	67212453	1	15	0.27724665	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	13	67213462	1	35	0.27915870	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	14	67214471	1	20	0.27342256	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	15	67215480	1	22	0.27724665	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	16	67216489	1	36	0.26003824	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	17	67217498	1	13	0.27915870	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	18	67218507	1	24	0.28107075	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	19	67219516	1	37	0.25621415	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	20	67220525	1	36	0.26003824	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	21	67221534	1	36	0.26959847	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	22	67222543	1	36	0.26003824	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	23	67223552	1	12	0.27342256	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	24	67224561	1	37	0.25621415	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	25	67225570	1	25	0.27915870	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	26	67226579	1	19	0.27915870	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	27	67227588	1	32	0.27724665	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	28	67228597	1	32	0.27724665	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.050	29	67229606	1	32	0.27724665	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	0	67200395	3	70	0.27724665	0.08000000	0.27915870	0.92000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	1	67201404	3	42	0.28107075	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	2	67202413	3	97	0.21631879	0.05333333	0.27915870	0.94666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	3	67203422	3	53	0.25812620	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	4	67204431	3	88	0.24282983	0.06000000	0.27915870	0.94000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	5	67205440	3	105	0.21755725	0.05333333	0.27915870	0.94666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	6	67206449	3	47	0.22370937	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	7	67207458	3	57	0.25812620	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	8	67208467	3	75	0.25621415	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	9	67209476	3	39	0.27915870	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	10	67210485	3	128	0.21988528	0.05333333	0.27915870	0.94666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	11	67211494	3	112	0.23709369	0.06666667	0.27915870	0.93333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	12	67212503	3	72	0.25812620	0.06666667	0.27915870	0.93333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	13	67213512	3	70	0.26959847	0.08000000	0.27915870	0.92000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	14	67214521	3	80	0.26577438	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	15	67215530	3	67	0.27342256	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	16	67216539	3	54	0.24282983	0.08000000	0.27915870	0.92000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	17	67217548	3	116	0.21414914	0.04000000	0.27915870	0.96000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	18	67218557	3	95	0.24856597	0.06000000	0.27915870	0.94000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	19	67219566	3	75	0.26386233	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	20	67220575	3	60	0.27533461	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	21	67221584	3	65	0.24474187	0.06666667	0.27915870	0.93333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	22	67222593	3	56	0.28107075	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	23	67223602	3	72	0.24474187	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	24	67224611	3	107	0.20650096	0.04666667	0.27915870	0.95333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	25	67225620	3	65	0.27724665	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	26	67226629	3	56	0.27533461	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	27	67227638	3	67	0.25621415	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	28	67228647	3	37	0.22370937	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.100	29	67229656	3	66	0.27533461	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	0	67200545	7	135	0.25047801	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	1	67201554	7	222	0.22459893	0.03333333	0.27915870	0.96666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	2	67202563	7	160	0.21455224	0.06000000	0.27915870	0.94000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	3	67203572	7	147	0.26386233	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	4	67204581	7	126	0.21606119	0.05333333	0.27915870	0.94666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	5	67205590	7	152	0.25812620	0.08000000	0.27915870	0.92000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	6	67206599	7	139	0.27724665	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	7	67207608	7	149	0.26195029	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	8	67208617	7	162	0.23900574	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	9	67209626	7	128	0.27915870	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	10	67210635	7	165	0.24474187	0.04666667	0.27915870	0.95333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	11	67211644	7	182	0.22586521	0.04000000	0.27915870	0.96000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	12	67212653	7	184	0.20075047	0.04666667	0.27915870	0.95333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	13	67213662	7	154	0.24856597	0.05333333	0.27915870	0.94666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	14	67214671	7	191	0.21988528	0.06000000	0.27915870	0.94000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	15	67215680	7	238	0.19470699	0.03333333	0.27915870	0.96666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	16	67216689	7	144	0.22753346	0.06666667	0.27915870	0.93333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	17	67217698	7	116	0.22562141	0.04666667	0.27915870	0.95333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	18	67218707	7	162	0.23326960	0.06000000	0.27915870	0.94000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	19	67219716	7	148	0.25430210	0.08666667	0.27915870	0.91333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	20	67220725	7	179	0.20848708	0.02666667	0.27915870	0.97333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	21	67221734	7	142	0.21414914	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	22	67222743	7	234	0.22359155	0.04000000	0.27915870	0.96000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	23	67223752	7	205	0.20841300	0.03333333	0.27915870	0.96666667	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	24	67224761	7	164	0.22932331	0.06666667	0.27915870	0.93333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	25	67225770	7	173	0.21988528	0.04666667	0.27915870	0.95333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	26	67226779	7	223	0.21606119	0.04000000	0.27915870	0.96000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	27	67227788	7	219	0.22080292	0.04000000	0.27915870	0.96000000	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	28	67228797	7	140	0.22753346	0.04666667	0.27915870	0.95333333	frozen decoder plus explicitly marked collapse oracle
M11_MIXED_FORM_K2	Doyle	0.250	29	67229806	7	98	0.26003824	0.07333333	0.27915870	0.92666667	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	0	67200248	1	45	0.92500000	0.66406250	1.00000000	0.33593750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	1	67201257	1	43	0.92833333	0.68750000	1.00000000	0.31250000	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	2	67202266	1	19	0.96833333	0.86718750	1.00000000	0.13281250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	3	67203275	1	34	0.94333333	0.73437500	1.00000000	0.26562500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	4	67204284	1	23	0.96166667	0.85156250	1.00000000	0.14843750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	5	67205293	1	1	0.99833333	0.99218750	1.00000000	0.00781250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	6	67206302	1	19	0.96833333	0.86718750	1.00000000	0.13281250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	7	67207311	1	30	0.95000000	0.79687500	1.00000000	0.20312500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	8	67208320	1	34	0.94333333	0.73437500	1.00000000	0.26562500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	9	67209329	1	21	0.96500000	0.83593750	1.00000000	0.16406250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	10	67210338	1	12	0.98000000	0.92187500	1.00000000	0.07812500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	11	67211347	1	11	0.98166667	0.91406250	1.00000000	0.08593750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	12	67212356	1	36	0.94000000	0.72656250	1.00000000	0.27343750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	13	67213365	1	11	0.98166667	0.91406250	1.00000000	0.08593750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	14	67214374	1	23	0.96166667	0.85156250	1.00000000	0.14843750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	15	67215383	1	36	0.94000000	0.72656250	1.00000000	0.27343750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	16	67216392	1	11	0.98166667	0.91406250	1.00000000	0.08593750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	17	67217401	1	21	0.96500000	0.83593750	1.00000000	0.16406250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	18	67218410	1	2	0.99666667	0.98437500	1.00000000	0.01562500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	19	67219419	1	19	0.96833333	0.86718750	1.00000000	0.13281250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	20	67220428	1	27	0.95500000	0.78906250	1.00000000	0.21093750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	21	67221437	1	14	0.97666667	0.89062500	1.00000000	0.10937500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	22	67222446	1	2	0.99666667	0.98437500	1.00000000	0.01562500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	23	67223455	1	1	0.99833333	0.99218750	1.00000000	0.00781250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	24	67224464	1	1	0.99833333	0.99218750	1.00000000	0.00781250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	25	67225473	1	34	0.94333333	0.73437500	1.00000000	0.26562500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	26	67226482	1	99	0.83500000	0.43750000	1.00000000	0.56250000	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	27	67227491	1	14	0.97666667	0.89062500	1.00000000	0.10937500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	28	67228500	1	21	0.96500000	0.83593750	1.00000000	0.16406250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.050	29	67229509	1	18	0.97000000	0.87500000	1.00000000	0.12500000	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	0	67200298	3	62	0.89666667	0.62500000	1.00000000	0.37500000	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	1	67201307	3	66	0.89000000	0.53906250	1.00000000	0.46093750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	2	67202316	3	52	0.91333333	0.61718750	1.00000000	0.38281250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	3	67203325	3	68	0.88666667	0.56250000	1.00000000	0.43750000	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	4	67204334	3	79	0.86833333	0.49218750	1.00000000	0.50781250	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	5	67205343	3	169	0.71833333	0.26562500	1.00000000	0.73437500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	6	67206352	3	53	0.91166667	0.67187500	1.00000000	0.32812500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	7	67207361	3	68	0.88666667	0.53125000	1.00000000	0.46875000	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	8	67208370	3	41	0.93166667	0.71875000	1.00000000	0.28125000	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	9	67209379	3	64	0.89333333	0.57812500	1.00000000	0.42187500	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	10	67210388	3	55	0.90833333	0.65625000	1.00000000	0.34375000	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	11	67211397	3	70	0.88333333	0.57031250	1.00000000	0.42968750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	12	67212406	3	55	0.90833333	0.66406250	1.00000000	0.33593750	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	13	67213415	3	77	0.87166667	0.46875000	1.00000000	0.53125000	frozen decoder plus explicitly marked collapse oracle
M0_IDENTITY	Longfellow	0.100	14	67214424	3	34	0.94333333	0.76562500	1.00000000	0.23437500	frozen decoder plus explicitly marked collapse oracle
