candidate	corpus	error_type	error_position	position_fraction	location_class	seed	damaged_units	correct_units_after_error	recovery_after_error	L_sync	catastrophic_desync	clean_output_tokens	damaged_output_tokens	propagation_baseline
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	0	0.000000	TOKEN_MEDIAL	67101623	1	149	0.99333333	1	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	37	0.246667	TOKEN_MEDIAL	67102632	1	112	0.99115044	1	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	75	0.500000	TOKEN_MEDIAL	67103641	1	74	0.98666667	1	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	148	0.986667	TOKEN_MEDIAL	67104650	1	1	0.50000000	-2	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	0	0.000000	TOKEN_MEDIAL	67101720	1	149	0.99333333	1	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	37	0.246667	TOKEN_MEDIAL	67102729	1	112	0.99115044	1	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	75	0.500000	TOKEN_MEDIAL	67103738	1	74	0.98666667	1	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	148	0.986667	TOKEN_MEDIAL	67104747	1	1	0.50000000	-2	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	0	0.000000	TOKEN_MEDIAL	67102593	149	1	0.00666667	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	37	0.246667	TOKEN_MEDIAL	67103602	113	0	0.00000000	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	75	0.500000	TOKEN_MEDIAL	67104611	75	0	0.00000000	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	148	0.986667	TOKEN_MEDIAL	67105620	2	0	0.00000000	-2	false	150	151	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	0	0.000000	BOUNDARY_ADJACENT	67102496	149	1	0.00666667	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	37	0.246667	BOUNDARY_ADJACENT	67103505	113	0	0.00000000	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	75	0.500000	BOUNDARY_ADJACENT	67104514	75	0	0.00000000	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	148	0.986667	BOUNDARY_ADJACENT	67105523	2	0	0.00000000	-2	false	150	149	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	0	0.000000	BOUNDARY_ADJACENT	67101332	149	1	0.00666667	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	37	0.246667	BOUNDARY_ADJACENT	67102341	113	0	0.00000000	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	75	0.500000	BOUNDARY_ADJACENT	67103350	75	0	0.00000000	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	148	0.986667	BOUNDARY_ADJACENT	67104359	2	0	0.00000000	-2	false	150	149	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0	0.000000	TOKEN_MEDIAL	67101332	149	1	0.00666667	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	37	0.246667	TOKEN_MEDIAL	67102341	113	0	0.00000000	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	75	0.500000	TOKEN_MEDIAL	67103350	75	0	0.00000000	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	148	0.986667	TOKEN_MEDIAL	67104359	2	0	0.00000000	-2	false	150	151	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	0	0.000000	TOKEN_MEDIAL	67101972	1	149	0.99333333	1	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	37	0.246667	TOKEN_MEDIAL	67102981	1	112	0.99115044	1	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	75	0.500000	TOKEN_MEDIAL	67103990	0	75	1.00000000	1	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	148	0.986667	TOKEN_MEDIAL	67104999	1	1	0.50000000	-2	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	0	0.000000	TOKEN_MEDIAL	67101584	1	149	0.99333333	1	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	37	0.246667	TOKEN_MEDIAL	67102593	1	112	0.99115044	1	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	75	0.500000	TOKEN_MEDIAL	67103602	1	74	0.98666667	1	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	148	0.986667	TOKEN_MEDIAL	67104611	1	1	0.50000000	-2	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	0	0.000000	TOKEN_MEDIAL	67101681	1	149	0.99333333	1	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	37	0.246667	TOKEN_MEDIAL	67102690	0	113	1.00000000	1	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	75	0.500000	TOKEN_MEDIAL	67103699	1	74	0.98666667	1	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	148	0.986667	TOKEN_MEDIAL	67104708	1	1	0.50000000	-2	false	150	150	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	0	0.000000	TOKEN_MEDIAL	67102554	149	1	0.00666667	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	37	0.246667	TOKEN_MEDIAL	67103563	113	0	0.00000000	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	75	0.500000	TOKEN_MEDIAL	67104572	75	0	0.00000000	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	148	0.986667	TOKEN_MEDIAL	67105581	2	0	0.00000000	-2	false	150	151	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	0	0.000000	BOUNDARY_ADJACENT	67102457	149	1	0.00666667	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	37	0.246667	BOUNDARY_ADJACENT	67103466	112	1	0.00884956	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	75	0.500000	BOUNDARY_ADJACENT	67104475	75	0	0.00000000	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	148	0.986667	BOUNDARY_ADJACENT	67105484	2	0	0.00000000	-2	false	150	149	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	0	0.000000	BOUNDARY_ADJACENT	67101293	149	1	0.00666667	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	37	0.246667	BOUNDARY_ADJACENT	67102302	112	1	0.00884956	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	75	0.500000	BOUNDARY_ADJACENT	67103311	75	0	0.00000000	-1	true	150	149	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	148	0.986667	BOUNDARY_ADJACENT	67104320	2	0	0.00000000	-2	false	150	149	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	0	0.000000	TOKEN_MEDIAL	67101293	149	1	0.00666667	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	37	0.246667	TOKEN_MEDIAL	67102302	113	0	0.00000000	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	75	0.500000	TOKEN_MEDIAL	67103311	75	0	0.00000000	-1	true	150	151	CLEAN_DECODED_SEQUENCE
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	148	0.986667	TOKEN_MEDIAL	67104320	2	0	0.00000000	-2	false	150	151	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	0	0.000000	TOKEN_MEDIAL	67101899	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	32	0.250000	TOKEN_MEDIAL	67102908	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	64	0.500000	TOKEN_MEDIAL	67103917	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	126	0.984375	TOKEN_MEDIAL	67104926	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_DELETION	0	0.000000	TOKEN_MEDIAL	67101511	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_DELETION	32	0.250000	TOKEN_MEDIAL	67102520	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_DELETION	64	0.500000	TOKEN_MEDIAL	67103529	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_DELETION	126	0.984375	TOKEN_MEDIAL	67104538	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_INSERTION	0	0.000000	TOKEN_MEDIAL	67101608	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_INSERTION	32	0.250000	TOKEN_MEDIAL	67102617	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_INSERTION	64	0.500000	TOKEN_MEDIAL	67103626	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	GLYPH_INSERTION	126	0.984375	TOKEN_MEDIAL	67104635	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	0	0.000000	TOKEN_MEDIAL	67102481	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	32	0.250000	TOKEN_MEDIAL	67103490	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	64	0.500000	TOKEN_MEDIAL	67104499	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	126	0.984375	TOKEN_MEDIAL	67105508	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	0	0.000000	BOUNDARY_ADJACENT	67102384	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	32	0.250000	BOUNDARY_ADJACENT	67103393	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	64	0.500000	BOUNDARY_ADJACENT	67104402	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	126	0.984375	BOUNDARY_ADJACENT	67105411	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_MERGE	0	0.000000	BOUNDARY_ADJACENT	67101220	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_MERGE	32	0.250000	BOUNDARY_ADJACENT	67102229	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_MERGE	64	0.500000	BOUNDARY_ADJACENT	67103238	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_MERGE	126	0.984375	BOUNDARY_ADJACENT	67104247	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_SPLIT	0	0.000000	TOKEN_MEDIAL	67101220	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_SPLIT	32	0.250000	TOKEN_MEDIAL	67102229	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_SPLIT	64	0.500000	TOKEN_MEDIAL	67103238	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Longfellow	TOKEN_SPLIT	126	0.984375	TOKEN_MEDIAL	67104247	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_SUBSTITUTION	0	0.000000	TOKEN_MEDIAL	67101977	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_SUBSTITUTION	32	0.250000	TOKEN_MEDIAL	67102986	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_SUBSTITUTION	64	0.500000	TOKEN_MEDIAL	67103995	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_SUBSTITUTION	126	0.984375	TOKEN_MEDIAL	67105004	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_DELETION	0	0.000000	TOKEN_MEDIAL	67101589	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_DELETION	32	0.250000	TOKEN_MEDIAL	67102598	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_DELETION	64	0.500000	TOKEN_MEDIAL	67103607	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_DELETION	126	0.984375	TOKEN_MEDIAL	67104616	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_INSERTION	0	0.000000	TOKEN_MEDIAL	67101686	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_INSERTION	32	0.250000	TOKEN_MEDIAL	67102695	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_INSERTION	64	0.500000	TOKEN_MEDIAL	67103704	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	GLYPH_INSERTION	126	0.984375	TOKEN_MEDIAL	67104713	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_INSERTION	0	0.000000	TOKEN_MEDIAL	67102559	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_INSERTION	32	0.250000	TOKEN_MEDIAL	67103568	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_INSERTION	64	0.500000	TOKEN_MEDIAL	67104577	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_INSERTION	126	0.984375	TOKEN_MEDIAL	67105586	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_DELETION	0	0.000000	BOUNDARY_ADJACENT	67102462	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_DELETION	32	0.250000	BOUNDARY_ADJACENT	67103471	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_DELETION	64	0.500000	BOUNDARY_ADJACENT	67104480	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_BOUNDARY_DELETION	126	0.984375	BOUNDARY_ADJACENT	67105489	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_MERGE	0	0.000000	BOUNDARY_ADJACENT	67101298	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_MERGE	32	0.250000	BOUNDARY_ADJACENT	67102307	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_MERGE	64	0.500000	BOUNDARY_ADJACENT	67103316	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_MERGE	126	0.984375	BOUNDARY_ADJACENT	67104325	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_SPLIT	0	0.000000	TOKEN_MEDIAL	67101298	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_SPLIT	32	0.250000	TOKEN_MEDIAL	67102307	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_SPLIT	64	0.500000	TOKEN_MEDIAL	67103316	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Longfellow	TOKEN_SPLIT	126	0.984375	TOKEN_MEDIAL	67104325	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_SUBSTITUTION	0	0.000000	TOKEN_MEDIAL	67101951	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_SUBSTITUTION	32	0.250000	TOKEN_MEDIAL	67102960	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_SUBSTITUTION	64	0.500000	TOKEN_MEDIAL	67103969	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_SUBSTITUTION	126	0.984375	TOKEN_MEDIAL	67104978	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_DELETION	0	0.000000	TOKEN_MEDIAL	67101563	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_DELETION	32	0.250000	TOKEN_MEDIAL	67102572	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_DELETION	64	0.500000	TOKEN_MEDIAL	67103581	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_DELETION	126	0.984375	TOKEN_MEDIAL	67104590	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_INSERTION	0	0.000000	TOKEN_MEDIAL	67101660	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_INSERTION	32	0.250000	TOKEN_MEDIAL	67102669	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_INSERTION	64	0.500000	TOKEN_MEDIAL	67103678	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	GLYPH_INSERTION	126	0.984375	TOKEN_MEDIAL	67104687	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_INSERTION	0	0.000000	TOKEN_MEDIAL	67102533	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_INSERTION	32	0.250000	TOKEN_MEDIAL	67103542	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_INSERTION	64	0.500000	TOKEN_MEDIAL	67104551	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_INSERTION	126	0.984375	TOKEN_MEDIAL	67105560	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_DELETION	0	0.000000	BOUNDARY_ADJACENT	67102436	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_DELETION	32	0.250000	BOUNDARY_ADJACENT	67103445	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_DELETION	64	0.500000	BOUNDARY_ADJACENT	67104454	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_BOUNDARY_DELETION	126	0.984375	BOUNDARY_ADJACENT	67105463	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_MERGE	0	0.000000	BOUNDARY_ADJACENT	67101272	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_MERGE	32	0.250000	BOUNDARY_ADJACENT	67102281	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_MERGE	64	0.500000	BOUNDARY_ADJACENT	67103290	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_MERGE	126	0.984375	BOUNDARY_ADJACENT	67104299	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_SPLIT	0	0.000000	TOKEN_MEDIAL	67101272	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_SPLIT	32	0.250000	TOKEN_MEDIAL	67102281	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_SPLIT	64	0.500000	TOKEN_MEDIAL	67103290	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Longfellow	TOKEN_SPLIT	126	0.984375	TOKEN_MEDIAL	67104299	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	0	0.000000	TOKEN_MEDIAL	67101925	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	32	0.250000	TOKEN_MEDIAL	67102934	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	64	0.500000	TOKEN_MEDIAL	67103943	0	64	1.00000000	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	126	0.984375	TOKEN_MEDIAL	67104952	0	2	1.00000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	0	0.000000	TOKEN_MEDIAL	67101537	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	32	0.250000	TOKEN_MEDIAL	67102546	0	96	1.00000000	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	64	0.500000	TOKEN_MEDIAL	67103555	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	126	0.984375	TOKEN_MEDIAL	67104564	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
