Corpus	Position	TokenA	TokenB	Operation	PositionClass	SourceGlyph	TargetGlyph
Voynich	8153	tshdy	shdy	DELETION	BEGIN	t	
Voynich	8214	dam	chdam	INSERTION	BEGIN		H
Voynich	8252	sh	y	SUBSTITUTION	MIDDLE	S	y
Voynich	8255	oty	qoty	INSERTION	BEGIN		q
Voynich	8257	shedy	chedy	SUBSTITUTION	BEGIN	S	H
Voynich	8283	ar	air	INSERTION	MIDDLE		i
Voynich	8302	lchedy	chedy	DELETION	BEGIN	l	
Voynich	8366	chol	shol	SUBSTITUTION	BEGIN	H	S
Voynich	8378	chol	chor	SUBSTITUTION	END	l	r
Voynich	8411	daiin	daiiny	INSERTION	END		y
Voynich	8420	shy	cphy	SUBSTITUTION	BEGIN	S	P
Voynich	8444	shy	sy	SUBSTITUTION	BEGIN	S	s
Voynich	8467	tcho	tchy	SUBSTITUTION	END	o	y
Voynich	8475	chdy	chy	DELETION	MIDDLE	d	
Voynich	8482	chy	cho	SUBSTITUTION	END	y	o
Voynich	8538	ytedy	tedy	DELETION	BEGIN	y	
Voynich	8573	al	ar	SUBSTITUTION	END	l	r
Voynich	8580	oteol	oteoly	INSERTION	END		y
Voynich	8617	chody	chedy	SUBSTITUTION	MIDDLE	o	e
Voynich	8643	dy	dain	SUBSTITUTION	END	y	A
Voynich	8649	okar	otar	SUBSTITUTION	MIDDLE	k	t
Voynich	8653	ol	or	SUBSTITUTION	END	l	r
Voynich	8707	ar	ary	INSERTION	END		y
Voynich	8719	shor	shol	SUBSTITUTION	END	r	l
Voynich	8731	q	o	SUBSTITUTION	MIDDLE	q	o
Voynich	8750	ol	or	SUBSTITUTION	END	l	r
Voynich	8760	chot	chor	SUBSTITUTION	END	t	r
Voynich	8789	q	o	SUBSTITUTION	MIDDLE	q	o
Voynich	8792	shor	sheor	INSERTION	MIDDLE		e
Voynich	8796	ochol	chol	DELETION	BEGIN	o	
Voynich	8862	chokchy	choky	DELETION	END	H	
Voynich	8923	dcho	dchog	INSERTION	END		g
Voynich	8932	cheol	chol	DELETION	MIDDLE	e	
Voynich	8996	chol	chor	SUBSTITUTION	END	l	r
Voynich	9034	kchdy	pchdy	SUBSTITUTION	BEGIN	k	p
Voynich	9043	or	ar	SUBSTITUTION	BEGIN	o	a
Voynich	9056	kar	ar	DELETION	BEGIN	k	
Voynich	9072	otaiin	otal	SUBSTITUTION	END	N	l
Voynich	9083	dar	kar	SUBSTITUTION	BEGIN	d	k
Voynich	9134	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	9136	okeedy	okchdy	SUBSTITUTION	MIDDLE	E	H
Voynich	9141	y	chy	INSERTION	BEGIN		H
Voynich	9148	chedy	chkedy	INSERTION	BEGIN		k
Voynich	9187	otaiin	okaiin	SUBSTITUTION	MIDDLE	t	k
Voynich	9206	ckheody	ckhody	DELETION	BEGIN	e	
Voynich	9207	ckhody	chody	SUBSTITUTION	BEGIN	K	H
Voynich	9409	okchal	okchar	SUBSTITUTION	END	l	r
Voynich	9459	oor	chor	SUBSTITUTION	BEGIN	o	H
Voynich	9468	ctheor	ctheol	SUBSTITUTION	END	r	l
Voynich	9500	chol	sol	SUBSTITUTION	BEGIN	H	s
Voynich	9571	o	y	SUBSTITUTION	MIDDLE	o	y
Voynich	9591	shom	shol	SUBSTITUTION	END	m	l
Voynich	9608	dain	d	DELETION	END	A	
Voynich	9621	todaiin	shodaiin	SUBSTITUTION	BEGIN	t	S
Voynich	9629	tsheody	sheody	DELETION	BEGIN	t	
Voynich	9719	or	ol	SUBSTITUTION	END	r	l
Voynich	9731	ol	dol	INSERTION	BEGIN		d
Voynich	9735	chol	ckhol	SUBSTITUTION	BEGIN	H	K
Voynich	9744	or	ol	SUBSTITUTION	END	r	l
Voynich	9745	ol	ckhol	INSERTION	BEGIN		K
Voynich	9747	chor	cho	DELETION	END	r	
Voynich	9758	aiin	al	SUBSTITUTION	END	N	l
Voynich	9838	tol	chol	SUBSTITUTION	BEGIN	t	H
Voynich	9839	chol	cthol	SUBSTITUTION	BEGIN	H	C
Voynich	9873	qokar	okar	DELETION	BEGIN	q	
Voynich	9877	ar	al	SUBSTITUTION	END	r	l
Voynich	9883	chky	chdy	SUBSTITUTION	MIDDLE	k	d
Voynich	9893	char	ar	DELETION	BEGIN	H	
Voynich	9924	qotchdy	qokchdy	SUBSTITUTION	MIDDLE	t	k
Voynich	10032	ain	ch	SUBSTITUTION	MIDDLE	A	H
Voynich	10088	ar	aiin	SUBSTITUTION	END	r	N
Voynich	10089	aiin	daiin	INSERTION	BEGIN		d
Voynich	10105	chol	choly	INSERTION	END		y
Voynich	10115	qokeey	chokeey	SUBSTITUTION	BEGIN	q	H
Voynich	10116	chokeey	choksy	SUBSTITUTION	END	E	s
Voynich	10121	chokor	chkor	DELETION	BEGIN	o	
Voynich	10142	choy	choky	INSERTION	END		k
Voynich	10154	y	t	SUBSTITUTION	MIDDLE	y	t
Voynich	10176	tcho	tchol	INSERTION	END		l
Voynich	10177	tchol	chol	DELETION	BEGIN	t	
Voynich	10207	qoteeey	qoteey	DELETION	END	e	
Voynich	10237	shol	chol	SUBSTITUTION	BEGIN	S	H
Voynich	10256	y	dy	INSERTION	BEGIN		d
Voynich	10270	sho	shol	INSERTION	END		l
Voynich	10275	kchol	chol	DELETION	BEGIN	k	
Voynich	10284	s	o	SUBSTITUTION	MIDDLE	s	o
Voynich	10286	kchol	chol	DELETION	BEGIN	k	
Voynich	10316	cheody	cheeody	SUBSTITUTION	BEGIN	e	E
Voynich	10320	cheocthy	cheody	SUBSTITUTION	END	C	d
Voynich	10325	chteody	cheody	DELETION	BEGIN	t	
Voynich	10364	chedy	cthedy	SUBSTITUTION	BEGIN	H	C
Voynich	10385	o	d	SUBSTITUTION	MIDDLE	o	d
Voynich	10388	l	g	SUBSTITUTION	MIDDLE	l	g
Voynich	10393	f	o	SUBSTITUTION	MIDDLE	f	o
Voynich	10401	s	y	SUBSTITUTION	MIDDLE	s	y
Voynich	10409	a	r	SUBSTITUTION	MIDDLE	a	r
Voynich	10414	v	r	SUBSTITUTION	MIDDLE	v	r
Voynich	10421	d	o	SUBSTITUTION	MIDDLE	d	o
Voynich	10422	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	10427	o	k	SUBSTITUTION	MIDDLE	o	k
Voynich	10432	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	10433	l	d	SUBSTITUTION	MIDDLE	l	d
Voynich	10434	d	r	SUBSTITUTION	MIDDLE	d	r
Voynich	10435	r	v	SUBSTITUTION	MIDDLE	r	v
Voynich	10436	v	x	SUBSTITUTION	MIDDLE	v	x
Voynich	10437	x	k	SUBSTITUTION	MIDDLE	x	k
Voynich	10438	k	m	SUBSTITUTION	MIDDLE	k	m
Voynich	10439	m	f	SUBSTITUTION	MIDDLE	m	f
Voynich	10442	v	t	SUBSTITUTION	MIDDLE	v	t
Voynich	10443	t	r	SUBSTITUTION	MIDDLE	t	r
Voynich	10445	170	171	SUBSTITUTION	END	0	1
Voynich	10447	y	I	SUBSTITUTION	MIDDLE	y	i
Voynich	10450	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	10451	l	d	SUBSTITUTION	MIDDLE	l	d
Voynich	10452	d	r	SUBSTITUTION	MIDDLE	d	r
Voynich	10453	r	v	SUBSTITUTION	MIDDLE	r	v
Voynich	10454	v	x	SUBSTITUTION	MIDDLE	v	x
Voynich	10455	x	k	SUBSTITUTION	MIDDLE	x	k
Voynich	10456	k	m	SUBSTITUTION	MIDDLE	k	m
Voynich	10457	m	f	SUBSTITUTION	MIDDLE	m	f
Voynich	10460	v	t	SUBSTITUTION	MIDDLE	v	t
Voynich	10461	t	r	SUBSTITUTION	MIDDLE	t	r
Voynich	10463	170	171	SUBSTITUTION	END	0	1
Voynich	10465	y	c	SUBSTITUTION	MIDDLE	y	c
Voynich	10468	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	10469	l	d	SUBSTITUTION	MIDDLE	l	d
Voynich	10470	d	r	SUBSTITUTION	MIDDLE	d	r
Voynich	10471	r	v	SUBSTITUTION	MIDDLE	r	v
Voynich	10472	v	x	SUBSTITUTION	MIDDLE	v	x
Voynich	10473	x	k	SUBSTITUTION	MIDDLE	x	k
Voynich	10474	k	m	SUBSTITUTION	MIDDLE	k	m
Voynich	10475	m	p	SUBSTITUTION	MIDDLE	m	p
Voynich	10478	v	t	SUBSTITUTION	MIDDLE	v	t
Voynich	10479	t	r	SUBSTITUTION	MIDDLE	t	r
Voynich	10481	170	171	SUBSTITUTION	END	0	1
Voynich	10483	y	c	SUBSTITUTION	MIDDLE	y	c
Voynich	10486	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	10487	l	d	SUBSTITUTION	MIDDLE	l	d
Voynich	10488	d	r	SUBSTITUTION	MIDDLE	d	r
Voynich	10489	r	v	SUBSTITUTION	MIDDLE	r	v
Voynich	10490	v	x	SUBSTITUTION	MIDDLE	v	x
Voynich	10491	x	k	SUBSTITUTION	MIDDLE	x	k
Voynich	10492	k	m	SUBSTITUTION	MIDDLE	k	m
Voynich	10493	m	p	SUBSTITUTION	MIDDLE	m	p
Voynich	10496	v	t	SUBSTITUTION	MIDDLE	v	t
Voynich	10497	t	r	SUBSTITUTION	MIDDLE	t	r
Voynich	10499	170	171	SUBSTITUTION	END	0	1
Voynich	10501	y	c	SUBSTITUTION	MIDDLE	y	c
Voynich	10508	o	d	SUBSTITUTION	MIDDLE	o	d
Voynich	10511	l	o	SUBSTITUTION	MIDDLE	l	o
Voynich	10517	s	y	SUBSTITUTION	MIDDLE	s	y
Voynich	10530	daiin	aiin	DELETION	BEGIN	d	
Voynich	10535	o	v	SUBSTITUTION	MIDDLE	o	v
Voynich	10536	v	l	SUBSTITUTION	MIDDLE	v	l
Voynich	10537	l	r	SUBSTITUTION	MIDDLE	l	r
Voynich	10538	r	m	SUBSTITUTION	MIDDLE	r	m
Voynich	10543	c	f	SUBSTITUTION	MIDDLE	c	f
Voynich	10544	f	s	SUBSTITUTION	MIDDLE	f	s
Voynich	10545	s	y	SUBSTITUTION	MIDDLE	s	y
Voynich	10546	y	l	SUBSTITUTION	MIDDLE	y	l
Voynich	10547	l	k	SUBSTITUTION	MIDDLE	l	k
Voynich	10548	k	x	SUBSTITUTION	MIDDLE	k	x
Voynich	10549	x	l	SUBSTITUTION	MIDDLE	x	l
Voynich	10550	l	r	SUBSTITUTION	MIDDLE	l	r
Voynich	10554	o	r	SUBSTITUTION	MIDDLE	o	r
Voynich	10555	r	a	SUBSTITUTION	MIDDLE	r	a
Voynich	10556	a	t	SUBSTITUTION	MIDDLE	a	t
Voynich	10557	t	l	SUBSTITUTION	MIDDLE	t	l
Voynich	10558	l	s	SUBSTITUTION	MIDDLE	l	s
Voynich	10559	s	d	SUBSTITUTION	MIDDLE	s	d
Voynich	10560	d	y	SUBSTITUTION	MIDDLE	d	y
Voynich	10567	x	s	SUBSTITUTION	MIDDLE	x	s
Voynich	10568	s	l	SUBSTITUTION	MIDDLE	s	l
Voynich	10575	ara	arar	INSERTION	END		r
Voynich	10594	tal	ytal	INSERTION	BEGIN		y
Voynich	10595	ytal	ytar	SUBSTITUTION	END	l	r
Voynich	10621	char	ar	DELETION	BEGIN	H	
Voynich	10622	ar	al	SUBSTITUTION	END	r	l
Voynich	10624	char	ar	DELETION	BEGIN	H	
Voynich	10625	ar	ary	INSERTION	END		y
Voynich	10669	ar	am	SUBSTITUTION	END	r	m
Voynich	10702	chal	chaiin	SUBSTITUTION	END	l	N
Voynich	10704	ol	oly	INSERTION	END		y
Voynich	10722	ar	air	INSERTION	MIDDLE		i
Voynich	10750	okal	otal	SUBSTITUTION	MIDDLE	k	t
Voynich	10828	tal	al	DELETION	BEGIN	t	
Voynich	10833	ar	am	SUBSTITUTION	END	r	m
Voynich	10853	chal	cheal	INSERTION	MIDDLE		e
Voynich	10871	chol	ol	DELETION	BEGIN	H	
Voynich	10906	ckhol	shol	SUBSTITUTION	BEGIN	K	S
Voynich	10908	ar	aiin	SUBSTITUTION	END	r	N
Voynich	10965	ypar	ypal	SUBSTITUTION	END	r	l
Voynich	10966	ypal	opal	SUBSTITUTION	BEGIN	y	o
Voynich	11003	qokal	qokaiin	SUBSTITUTION	END	l	N
Voynich	11017	qokaly	okaly	DELETION	BEGIN	q	
Voynich	11061	shey	key	SUBSTITUTION	BEGIN	S	k
Voynich	11111	ar	tar	INSERTION	BEGIN		t
Voynich	11219	ol	al	SUBSTITUTION	BEGIN	o	a
Voynich	11231	aiin	al	SUBSTITUTION	END	N	l
Voynich	11292	sheo	keo	SUBSTITUTION	BEGIN	S	k
Voynich	11302	otain	okain	SUBSTITUTION	MIDDLE	t	k
Voynich	11314	qokal	okal	DELETION	BEGIN	q	
Voynich	11470	chdy	chedy	INSERTION	MIDDLE		e
Voynich	11479	qokeeody	qokeody	SUBSTITUTION	MIDDLE	E	e
Voynich	11539	daiin	dal	SUBSTITUTION	END	N	l
Voynich	11541	shedy	chedy	SUBSTITUTION	BEGIN	S	H
Voynich	11552	i	h	SUBSTITUTION	MIDDLE	i	h
Voynich	11553	h	y	SUBSTITUTION	MIDDLE	h	y
Voynich	11605	daiin	dal	SUBSTITUTION	END	N	l
Voynich	11606	dal	dol	SUBSTITUTION	MIDDLE	a	o
Voynich	11630	sheol	shol	DELETION	MIDDLE	e	
Voynich	11687	qocthedy	qokedy	SUBSTITUTION	MIDDLE	C	k
Voynich	11707	lshedy	lchedy	SUBSTITUTION	BEGIN	S	H
Voynich	11787	chos	chor	SUBSTITUTION	END	s	r
Voynich	11806	cheky	chety	SUBSTITUTION	END	k	t
Voynich	11832	otaiin	otar	SUBSTITUTION	END	N	r
Voynich	11873	s	o	SUBSTITUTION	MIDDLE	s	o
Voynich	11879	ar	am	SUBSTITUTION	END	r	m
Voynich	11887	ar	air	INSERTION	MIDDLE		i
Voynich	11889	s	o	SUBSTITUTION	MIDDLE	s	o
Voynich	11913	s	o	SUBSTITUTION	MIDDLE	s	o
Voynich	11924	chdar	dar	DELETION	BEGIN	H	
Voynich	11928	dar	ar	DELETION	BEGIN	d	
Voynich	11994	ain	y	SUBSTITUTION	MIDDLE	A	y
Voynich	12051	s	ain	SUBSTITUTION	MIDDLE	s	A
Voynich	12066	daiin	dal	SUBSTITUTION	END	N	l
Voynich	12075	am	ar	SUBSTITUTION	END	m	r
Voynich	12089	aiin	am	SUBSTITUTION	END	N	m
Voynich	12095	ochol	olol	SUBSTITUTION	MIDDLE	H	l
Voynich	12120	oiin	og	SUBSTITUTION	END	N	g
Voynich	12127	daiin	aiin	DELETION	BEGIN	d	
Voynich	12141	dain	dy	SUBSTITUTION	END	A	y
Voynich	12209	ar	air	INSERTION	MIDDLE		i
Voynich	12240	o	ol	INSERTION	END		l
Voynich	12255	o	r	SUBSTITUTION	MIDDLE	o	r
Voynich	12300	chockhey	chockhy	DELETION	END	e	
Voynich	12350	chteey	choteey	INSERTION	BEGIN		o
Voynich	12437	okchol	okol	DELETION	MIDDLE	H	
Voynich	12446	qockheol	qokeol	SUBSTITUTION	MIDDLE	K	k
Voynich	12503	231	232	SUBSTITUTION	END	1	2
Voynich	12504	232	233	SUBSTITUTION	END	2	3
Voynich	12505	233	234	SUBSTITUTION	END	3	4
Voynich	12512	cheody	chedy	DELETION	MIDDLE	o	
Voynich	12557	dchy	kchy	SUBSTITUTION	BEGIN	d	k
Voynich	12578	y	o	SUBSTITUTION	MIDDLE	y	o
Voynich	12597	chky	oky	SUBSTITUTION	BEGIN	H	o
Voynich	12648	sor	chor	SUBSTITUTION	BEGIN	s	H
Voynich	12651	daiin	dar	SUBSTITUTION	END	N	r
Voynich	12735	oko	okos	INSERTION	END		s
Voynich	12806	shekeey	shkeey	DELETION	BEGIN	e	
Voynich	12929	dal	daiin	SUBSTITUTION	END	l	N
Voynich	12993	chey	shey	SUBSTITUTION	BEGIN	H	S
Voynich	12996	ol	ot	SUBSTITUTION	END	l	t
Voynich	13006	chy	cthy	SUBSTITUTION	BEGIN	H	C
Voynich	13041	char	ar	DELETION	BEGIN	H	
Voynich	13065	dal	daiin	SUBSTITUTION	END	l	N
Voynich	13078	dair	dar	DELETION	END	i	
Voynich	13084	dal	dar	SUBSTITUTION	END	l	r
Voynich	13092	dary	dar	DELETION	END	y	
Voynich	13153	sar	ar	DELETION	BEGIN	s	
Voynich	13176	y	dy	INSERTION	BEGIN		d
Voynich	13213	y	dy	INSERTION	BEGIN		d
Voynich	13216	ch	y	SUBSTITUTION	MIDDLE	H	y
Voynich	13217	y	dy	INSERTION	BEGIN		d
Voynich	13229	ychey	chey	DELETION	BEGIN	y	
Voynich	13246	ar	air	INSERTION	MIDDLE		i
Voynich	13308	okes	okeys	INSERTION	END		y
Voynich	13322	choky	chody	SUBSTITUTION	END	k	d
Voynich	13341	yk	y	DELETION	END	k	
Voynich	13413	r	ar	INSERTION	BEGIN		a
Voynich	13429	y	s	SUBSTITUTION	MIDDLE	y	s
Voynich	13452	chal	dal	SUBSTITUTION	BEGIN	H	d
Voynich	13455	ar	al	SUBSTITUTION	END	r	l
Voynich	13546	ar	dar	INSERTION	BEGIN		d
Voynich	13610	al	dl	SUBSTITUTION	BEGIN	a	d
Voynich	13662	shey	shecth	SUBSTITUTION	END	y	C
Voynich	13703	oky	ody	SUBSTITUTION	MIDDLE	k	d
Voynich	13743	oteey	teey	DELETION	BEGIN	o	
Voynich	13778	ar	al	SUBSTITUTION	END	r	l
Voynich	13785	oteeos	oteos	SUBSTITUTION	MIDDLE	E	e
Voynich	13862	dal	al	DELETION	BEGIN	d	
Voynich	13885	oto	otol	INSERTION	END		l
Voynich	13892	okeo	keo	DELETION	BEGIN	o	
Voynich	13900	or	ar	SUBSTITUTION	BEGIN	o	a
Voynich	13901	ar	al	SUBSTITUTION	END	r	l
Voynich	13948	otey	oteo	SUBSTITUTION	END	y	o
Voynich	13974	dal	al	DELETION	BEGIN	d	
Voynich	13976	oteey	teey	DELETION	BEGIN	o	
Voynich	13982	ochey	chey	DELETION	BEGIN	o	
Voynich	13992	al	aiin	SUBSTITUTION	END	l	N
Voynich	14028	oty	oto	SUBSTITUTION	END	y	o
Voynich	14069	chlol	cheol	SUBSTITUTION	MIDDLE	l	e
Voynich	14095	ar	aiin	SUBSTITUTION	END	r	N
Voynich	14098	otam	chotam	INSERTION	BEGIN		H
Voynich	14102	dar	ar	DELETION	BEGIN	d	
Voynich	14113	ar	ary	INSERTION	END		y
Voynich	14128	ytey	otey	SUBSTITUTION	BEGIN	y	o
Voynich	14141	chokaiin	okaiin	DELETION	BEGIN	H	
Voynich	14143	al	alo	INSERTION	END		o
Voynich	14207	d	r	SUBSTITUTION	MIDDLE	d	r
Voynich	14209	aiin	al	SUBSTITUTION	END	N	l
Voynich	14277	chs	chchs	INSERTION	MIDDLE		H
Voynich	14280	aly	taly	INSERTION	BEGIN		t
Voynich	14284	okaiin	olaiin	SUBSTITUTION	MIDDLE	k	l
Voynich	14313	ar	aiin	SUBSTITUTION	END	r	N
Voynich	14322	os	oiin	SUBSTITUTION	END	s	N
Voynich	14402	of	o	DELETION	END	f	
Voynich	14424	ar	am	SUBSTITUTION	END	r	m
Voynich	14450	olaiin	oraiin	SUBSTITUTION	MIDDLE	l	r
Voynich	14473	sho	shol	INSERTION	END		l
Voynich	14533	okeey	okeeey	INSERTION	END		e
Voynich	14601	okedl	okedy	SUBSTITUTION	END	l	y
Voynich	14619	air	aim	SUBSTITUTION	END	r	m
Voynich	14680	al	ar	SUBSTITUTION	END	l	r
Voynich	14713	y	s	SUBSTITUTION	MIDDLE	y	s
Voynich	14804	air	ar	DELETION	MIDDLE	i	
Voynich	14815	choteey	cheteey	SUBSTITUTION	BEGIN	o	e
Voynich	15026	chey	ckhey	SUBSTITUTION	BEGIN	H	K
Voynich	15028	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	15032	qokeey	qoky	DELETION	END	E	
Voynich	15140	dal	shal	SUBSTITUTION	BEGIN	d	S
Voynich	15152	char	sar	SUBSTITUTION	BEGIN	H	s
Voynich	15166	chey	lchey	INSERTION	BEGIN		l
Voynich	15206	shy	dy	SUBSTITUTION	BEGIN	S	d
Voynich	15230	tchedy	pchedy	SUBSTITUTION	BEGIN	t	p
Voynich	15273	qoked	qokedy	INSERTION	END		y
Voynich	15301	okar	otar	SUBSTITUTION	MIDDLE	k	t
Voynich	15318	okar	otar	SUBSTITUTION	MIDDLE	k	t
Voynich	15324	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	15329	qokeedy	qokedy	SUBSTITUTION	MIDDLE	E	e
Voynich	15331	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	15347	sokeedy	qokeedy	SUBSTITUTION	BEGIN	s	q
Voynich	15355	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	15357	qoteey	qoteedy	INSERTION	END		d
Voynich	15369	okedy	qokedy	INSERTION	BEGIN		q
Voynich	15373	otar	otam	SUBSTITUTION	END	r	m
Voynich	15385	otedy	qotedy	INSERTION	BEGIN		q
Voynich	15386	qotedy	otedy	DELETION	BEGIN	q	
Voynich	15389	qokey	qokedy	INSERTION	END		d
Voynich	15450	otedy	qotedy	INSERTION	BEGIN		q
Voynich	15489	tedy	otedy	INSERTION	BEGIN		o
Voynich	15490	otedy	tedy	DELETION	BEGIN	o	
Voynich	15504	ol	olain	INSERTION	END		A
Voynich	15564	dedy	kedy	SUBSTITUTION	BEGIN	d	k
Voynich	15582	qol	ol	DELETION	BEGIN	q	
Voynich	15586	dol	ol	DELETION	BEGIN	d	
Voynich	15606	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	15643	qokeed	qokeey	SUBSTITUTION	END	d	y
Voynich	15665	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	15680	dal	daiin	SUBSTITUTION	END	l	N
Voynich	15688	otal	opal	SUBSTITUTION	MIDDLE	t	p
Voynich	15771	chcphy	chcphdy	INSERTION	END		d
Voynich	15792	qokeey	qokey	SUBSTITUTION	END	E	e
Voynich	15797	qotedy	otedy	DELETION	BEGIN	q	
Voynich	15848	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	15890	okal	okaiin	SUBSTITUTION	END	l	N
Voynich	15904	al	ar	SUBSTITUTION	END	l	r
Voynich	15905	ar	aiin	SUBSTITUTION	END	r	N
Voynich	15906	aiin	ar	SUBSTITUTION	END	N	r
Voynich	15917	qokeey	okeey	DELETION	BEGIN	q	
Voynich	15945	shedy	lshedy	INSERTION	BEGIN		l
Voynich	15951	chedy	lchedy	INSERTION	BEGIN		l
Voynich	15956	chckhy	shckhy	SUBSTITUTION	BEGIN	H	S
Voynich	15981	l	ain	SUBSTITUTION	MIDDLE	l	A
Voynich	16003	chckhy	chey	SUBSTITUTION	MIDDLE	K	e
Voynich	16069	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	16102	shedy	shey	DELETION	END	d	
Voynich	16103	shey	shedy	INSERTION	END		d
Voynich	16120	chcthy	chckhy	SUBSTITUTION	MIDDLE	C	K
Voynich	16124	sheol	cheol	SUBSTITUTION	BEGIN	S	H
Voynich	16139	lchey	chey	DELETION	BEGIN	l	
Voynich	16211	okar	opar	SUBSTITUTION	MIDDLE	k	p
Voynich	16229	okedy	otedy	SUBSTITUTION	BEGIN	k	t
Voynich	16230	otedy	okedy	SUBSTITUTION	BEGIN	t	k
Voynich	16232	lchedy	chedy	DELETION	BEGIN	l	
Voynich	16280	shedy	shey	DELETION	END	d	
Voynich	16291	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	16292	qokeedy	qokedy	SUBSTITUTION	MIDDLE	E	e
Voynich	16323	or	ar	SUBSTITUTION	BEGIN	o	a
Voynich	16324	ar	al	SUBSTITUTION	END	r	l
Voynich	16352	shedy	chedy	SUBSTITUTION	BEGIN	S	H
Voynich	16381	otain	okain	SUBSTITUTION	MIDDLE	t	k
Voynich	16386	kedy	okedy	INSERTION	BEGIN		o
Voynich	16404	oteedy	otedy	SUBSTITUTION	MIDDLE	E	e
Voynich	16416	qokeedy	okeedy	DELETION	BEGIN	q	
Voynich	16433	dshedy	shedy	DELETION	BEGIN	d	
Voynich	16455	chedy	checthy	SUBSTITUTION	END	d	C
Voynich	16501	qoeeedy	qokedy	SUBSTITUTION	MIDDLE	E	k
Voynich	16544	lcheedy	lchedy	SUBSTITUTION	MIDDLE	E	e
Voynich	16557	chedy	lchedy	INSERTION	BEGIN		l
Voynich	16564	shedy	chedy	SUBSTITUTION	BEGIN	S	H
Voynich	16576	qokshedy	qokedy	DELETION	MIDDLE	S	
Voynich	16599	ain	r	SUBSTITUTION	MIDDLE	A	r
Voynich	16600	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	16601	ain	o	SUBSTITUTION	MIDDLE	A	o
Voynich	16690	qokey	qoky	DELETION	END	e	
Voynich	16695	chedy	shedy	SUBSTITUTION	BEGIN	H	S
Voynich	16775	qoteedy	qodeedy	SUBSTITUTION	MIDDLE	t	d
Voynich	16786	tedy	chedy	SUBSTITUTION	BEGIN	t	H
Voynich	16857	qokeedy	qokedy	SUBSTITUTION	MIDDLE	E	e
Voynich	16875	chedy	lchedy	INSERTION	BEGIN		l
Voynich	16896	qoteedy	qokeedy	SUBSTITUTION	MIDDLE	t	k
Voynich	16950	shedy	chedy	SUBSTITUTION	BEGIN	S	H
Voynich	16977	cheedy	cheey	DELETION	END	d	
Voynich	17009	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	17017	qokeedy	qokeey	DELETION	END	d	
Voynich	17020	aiin	al	SUBSTITUTION	END	N	l
Voynich	17027	qoteedy	qotedy	SUBSTITUTION	MIDDLE	E	e
Voynich	17043	sl	s	DELETION	END	l	
Voynich	17044	s	ain	SUBSTITUTION	MIDDLE	s	A
Voynich	17086	qotedy	qokedy	SUBSTITUTION	MIDDLE	t	k
Voynich	17149	shedy	chedy	SUBSTITUTION	BEGIN	S	H
Voynich	17159	shedy	chedy	SUBSTITUTION	BEGIN	S	H
Voynich	17167	qeedy	qeedeey	INSERTION	END		E
Voynich	17169	olchey	lchey	DELETION	BEGIN	o	
Voynich	17175	rar	ar	DELETION	BEGIN	r	
Voynich	17200	dal	daly	INSERTION	END		y
Voynich	17276	qokedy	qoked	DELETION	END	y	
Voynich	17283	daly	dal	DELETION	END	y	
Voynich	17297	dal	daiin	SUBSTITUTION	END	l	N
Voynich	17382	chedy	lchedy	INSERTION	BEGIN		l
Voynich	17412	qokeedy	qokedy	SUBSTITUTION	MIDDLE	E	e
Voynich	17433	dor	or	DELETION	BEGIN	d	
Voynich	17489	okedy	kedy	DELETION	BEGIN	o	
Voynich	17505	qokchdy	qokedy	SUBSTITUTION	MIDDLE	H	e
Voynich	17506	qokedy	okedy	DELETION	BEGIN	q	
Voynich	17524	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	17528	dar	ar	DELETION	BEGIN	d	
Voynich	17674	qotaiin	qokaiin	SUBSTITUTION	MIDDLE	t	k
Voynich	17695	lchedy	pchedy	SUBSTITUTION	BEGIN	l	p
Voynich	17723	dal	dol	SUBSTITUTION	MIDDLE	a	o
Voynich	17765	okedy	qokedy	INSERTION	BEGIN		q
Voynich	17773	qokeedy	qokedy	SUBSTITUTION	MIDDLE	E	e
Voynich	17783	okedy	dkedy	SUBSTITUTION	BEGIN	o	d
Voynich	17826	qokedy	qokey	DELETION	END	d	
Voynich	17863	lchdy	dchdy	SUBSTITUTION	BEGIN	l	d
Voynich	17895	lshedy	olshedy	INSERTION	BEGIN		o
Voynich	17933	ol	or	SUBSTITUTION	END	l	r
Voynich	17936	or	ol	SUBSTITUTION	END	r	l
