mechanism_id	scaling_policy_id	corpus_scale	metric_id	n	range	stability
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	LARGE	cs7/edit-distance-x-structural-distance	3	0.025664	PARTIALLY_STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	MEDIUM	cs7/edit-distance-x-structural-distance	3	0.022930	PARTIALLY_STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	SMALL	cs7/edit-distance-x-structural-distance	3	0.041703	PARTIALLY_STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
m_restricted_storage_associate	CUE_RESET_LOCAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000031	STABLE
negative_randomized_convention	LITERAL_RESET_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000031	STABLE
negative_randomized_convention	LITERAL_RESET_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.005579	STABLE
negative_randomized_convention	LITERAL_RESET_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.009799	STABLE
negative_randomized_convention	LITERAL_RESET_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.014696	PARTIALLY_STABLE
negative_randomized_convention	LITERAL_RESET_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	LARGE	cs7/edit-distance-x-structural-distance	3	0.067067	PARTIALLY_STABLE
negative_randomized_convention	LITERAL_RESET_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.007812	STABLE
negative_randomized_convention	LITERAL_RESET_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.015625	PARTIALLY_STABLE
negative_randomized_convention	LITERAL_RESET_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.016366	PARTIALLY_STABLE
negative_randomized_convention	LITERAL_RESET_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.003694	STABLE
negative_randomized_convention	LITERAL_RESET_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	MEDIUM	cs7/edit-distance-x-structural-distance	3	0.009421	STABLE
negative_randomized_convention	LITERAL_RESET_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000248	STABLE
negative_randomized_convention	LITERAL_RESET_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.023777	PARTIALLY_STABLE
negative_randomized_convention	LITERAL_RESET_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.018687	PARTIALLY_STABLE
negative_randomized_convention	LITERAL_RESET_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_convention	LITERAL_RESET_V1	SMALL	cs7/edit-distance-x-structural-distance	3	0.032124	PARTIALLY_STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	LARGE	cs7/edit-distance-x-structural-distance	3	0.060761	PARTIALLY_STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	MEDIUM	cs7/edit-distance-x-structural-distance	3	0.038339	PARTIALLY_STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	SMALL	cs7/edit-distance-x-structural-distance	3	0.004772	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	LARGE	cs7/edit-distance-x-structural-distance	3	0.032810	PARTIALLY_STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	MEDIUM	cs7/edit-distance-x-structural-distance	3	0.029646	PARTIALLY_STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	SMALL	cs7/edit-distance-x-structural-distance	3	0.054662	PARTIALLY_STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.003906	STABLE
negative_randomized_path	LITERAL_RESET_V1	LARGE	EF1_ISOLATE_SHARE	3	0.015625	PARTIALLY_STABLE
negative_randomized_path	LITERAL_RESET_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.006356	STABLE
negative_randomized_path	LITERAL_RESET_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.007427	STABLE
negative_randomized_path	LITERAL_RESET_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	LARGE	cs7/edit-distance-x-structural-distance	3	0.039010	PARTIALLY_STABLE
negative_randomized_path	LITERAL_RESET_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.007812	STABLE
negative_randomized_path	LITERAL_RESET_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.015625	PARTIALLY_STABLE
negative_randomized_path	LITERAL_RESET_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.024507	PARTIALLY_STABLE
negative_randomized_path	LITERAL_RESET_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.015413	PARTIALLY_STABLE
negative_randomized_path	LITERAL_RESET_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	MEDIUM	cs7/edit-distance-x-structural-distance	3	0.012082	PARTIALLY_STABLE
negative_randomized_path	LITERAL_RESET_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.041394	PARTIALLY_STABLE
negative_randomized_path	LITERAL_RESET_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.028045	PARTIALLY_STABLE
negative_randomized_path	LITERAL_RESET_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
negative_randomized_path	LITERAL_RESET_V1	SMALL	cs7/edit-distance-x-structural-distance	3	0.035200	PARTIALLY_STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	LARGE	cs7/edit-distance-x-structural-distance	3	0.038087	PARTIALLY_STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	MEDIUM	cs7/edit-distance-x-structural-distance	3	0.020755	PARTIALLY_STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
