job_id	stage	model_class	candidate_id	corpus	transcription	partition	status	failure_class
job-001035	CALIBRATION	M2	M2-006	MFC0	P13	CALIBRATION	OK	
job-001036	CALIBRATION	M2	M2-007	MFC0	P13	CALIBRATION	OK	
job-001037	CALIBRATION	M2	M2-008	MFC0	P13	CALIBRATION	OK	
job-001038	CALIBRATION	M2	M2-009	MFC0	P13	CALIBRATION	OK	
job-001039	CALIBRATION	M3	M3-001	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001040	CALIBRATION	M3	M3-002	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001041	CALIBRATION	M3	M3-003	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001042	CALIBRATION	M3	M3-004	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001043	CALIBRATION	M3	M3-005	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001044	CALIBRATION	M3	M3-006	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001045	CALIBRATION	M3	M3-007	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001046	CALIBRATION	M3	M3-008	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001047	CALIBRATION	M3	M3-009	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001048	CALIBRATION	M4	M4-001	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001049	CALIBRATION	M4	M4-002	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001050	CALIBRATION	M4	M4-003	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001051	CALIBRATION	M4	M4-004	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001052	CALIBRATION	M4	M4-005	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001053	CALIBRATION	M4	M4-006	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001054	CALIBRATION	M4	M4-007	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001055	CALIBRATION	M4	M4-008	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001056	CALIBRATION	M4	M4-009	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001057	CALIBRATION	M4	M4-010	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001058	CALIBRATION	M4	M4-011	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001059	CALIBRATION	M4	M4-012	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001060	CALIBRATION	M4	M4-013	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001061	CALIBRATION	M4	M4-014	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001062	CALIBRATION	M4	M4-015	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001063	CALIBRATION	M4	M4-016	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001064	CALIBRATION	M4	M4-017	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001065	CALIBRATION	M4	M4-018	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001066	CALIBRATION	M4	M4-019	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001067	CALIBRATION	M4	M4-020	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001068	CALIBRATION	M4	M4-021	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001069	CALIBRATION	M4	M4-022	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001070	CALIBRATION	M4	M4-023	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001071	CALIBRATION	M4	M4-024	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001072	CALIBRATION	M4	M4-025	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001073	CALIBRATION	M4	M4-026	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001074	CALIBRATION	M4	M4-027	MFC0	P13	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001075	CALIBRATION	M5	M5-001	MFC0	P13	CALIBRATION	OK	
job-001076	CALIBRATION	M5	M5-002	MFC0	P13	CALIBRATION	OK	
job-001077	CALIBRATION	M5	M5-003	MFC0	P13	CALIBRATION	OK	
job-001078	CALIBRATION	M5	M5-004	MFC0	P13	CALIBRATION	OK	
job-001079	CALIBRATION	M5	M5-005	MFC0	P13	CALIBRATION	OK	
job-001080	CALIBRATION	M5	M5-006	MFC0	P13	CALIBRATION	OK	
job-001081	CALIBRATION	M5	M5-007	MFC0	P13	CALIBRATION	OK	
job-001082	CALIBRATION	M5	M5-008	MFC0	P13	CALIBRATION	OK	
job-001083	CALIBRATION	M5	M5-009	MFC0	P13	CALIBRATION	OK	
job-001084	CALIBRATION	M5	M5-010	MFC0	P13	CALIBRATION	OK	
job-001085	CALIBRATION	M5	M5-011	MFC0	P13	CALIBRATION	OK	
job-001086	CALIBRATION	M5	M5-012	MFC0	P13	CALIBRATION	OK	
job-001087	CALIBRATION	M5	M5-013	MFC0	P13	CALIBRATION	OK	
job-001088	CALIBRATION	M5	M5-014	MFC0	P13	CALIBRATION	OK	
job-001089	CALIBRATION	M5	M5-015	MFC0	P13	CALIBRATION	OK	
job-001090	CALIBRATION	M5	M5-016	MFC0	P13	CALIBRATION	OK	
job-001091	CALIBRATION	M5	M5-017	MFC0	P13	CALIBRATION	OK	
job-001092	CALIBRATION	M5	M5-018	MFC0	P13	CALIBRATION	OK	
job-001093	CALIBRATION	M0	M0-001	MFC0	P14	CALIBRATION	OK	
job-001094	CALIBRATION	M0	M0-002	MFC0	P14	CALIBRATION	OK	
job-001095	CALIBRATION	M0	M0-003	MFC0	P14	CALIBRATION	OK	
job-001096	CALIBRATION	M1	M1-001	MFC0	P14	CALIBRATION	OK	
job-001097	CALIBRATION	M1	M1-002	MFC0	P14	CALIBRATION	OK	
job-001098	CALIBRATION	M1	M1-003	MFC0	P14	CALIBRATION	OK	
job-001099	CALIBRATION	M1	M1-004	MFC0	P14	CALIBRATION	OK	
job-001100	CALIBRATION	M1	M1-005	MFC0	P14	CALIBRATION	OK	
job-001101	CALIBRATION	M1	M1-006	MFC0	P14	CALIBRATION	OK	
job-001102	CALIBRATION	M1	M1-007	MFC0	P14	CALIBRATION	OK	
job-001103	CALIBRATION	M1	M1-008	MFC0	P14	CALIBRATION	OK	
job-001104	CALIBRATION	M1	M1-009	MFC0	P14	CALIBRATION	OK	
job-001105	CALIBRATION	M1	M1-010	MFC0	P14	CALIBRATION	OK	
job-001106	CALIBRATION	M1	M1-011	MFC0	P14	CALIBRATION	OK	
job-001107	CALIBRATION	M1	M1-012	MFC0	P14	CALIBRATION	OK	
job-001108	CALIBRATION	M1	M1-013	MFC0	P14	CALIBRATION	OK	
job-001109	CALIBRATION	M1	M1-014	MFC0	P14	CALIBRATION	OK	
job-001110	CALIBRATION	M1	M1-015	MFC0	P14	CALIBRATION	OK	
job-001111	CALIBRATION	M1	M1-016	MFC0	P14	CALIBRATION	OK	
job-001112	CALIBRATION	M1	M1-017	MFC0	P14	CALIBRATION	OK	
job-001113	CALIBRATION	M1	M1-018	MFC0	P14	CALIBRATION	OK	
job-001114	CALIBRATION	M2	M2-001	MFC0	P14	CALIBRATION	OK	
job-001115	CALIBRATION	M2	M2-002	MFC0	P14	CALIBRATION	OK	
job-001116	CALIBRATION	M2	M2-003	MFC0	P14	CALIBRATION	OK	
job-001117	CALIBRATION	M2	M2-004	MFC0	P14	CALIBRATION	OK	
job-001118	CALIBRATION	M2	M2-005	MFC0	P14	CALIBRATION	OK	
job-001119	CALIBRATION	M2	M2-006	MFC0	P14	CALIBRATION	OK	
job-001120	CALIBRATION	M2	M2-007	MFC0	P14	CALIBRATION	OK	
job-001121	CALIBRATION	M2	M2-008	MFC0	P14	CALIBRATION	OK	
job-001122	CALIBRATION	M2	M2-009	MFC0	P14	CALIBRATION	OK	
job-001123	CALIBRATION	M3	M3-001	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001124	CALIBRATION	M3	M3-002	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001125	CALIBRATION	M3	M3-003	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001126	CALIBRATION	M3	M3-004	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001127	CALIBRATION	M3	M3-005	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001128	CALIBRATION	M3	M3-006	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001129	CALIBRATION	M3	M3-007	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001130	CALIBRATION	M3	M3-008	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001131	CALIBRATION	M3	M3-009	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001132	CALIBRATION	M4	M4-001	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001133	CALIBRATION	M4	M4-002	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001134	CALIBRATION	M4	M4-003	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001135	CALIBRATION	M4	M4-004	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001136	CALIBRATION	M4	M4-005	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001137	CALIBRATION	M4	M4-006	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001138	CALIBRATION	M4	M4-007	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001139	CALIBRATION	M4	M4-008	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001140	CALIBRATION	M4	M4-009	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001141	CALIBRATION	M4	M4-010	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001142	CALIBRATION	M4	M4-011	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001143	CALIBRATION	M4	M4-012	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001144	CALIBRATION	M4	M4-013	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001145	CALIBRATION	M4	M4-014	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001146	CALIBRATION	M4	M4-015	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001147	CALIBRATION	M4	M4-016	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001148	CALIBRATION	M4	M4-017	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001149	CALIBRATION	M4	M4-018	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001150	CALIBRATION	M4	M4-019	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001151	CALIBRATION	M4	M4-020	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001152	CALIBRATION	M4	M4-021	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001153	CALIBRATION	M4	M4-022	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001154	CALIBRATION	M4	M4-023	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001155	CALIBRATION	M4	M4-024	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001156	CALIBRATION	M4	M4-025	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001157	CALIBRATION	M4	M4-026	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001158	CALIBRATION	M4	M4-027	MFC0	P14	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001159	CALIBRATION	M5	M5-001	MFC0	P14	CALIBRATION	OK	
job-001160	CALIBRATION	M5	M5-002	MFC0	P14	CALIBRATION	OK	
job-001161	CALIBRATION	M5	M5-003	MFC0	P14	CALIBRATION	OK	
job-001162	CALIBRATION	M5	M5-004	MFC0	P14	CALIBRATION	OK	
job-001163	CALIBRATION	M5	M5-005	MFC0	P14	CALIBRATION	OK	
job-001164	CALIBRATION	M5	M5-006	MFC0	P14	CALIBRATION	OK	
job-001165	CALIBRATION	M5	M5-007	MFC0	P14	CALIBRATION	OK	
job-001166	CALIBRATION	M5	M5-008	MFC0	P14	CALIBRATION	OK	
job-001167	CALIBRATION	M5	M5-009	MFC0	P14	CALIBRATION	OK	
job-001168	CALIBRATION	M5	M5-010	MFC0	P14	CALIBRATION	OK	
job-001169	CALIBRATION	M5	M5-011	MFC0	P14	CALIBRATION	OK	
job-001170	CALIBRATION	M5	M5-012	MFC0	P14	CALIBRATION	OK	
job-001171	CALIBRATION	M5	M5-013	MFC0	P14	CALIBRATION	OK	
job-001172	CALIBRATION	M5	M5-014	MFC0	P14	CALIBRATION	OK	
job-001173	CALIBRATION	M5	M5-015	MFC0	P14	CALIBRATION	OK	
job-001174	CALIBRATION	M5	M5-016	MFC0	P14	CALIBRATION	OK	
job-001175	CALIBRATION	M5	M5-017	MFC0	P14	CALIBRATION	OK	
job-001176	CALIBRATION	M5	M5-018	MFC0	P14	CALIBRATION	OK	
job-001177	CALIBRATION	M0	M0-001	MFC0	P15	CALIBRATION	OK	
job-001178	CALIBRATION	M0	M0-002	MFC0	P15	CALIBRATION	OK	
job-001179	CALIBRATION	M0	M0-003	MFC0	P15	CALIBRATION	OK	
job-001180	CALIBRATION	M1	M1-001	MFC0	P15	CALIBRATION	OK	
job-001181	CALIBRATION	M1	M1-002	MFC0	P15	CALIBRATION	OK	
job-001182	CALIBRATION	M1	M1-003	MFC0	P15	CALIBRATION	OK	
job-001183	CALIBRATION	M1	M1-004	MFC0	P15	CALIBRATION	OK	
job-001184	CALIBRATION	M1	M1-005	MFC0	P15	CALIBRATION	OK	
job-001185	CALIBRATION	M1	M1-006	MFC0	P15	CALIBRATION	OK	
job-001186	CALIBRATION	M1	M1-007	MFC0	P15	CALIBRATION	OK	
job-001187	CALIBRATION	M1	M1-008	MFC0	P15	CALIBRATION	OK	
job-001188	CALIBRATION	M1	M1-009	MFC0	P15	CALIBRATION	OK	
job-001189	CALIBRATION	M1	M1-010	MFC0	P15	CALIBRATION	OK	
job-001190	CALIBRATION	M1	M1-011	MFC0	P15	CALIBRATION	OK	
job-001191	CALIBRATION	M1	M1-012	MFC0	P15	CALIBRATION	OK	
job-001192	CALIBRATION	M1	M1-013	MFC0	P15	CALIBRATION	OK	
job-001193	CALIBRATION	M1	M1-014	MFC0	P15	CALIBRATION	OK	
job-001194	CALIBRATION	M1	M1-015	MFC0	P15	CALIBRATION	OK	
job-001195	CALIBRATION	M1	M1-016	MFC0	P15	CALIBRATION	OK	
job-001196	CALIBRATION	M1	M1-017	MFC0	P15	CALIBRATION	OK	
job-001197	CALIBRATION	M1	M1-018	MFC0	P15	CALIBRATION	OK	
job-001198	CALIBRATION	M2	M2-001	MFC0	P15	CALIBRATION	OK	
job-001199	CALIBRATION	M2	M2-002	MFC0	P15	CALIBRATION	OK	
job-001200	CALIBRATION	M2	M2-003	MFC0	P15	CALIBRATION	OK	
job-001201	CALIBRATION	M2	M2-004	MFC0	P15	CALIBRATION	OK	
job-001202	CALIBRATION	M2	M2-005	MFC0	P15	CALIBRATION	OK	
job-001203	CALIBRATION	M2	M2-006	MFC0	P15	CALIBRATION	OK	
job-001204	CALIBRATION	M2	M2-007	MFC0	P15	CALIBRATION	OK	
job-001205	CALIBRATION	M2	M2-008	MFC0	P15	CALIBRATION	OK	
job-001206	CALIBRATION	M2	M2-009	MFC0	P15	CALIBRATION	OK	
job-001207	CALIBRATION	M3	M3-001	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001208	CALIBRATION	M3	M3-002	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001209	CALIBRATION	M3	M3-003	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001210	CALIBRATION	M3	M3-004	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001211	CALIBRATION	M3	M3-005	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001212	CALIBRATION	M3	M3-006	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001213	CALIBRATION	M3	M3-007	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001214	CALIBRATION	M3	M3-008	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001215	CALIBRATION	M3	M3-009	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001216	CALIBRATION	M4	M4-001	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001217	CALIBRATION	M4	M4-002	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001218	CALIBRATION	M4	M4-003	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001219	CALIBRATION	M4	M4-004	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001220	CALIBRATION	M4	M4-005	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001221	CALIBRATION	M4	M4-006	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001222	CALIBRATION	M4	M4-007	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001223	CALIBRATION	M4	M4-008	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001224	CALIBRATION	M4	M4-009	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001225	CALIBRATION	M4	M4-010	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001226	CALIBRATION	M4	M4-011	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001227	CALIBRATION	M4	M4-012	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001228	CALIBRATION	M4	M4-013	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001229	CALIBRATION	M4	M4-014	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001230	CALIBRATION	M4	M4-015	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001231	CALIBRATION	M4	M4-016	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001232	CALIBRATION	M4	M4-017	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001233	CALIBRATION	M4	M4-018	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001234	CALIBRATION	M4	M4-019	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001235	CALIBRATION	M4	M4-020	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001236	CALIBRATION	M4	M4-021	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001237	CALIBRATION	M4	M4-022	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001238	CALIBRATION	M4	M4-023	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001239	CALIBRATION	M4	M4-024	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001240	CALIBRATION	M4	M4-025	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001241	CALIBRATION	M4	M4-026	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001242	CALIBRATION	M4	M4-027	MFC0	P15	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001243	CALIBRATION	M5	M5-001	MFC0	P15	CALIBRATION	OK	
job-001244	CALIBRATION	M5	M5-002	MFC0	P15	CALIBRATION	OK	
job-001245	CALIBRATION	M5	M5-003	MFC0	P15	CALIBRATION	OK	
job-001246	CALIBRATION	M5	M5-004	MFC0	P15	CALIBRATION	OK	
job-001247	CALIBRATION	M5	M5-005	MFC0	P15	CALIBRATION	OK	
job-001248	CALIBRATION	M5	M5-006	MFC0	P15	CALIBRATION	OK	
job-001249	CALIBRATION	M5	M5-007	MFC0	P15	CALIBRATION	OK	
job-001250	CALIBRATION	M5	M5-008	MFC0	P15	CALIBRATION	OK	
job-001251	CALIBRATION	M5	M5-009	MFC0	P15	CALIBRATION	OK	
job-001252	CALIBRATION	M5	M5-010	MFC0	P15	CALIBRATION	OK	
job-001253	CALIBRATION	M5	M5-011	MFC0	P15	CALIBRATION	OK	
job-001254	CALIBRATION	M5	M5-012	MFC0	P15	CALIBRATION	OK	
job-001255	CALIBRATION	M5	M5-013	MFC0	P15	CALIBRATION	OK	
job-001256	CALIBRATION	M5	M5-014	MFC0	P15	CALIBRATION	OK	
job-001257	CALIBRATION	M5	M5-015	MFC0	P15	CALIBRATION	OK	
job-001258	CALIBRATION	M5	M5-016	MFC0	P15	CALIBRATION	OK	
job-001259	CALIBRATION	M5	M5-017	MFC0	P15	CALIBRATION	OK	
job-001260	CALIBRATION	M5	M5-018	MFC0	P15	CALIBRATION	OK	
job-001261	CALIBRATION	M0	M0-001	MFC0	P16	CALIBRATION	OK	
job-001262	CALIBRATION	M0	M0-002	MFC0	P16	CALIBRATION	OK	
job-001263	CALIBRATION	M0	M0-003	MFC0	P16	CALIBRATION	OK	
job-001264	CALIBRATION	M1	M1-001	MFC0	P16	CALIBRATION	OK	
job-001265	CALIBRATION	M1	M1-002	MFC0	P16	CALIBRATION	OK	
job-001266	CALIBRATION	M1	M1-003	MFC0	P16	CALIBRATION	OK	
job-001267	CALIBRATION	M1	M1-004	MFC0	P16	CALIBRATION	OK	
job-001268	CALIBRATION	M1	M1-005	MFC0	P16	CALIBRATION	OK	
job-001269	CALIBRATION	M1	M1-006	MFC0	P16	CALIBRATION	OK	
job-001270	CALIBRATION	M1	M1-007	MFC0	P16	CALIBRATION	OK	
job-001271	CALIBRATION	M1	M1-008	MFC0	P16	CALIBRATION	OK	
job-001272	CALIBRATION	M1	M1-009	MFC0	P16	CALIBRATION	OK	
job-001273	CALIBRATION	M1	M1-010	MFC0	P16	CALIBRATION	OK	
job-001274	CALIBRATION	M1	M1-011	MFC0	P16	CALIBRATION	OK	
job-001275	CALIBRATION	M1	M1-012	MFC0	P16	CALIBRATION	OK	
job-001276	CALIBRATION	M1	M1-013	MFC0	P16	CALIBRATION	OK	
job-001277	CALIBRATION	M1	M1-014	MFC0	P16	CALIBRATION	OK	
job-001278	CALIBRATION	M1	M1-015	MFC0	P16	CALIBRATION	OK	
job-001279	CALIBRATION	M1	M1-016	MFC0	P16	CALIBRATION	OK	
job-001280	CALIBRATION	M1	M1-017	MFC0	P16	CALIBRATION	OK	
job-001281	CALIBRATION	M1	M1-018	MFC0	P16	CALIBRATION	OK	
job-001282	CALIBRATION	M2	M2-001	MFC0	P16	CALIBRATION	OK	
job-001283	CALIBRATION	M2	M2-002	MFC0	P16	CALIBRATION	OK	
job-001284	CALIBRATION	M2	M2-003	MFC0	P16	CALIBRATION	OK	
job-001285	CALIBRATION	M2	M2-004	MFC0	P16	CALIBRATION	OK	
job-001286	CALIBRATION	M2	M2-005	MFC0	P16	CALIBRATION	OK	
job-001287	CALIBRATION	M2	M2-006	MFC0	P16	CALIBRATION	OK	
job-001288	CALIBRATION	M2	M2-007	MFC0	P16	CALIBRATION	OK	
job-001289	CALIBRATION	M2	M2-008	MFC0	P16	CALIBRATION	OK	
job-001290	CALIBRATION	M2	M2-009	MFC0	P16	CALIBRATION	OK	
job-001291	CALIBRATION	M3	M3-001	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001292	CALIBRATION	M3	M3-002	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001293	CALIBRATION	M3	M3-003	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001294	CALIBRATION	M3	M3-004	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001295	CALIBRATION	M3	M3-005	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001296	CALIBRATION	M3	M3-006	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001297	CALIBRATION	M3	M3-007	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001298	CALIBRATION	M3	M3-008	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001299	CALIBRATION	M3	M3-009	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001300	CALIBRATION	M4	M4-001	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001301	CALIBRATION	M4	M4-002	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001302	CALIBRATION	M4	M4-003	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001303	CALIBRATION	M4	M4-004	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001304	CALIBRATION	M4	M4-005	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001305	CALIBRATION	M4	M4-006	MFC0	P16	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
