quantity	metric	model_class	candidate_id	threshold	mfc0	mfc1	mfc2
predictive_gain_vs_b2	PM1	M5	M5-009	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-010	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-011	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-012	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-013	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-014	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-015	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-016	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-017	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-018	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M1	M1-001	0.02389849518	0.004197404469	0.02389849518	0.01236697451
predictive_gain_vs_b2	PM2	M1	M1-002	0.02389850846	0.004197466784	0.02389850846	0.01236686161
predictive_gain_vs_b2	PM2	M1	M1-003	0.02389856745	0.004197743732	0.02389856745	0.01236635986
predictive_gain_vs_b2	PM2	M1	M1-004	5.546413511e-07	0	5.546413511e-07	0
predictive_gain_vs_b2	PM2	M1	M1-005	3.881706563e-07	3.708586771e-08	3.881706563e-07	1.139438242e-07
predictive_gain_vs_b2	PM2	M1	M1-006	2.401170158e-06	2.019190846e-07	2.401170158e-06	6.202856078e-07
predictive_gain_vs_b2	PM2	M1	M1-007	0.008420132104	0.001274427872	0.008420132104	0.006355104529
predictive_gain_vs_b2	PM2	M1	M1-008	0.006354845182	0.00127389762	0.006256792151	0.006354845182
predictive_gain_vs_b2	PM2	M1	M1-009	0.006353695345	0.001271546841	0.004651002853	0.006353695345
predictive_gain_vs_b2	PM2	M1	M1-010	0.04742863255	0.04742863255	0.02651649548	0.005010910803
predictive_gain_vs_b2	PM2	M1	M1-011	0.03387853709	0.03387853709	0.01822945013	0.005010836202
predictive_gain_vs_b2	PM2	M1	M1-012	0.02450534702	0.02450534702	0.0133221007	0.005010505537
predictive_gain_vs_b2	PM2	M1	M1-013	0.07650857959	0.07650857959	0.06378148739	0.006708014154
predictive_gain_vs_b2	PM2	M1	M1-014	0.04886626287	0.04886626287	0.040519078	0.006529959912
predictive_gain_vs_b2	PM2	M1	M1-015	0.03135267301	0.03135267301	0.02551080257	0.00639575607
predictive_gain_vs_b2	PM2	M1	M1-016	0.1041039695	0.07453234818	0.1041039695	0.009324760086
predictive_gain_vs_b2	PM2	M1	M1-017	0.06317848809	0.05115395344	0.06317848809	0.007936136256
predictive_gain_vs_b2	PM2	M1	M1-018	0.03736914121	0.03546984522	0.03736914121	0.007752780239
predictive_gain_vs_b2	PM2	M2	M2-001	0.006397070238	0.001715686663	0.003485216119	0.006397070238
predictive_gain_vs_b2	PM2	M2	M2-002	0.006397070238	0.001715686663	0.003485216119	0.006397070238
predictive_gain_vs_b2	PM2	M2	M2-003	0.006397070238	0.001715686663	0.003485216119	0.006397070238
predictive_gain_vs_b2	PM2	M2	M2-004	0.01061026865	0.01061026865	0.006421005932	0.006655434183
predictive_gain_vs_b2	PM2	M2	M2-005	0.009044363864	0.009044363864	0.007396994034	0.006655434183
predictive_gain_vs_b2	PM2	M2	M2-006	0.009366100214	0.009366100214	0.007889410344	0.006655434183
predictive_gain_vs_b2	PM2	M2	M2-007	0.01055221253	0.01055221253	0.005670844164	0.007905716298
predictive_gain_vs_b2	PM2	M2	M2-008	0.008831864271	0.008831864271	0.008301371996	0.007781690435
predictive_gain_vs_b2	PM2	M2	M2-009	0.009373546408	0.009373546408	0.006958016171	0.007264552554
predictive_gain_vs_b2	PM2	M5	M5-001	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-002	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-003	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-004	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-005	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-006	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-007	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-008	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-009	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-010	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-011	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-012	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-013	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-014	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-015	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-016	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-017	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM2	M5	M5-018	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM4	M1	M1-001	5.551289612e-07	4.522106611e-07	5.551289612e-07	2.672661224e-07
predictive_gain_vs_b2	PM4	M1	M1-002	5.551275411e-07	4.522164783e-07	5.551275411e-07	2.672661276e-07
predictive_gain_vs_b2	PM4	M1	M1-003	5.551212301e-07	4.52242331e-07	5.551212301e-07	2.672661506e-07
predictive_gain_vs_b2	PM4	M1	M1-004	1.666346665e-10	0	1.666346665e-10	0
predictive_gain_vs_b2	PM4	M1	M1-005	1.134907268e-10	2.882588012e-12	1.134907268e-10	1.382050555e-11
predictive_gain_vs_b2	PM4	M1	M1-006	1.302645616e-10	1.569579551e-11	1.302645616e-10	7.523411681e-11
predictive_gain_vs_b2	PM4	M1	M1-007	4.465568162e-07	2.312737336e-07	9.760295007e-08	4.465568162e-07
predictive_gain_vs_b2	PM4	M1	M1-008	4.46521119e-07	2.312265422e-07	9.75350867e-08	4.46521119e-07
predictive_gain_vs_b2	PM4	M1	M1-009	4.46362572e-07	2.310170756e-07	9.723447747e-08	4.46362572e-07
predictive_gain_vs_b2	PM4	M1	M1-010	8.635669039e-07	8.635669039e-07	5.61518219e-07	4.644338875e-07
predictive_gain_vs_b2	PM4	M1	M1-011	8.618143336e-07	8.618143336e-07	5.599430643e-07	4.644033526e-07
predictive_gain_vs_b2	PM4	M1	M1-012	8.541742317e-07	8.541742317e-07	5.542415362e-07	4.642684033e-07
predictive_gain_vs_b2	PM4	M1	M1-013	1.62391704e-06	1.62391704e-06	8.977600246e-07	5.319334963e-07
predictive_gain_vs_b2	PM4	M1	M1-014	1.605049836e-06	1.605049836e-06	8.894028743e-07	5.318387147e-07
predictive_gain_vs_b2	PM4	M1	M1-015	1.534906652e-06	1.534906652e-06	8.541280511e-07	5.314188893e-07
predictive_gain_vs_b2	PM4	M1	M1-016	1.586858422e-06	1.586858422e-06	7.934390429e-07	5.366477698e-07
predictive_gain_vs_b2	PM4	M1	M1-017	1.58834561e-06	1.58834561e-06	7.865221369e-07	5.369340756e-07
predictive_gain_vs_b2	PM4	M1	M1-018	1.581156425e-06	1.581156425e-06	7.574556306e-07	5.380920772e-07
predictive_gain_vs_b2	PM4	M2	M2-001	4.401950703e-07	3.445801368e-07	2.22887201e-07	4.401950703e-07
predictive_gain_vs_b2	PM4	M2	M2-002	4.401950703e-07	3.445801368e-07	2.22887201e-07	4.401950703e-07
predictive_gain_vs_b2	PM4	M2	M2-003	4.401950703e-07	3.445801368e-07	2.22887201e-07	4.401950703e-07
predictive_gain_vs_b2	PM4	M2	M2-004	1.129220667e-06	1.129220667e-06	5.410348215e-07	4.494998282e-07
predictive_gain_vs_b2	PM4	M2	M2-005	1.12426596e-06	1.12426596e-06	5.285006392e-07	4.494998282e-07
predictive_gain_vs_b2	PM4	M2	M2-006	1.135094128e-06	1.135094128e-06	5.41257358e-07	4.494998282e-07
predictive_gain_vs_b2	PM4	M2	M2-007	1.132527936e-06	1.132527936e-06	6.357789849e-07	3.080501827e-07
predictive_gain_vs_b2	PM4	M2	M2-008	1.130302946e-06	1.130302946e-06	6.500496692e-07	3.10329185e-07
predictive_gain_vs_b2	PM4	M2	M2-009	1.135174999e-06	1.135174999e-06	6.196953064e-07	3.119250029e-07
predictive_gain_vs_b2	PM4	M5	M5-001	1.028825683e-06	1.028825683e-06	8.498097379e-07	2.674621357e-07
predictive_gain_vs_b2	PM4	M5	M5-002	8.593218431e-07	7.593552675e-07	8.593218431e-07	2.588762076e-07
predictive_gain_vs_b2	PM4	M5	M5-003	1.028825683e-06	1.028825683e-06	8.498097379e-07	2.674621357e-07
predictive_gain_vs_b2	PM4	M5	M5-004	8.593218431e-07	7.593552675e-07	8.593218431e-07	2.588762076e-07
predictive_gain_vs_b2	PM4	M5	M5-005	1.028825683e-06	1.028825683e-06	8.498097379e-07	2.674621357e-07
predictive_gain_vs_b2	PM4	M5	M5-006	8.593218431e-07	7.593552675e-07	8.593218431e-07	2.588762076e-07
predictive_gain_vs_b2	PM4	M5	M5-007	7.62838362e-07	6.37276328e-07	7.62838362e-07	3.595198341e-07
predictive_gain_vs_b2	PM4	M5	M5-008	8.351750475e-07	7.166448836e-07	8.351750475e-07	2.143038478e-07
predictive_gain_vs_b2	PM4	M5	M5-009	7.62838362e-07	6.37276328e-07	7.62838362e-07	3.595198341e-07
predictive_gain_vs_b2	PM4	M5	M5-010	8.351750475e-07	7.166448836e-07	8.351750475e-07	2.143038478e-07
predictive_gain_vs_b2	PM4	M5	M5-011	7.62838362e-07	6.37276328e-07	7.62838362e-07	3.595198341e-07
predictive_gain_vs_b2	PM4	M5	M5-012	8.351750475e-07	7.166448836e-07	8.351750475e-07	2.143038478e-07
predictive_gain_vs_b2	PM4	M5	M5-013	7.718754867e-07	6.327639225e-07	7.718754867e-07	3.778264025e-07
predictive_gain_vs_b2	PM4	M5	M5-014	8.3507674e-07	7.152809607e-07	8.3507674e-07	2.023365854e-07
predictive_gain_vs_b2	PM4	M5	M5-015	7.720320645e-07	6.327639225e-07	7.720320645e-07	3.780075279e-07
predictive_gain_vs_b2	PM4	M5	M5-016	8.347033711e-07	7.15346206e-07	8.347033711e-07	2.086968061e-07
predictive_gain_vs_b2	PM4	M5	M5-017	7.706002169e-07	6.327639225e-07	7.706002169e-07	3.767724034e-07
predictive_gain_vs_b2	PM4	M5	M5-018	8.349822245e-07	7.150253774e-07	8.349822245e-07	2.03691582e-07
predictive_gain_vs_b2	PM5	M1	M1-001	0.005401910368	0.001031930187	0.002820188489	0.005401910368
predictive_gain_vs_b2	PM5	M1	M1-002	0.005401341833	0.001033675166	0.002822539125	0.005401341833
predictive_gain_vs_b2	PM5	M1	M1-003	0.005398815123	0.001041430082	0.002832985759	0.005398815123
predictive_gain_vs_b2	PM5	M1	M1-004	1.882595392e-05	0	1.882595392e-05	0
predictive_gain_vs_b2	PM5	M1	M1-005	1.190624829e-05	4.510662129e-08	1.190624829e-05	1.554386603e-06
predictive_gain_vs_b2	PM5	M1	M1-006	1.878369281e-05	2.455774528e-07	1.878369281e-05	8.462392166e-06
predictive_gain_vs_b2	PM5	M1	M1-007	0.003968591067	0.002080408464	0.003968591067	0.003325782771
predictive_gain_vs_b2	PM5	M1	M1-008	0.003967364294	0.00208014886	0.003967364294	0.00332537127
predictive_gain_vs_b2	PM5	M1	M1-009	0.00396191983	0.002078996292	0.00396191983	0.003323543148
predictive_gain_vs_b2	PM5	M1	M1-010	0.007946836526	0.004901657359	0.007946836526	0.007507026535
predictive_gain_vs_b2	PM5	M1	M1-011	0.007839420329	0.004890071902	0.007839420329	0.007506577817
predictive_gain_vs_b2	PM5	M1	M1-012	0.007504588503	0.004839759285	0.007436207757	0.007504588503
predictive_gain_vs_b2	PM5	M1	M1-013	0.01006891017	0.01006891017	0.00912252643	0.004068280575
predictive_gain_vs_b2	PM5	M1	M1-014	0.009840661248	0.009840661248	0.009185951226	0.004069698429
predictive_gain_vs_b2	PM5	M1	M1-015	0.009157882083	0.009140374005	0.009157882083	0.004075836473
predictive_gain_vs_b2	PM5	M1	M1-016	0.01159969463	0.01159969463	0.008325818221	0.0100949723
predictive_gain_vs_b2	PM5	M1	M1-017	0.01130356038	0.01130356038	0.008550352639	0.01009271825
predictive_gain_vs_b2	PM5	M1	M1-018	0.01035094943	0.01035094943	0.009227195218	0.010094182
predictive_gain_vs_b2	PM5	M2	M2-001	0.005460708297	0.004967072572	0.005460708297	0.003384764363
predictive_gain_vs_b2	PM5	M2	M2-002	0.005460708297	0.004967072572	0.005460708297	0.003384764363
predictive_gain_vs_b2	PM5	M2	M2-003	0.005460708297	0.004967072572	0.005460708297	0.003384764363
predictive_gain_vs_b2	PM5	M2	M2-004	0.008592334568	0.008592334568	0.00544717219	0.004017511316
predictive_gain_vs_b2	PM5	M2	M2-005	0.007779165372	0.007779165372	0.005962955797	0.004017511316
predictive_gain_vs_b2	PM5	M2	M2-006	0.009286420132	0.009286420132	0.005327213861	0.004017511316
predictive_gain_vs_b2	PM5	M2	M2-007	0.008780979768	0.008780979768	0.00479753495	0.006664952164
predictive_gain_vs_b2	PM5	M2	M2-008	0.007988728514	0.007988728514	0.005803229084	0.006701306305
predictive_gain_vs_b2	PM5	M2	M2-009	0.009284537246	0.009284537246	0.005284594613	0.00536917018
predictive_gain_vs_b2	PM5	M5	M5-001	0.009114675257	0.003304106422	0.004077919866	0.009114675257
predictive_gain_vs_b2	PM5	M5	M5-002	0.008118939502	0.006015699968	0.002966777108	0.008118939502
predictive_gain_vs_b2	PM5	M5	M5-003	0.009114675257	0.003304106422	0.004077919866	0.009114675257
predictive_gain_vs_b2	PM5	M5	M5-004	0.008118939502	0.006015699968	0.002966777108	0.008118939502
predictive_gain_vs_b2	PM5	M5	M5-005	0.009141800009	0.003304106422	0.004077919866	0.009141800009
predictive_gain_vs_b2	PM5	M5	M5-006	0.008118939502	0.006015699968	0.002966777108	0.008118939502
predictive_gain_vs_b2	PM5	M5	M5-007	0.009516127361	0.004723541272	0.005610885215	0.009516127361
predictive_gain_vs_b2	PM5	M5	M5-008	0.007477058167	0.006013174805	0.007477058167	0.007011280008
predictive_gain_vs_b2	PM5	M5	M5-009	0.009516127361	0.004723541272	0.005610885215	0.009516127361
predictive_gain_vs_b2	PM5	M5	M5-010	0.007477058167	0.006013174805	0.007477058167	0.007011280008
predictive_gain_vs_b2	PM5	M5	M5-011	0.009438096116	0.004723541272	0.005610885215	0.009438096116
predictive_gain_vs_b2	PM5	M5	M5-012	0.007477058167	0.006013174805	0.007477058167	0.007063757946
predictive_gain_vs_b2	PM5	M5	M5-013	0.00846098155	0.007025322168	0.007492408037	0.00846098155
predictive_gain_vs_b2	PM5	M5	M5-014	0.005675991017	0.005675991017	0.005271036664	0.005644048961
predictive_gain_vs_b2	PM5	M5	M5-015	0.008415796117	0.007025322168	0.007521472931	0.008415796117
predictive_gain_vs_b2	PM5	M5	M5-016	0.005991598498	0.005696393617	0.00531839097	0.005991598498
predictive_gain_vs_b2	PM5	M5	M5-017	0.007709415049	0.007025322168	0.007094240013	0.007709415049
predictive_gain_vs_b2	PM5	M5	M5-018	0.00579366775	0.005673453086	0.005616012187	0.00579366775
seed_variation	PM1	M0	M0-001	818.8530364	818.8530364	793.520723	771.453663
seed_variation	PM1	M0	M0-002	667.7398677	665.2636506	637.0549349	667.7398677
seed_variation	PM1	M0	M0-003	625.1616043	601.8023453	560.8147389	625.1616043
seed_variation	PM1	M1	M1-001	2204.416	2204.416	1626.450477	1938.398855
seed_variation	PM1	M1	M1-002	2204.41508	2204.41508	1626.450233	1938.397652
seed_variation	PM1	M1	M1-003	2204.410993	2204.410993	1626.449149	1938.392304
seed_variation	PM1	M1	M1-004	2253.623195	2253.623195	1173.185665	1528.889746
seed_variation	PM1	M1	M1-005	2253.622434	2253.622434	1173.184097	1528.88858
seed_variation	PM1	M1	M1-006	2253.619053	2253.619053	1173.177134	1528.8834
seed_variation	PM1	M1	M1-007	2256.478456	2256.478456	1212.614463	1302.895816
seed_variation	PM1	M1	M1-008	2256.478236	2256.478236	1157.733772	1302.910677
seed_variation	PM1	M1	M1-009	2256.477237	2256.477237	1135.67953	1302.976542
seed_variation	PM1	M1	M1-010	3679.94682	3679.94682	1636.497036	1282.465243
seed_variation	PM1	M1	M1-011	3268.68137	3268.68137	1472.83472	1282.463744
seed_variation	PM1	M1	M1-012	2935.85249	2935.85249	1343.206931	1282.457257
seed_variation	PM1	M1	M1-013	5371.982503	5371.982503	3045.797082	1182.386262
seed_variation	PM1	M1	M1-014	4115.92493	4115.92493	2241.397091	1200.923027
seed_variation	PM1	M1	M1-015	3307.632353	3307.632353	1777.578303	1212.354935
seed_variation	PM1	M1	M1-016	5837.605989	5837.605989	4245.662453	1093.540828
seed_variation	PM1	M1	M1-017	4352.780897	4352.780897	2985.827108	1107.8855
seed_variation	PM1	M1	M1-018	3391.88621	3391.88621	2178.661645	1116.128321
seed_variation	PM1	M2	M2-001	2284.068667	2284.068667	1168.32685	1303.725219
seed_variation	PM1	M2	M2-002	2284.068667	2284.068667	1168.32685	1303.725219
seed_variation	PM1	M2	M2-003	2284.068667	2284.068667	1168.32685	1303.725219
seed_variation	PM1	M2	M2-004	2379.302732	2379.302732	1185.671006	1265.416609
seed_variation	PM1	M2	M2-005	2358.718626	2358.718626	1192.939412	1265.416609
seed_variation	PM1	M2	M2-006	2369.84808	2369.84808	1177.451094	1265.416609
seed_variation	PM1	M2	M2-007	2390.307628	2390.307628	1163.489944	1397.489326
seed_variation	PM1	M2	M2-008	2354.938043	2354.938043	1139.905641	1398.26622
seed_variation	PM1	M2	M2-009	2368.391422	2368.391422	1126.408838	1401.34877
seed_variation	PM1	M5	M5-001	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-002	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-003	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-004	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-005	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-006	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-007	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-008	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-009	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-010	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-011	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-012	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-013	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-014	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-015	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-016	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-017	+Inf	+Inf	+Inf	+Inf
seed_variation	PM1	M5	M5-018	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M0	M0-001	0.1637706073	0.1637706073	0.1587041446	0.1542907326
seed_variation	PM2	M0	M0-002	0.1335479735	0.1330527301	0.127410987	0.1335479735
seed_variation	PM2	M0	M0-003	0.1250323209	0.1203604691	0.1121629478	0.1250323209
seed_variation	PM2	M1	M1-001	0.008066160738	0.008066160738	0.003727445666	0.00691012009
seed_variation	PM2	M1	M1-002	0.008066090668	0.008066090668	0.003727419707	0.006910035886
seed_variation	PM2	M1	M1-003	0.008065779255	0.008065779255	0.003727304339	0.006909661677
seed_variation	PM2	M1	M1-004	0.02514030971	0.01222093179	0.02514030971	0.009854658114
seed_variation	PM2	M1	M1-005	0.02513981579	0.01222088771	0.02513981579	0.009854625115
seed_variation	PM2	M1	M1-006	0.02513762088	0.01222069176	0.02513762088	0.009854478457
seed_variation	PM2	M1	M1-007	0.02608179163	0.0118829625	0.02608179163	0.007849627448
seed_variation	PM2	M1	M1-008	0.02626417771	0.0118823838	0.02626417771	0.007849551375
seed_variation	PM2	M1	M1-009	0.02638656359	0.01187981721	0.02638656359	0.007849213945
seed_variation	PM2	M1	M1-010	0.05613823934	0.05613823934	0.04195767709	0.007993350484
seed_variation	PM2	M1	M1-011	0.04373851554	0.04373851554	0.03689206725	0.007993016033
seed_variation	PM2	M1	M1-012	0.03560318063	0.03560318063	0.03344625382	0.007991542019
seed_variation	PM2	M1	M1-013	0.08892202146	0.0877516158	0.08892202146	0.00717213273
seed_variation	PM2	M1	M1-014	0.06597758218	0.05937748449	0.06597758218	0.007262423237
seed_variation	PM2	M1	M1-015	0.05113135983	0.04186389463	0.05113135983	0.007381328486
seed_variation	PM2	M1	M1-016	0.1286704573	0.08644899751	0.1286704573	0.009289423022
seed_variation	PM2	M1	M1-017	0.08774497595	0.05584106995	0.08774497595	0.008600940533
seed_variation	PM2	M1	M1-018	0.06197201429	0.04015696173	0.06197201429	0.008898865252
seed_variation	PM2	M2	M2-001	0.0256989571	0.0122110691	0.0256989571	0.00787939833
seed_variation	PM2	M2	M2-002	0.0256989571	0.0122110691	0.0256989571	0.00787939833
seed_variation	PM2	M2	M2-003	0.0256989571	0.0122110691	0.0256989571	0.00787939833
seed_variation	PM2	M2	M2-004	0.02539209425	0.01669085111	0.02539209425	0.00798440911
seed_variation	PM2	M2	M2-005	0.02381651515	0.01295239651	0.02381651515	0.00798440911
seed_variation	PM2	M2	M2-006	0.02427050513	0.01388248592	0.02427050513	0.00798440911
seed_variation	PM2	M2	M2-007	0.02250374144	0.01666226688	0.02250374144	0.0115224192
seed_variation	PM2	M2	M2-008	0.02146894989	0.01262313388	0.02146894989	0.01145343662
seed_variation	PM2	M2	M2-009	0.02000705335	0.01381635219	0.02000705335	0.0113012809
seed_variation	PM2	M5	M5-001	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-002	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-003	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-004	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-005	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-006	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-007	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-008	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-009	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-010	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-011	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-012	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-013	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-014	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-015	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-016	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-017	+Inf	+Inf	+Inf	+Inf
seed_variation	PM2	M5	M5-018	+Inf	+Inf	+Inf	+Inf
seed_variation	PM4	M0	M0-001	3.289972033e-09	3.289972033e-09	3.018344465e-09	2.618687545e-09
seed_variation	PM4	M0	M0-002	5.814775595e-08	5.814775595e-08	5.470137974e-08	4.817332272e-08
seed_variation	PM4	M0	M0-003	1.617964189e-07	1.617964189e-07	1.55629786e-07	1.389219539e-07
seed_variation	PM4	M1	M1-001	1.11759444e-06	1.11759444e-06	5.810931315e-07	2.88181705e-09
seed_variation	PM4	M1	M1-002	1.1175884e-06	1.1175884e-06	5.810900838e-07	2.881775155e-09
seed_variation	PM4	M1	M1-003	1.117561556e-06	1.117561556e-06	5.810765394e-07	2.881588968e-09
seed_variation	PM4	M1	M1-004	1.592390778e-06	1.592390778e-06	8.466517628e-07	2.674621357e-07
seed_variation	PM4	M1	M1-005	1.592387699e-06	1.592387699e-06	8.466634485e-07	2.67450737e-07
seed_variation	PM4	M1	M1-006	1.592374017e-06	1.592374017e-06	8.467153762e-07	2.674000844e-07
seed_variation	PM4	M1	M1-007	1.328798796e-06	1.328798796e-06	8.039390872e-07	5.430516843e-07
seed_variation	PM4	M1	M1-008	1.328862234e-06	1.328862234e-06	8.038780038e-07	5.430146685e-07
seed_variation	PM4	M1	M1-009	1.329143836e-06	1.329143836e-06	8.036072721e-07	5.428503612e-07
seed_variation	PM4	M1	M1-010	9.90280753e-07	6.718687958e-07	9.90280753e-07	7.652363288e-07
seed_variation	PM4	M1	M1-011	9.879549138e-07	6.734163436e-07	9.879549138e-07	7.652054914e-07
seed_variation	PM4	M1	M1-012	9.796611408e-07	6.801613002e-07	9.796611408e-07	7.65068716e-07
seed_variation	PM4	M1	M1-013	8.310753192e-07	1.091626374e-07	6.494458167e-07	8.310753192e-07
seed_variation	PM4	M1	M1-014	8.310828237e-07	1.049560328e-07	6.569561302e-07	8.310828237e-07
seed_variation	PM4	M1	M1-015	8.311126757e-07	1.116206072e-07	6.717631396e-07	8.311126757e-07
seed_variation	PM4	M1	M1-016	7.95201765e-07	1.143997516e-08	6.900355914e-07	7.95201765e-07
seed_variation	PM4	M1	M1-017	7.95551673e-07	1.420948479e-08	6.931490438e-07	7.95551673e-07
seed_variation	PM4	M1	M1-018	7.971812678e-07	3.168158445e-08	7.112059087e-07	7.971812678e-07
seed_variation	PM4	M2	M2-001	1.238393802e-06	1.238393802e-06	7.326401739e-07	5.364996224e-07
seed_variation	PM4	M2	M2-002	1.238393802e-06	1.238393802e-06	7.326401739e-07	5.364996224e-07
seed_variation	PM4	M2	M2-003	1.238393802e-06	1.238393802e-06	7.326401739e-07	5.364996224e-07
seed_variation	PM4	M2	M2-004	7.751763673e-07	4.337930067e-07	6.568595709e-07	7.751763673e-07
seed_variation	PM4	M2	M2-005	7.751763673e-07	4.319554719e-07	6.460941141e-07	7.751763673e-07
seed_variation	PM4	M2	M2-006	7.751763673e-07	4.361690794e-07	6.234395743e-07	7.751763673e-07
seed_variation	PM4	M2	M2-007	6.436282047e-07	4.313259662e-07	6.436282047e-07	4.852511658e-07
seed_variation	PM4	M2	M2-008	6.517460222e-07	4.338545526e-07	6.517460222e-07	4.877121268e-07
seed_variation	PM4	M2	M2-009	6.428218037e-07	4.360313539e-07	6.428218037e-07	4.917822846e-07
seed_variation	PM4	M5	M5-001	8.48911498e-07	5.340434058e-07	8.48911498e-07	0
seed_variation	PM4	M5	M5-002	8.609175181e-07	8.609175181e-07	7.688421196e-07	3.102684745e-08
seed_variation	PM4	M5	M5-003	8.48911498e-07	5.340434058e-07	8.48911498e-07	0
seed_variation	PM4	M5	M5-004	8.609175181e-07	8.609175181e-07	7.688421196e-07	3.102684745e-08
seed_variation	PM4	M5	M5-005	8.48911498e-07	5.340434058e-07	8.48911498e-07	0
seed_variation	PM4	M5	M5-006	8.609175181e-07	8.609175181e-07	7.688421196e-07	3.102684745e-08
seed_variation	PM4	M5	M5-007	8.414088145e-07	8.40830298e-07	8.414088145e-07	2.682534904e-07
seed_variation	PM4	M5	M5-008	9.023122089e-07	9.023122089e-07	7.60577674e-07	1.082656247e-07
seed_variation	PM4	M5	M5-009	8.414088145e-07	8.40830298e-07	8.414088145e-07	2.682534904e-07
