sequence	n	canonical_occurrences	eligible_occurrences	physical_blocks	joint_classes	currier_classes	hands	max_block_fraction	block_entropy_bits	classification	token_validity	canonical_token_occurrences	contains_question	contains_at	contains_other_nonstandard_marker	absent_tokens
x020557 x000053	2	8	8	6	4	4	1	0.25	2.5	GROUP_CONSISTENT	ambiguous-transcription	174,342	false	false	true	
x020628 x020732	2	7	7	6	3	3	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	127,67	false	false	true	
x020629 x008448	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	115,139	false	false	true	
x021052 x000052	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	165,405	false	false	true	
x021052 x000053	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	165,342	false	false	true	
x021052 x000054	2	12	12	9	4	4	1	0.16666666666666666	3.084962500721156	GROUP_CONSISTENT	ambiguous-transcription	165,237	false	false	true	
x021052 x008944	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	165,190	false	false	true	
x021052 x018928	2	10	10	9	3	3	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	165,943	false	false	true	
x021052 x018929	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	165,697	false	false	true	
x021052 x018930	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	165,456	false	false	true	
x021053 x000052	2	9	9	8	4	4	1	0.2222222222222222	2.9477027792200903	GROUP_CONSISTENT	ambiguous-transcription	114,405	false	false	true	
x021053 x018928	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	114,943	false	false	true	
x021232 x008688	2	7	7	5	2	2	1	0.42857142857142855	2.1280852788913944	GROUP_CONSISTENT	ambiguous-transcription	58,139	false	false	true	
x021400 x008689	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	213,111	false	false	true	
x021402 x020968	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	103,41	false	false	true	
