mechanism	corpus	replicates	token_order_bits	token_order_ci_lo	token_order_ci_hi	edge_order_bits	weighted_entropy	giant_component_fraction	exact_adjacent_repeat_rate	h1	h2	h3	h4	position_gain_bits	order_gain_bits	adjacent_near_rate	residual_adjacency	correlation_length_tokens	cluster_stability	within_cluster_drift	line_boundary_delta	topology
M7_MIXED_K2_N80	Doyle	12	-0.0743326714	-0.0788839936	-0.0697813492	9.85890553e-05	1.07520903	0.197555556	0.000845765626	4.5249949	4.41292016	4.1725197	3.00689265	-0.00200772556	0.0249887413	0.0132409829	-0.015033507	10	0.741666667	0.101085481	0.771378402	MIXED_DRIFT_AND_STATES
M7_MIXED_K2_N80	Longfellow	12	0.0996665414	0.0957296125	0.10360347	0.00278672533	1.01165168	0.156305556	0.00140353447	4.59328371	4.49492307	4.18110035	2.71747248	-0.00238995234	0.0155062051	0.00759614222	-0.0231318746	10	0.738125	0.121116025	0.755883765	MIXED_DRIFT_AND_STATES
M7_MIXED_K5_N20	Astafiev	12	0.0797498322	0.0772868975	0.082212767	0.0202021152	0.977429329	0.0497222222	0.000471432096	4.59199054	4.50207273	4.35006376	3.13961418	-0.000539350002	0.0428938627	0.0188467627	-0.0173102097	10	0.744166667	0.109961028	1.39397655	MIXED_DRIFT_AND_STATES
M7_MIXED_K5_N20	Doyle	12	-0.0932424665	-0.0963576185	-0.0901273145	0.00437362236	1.07573208	0.210111111	0.000829589781	4.52587206	4.4178869	4.19826528	3.06175357	-0.000794530973	0.0327289367	0.0129574139	-0.00698585937	10	0.7259375	0.101743396	0.773166463	MIXED_DRIFT_AND_STATES
M7_MIXED_K5_N20	Longfellow	12	0.0399895383	0.034607828	0.0453712486	0.00250586143	1.01216118	0.156527778	0.00136997169	4.59450689	4.50297182	4.22781833	2.8170141	-0.000967855095	0.0269554086	0.0073593139	-0.0122473433	10	0.754270833	0.0942011054	0.749215241	MIXED_DRIFT_AND_STATES
M7_MIXED_K5_N5	Astafiev	12	0.0768627918	0.0718371101	0.0818884734	0.0175224221	0.977524408	0.0486388889	0.000489055726	4.59224961	4.50301821	4.35826265	3.16935459	-0.000414117378	0.0435861053	0.0182013256	-0.0147361903	10	0.758854167	0.121159224	1.40486185	MIXED_DRIFT_AND_STATES
M7_MIXED_K5_N5	Doyle	12	-0.089827385	-0.0931000522	-0.0865547178	0.0096384338	1.07581815	0.216888889	0.000695561348	4.52609237	4.41908238	4.20475957	3.08395188	-0.000512048933	0.0340480063	0.0114760829	0.0025839484	10	0.766875	0.120062568	0.794631018	MIXED_DRIFT_AND_STATES
M7_MIXED_K5_N5	Longfellow	12	-0.0105678858	-0.0149788391	-0.00615693249	0.0055116941	1.0122838	0.166527778	0.00113503222	4.59472208	4.5048002	4.24383073	2.87425356	-0.000657709757	0.0297097824	0.0065102592	0.00298962937	10	0.718333333	0.102561732	0.792635087	MIXED_DRIFT_AND_STATES
M7_MIXED_K5_N80	Astafiev	12	0.0912579909	0.086695485	0.0958204969	0.0106994682	0.977091355	0.04975	0.000502273448	4.59141388	4.49858261	4.31520239	3.02784603	-0.00150746016	0.0369174575	0.0188425303	-0.0192003958	10	0.74875	0.120669908	1.39094022	MIXED_DRIFT_AND_STATES
M7_MIXED_K5_N80	Doyle	12	-0.0718314371	-0.0770439673	-0.0666189068	0.000374068917	1.07536549	0.190694444	0.000866563141	4.52522405	4.41336886	4.17311543	3.00811152	-0.00178852103	0.0255007882	0.0132261696	-0.0151054704	10	0.733645833	0.103530925	0.771798057	MIXED_DRIFT_AND_STATES
M7_MIXED_K5_N80	Longfellow	12	0.0992010268	0.0955204191	0.102881635	0.00238793709	1.0115871	0.151666667	0.00144319957	4.59351525	4.49583702	4.18168692	2.71648728	-0.00233827761	0.0169136357	0.00759362277	-0.0230537497	10	0.746979167	0.118332817	0.755622873	MIXED_DRIFT_AND_STATES
M8_BOUNDARY_FIXED	Astafiev	12	1.0913651	1.08593001	1.09680019	0.563888838	1.03960351	0.925166667	7.96499304e-05	4.0304329	3.45946281	2.78969069	1.83568048	-3.6482538e-05	0.421270172	0.0019246024	-0.00213175413	5	0.759479167	0.0161001351	0	DISCRETE_REGIMES
M8_BOUNDARY_FIXED	Doyle	12	0.223566822	0.215772429	0.231361215	0.455722028	1.03960331	0.951361111	0.000194917222	3.91472864	3.45602666	3.04821085	2.24607389	-0.000222717609	0.346281246	0.00400824458	-0.00082222241	5	0.739791667	0.0172319563	0	DISCRETE_REGIMES
M8_BOUNDARY_FIXED	Longfellow	12	0.368023195	0.361582255	0.374464134	0.500215991	1.03958957	0.953805556	0.000287964426	3.89869131	3.3891704	2.94188376	2.12243829	-0.000131827596	0.378227519	0.00429714357	-0.00283225285	5	0.7475	0.0208743021	0	DISCRETE_REGIMES
M8_BOUNDARY_RANDOM	Astafiev	12	0.0435639614	0.0395643164	0.0475636065	0.104339915	1.11326599	0.175138889	0.00082406327	4.51752563	4.11351626	3.27903696	1.85204143	-0.000329737821	0.297371398	0.0253981934	-0.00121300715	7.5	0.723333333	0.069003884	0	MIXED_DRIFT_AND_STATES
M8_BOUNDARY_RANDOM	Doyle	12	0.0201055713	0.0157522726	0.02445887	0.0935508559	1.11319564	0.201555556	0.000746500826	4.54149589	4.12162197	3.44270727	2.09402808	-0.000396609422	0.311808561	0.0252727031	-0.0011902055	7.5	0.755729167	0.0659255675	0	MIXED_DRIFT_AND_STATES
M8_BOUNDARY_RANDOM	Longfellow	12	0.0303437902	0.0254149918	0.0352725886	0.113505237	1.11312475	0.207166667	0.000734474668	4.53594692	4.06821939	3.33808889	1.97551106	-0.000454410929	0.343963841	0.0250710859	-0.00125886968	7.5	0.75125	0.0648848031	0	MIXED_DRIFT_AND_STATES
M8_BOUNDARY_STATE	Astafiev	12	0.911537286	0.902336989	0.920737583	0.109349069	1.18147137	0.25075	0	4.5172812	4.11267569	3.26651681	1.77666059	-0.00042939139	0.281959464	0.0141705069	0.0141705069	5	0.714166667	0.00042021068	0	DISCRETE_REGIMES
M8_BOUNDARY_STATE	Doyle	12	0.870403161	0.86013771	0.880668612	0.101212705	1.18140772	0.258305556	0	4.54142241	4.1234437	3.43259067	1.99922836	-0.00034865663	0.292513058	0.0125447248	0.0125447248	5	0.7184375	-2.03376295e-05	0	DISCRETE_REGIMES
M8_BOUNDARY_STATE	Longfellow	12	0.861310036	0.854019931	0.868600141	0.120056182	1.18140549	0.276694444	0	4.53645773	4.06662023	3.33174581	1.884411	-0.000372626877	0.32800759	0.0125375991	0.0125356455	5	0.716770833	1.26400574e-05	0	DISCRETE_REGIMES
M9_GROUP_FORM_FIXED	Astafiev	12	0.758468757	0.732718668	0.784218846	0.0257042529	0.189466904	0.44808486	0.00670847475	3.07119812	2.06735375	2.64341001	2.06414479	1.16154596	0.674314288	0.0390691036	-0.00513461489	5	0.745	0.0445283096	0	DISCRETE_REGIMES
M9_GROUP_FORM_FIXED	Doyle	12	0.210087616	0.205449747	0.214725486	0.0626935101	0.18627791	0.409616405	0.00961522511	3.06397609	2.0418581	2.58342915	1.90996126	1.16659505	0.689761321	0.0441757075	-0.0032537125	5	0.758645833	0.0439898569	0	DISCRETE_REGIMES
M9_GROUP_FORM_FIXED	Longfellow	12	0.316842066	0.309308101	0.32437603	0.0683250745	0.186216702	0.411784987	0.00798264177	3.06577827	2.04204291	2.57795314	1.90460041	1.16683143	0.691312319	0.0419021725	-0.00727793579	5	0.737395833	0.0485152252	0	DISCRETE_REGIMES
M9_GROUP_FORM_RANDOM	Astafiev	12	0.0828906297	0.0803986513	0.085382608	0.0256872511	0.188279901	0.482119171	0.0114906787	3.07183439	2.06596602	2.58258901	2.26324236	1.16373042	0.675914806	0.0460032619	-0.00256152906	5	0.757916667	0.0470509992	0	DISCRETE_REGIMES
M9_GROUP_FORM_RANDOM	Doyle	12	0.060791854	0.0587835066	0.0628002014	0.0658024671	0.187550422	0.47831305	0.0113859792	3.06097286	2.06350049	2.54436159	2.20044621	1.16467207	0.670689341	0.0475900583	-0.00552437604	5	0.748541667	0.0491157498	0	DISCRETE_REGIMES
M9_GROUP_FORM_RANDOM	Longfellow	12	0.0757841036	0.07305114	0.0785170671	0.0670340996	0.187478739	0.477379965	0.0113067253	3.06376731	2.06093422	2.54326769	2.20026312	1.16526858	0.673729042	0.0470732624	-0.00649663817	5	0.748333333	0.0471141646	0	DISCRETE_REGIMES
M9_GROUP_FORM_STATE	Astafiev	12	0.839061351	0.814749442	0.863373259	0.0258202079	0.188557237	0.484240225	0.00700489276	3.07160775	2.05595586	2.53715868	2.14024141	1.16330818	0.683043338	0.0430889799	-0.000242760181	5	0.749791667	0.0449249556	0	DISCRETE_REGIMES
M9_GROUP_FORM_STATE	Doyle	12	0.774895659	0.762447188	0.787344129	0.066053412	0.187326249	0.48045736	0.0058695668	3.05999804	2.05424717	2.49523734	2.07073936	1.16578645	0.67731029	0.0414044866	-0.00814001104	5	0.751354167	0.0442852473	0	DISCRETE_REGIMES
M9_GROUP_FORM_STATE	Longfellow	12	0.801269041	0.788037015	0.814501067	0.0664759446	0.187572849	0.478594096	0.00600023438	3.06232183	2.05234485	2.4921045	2.07713398	1.16537451	0.681190382	0.0415699832	-0.00840149404	5	0.7634375	0.0438310703	0	DISCRETE_REGIMES
