mechanism	corpus	evaluation_set	family	progress	overall_status
M2_HOMOPHONY_H8	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.274775164	NO_EFFECT
M2_HOMOPHONY_H8	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.00704010351	NO_EFFECT
M2_HOMOPHONY_H8	Longfellow	DEVELOPMENT	TOKEN_ORDER	1.57963857	NO_EFFECT
M3_FORM_HIGH	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	1.46779932	SINGLE_FAMILY_EFFECT
M3_FORM_HIGH	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	-0.416666667	SINGLE_FAMILY_EFFECT
M3_FORM_HIGH	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	-0.094371137	SINGLE_FAMILY_EFFECT
M3_FORM_HIGH	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	3.96951186	SINGLE_FAMILY_EFFECT
M3_FORM_HIGH	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.344940468	SINGLE_FAMILY_EFFECT
M3_FORM_HIGH	Astafiev	DEVELOPMENT	TOKEN_FORMATION	1.83173746	SINGLE_FAMILY_EFFECT
M3_FORM_HIGH	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.0931009943	SINGLE_FAMILY_EFFECT
M3_FORM_HIGH	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	2.28633966	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	-0.458333333	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Doyle	DEVELOPMENT	LOCAL_TRANSITION	0.0651322599	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	2.29010996	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.167718176	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Doyle	DEVELOPMENT	TOKEN_FORMATION	1.72572195	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Doyle	DEVELOPMENT	TOKEN_ORDER	0.24805778	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	2.10026872	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	-0.0416666667	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	0.164558267	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	2.56559469	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.109058214	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Longfellow	DEVELOPMENT	TOKEN_FORMATION	1.68344172	PARTIAL_MULTI_FAMILY
M3_FORM_HIGH	Longfellow	DEVELOPMENT	TOKEN_ORDER	0.249586721	PARTIAL_MULTI_FAMILY
M3_FORM_LOW	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	2.93549629	PATHOLOGICAL
M3_FORM_LOW	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	-0.5	PATHOLOGICAL
M3_FORM_LOW	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	7.89963154	PATHOLOGICAL
M3_FORM_LOW	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	4.93390534	PATHOLOGICAL
M3_FORM_LOW	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.754655162	PATHOLOGICAL
M3_FORM_LOW	Astafiev	DEVELOPMENT	TOKEN_FORMATION	3.12280242	PATHOLOGICAL
M3_FORM_LOW	Astafiev	DEVELOPMENT	TOKEN_ORDER	1.03667968	PATHOLOGICAL
M3_FORM_LOW	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	5.68699517	PATHOLOGICAL
M3_FORM_LOW	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	-0.5	PATHOLOGICAL
M3_FORM_LOW	Doyle	DEVELOPMENT	LOCAL_TRANSITION	7.13561093	PATHOLOGICAL
M3_FORM_LOW	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	2.64568333	PATHOLOGICAL
M3_FORM_LOW	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.698059902	PATHOLOGICAL
M3_FORM_LOW	Doyle	DEVELOPMENT	TOKEN_FORMATION	2.66568479	PATHOLOGICAL
M3_FORM_LOW	Doyle	DEVELOPMENT	TOKEN_ORDER	1.10221419	PATHOLOGICAL
M3_FORM_LOW	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	5.09687095	PATHOLOGICAL
M3_FORM_LOW	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	-0.5	PATHOLOGICAL
M3_FORM_LOW	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	6.50539688	PATHOLOGICAL
M3_FORM_LOW	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	3.0046707	PATHOLOGICAL
M3_FORM_LOW	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.684751601	PATHOLOGICAL
M3_FORM_LOW	Longfellow	DEVELOPMENT	TOKEN_FORMATION	2.57139412	PATHOLOGICAL
M3_FORM_LOW	Longfellow	DEVELOPMENT	TOKEN_ORDER	1.19607255	PATHOLOGICAL
M3_FORM_MEDIUM	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	2.01370037	PATHOLOGICAL
M3_FORM_MEDIUM	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	-0.5	PATHOLOGICAL
M3_FORM_MEDIUM	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.865094166	PATHOLOGICAL
M3_FORM_MEDIUM	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	4.33504879	PATHOLOGICAL
M3_FORM_MEDIUM	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.537542479	PATHOLOGICAL
M3_FORM_MEDIUM	Astafiev	DEVELOPMENT	TOKEN_FORMATION	2.42767686	PATHOLOGICAL
M3_FORM_MEDIUM	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.31588256	PATHOLOGICAL
M3_FORM_MEDIUM	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	3.5380962	PATHOLOGICAL
M3_FORM_MEDIUM	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	-0.5	PATHOLOGICAL
M3_FORM_MEDIUM	Doyle	DEVELOPMENT	LOCAL_TRANSITION	0.725199259	PATHOLOGICAL
M3_FORM_MEDIUM	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	2.39461621	PATHOLOGICAL
M3_FORM_MEDIUM	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.43145446	PATHOLOGICAL
M3_FORM_MEDIUM	Doyle	DEVELOPMENT	TOKEN_FORMATION	2.11330462	PATHOLOGICAL
M3_FORM_MEDIUM	Doyle	DEVELOPMENT	TOKEN_ORDER	0.548981723	PATHOLOGICAL
M3_FORM_MEDIUM	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	3.20076642	PARTIAL_MULTI_FAMILY
M3_FORM_MEDIUM	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	-0.333333333	PARTIAL_MULTI_FAMILY
M3_FORM_MEDIUM	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	0.709538538	PARTIAL_MULTI_FAMILY
M3_FORM_MEDIUM	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	2.69413788	PARTIAL_MULTI_FAMILY
M3_FORM_MEDIUM	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.421138792	PARTIAL_MULTI_FAMILY
M3_FORM_MEDIUM	Longfellow	DEVELOPMENT	TOKEN_FORMATION	2.04945026	PARTIAL_MULTI_FAMILY
M3_FORM_MEDIUM	Longfellow	DEVELOPMENT	TOKEN_ORDER	0.0691508148	PARTIAL_MULTI_FAMILY
M4_STATE_K2_A	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	0.0952537452	NO_EFFECT
M4_STATE_K2_A	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K2_A	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	-0.0411635008	NO_EFFECT
M4_STATE_K2_A	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.27406993	NO_EFFECT
M4_STATE_K2_A	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00752068862	NO_EFFECT
M4_STATE_K2_A	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-0.694449205	NO_EFFECT
M4_STATE_K2_A	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.0964666445	NO_EFFECT
M4_STATE_K2_A	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-0.455116708	NO_EFFECT
M4_STATE_K2_A	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K2_A	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.144823496	NO_EFFECT
M4_STATE_K2_A	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.260926799	NO_EFFECT
M4_STATE_K2_A	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.0657519826	NO_EFFECT
M4_STATE_K2_A	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.279049701	NO_EFFECT
M4_STATE_K2_A	Doyle	DEVELOPMENT	TOKEN_ORDER	-0.146104036	NO_EFFECT
M4_STATE_K2_A	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-0.457865498	NO_EFFECT
M4_STATE_K2_A	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K2_A	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.103928968	NO_EFFECT
M4_STATE_K2_A	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.294528999	NO_EFFECT
M4_STATE_K2_A	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.102931371	NO_EFFECT
M4_STATE_K2_A	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.239627854	NO_EFFECT
M4_STATE_K2_A	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.55590235	NO_EFFECT
M4_STATE_K2_B	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	0.0952537452	NO_EFFECT
M4_STATE_K2_B	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K2_B	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	-0.0411635008	NO_EFFECT
M4_STATE_K2_B	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.27406993	NO_EFFECT
M4_STATE_K2_B	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00752068862	NO_EFFECT
M4_STATE_K2_B	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-0.694449205	NO_EFFECT
M4_STATE_K2_B	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.0964666445	NO_EFFECT
M4_STATE_K2_B	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-0.455116708	NO_EFFECT
M4_STATE_K2_B	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K2_B	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.144823496	NO_EFFECT
M4_STATE_K2_B	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.260926799	NO_EFFECT
M4_STATE_K2_B	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.0657519826	NO_EFFECT
M4_STATE_K2_B	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.279049701	NO_EFFECT
M4_STATE_K2_B	Doyle	DEVELOPMENT	TOKEN_ORDER	-0.146104036	NO_EFFECT
M4_STATE_K2_B	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-0.457865498	NO_EFFECT
M4_STATE_K2_B	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K2_B	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.103928968	NO_EFFECT
M4_STATE_K2_B	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.294528999	NO_EFFECT
M4_STATE_K2_B	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.102931371	NO_EFFECT
M4_STATE_K2_B	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.239627854	NO_EFFECT
M4_STATE_K2_B	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.55590235	NO_EFFECT
M4_STATE_K2_C	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	0.0952537452	NO_EFFECT
M4_STATE_K2_C	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K2_C	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	-0.0411635008	NO_EFFECT
M4_STATE_K2_C	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.27406993	NO_EFFECT
M4_STATE_K2_C	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00752068862	NO_EFFECT
M4_STATE_K2_C	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-0.694449205	NO_EFFECT
M4_STATE_K2_C	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.0964666445	NO_EFFECT
M4_STATE_K2_C	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-0.455116708	NO_EFFECT
M4_STATE_K2_C	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K2_C	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.144823496	NO_EFFECT
M4_STATE_K2_C	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.260926799	NO_EFFECT
M4_STATE_K2_C	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.0657519826	NO_EFFECT
M4_STATE_K2_C	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.279049701	NO_EFFECT
M4_STATE_K2_C	Doyle	DEVELOPMENT	TOKEN_ORDER	-0.146104036	NO_EFFECT
M4_STATE_K2_C	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-0.457865498	NO_EFFECT
M4_STATE_K2_C	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K2_C	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.103928968	NO_EFFECT
M4_STATE_K2_C	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.294528999	NO_EFFECT
M4_STATE_K2_C	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.102931371	NO_EFFECT
M4_STATE_K2_C	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.239627854	NO_EFFECT
M4_STATE_K2_C	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.55590235	NO_EFFECT
M4_STATE_K4_A	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.256453568	SINGLE_FAMILY_EFFECT
M4_STATE_K4_A	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M4_STATE_K4_A	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	-0.0489388287	SINGLE_FAMILY_EFFECT
M4_STATE_K4_A	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.63211577	SINGLE_FAMILY_EFFECT
M4_STATE_K4_A	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00193972512	SINGLE_FAMILY_EFFECT
M4_STATE_K4_A	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-0.88981751	SINGLE_FAMILY_EFFECT
M4_STATE_K4_A	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.259395634	SINGLE_FAMILY_EFFECT
M4_STATE_K4_A	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.21483547	NO_EFFECT
M4_STATE_K4_A	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K4_A	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.157083686	NO_EFFECT
M4_STATE_K4_A	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.431413705	NO_EFFECT
M4_STATE_K4_A	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.145198805	NO_EFFECT
M4_STATE_K4_A	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.466677729	NO_EFFECT
M4_STATE_K4_A	Doyle	DEVELOPMENT	TOKEN_ORDER	-0.0865022693	NO_EFFECT
M4_STATE_K4_A	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.18270291	NO_EFFECT
M4_STATE_K4_A	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K4_A	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.112911086	NO_EFFECT
M4_STATE_K4_A	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.492353156	NO_EFFECT
M4_STATE_K4_A	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.217187816	NO_EFFECT
M4_STATE_K4_A	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.405058868	NO_EFFECT
M4_STATE_K4_A	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.701661384	NO_EFFECT
M4_STATE_K4_B	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.256401829	SINGLE_FAMILY_EFFECT
M4_STATE_K4_B	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M4_STATE_K4_B	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	-0.0568157949	SINGLE_FAMILY_EFFECT
M4_STATE_K4_B	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.63040515	SINGLE_FAMILY_EFFECT
M4_STATE_K4_B	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00299466334	SINGLE_FAMILY_EFFECT
M4_STATE_K4_B	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-0.887017051	SINGLE_FAMILY_EFFECT
M4_STATE_K4_B	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.255041603	SINGLE_FAMILY_EFFECT
M4_STATE_K4_B	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.21273178	NO_EFFECT
M4_STATE_K4_B	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K4_B	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.159292323	NO_EFFECT
M4_STATE_K4_B	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.429990206	NO_EFFECT
M4_STATE_K4_B	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.126687737	NO_EFFECT
M4_STATE_K4_B	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.4657498	NO_EFFECT
M4_STATE_K4_B	Doyle	DEVELOPMENT	TOKEN_ORDER	-0.0776953488	NO_EFFECT
M4_STATE_K4_B	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.18085273	NO_EFFECT
M4_STATE_K4_B	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K4_B	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.112374112	NO_EFFECT
M4_STATE_K4_B	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.493764169	NO_EFFECT
M4_STATE_K4_B	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.224009097	NO_EFFECT
M4_STATE_K4_B	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.406809964	NO_EFFECT
M4_STATE_K4_B	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.761838841	NO_EFFECT
M4_STATE_K4_C	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.25178523	SINGLE_FAMILY_EFFECT
M4_STATE_K4_C	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M4_STATE_K4_C	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	-0.0404012138	SINGLE_FAMILY_EFFECT
M4_STATE_K4_C	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.62697571	SINGLE_FAMILY_EFFECT
M4_STATE_K4_C	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00387945024	SINGLE_FAMILY_EFFECT
M4_STATE_K4_C	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-0.887903743	SINGLE_FAMILY_EFFECT
M4_STATE_K4_C	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.216695113	SINGLE_FAMILY_EFFECT
M4_STATE_K4_C	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.21483111	NO_EFFECT
M4_STATE_K4_C	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K4_C	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.157714725	NO_EFFECT
M4_STATE_K4_C	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.427322621	NO_EFFECT
M4_STATE_K4_C	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.134519343	NO_EFFECT
M4_STATE_K4_C	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.463168542	NO_EFFECT
M4_STATE_K4_C	Doyle	DEVELOPMENT	TOKEN_ORDER	-0.0870719101	NO_EFFECT
M4_STATE_K4_C	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.18061703	NO_EFFECT
M4_STATE_K4_C	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K4_C	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.110421477	NO_EFFECT
M4_STATE_K4_C	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.486396712	NO_EFFECT
M4_STATE_K4_C	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.217931161	NO_EFFECT
M4_STATE_K4_C	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.400218308	NO_EFFECT
M4_STATE_K4_C	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.760383847	NO_EFFECT
M4_STATE_K8_A	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.461353834	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	-0.0487863713	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.86348808	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00241614883	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.01957687	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.448251409	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.53803589	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.156001904	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.543197345	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.154956902	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.590111577	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Doyle	DEVELOPMENT	TOKEN_ORDER	0.178632376	SINGLE_FAMILY_EFFECT
M4_STATE_K8_A	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.50554244	NO_EFFECT
M4_STATE_K8_A	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K8_A	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.10885937	NO_EFFECT
M4_STATE_K8_A	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.621132116	NO_EFFECT
M4_STATE_K8_A	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.238657359	NO_EFFECT
M4_STATE_K8_A	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.510958787	NO_EFFECT
M4_STATE_K8_A	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.522214667	NO_EFFECT
M4_STATE_K8_B	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.461534748	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	-0.0481765417	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.86066522	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00374332918	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.01588748	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.44260643	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.53871328	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.159066952	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.54335416	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.159019285	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.590741617	SINGLE_FAMILY_EFFECT
M4_STATE_K8_B	Doyle	DEVELOPMENT	TOKEN_ORDER	0.177290782	SINGLE_FAMILY_EFFECT
