token_position	token	folio	locus_id	locus_type	line_id	paragraph_id	paragraph_start	currier	hand	quire	token_index_in_locus	token_index_in_line	token_index_in_folio
7355	otam	f43r	f43r.4	P	f43r.4	1	false	2	2	F	12	12	49
7356	ykar	f43r	f43r.5	P	f43r.5	1	false	2	2	F	0	0	50
7357	chedy	f43r	f43r.5	P	f43r.5	1	false	2	2	F	1	1	51
7358	shekody	f43r	f43r.5	P	f43r.5	1	false	2	2	F	2	2	52
7359	qotody	f43r	f43r.5	P	f43r.5	1	false	2	2	F	3	3	53
7360	qotar	f43r	f43r.5	P	f43r.5	1	false	2	2	F	4	4	54
7361	okedy	f43r	f43r.5	P	f43r.5	1	false	2	2	F	5	5	55
7362	dar	f43r	f43r.5	P	f43r.5	1	false	2	2	F	6	6	56
7363	choetchy	f43r	f43r.5	P	f43r.5	1	false	2	2	F	7	7	57
7364	dam	f43r	f43r.5	P	f43r.5	1	false	2	2	F	8	8	58
7365	otain	f43r	f43r.5	P	f43r.5	1	false	2	2	F	9	9	59
7366	y	f43r	f43r.5	P	f43r.5	1	false	2	2	F	10	10	60
7367	tam	f43r	f43r.5	P	f43r.5	1	false	2	2	F	11	11	61
7368	kchedy	f43r	f43r.6	P	f43r.6	1	false	2	2	F	0	0	62
7369	chedy	f43r	f43r.6	P	f43r.6	1	false	2	2	F	1	1	63
7370	daly	f43r	f43r.6	P	f43r.6	1	false	2	2	F	2	2	64
7371	cheody	f43r	f43r.6	P	f43r.6	1	false	2	2	F	3	3	65
7372	cheolkeepchy	f43r	f43r.6	P	f43r.6	1	false	2	2	F	4	4	66
7373	pshesy	f43r	f43r.7	P	f43r.7	2	true	2	2	F	0	0	67
7374	otey	f43r	f43r.7	P	f43r.7	2	false	2	2	F	1	1	68
7375	kshdy	f43r	f43r.7	P	f43r.7	2	false	2	2	F	2	2	69
7376	opchdy	f43r	f43r.7	P	f43r.7	2	false	2	2	F	3	3	70
7377	kedar	f43r	f43r.7	P	f43r.7	2	false	2	2	F	4	4	71
7378	okedy	f43r	f43r.7	P	f43r.7	2	false	2	2	F	5	5	72
7379	chdy	f43r	f43r.7	P	f43r.7	2	false	2	2	F	6	6	73
7380	shocphhy	f43r	f43r.7	P	f43r.7	2	false	2	2	F	7	7	74
7381	dyty	f43r	f43r.7	P	f43r.7	2	false	2	2	F	8	8	75
7382	dy	f43r	f43r.7	P	f43r.7	2	false	2	2	F	9	9	76
7383	pchdy	f43r	f43r.7	P	f43r.7	2	false	2	2	F	10	10	77
7384	kedy	f43r	f43r.7	P	f43r.7	2	false	2	2	F	11	11	78
7385	dam	f43r	f43r.7	P	f43r.7	2	false	2	2	F	12	12	79
7386	ytchedy	f43r	f43r.8	P	f43r.8	2	false	2	2	F	0	0	80
7387	chedy	f43r	f43r.8	P	f43r.8	2	false	2	2	F	1	1	81
7388	cheody	f43r	f43r.8	P	f43r.8	2	false	2	2	F	2	2	82
7389	shy	f43r	f43r.8	P	f43r.8	2	false	2	2	F	3	3	83
7390	qoiiin	f43r	f43r.8	P	f43r.8	2	false	2	2	F	4	4	84
7391	sheeeky	f43r	f43r.8	P	f43r.8	2	false	2	2	F	5	5	85
7392	chedy	f43r	f43r.8	P	f43r.8	2	false	2	2	F	6	6	86
7393	dain	f43r	f43r.8	P	f43r.8	2	false	2	2	F	7	7	87
7394	shy	f43r	f43r.8	P	f43r.8	2	false	2	2	F	8	8	88
7395	ykolor	f43r	f43r.8	P	f43r.8	2	false	2	2	F	9	9	89
7396	otaiin	f43r	f43r.8	P	f43r.8	2	false	2	2	F	10	10	90
7397	old	f43r	f43r.8	P	f43r.8	2	false	2	2	F	11	11	91
7398	dshedy	f43r	f43r.9	P	f43r.9	2	false	2	2	F	0	0	92
7399	qotedy	f43r	f43r.9	P	f43r.9	2	false	2	2	F	1	1	93
7400	dor	f43r	f43r.9	P	f43r.9	2	false	2	2	F	2	2	94
7401	cheey	f43r	f43r.9	P	f43r.9	2	false	2	2	F	3	3	95
7402	odain	f43r	f43r.9	P	f43r.9	2	false	2	2	F	4	4	96
7403	pshdar	f43r	f43r.10	P	f43r.10	3	true	2	2	F	0	0	97
7404	shed	f43r	f43r.10	P	f43r.10	3	false	2	2	F	1	1	98
7405	ody	f43r	f43r.10	P	f43r.10	3	false	2	2	F	2	2	99
7406	qotedy	f43r	f43r.10	P	f43r.10	3	false	2	2	F	3	3	100
7407	yfchdy	f43r	f43r.10	P	f43r.10	3	false	2	2	F	4	4	101
7408	qockhhdy	f43r	f43r.10	P	f43r.10	3	false	2	2	F	5	5	102
7409	opchdy	f43r	f43r.10	P	f43r.10	3	false	2	2	F	6	6	103
7410	daiin	f43r	f43r.10	P	f43r.10	3	false	2	2	F	7	7	104
7411	qokedy	f43r	f43r.10	P	f43r.10	3	false	2	2	F	8	8	105
7412	dydydy	f43r	f43r.10	P	f43r.10	3	false	2	2	F	9	9	106
7413	qotar	f43r	f43r.10	P	f43r.10	3	false	2	2	F	10	10	107
7414	ytchedy	f43r	f43r.11	P	f43r.11	3	false	2	2	F	0	0	108
7415	ty	f43r	f43r.11	P	f43r.11	3	false	2	2	F	1	1	109
7416	shol	f43r	f43r.11	P	f43r.11	3	false	2	2	F	2	2	110
7417	toldy	f43r	f43r.11	P	f43r.11	3	false	2	2	F	3	3	111
7418	shody	f43r	f43r.11	P	f43r.11	3	false	2	2	F	4	4	112
7419	oteedy	f43r	f43r.11	P	f43r.11	3	false	2	2	F	5	5	113
7420	shdy	f43r	f43r.11	P	f43r.11	3	false	2	2	F	6	6	114
7421	otolol	f43r	f43r.11	P	f43r.11	3	false	2	2	F	7	7	115
7422	shd	f43r	f43r.11	P	f43r.11	3	false	2	2	F	8	8	116
7423	olky	f43r	f43r.11	P	f43r.11	3	false	2	2	F	9	9	117
7424	ytol	f43r	f43r.11	P	f43r.11	3	false	2	2	F	10	10	118
7425	otary	f43r	f43r.11	P	f43r.11	3	false	2	2	F	11	11	119
7426	cheky	f43r	f43r.11	P	f43r.11	3	false	2	2	F	12	12	120
7427	dy	f43r	f43r.11	P	f43r.11	3	false	2	2	F	13	13	121
7428	dor	f43r	f43r.12	P	f43r.12	3	false	2	2	F	0	0	122
7429	shol	f43r	f43r.12	P	f43r.12	3	false	2	2	F	1	1	123
7430	qokol	f43r	f43r.12	P	f43r.12	3	false	2	2	F	2	2	124
7431	shedy	f43r	f43r.12	P	f43r.12	3	false	2	2	F	3	3	125
7432	qotedy	f43r	f43r.12	P	f43r.12	3	false	2	2	F	4	4	126
7433	qokeedy	f43r	f43r.12	P	f43r.12	3	false	2	2	F	5	5	127
7434	qokody	f43r	f43r.12	P	f43r.12	3	false	2	2	F	6	6	128
7435	okeedy	f43r	f43r.12	P	f43r.12	3	false	2	2	F	7	7	129
7436	otedy	f43r	f43r.12	P	f43r.12	3	false	2	2	F	8	8	130
7437	shedy	f43r	f43r.12	P	f43r.12	3	false	2	2	F	9	9	131
7438	oty	f43r	f43r.12	P	f43r.12	3	false	2	2	F	10	10	132
7439	yty	f43r	f43r.12	P	f43r.12	3	false	2	2	F	11	11	133
7440	dy	f43r	f43r.12	P	f43r.12	3	false	2	2	F	12	12	134
7441	saiin	f43r	f43r.12	P	f43r.12	3	false	2	2	F	13	13	135
7442	tshed	f43r	f43r.13	P	f43r.13	3	false	2	2	F	0	0	136
7443	qosheckhey	f43r	f43r.13	P	f43r.13	3	false	2	2	F	1	1	137
7444	odeeedy	f43r	f43r.13	P	f43r.13	3	false	2	2	F	2	2	138
7445	qeokeey	f43r	f43r.13	P	f43r.13	3	false	2	2	F	3	3	139
7446	qotedy	f43r	f43r.13	P	f43r.13	3	false	2	2	F	4	4	140
7447	daiin	f43r	f43r.13	P	f43r.13	3	false	2	2	F	5	5	141
7448	shodody	f43r	f43r.13	P	f43r.13	3	false	2	2	F	6	6	142
7449	shochol	f43r	f43r.13	P	f43r.13	3	false	2	2	F	7	7	143
7450	chckhy	f43r	f43r.13	P	f43r.13	3	false	2	2	F	8	8	144
7451	y	f43r	f43r.13	P	f43r.13	3	false	2	2	F	9	9	145
7452	kedydy	f43r	f43r.13	P	f43r.13	3	false	2	2	F	10	10	146
7453	ykeody	f43r	f43r.14	P	f43r.14	3	false	2	2	F	0	0	147
7454	checkhy	f43r	f43r.14	P	f43r.14	3	false	2	2	F	1	1	148
7455	choteey	f43r	f43r.14	P	f43r.14	3	false	2	2	F	2	2	149
7456	odain	f43r	f43r.14	P	f43r.14	3	false	2	2	F	3	3	150
7457	chckhhhy	f43r	f43r.14	P	f43r.14	3	false	2	2	F	4	4	151
7458	chokoraiin	f43r	f43r.14	P	f43r.14	3	false	2	2	F	5	5	152
7459	pdsairy	f43v	f43v.1	P	f43v.1	1	true	2	2	F	0	0	0
7460	dalteoshy	f43v	f43v.1	P	f43v.1	1	false	2	2	F	1	1	1
7461	doly	f43v	f43v.1	P	f43v.1	1	false	2	2	F	2	2	2
7462	sheet	f43v	f43v.1	P	f43v.1	1	false	2	2	F	3	3	3
7463	or	f43v	f43v.1	P	f43v.1	1	false	2	2	F	4	4	4
7464	arodl	f43v	f43v.1	P	f43v.1	1	false	2	2	F	5	5	5
7465	lkeo	f43v	f43v.1	P	f43v.1	1	false	2	2	F	6	6	6
7466	r	f43v	f43v.1	P	f43v.1	1	false	2	2	F	7	7	7
7467	araiin	f43v	f43v.1	P	f43v.1	1	false	2	2	F	8	8	8
7468	otedy	f43v	f43v.1	P	f43v.1	1	false	2	2	F	9	9	9
7469	opolde	f43v	f43v.1	P	f43v.1	1	false	2	2	F	10	10	10
7470	shedy	f43v	f43v.2	P	f43v.2	1	false	2	2	F	0	0	11
7471	octhy	f43v	f43v.2	P	f43v.2	1	false	2	2	F	1	1	12
7472	otedy	f43v	f43v.2	P	f43v.2	1	false	2	2	F	2	2	13
7473	chedy	f43v	f43v.2	P	f43v.2	1	false	2	2	F	3	3	14
7474	dar	f43v	f43v.2	P	f43v.2	1	false	2	2	F	4	4	15
7475	cheskhy	f43v	f43v.2	P	f43v.2	1	false	2	2	F	5	5	16
7476	okeody	f43v	f43v.2	P	f43v.2	1	false	2	2	F	6	6	17
7477	oky	f43v	f43v.2	P	f43v.2	1	false	2	2	F	7	7	18
7478	okaldy	f43v	f43v.2	P	f43v.2	1	false	2	2	F	8	8	19
7479	kchdy	f43v	f43v.2	P	f43v.2	1	false	2	2	F	9	9	20
7480	okar	f43v	f43v.2	P	f43v.2	1	false	2	2	F	10	10	21
7481	tody	f43v	f43v.3	P	f43v.3	1	false	2	2	F	0	0	22
7482	teedy	f43v	f43v.3	P	f43v.3	1	false	2	2	F	1	1	23
7483	qot	f43v	f43v.3	P	f43v.3	1	false	2	2	F	2	2	24
7484	chocthy	f43v	f43v.3	P	f43v.3	1	false	2	2	F	3	3	25
7485	chky	f43v	f43v.3	P	f43v.3	1	false	2	2	F	4	4	26
7486	oky	f43v	f43v.3	P	f43v.3	1	false	2	2	F	5	5	27
7487	chdy	f43v	f43v.3	P	f43v.3	1	false	2	2	F	6	6	28
7488	okedy	f43v	f43v.3	P	f43v.3	1	false	2	2	F	7	7	29
7489	ykaiin	f43v	f43v.3	P	f43v.3	1	false	2	2	F	8	8	30
7490	chey	f43v	f43v.3	P	f43v.3	1	false	2	2	F	9	9	31
7491	ody	f43v	f43v.3	P	f43v.3	1	false	2	2	F	10	10	32
7492	dary	f43v	f43v.3	P	f43v.3	1	false	2	2	F	11	11	33
7493	dch'hey	f43v	f43v.4	P	f43v.4	1	false	2	2	F	0	0	34
7494	ykeedy	f43v	f43v.4	P	f43v.4	1	false	2	2	F	1	1	35
7495	chees	f43v	f43v.4	P	f43v.4	1	false	2	2	F	2	2	36
7496	ain	f43v	f43v.4	P	f43v.4	1	false	2	2	F	3	3	37
7497	shy	f43v	f43v.4	P	f43v.4	1	false	2	2	F	4	4	38
7498	qocthedy	f43v	f43v.4	P	f43v.4	1	false	2	2	F	5	5	39
7499	chey	f43v	f43v.4	P	f43v.4	1	false	2	2	F	6	6	40
7500	qokar	f43v	f43v.4	P	f43v.4	1	false	2	2	F	7	7	41
7501	checkhy	f43v	f43v.4	P	f43v.4	1	false	2	2	F	8	8	42
7502	okam	f43v	f43v.4	P	f43v.4	1	false	2	2	F	9	9	43
7503	qokchedy	f43v	f43v.5	P	f43v.5	1	false	2	2	F	0	0	44
7504	oralody	f43v	f43v.5	P	f43v.5	1	false	2	2	F	1	1	45
7505	otedol	f43v	f43v.5	P	f43v.5	1	false	2	2	F	2	2	46
7506	chcthdy	f43v	f43v.5	P	f43v.5	1	false	2	2	F	3	3	47
7507	chtey	f43v	f43v.5	P	f43v.5	1	false	2	2	F	4	4	48
7508	tolkchdy	f43v	f43v.6	P	f43v.6	2	true	2	2	F	0	0	49
7509	okedy	f43v	f43v.6	P	f43v.6	2	false	2	2	F	1	1	50
7510	qokedal	f43v	f43v.6	P	f43v.6	2	false	2	2	F	2	2	51
7511	shedy	f43v	f43v.6	P	f43v.6	2	false	2	2	F	3	3	52
7512	okedal	f43v	f43v.6	P	f43v.6	2	false	2	2	F	4	4	53
7513	shedy	f43v	f43v.6	P	f43v.6	2	false	2	2	F	5	5	54
7514	pchdol	f43v	f43v.6	P	f43v.6	2	false	2	2	F	6	6	55
7515	otey	f43v	f43v.6	P	f43v.6	2	false	2	2	F	7	7	56
7516	dalorain	f43v	f43v.6	P	f43v.6	2	false	2	2	F	8	8	57
7517	ytshedy	f43v	f43v.7	P	f43v.7	2	false	2	2	F	0	0	58
7518	ykeody	f43v	f43v.7	P	f43v.7	2	false	2	2	F	1	1	59
7519	oykeedy	f43v	f43v.7	P	f43v.7	2	false	2	2	F	2	2	60
7520	chedy	f43v	f43v.7	P	f43v.7	2	false	2	2	F	3	3	61
7521	tedy	f43v	f43v.7	P	f43v.7	2	false	2	2	F	4	4	62
7522	chcthy	f43v	f43v.7	P	f43v.7	2	false	2	2	F	5	5	63
7523	otam	f43v	f43v.7	P	f43v.7	2	false	2	2	F	6	6	64
7524	ot	f43v	f43v.7	P	f43v.7	2	false	2	2	F	7	7	65
7525	ytaiin	f43v	f43v.7	P	f43v.7	2	false	2	2	F	8	8	66
7526	otas	f43v	f43v.7	P	f43v.7	2	false	2	2	F	9	9	67
7527	shetcheodchs	f43v	f43v.8	P	f43v.8	2	false	2	2	F	0	0	68
7528	ochedy	f43v	f43v.8	P	f43v.8	2	false	2	2	F	1	1	69
7529	oteody	f43v	f43v.8	P	f43v.8	2	false	2	2	F	2	2	70
7530	chedy	f43v	f43v.8	P	f43v.8	2	false	2	2	F	3	3	71
7531	chody	f43v	f43v.8	P	f43v.8	2	false	2	2	F	4	4	72
7532	daiin	f43v	f43v.8	P	f43v.8	2	false	2	2	F	5	5	73
7533	sheody	f43v	f43v.8	P	f43v.8	2	false	2	2	F	6	6	74
7534	ykar	f43v	f43v.8	P	f43v.8	2	false	2	2	F	7	7	75
7535	chef	f43v	f43v.8	P	f43v.8	2	false	2	2	F	8	8	76
7536	ytchdy	f43v	f43v.9	P	f43v.9	2	false	2	2	F	0	0	77
7537	olos	f43v	f43v.9	P	f43v.9	2	false	2	2	F	1	1	78
7538	aiin	f43v	f43v.9	P	f43v.9	2	false	2	2	F	2	2	79
7539	ockhy	f43v	f43v.9	P	f43v.9	2	false	2	2	F	3	3	80
7540	tarchor	f43v	f43v.10	P	f43v.10	3	true	2	2	F	0	0	81
7541	ar	f43v	f43v.10	P	f43v.10	3	false	2	2	F	1	1	82
7542	aldar	f43v	f43v.10	P	f43v.10	3	false	2	2	F	2	2	83
7543	chdy	f43v	f43v.10	P	f43v.10	3	false	2	2	F	3	3	84
7544	daldar	f43v	f43v.10	P	f43v.10	3	false	2	2	F	4	4	85
7545	chepy	f43v	f43v.10	P	f43v.10	3	false	2	2	F	5	5	86
7546	yteedy	f43v	f43v.10	P	f43v.10	3	false	2	2	F	6	6	87
7547	s	f43v	f43v.10	P	f43v.10	3	false	2	2	F	7	7	88
7548	ypchey	f43v	f43v.10	P	f43v.10	3	false	2	2	F	8	8	89
7549	pchedy	f43v	f43v.10	P	f43v.10	3	false	2	2	F	9	9	90
7550	yfor	f43v	f43v.10	P	f43v.10	3	false	2	2	F	10	10	91
7551	ysheey	f43v	f43v.11	P	f43v.11	3	false	2	2	F	0	0	92
7552	or	f43v	f43v.11	P	f43v.11	3	false	2	2	F	1	1	93
7553	air	f43v	f43v.11	P	f43v.11	3	false	2	2	F	2	2	94
7554	yteey	f43v	f43v.11	P	f43v.11	3	false	2	2	F	3	3	95
7555	cheody	f43v	f43v.11	P	f43v.11	3	false	2	2	F	4	4	96
7556	ar	f43v	f43v.11	P	f43v.11	3	false	2	2	F	5	5	97
7557	sheo	f43v	f43v.11	P	f43v.11	3	false	2	2	F	6	6	98
7558	qody	f43v	f43v.11	P	f43v.11	3	false	2	2	F	7	7	99
7559	chckhy	f43v	f43v.11	P	f43v.11	3	false	2	2	F	8	8	100
7560	chdy	f43v	f43v.11	P	f43v.11	3	false	2	2	F	9	9	101
7561	choty	f43v	f43v.11	P	f43v.11	3	false	2	2	F	10	10	102
7562	shecthy	f43v	f43v.11	P	f43v.11	3	false	2	2	F	11	11	103
7563	yshee	f43v	f43v.12	P	f43v.12	3	false	2	2	F	0	0	104
7564	kedy	f43v	f43v.12	P	f43v.12	3	false	2	2	F	1	1	105
7565	dar	f43v	f43v.12	P	f43v.12	3	false	2	2	F	2	2	106
7566	chey	f43v	f43v.12	P	f43v.12	3	false	2	2	F	3	3	107
7567	qotedy	f43v	f43v.12	P	f43v.12	3	false	2	2	F	4	4	108
7568	etaiin	f43v	f43v.12	P	f43v.12	3	false	2	2	F	5	5	109
7569	chedy	f43v	f43v.12	P	f43v.12	3	false	2	2	F	6	6	110
7570	cthey	f43v	f43v.12	P	f43v.12	3	false	2	2	F	7	7	111
7571	oteol	f43v	f43v.12	P	f43v.12	3	false	2	2	F	8	8	112
7572	or	f43v	f43v.12	P	f43v.12	3	false	2	2	F	9	9	113
7573	aiin	f43v	f43v.12	P	f43v.12	3	false	2	2	F	10	10	114
7574	odain	f43v	f43v.12	P	f43v.12	3	false	2	2	F	11	11	115
7575	dshedy	f43v	f43v.13	P	f43v.13	3	false	2	2	F	0	0	116
7576	tedy	f43v	f43v.13	P	f43v.13	3	false	2	2	F	1	1	117
7577	ckhedy	f43v	f43v.13	P	f43v.13	3	false	2	2	F	2	2	118
7578	chekcheey	f43v	f43v.13	P	f43v.13	3	false	2	2	F	3	3	119
7579	dy	f43v	f43v.13	P	f43v.13	3	false	2	2	F	4	4	120
7580	keody	f43v	f43v.13	P	f43v.13	3	false	2	2	F	5	5	121
7581	otedy	f43v	f43v.13	P	f43v.13	3	false	2	2	F	6	6	122
7582	cheetam	f43v	f43v.13	P	f43v.13	3	false	2	2	F	7	7	123
7583	okedar	f43v	f43v.13	P	f43v.13	3	false	2	2	F	8	8	124
7584	amam	f43v	f43v.13	P	f43v.13	3	false	2	2	F	9	9	125
7585	dykeedain	f43v	f43v.14	P	f43v.14	3	false	2	2	F	0	0	126
7586	chedy	f43v	f43v.14	P	f43v.14	3	false	2	2	F	1	1	127
7587	okeedy	f43v	f43v.14	P	f43v.14	3	false	2	2	F	2	2	128
7588	chedal	f43v	f43v.14	P	f43v.14	3	false	2	2	F	3	3	129
7589	olkey	f43v	f43v.14	P	f43v.14	3	false	2	2	F	4	4	130
7590	cheky	f43v	f43v.14	P	f43v.14	3	false	2	2	F	5	5	131
7591	choal	f43v	f43v.14	P	f43v.14	3	false	2	2	F	6	6	132
7592	chedy	f43v	f43v.14	P	f43v.14	3	false	2	2	F	7	7	133
7593	oteorom	f43v	f43v.14	P	f43v.14	3	false	2	2	F	8	8	134
7594	oteod	f43v	f43v.15	P	f43v.15	3	false	2	2	F	0	0	135
7595	qolkeey	f43v	f43v.15	P	f43v.15	3	false	2	2	F	1	1	136
7596	kaldy	f43v	f43v.15	P	f43v.15	3	false	2	2	F	2	2	137
7597	chy	f43v	f43v.15	P	f43v.15	3	false	2	2	F	3	3	138
7598	darody	f43v	f43v.15	P	f43v.15	3	false	2	2	F	4	4	139
7599	qokeey	f43v	f43v.15	P	f43v.15	3	false	2	2	F	5	5	140
7600	kol	f43v	f43v.15	P	f43v.15	3	false	2	2	F	6	6	141
7601	dary	f43v	f43v.15	P	f43v.15	3	false	2	2	F	7	7	142
7602	taros	f43v	f43v.15	P	f43v.15	3	false	2	2	F	8	8	143
7603	ol	f43v	f43v.16	P	f43v.16	3	false	2	2	F	0	0	144
7604	eees	f43v	f43v.16	P	f43v.16	3	false	2	2	F	1	1	145
7605	aiin	f43v	f43v.16	P	f43v.16	3	false	2	2	F	2	2	146
7606	oloaiin	f43v	f43v.16	P	f43v.16	3	false	2	2	F	3	3	147
7607	oteos	f43v	f43v.16	P	f43v.16	3	false	2	2	F	4	4	148
7608	qoky	f43v	f43v.16	P	f43v.16	3	false	2	2	F	5	5	149
7609	chey	f43v	f43v.16	P	f43v.16	3	false	2	2	F	6	6	150
7610	tshodpy	f44r	f44r.1	P	f44r.1	1	true	1	1	F	0	0	0
7611	oraiphy	f44r	f44r.1	P	f44r.1	1	false	1	1	F	1	1	1
7612	koees	f44r	f44r.1	P	f44r.1	1	false	1	1	F	2	2	2
7613	ypsholy	f44r	f44r.1	P	f44r.1	1	false	1	1	F	3	3	3
7614	shy	f44r	f44r.1	P	f44r.1	1	false	1	1	F	4	4	4
7615	otoloaiin	f44r	f44r.1	P	f44r.1	1	false	1	1	F	5	5	5
7616	ydsh	f44r	f44r.2	P	f44r.2	1	false	1	1	F	0	0	6
7617	dyeees	f44r	f44r.2	P	f44r.2	1	false	1	1	F	1	1	7
7618	y	f44r	f44r.2	P	f44r.2	1	false	1	1	F	2	2	8
7619	ty	f44r	f44r.2	P	f44r.2	1	false	1	1	F	3	3	9
7620	oky	f44r	f44r.2	P	f44r.2	1	false	1	1	F	4	4	10
7621	okchey	f44r	f44r.2	P	f44r.2	1	false	1	1	F	5	5	11
7622	qykchey	f44r	f44r.2	P	f44r.2	1	false	1	1	F	6	6	12
7623	dchy	f44r	f44r.2	P	f44r.2	1	false	1	1	F	7	7	13
7624	dy	f44r	f44r.2	P	f44r.2	1	false	1	1	F	8	8	14
7625	oair	f44r	f44r.3	P	f44r.3	1	false	1	1	F	0	0	15
7626	ekokeey	f44r	f44r.3	P	f44r.3	1	false	1	1	F	1	1	16
7627	kshotol	f44r	f44r.3	P	f44r.3	1	false	1	1	F	2	2	17
7628	otal	f44r	f44r.3	P	f44r.3	1	false	1	1	F	3	3	18
7629	daiin	f44r	f44r.3	P	f44r.3	1	false	1	1	F	4	4	19
7630	ototaykal	f44r	f44r.3	P	f44r.3	1	false	1	1	F	5	5	20
7631	ychor	f44r	f44r.4	P	f44r.4	1	false	1	1	F	0	0	21
7632	ykchey	f44r	f44r.4	P	f44r.4	1	false	1	1	F	1	1	22
7633	ykchy	f44r	f44r.4	P	f44r.4	1	false	1	1	F	2	2	23
7634	chody	f44r	f44r.4	P	f44r.4	1	false	1	1	F	3	3	24
7635	dam	f44r	f44r.4	P	f44r.4	1	false	1	1	F	4	4	25
7636	toy	f44r	f44r.5	P	f44r.5	2	true	1	1	F	0	0	26
7637	shysho	f44r	f44r.5	P	f44r.5	2	false	1	1	F	1	1	27
7638	qoteey	f44r	f44r.5	P	f44r.5	2	false	1	1	F	2	2	28
7639	char	f44r	f44r.5	P	f44r.5	2	false	1	1	F	3	3	29
7640	cheeky	f44r	f44r.5	P	f44r.5	2	false	1	1	F	4	4	30
7641	sheey	f44r	f44r.5	P	f44r.5	2	false	1	1	F	5	5	31
7642	ytey	f44r	f44r.5	P	f44r.5	2	false	1	1	F	6	6	32
7643	daiin	f44r	f44r.5	P	f44r.5	2	false	1	1	F	7	7	33
7644	dshor	f44r	f44r.6	P	f44r.6	2	false	1	1	F	0	0	34
7645	y	f44r	f44r.6	P	f44r.6	2	false	1	1	F	1	1	35
7646	tchol	f44r	f44r.6	P	f44r.6	2	false	1	1	F	2	2	36
7647	shy	f44r	f44r.6	P	f44r.6	2	false	1	1	F	3	3	37
7648	o	f44r	f44r.6	P	f44r.6	2	false	1	1	F	4	4	38
7649	@190;cheekchy	f44r	f44r.6	P	f44r.6	2	false	1	1	F	5	5	39
7650	qotchy	f44r	f44r.6	P	f44r.6	2	false	1	1	F	6	6	40
7651	otchy	f44r	f44r.6	P	f44r.6	2	false	1	1	F	7	7	41
7652	dar	f44r	f44r.6	P	f44r.6	2	false	1	1	F	8	8	42
7653	qotch'	f44r	f44r.7	P	f44r.7	2	false	1	1	F	0	0	43
7654	oqd	f44r	f44r.7	P	f44r.7	2	false	1	1	F	1	1	44
7655	shol	f44r	f44r.7	P	f44r.7	2	false	1	1	F	2	2	45
7656	qotshy	f44r	f44r.7	P	f44r.7	2	false	1	1	F	3	3	46
7657	oyty	f44r	f44r.7	P	f44r.7	2	false	1	1	F	4	4	47
7658	chom	f44r	f44r.7	P	f44r.7	2	false	1	1	F	5	5	48
7659	pshy	f44r	f44r.8	P	f44r.8	3	true	1	1	F	0	0	49
7660	opchey	f44r	f44r.8	P	f44r.8	3	false	1	1	F	1	1	50
7661	qopchy	f44r	f44r.8	P	f44r.8	3	false	1	1	F	2	2	51
7662	ofchey	f44r	f44r.8	P	f44r.8	3	false	1	1	F	3	3	52
7663	roiry	f44r	f44r.8	P	f44r.8	3	false	1	1	F	4	4	53
7664	sholos	f44r	f44r.8	P	f44r.8	3	false	1	1	F	5	5	54
7665	ykchy	f44r	f44r.8	P	f44r.8	3	false	1	1	F	6	6	55
7666	otchol	f44r	f44r.9	P	f44r.9	3	false	1	1	F	0	0	56
7667	ol	f44r	f44r.9	P	f44r.9	3	false	1	1	F	1	1	57
7668	dchckhy	f44r	f44r.9	P	f44r.9	3	false	1	1	F	2	2	58
7669	qoky	f44r	f44r.9	P	f44r.9	3	false	1	1	F	3	3	59
7670	qotchy	f44r	f44r.9	P	f44r.9	3	false	1	1	F	4	4	60
7671	qokchy	f44r	f44r.9	P	f44r.9	3	false	1	1	F	5	5	61
7672	qokyd	f44r	f44r.9	P	f44r.9	3	false	1	1	F	6	6	62
7673	qokchor	f44r	f44r.10	P	f44r.10	3	false	1	1	F	0	0	63
7674	okchy	f44r	f44r.10	P	f44r.10	3	false	1	1	F	1	1	64
7675	qoto	f44r	f44r.10	P	f44r.10	3	false	1	1	F	2	2	65
7676	ykol	f44r	f44r.10	P	f44r.10	3	false	1	1	F	3	3	66
7677	choky	f44r	f44r.10	P	f44r.10	3	false	1	1	F	4	4	67
7678	choky	f44r	f44r.10	P	f44r.10	3	false	1	1	F	5	5	68
7679	chol	f44r	f44r.10	P	f44r.10	3	false	1	1	F	6	6	69
7680	dam	f44r	f44r.10	P	f44r.10	3	false	1	1	F	7	7	70
7681	ytsho	f44r	f44r.11	P	f44r.11	3	false	1	1	F	0	0	71
7682	qockhy	f44r	f44r.11	P	f44r.11	3	false	1	1	F	1	1	72
7683	okchody	f44r	f44r.11	P	f44r.11	3	false	1	1	F	2	2	73
7684	tsho	f44v	f44v.1	P	f44v.1	1	true	1	1	F	0	0	0
7685	qotshy	f44v	f44v.1	P	f44v.1	1	false	1	1	F	1	1	1
7686	cthol	f44v	f44v.1	P	f44v.1	1	false	1	1	F	2	2	2
7687	d	f44v	f44v.1	P	f44v.1	1	false	1	1	F	3	3	3
7688	chor	f44v	f44v.1	P	f44v.1	1	false	1	1	F	4	4	4
7689	otol	f44v	f44v.1	P	f44v.1	1	false	1	1	F	5	5	5
7690	shol	f44v	f44v.1	P	f44v.1	1	false	1	1	F	6	6	6
7691	tol	f44v	f44v.1	P	f44v.1	1	false	1	1	F	7	7	7
7692	qotshol	f44v	f44v.1	P	f44v.1	1	false	1	1	F	8	8	8
