transcription	class	mechanism_id	frozen_family	corpus	policy	scale	replicate	direct_core_distance	coverage_adjusted_distance	core_coverage	metric_n	corpus_stability	seed_stability	scale_stability	cue_policy_effect	input_dependence	EM_class	recovery	knowledge_dependence
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	0	1.102676	1.102676	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	1	1.102676	1.102676	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Doyle	CUE_RESET_LOCAL_V1	SMALL	0	1.102676	1.102676	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Doyle	CUE_RESET_LOCAL_V1	SMALL	1	1.102676	1.102676	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	0	0.940200	0.940200	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	1	0.940200	0.940200	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.859021	0.859021	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.859021	0.859021	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	0	0.884534	0.884534	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	1	0.884534	0.884534	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_LOCAL_V1	LARGE	0	1.102676	1.102676	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_LOCAL_V1	LARGE	1	1.102676	1.102676	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	0	1.102676	1.102676	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	1	1.102676	1.102676	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_LOCAL_V1	SMALL	0	1.102676	1.102676	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f11_arismetricum_core	F11_INDEXED_OPAQUE_CUE	Longfellow	CUE_RESET_LOCAL_V1	SMALL	1	1.102676	1.102676	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	0	0.647320	0.647320	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	1	0.647320	0.647320	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.570410	0.570410	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.570410	0.570410	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	0	0.599715	0.599715	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	1	0.599715	0.599715	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_LOCAL_V1	LARGE	0	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_LOCAL_V1	LARGE	1	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	0	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	1	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_LOCAL_V1	SMALL	0	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Astafiev	CUE_RESET_LOCAL_V1	SMALL	1	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_GLOBAL_V1	LARGE	0	0.647320	0.647320	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_GLOBAL_V1	LARGE	1	0.647320	0.647320	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.570410	0.570410	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.570410	0.570410	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_GLOBAL_V1	SMALL	0	0.599715	0.599715	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_GLOBAL_V1	SMALL	1	0.599715	0.599715	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_LOCAL_V1	LARGE	0	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_LOCAL_V1	LARGE	1	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	0	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	1	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_LOCAL_V1	SMALL	0	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Doyle	CUE_RESET_LOCAL_V1	SMALL	1	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	0	0.647320	0.647320	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	1	0.647320	0.647320	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.570410	0.570410	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.570410	0.570410	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	0	0.599715	0.599715	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	1	0.599715	0.599715	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_LOCAL_V1	LARGE	0	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_LOCAL_V1	LARGE	1	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	0	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	1	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_LOCAL_V1	SMALL	0	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	f12_horalogius_core	F12_TEMPORAL_ASSOCIATIVE_CUE	Longfellow	CUE_RESET_LOCAL_V1	SMALL	1	NA	NA	0.000000	0	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=0/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	0	0.550521	0.550521	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	1	0.550521	0.550521	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.587408	0.587408	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.587408	0.587408	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	0	0.644918	0.644918	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	1	0.644918	0.644918	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_LOCAL_V1	LARGE	0	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_LOCAL_V1	LARGE	1	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	0	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	1	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_LOCAL_V1	SMALL	0	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Astafiev	CUE_RESET_LOCAL_V1	SMALL	1	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_GLOBAL_V1	LARGE	0	0.550521	0.550521	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_GLOBAL_V1	LARGE	1	0.550521	0.550521	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.587408	0.587408	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.587408	0.587408	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_GLOBAL_V1	SMALL	0	0.644918	0.644918	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_GLOBAL_V1	SMALL	1	0.644918	0.644918	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_LOCAL_V1	LARGE	0	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_LOCAL_V1	LARGE	1	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	0	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	1	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_LOCAL_V1	SMALL	0	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Doyle	CUE_RESET_LOCAL_V1	SMALL	1	1.261075	1.261075	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	0	0.550521	0.550521	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	1	0.550521	0.550521	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.587408	0.587408	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.587408	0.587408	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	0	0.644918	0.644918	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
IT2a	FONTANA	m_restricted_rotation_index	M_RESTRICTED_ROTATION_INDEX	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	1	0.644918	0.644918	1.000000	3	unstable_groups=0	unstable_groups=0	not_converged_groups=0	stable=36/54	INPUT_INSENSITIVE	EM2	R0=1.000000;R6=0.000000	task82_rows=6
