joint_class	block_index	block_len	position_in_block	absolute_position	scale_support_count	scale_support_fraction	mean_jump_strength	max_jump_strength	position_uncertainty	signature_token	signature_direction	signature_magnitude
2/2	8	6957	1798	16598	2	0.5	0.07966695021527255	0.09245112497836531	2.5	chedy	increase	0.020000000000000004
2/2	8	6957	140	14940	2	0.5	0.07928020927060397	0.09245112497836531	0	shey	increase	0.04
2/2	8	6957	4633	19433	2	0.5	0.0786977938065759	0.09245112497836531	12.5	cheedy	increase	0.02
2/2	8	6957	2435	17235	2	0.5	0.07827779859751291	0.09037983206426309	5	qokedy	increase	0.020000000000000018
2/2	8	6957	2248	17048	2	0.5	0.07756283111956284	0.09145247027726656	7.5	qokal	decrease	0.020000000000000004
2/2	8	6957	4753	19553	2	0.5	0.07638038644504479	0.09145247027726656	2.5	dy	decrease	0.02
2/2	8	6957	3943	18743	2	0.5	0.07489246681575985	0.09245112497836531	7.5	ary	increase	0.02
2/2	8	6957	1740	16540	2	0.5	0.07465089694847629	0.09145247027726656	10	ar	increase	0.02
2/2	8	6957	6590	21390	2	0.5	0.07448063735562183	0.09999999999999999	10	dar	increase	0.039999999999999994
2/2	8	6957	2500	17300	2	0.5	0.0742929660731598	0.07735337493509596	0	kedy	increase	0.020000000000000004
2/2	8	6957	4430	19230	2	0.5	0.07427357628628972	0.07833470950398402	10	olkain	increase	0.020000000000000004
2/2	8	6957	1703	16503	2	0.5	0.07182463813967604	0.07393897103213552	2.5	saiin	decrease	0.020000000000000004
2/2	8	6957	2130	16930	2	0.5	0.07074433572481895	0.09145247027726656	10	qokedy	increase	0.020000000000000004
2/2	8	6957	4865	19665	2	0.5	0.07065512753865406	0.07962983039426517	15	daiin	decrease	0.04
2/2	8	6957	3410	18210	2	0.5	0.07022191078667929	0.09103403047760238	10	qokeedy	increase	0.04000000000000001
2/2	8	6957	5833	20633	2	0.5	0.06635545013598936	0.09103403047760238	7.5	checthy	increase	0.02
2/2	8	6957	2825	17625	2	0.5	0.06617721213588211	0.07843738784322662	25	d	increase	0.02
2/2	8	6957	2185	16985	2	0.5	0.06103077607181842	0.06980063119979592	5	qol	decrease	0.020000000000000004
2/2	8	6957	1020	15820	2	0.5	0.06023058832549803	0.09245112497836531	10	chdy	increase	0.02
2/2	8	6957	2345	17145	2	0.5	0.05861625859314997	0.059122023436524375	5	qokaiin	decrease	0.04
2/2	8	6957	4150	18950	2	0.5	0.0580437567229939	0.08298582810541834	0	aiin	increase	0.02
2/2	8	6957	6190	20990	2	0.5	0.057717662372363726	0.06897885834087214	10	shedy	decrease	0.020000000000000004
2/2	8	6957	415	15215	1	0.25	0.09999999999999999	0.09999999999999999	0	dl	increase	0.02
2/2	8	6957	3685	18485	1	0.25	0.09999999999999999	0.09999999999999999	0	or	increase	0.04
2/2	8	6957	1870	16670	1	0.25	0.09622556248918265	0.09999999999999999	0	cheedy	decrease	0.02
2/2	8	6957	2100	16900	1	0.25	0.09622556248918265	0.09999999999999999	0	ol	increase	0.04
2/2	8	6957	5325	20125	1	0.25	0.09496741665224355	0.09999999999999999	0	chey	decrease	0.02
2/2	8	6957	2545	17345	1	0.25	0.0944950518186559	0.09999999999999999	0	ar	decrease	0.02
2/2	8	6957	2585	17385	1	0.25	0.09245112497836531	0.09245112497836531	0	chchty	increase	0.02
2/2	8	6957	3540	18340	1	0.25	0.09245112497836531	0.09245112497836531	0	cheekey	decrease	0.02
2/2	8	6957	3965	18765	1	0.25	0.09245112497836531	0.09245112497836531	0	lol	decrease	0.02
2/2	8	6957	4185	18985	1	0.25	0.09245112497836531	0.09245112497836531	0	al	decrease	0.02
2/2	8	6957	4690	19490	1	0.25	0.09245112497836531	0.09245112497836531	0	checthy	decrease	0.02
2/2	8	6957	5600	20400	1	0.25	0.09245112497836531	0.09245112497836531	0	al	decrease	0.02
2/2	8	6957	6790	21590	1	0.25	0.09245112497836531	0.09245112497836531	0	chdy	decrease	0.02
2/2	8	6957	50	14850	1	0.25	0.09174257772798386	0.09245112497836531	0	dshor	increase	0.02
2/2	8	6957	2715	17515	1	0.25	0.09164587524441142	0.09245112497836533	0	@206;ol	decrease	0.02
2/2	8	6957	6850	21650	1	0.25	0.09162713979646267	0.09245112497836531	0	alchey	increase	0.02
2/2	8	6957	885	15685	1	0.25	0.09145247027726656	0.09145247027726656	0	ain	decrease	0.039999999999999994
2/2	8	6957	5505	20305	1	0.25	0.09145247027726656	0.09145247027726656	0	chey	decrease	0.02
2/2	8	6957	5460	20260	1	0.25	0.09124325037743447	0.09145247027726656	0	aly	increase	0.02
2/2	8	6957	4030	18830	1	0.25	0.09103403047760238	0.09103403047760238	0	qokain	increase	0.039999999999999994
2/2	8	6957	5740	20540	1	0.25	0.09103403047760238	0.09103403047760238	0	qokedy	decrease	0.020000000000000004
2/2	8	6957	6730	21530	1	0.25	0.09103403047760238	0.09103403047760238	0	ol	decrease	0.020000000000000004
2/2	8	6957	1820	16620	1	0.25	0.09080315461456001	0.09080315461456001	0	qokeedy	increase	0.020000000000000004
2/2	8	6957	1675	16475	1	0.25	0.09	0.09999999999999999	0	saiin	increase	0.04000000000000001
2/2	8	6957	390	15190	1	0.25	0.08741854163060886	0.09245112497836531	0	qokedy	decrease	0.020000000000000004
2/2	8	6957	2925	17725	1	0.25	0.08620749034138775	0.09048125520275446	0	shedy	decrease	0.020000000000000004
2/2	8	6957	6120	20920	1	0.25	0.0831950480052504	0.0831950480052504	0	qokal	increase	0.020000000000000004
2/2	8	6957	2740	17540	1	0.25	0.08174257772798385	0.09103403047760239	0	dor	decrease	0.02
2/2	8	6957	3050	17850	1	0.25	0.07991993784498247	0.07991993784498247	0	chey	decrease	0.020000000000000004
2/2	8	6957	1000	15800	1	0.25	0.07828143872368928	0.07838551733037996	0	ain	increase	0.02
2/2	8	6957	3610	18410	1	0.25	0.07767803276644923	0.07767803276644923	0	aiin	increase	0.02
2/2	8	6957	5250	20050	1	0.25	0.07717870541589984	0.07717870541589984	0	qokeey	decrease	0.04
2/2	8	6957	70	14870	1	0.25	0.07316008492668061	0.07672488983973204	0	chcthy	decrease	0.02
2/2	8	6957	6360	21160	1	0.25	0.069384883833618	0.069384883833618	0	shedy	increase	0.020000000000000004
2/2	8	6957	4060	18860	1	0.25	0.06832927374900394	0.06832927374900394	0	qokain	increase	0.060000000000000005
2/2	8	6957	4480	19280	1	0.25	0.06525673375649303	0.06525673375649303	0	arolkeedy	decrease	0.02
2/2	8	6957	1060	15860	1	0.25	0.06382353310061432	0.06382353310061432	0	chedy	increase	0.02
2/2	8	6957	6060	20860	1	0.25	0.06275129844446076	0.07991993784498247	0	qokal	increase	0.020000000000000004
2/2	8	6957	6540	21340	1	0.25	0.059360693948892235	0.07179166453006383	0	chedy	increase	0.02
2/2	8	6957	6660	21460	1	0.25	0.05809729796198105	0.05809729796198105	0	qokedy	increase	0.039999999999999994
3/2	0	503	278	22035	3	1	0.09184103792099578	0.09999999999999999	13.333333333333314	daiin	decrease	0.02
3/2	0	503	325	22082	3	1	0.09123603026763057	0.09999999999999999	15	ar	increase	0.02
3/2	0	503	212	21969	3	1	0.08751183645606024	0.09999999999999999	16.666666666666657	chcthdy	increase	0.02
3/2	0	503	158	21915	2	0.6666666666666666	0.08950275053647362	0.09999999999999999	12.5	dam	increase	0.04
3/2	0	503	105	21862	2	0.6666666666666666	0.08898344428388437	0.09999999999999999	15	daldy	increase	0.02
3/2	0	503	375	22132	2	0.6666666666666666	0.0845652515218579	0.09999999999999999	5	ar	decrease	0.02
3/2	0	503	45	21802	1	0.3333333333333333	0.09999999999999999	0.09999999999999999	0	otedy	decrease	0.039999999999999994
3/2	0	503	410	22167	1	0.3333333333333333	0.08867668746754799	0.08867668746754799	0	chy	increase	0.02
3/2	0	503	445	22202	1	0.3333333333333333	0.07493762573323427	0.07493762573323427	0	dody	increase	0.02
3/2	1	1352	632	23432	3	0.75	0.0928464448019732	0.09999999999999999	11.666666666666629	chocthy	increase	0.02
3/2	1	1352	1163	23963	3	0.75	0.09217962761319112	0.09999999999999999	16.666666666666742	acheody	decrease	0.02
3/2	1	1352	128	22928	3	0.75	0.0885908132484721	0.09999999999999999	8.333333333333343	ol	increase	0.04
3/2	1	1352	938	23738	3	0.75	0.08799204271098823	0.09999999999999999	11.666666666666629	aiin	decrease	0.020000000000000004
3/2	1	1352	390	23190	3	0.75	0.0873635410632203	0.09999999999999999	10	aiin	decrease	0.02
3/2	1	1352	250	23050	3	0.75	0.08479394683860675	0.09999999999999999	10	aiin	decrease	0.02
3/2	1	1352	300	23100	3	0.75	0.08450813565560422	0.09999999999999999	10	archey	decrease	0.02
3/2	1	1352	357	23157	3	0.75	0.0820493827867241	0.09999999999999999	6.666666666666686	aiiin	increase	0.02
3/2	1	1352	1198	23998	2	0.5	0.09811278124459133	0.09999999999999999	2.5	c'ykeeeochy	decrease	0.02
3/2	1	1352	90	22890	2	0.5	0.09284112879133928	0.10000000000000002	0	ain	increase	0.02
3/2	1	1352	1075	23875	2	0.5	0.09177115897751117	0.09999999999999999	5	aiin	increase	0.02
3/2	1	1352	515	23315	2	0.5	0.09138094788241176	0.09999999999999999	5	am	increase	0.02
3/2	1	1352	1125	23925	2	0.5	0.08819353762717566	0.09622556248918268	5	aiin	decrease	0.020000000000000004
3/2	1	1352	975	23775	2	0.5	0.08768941071004463	0.09999999999999999	5	dy	increase	0.02
3/2	1	1352	1253	24053	2	0.5	0.08708565673024264	0.09999999999999999	7.5	chol	decrease	0.04
3/2	1	1352	710	23510	2	0.5	0.08652752814651869	0.1	10	ar	increase	0.02
3/2	1	1352	195	22995	2	0.5	0.07908047630286304	0.09143784604780789	5	chdal	increase	0.02
3/2	1	1352	865	23665	2	0.5	0.07631210449513337	0.07635472023399721	5	ar	increase	0.02
3/2	1	1352	1040	23840	2	0.5	0.06989000696609259	0.07313518624747067	0	chedy	increase	0.02
3/2	1	1352	420	23220	1	0.25	0.09999999999999999	0.09999999999999999	0	cholkar	decrease	0.02
3/2	1	1352	740	23540	1	0.25	0.09999999999999999	0.09999999999999999	0	al	increase	0.02
3/2	1	1352	1300	24100	1	0.25	0.09999999999999999	0.09999999999999999	0	daiin	decrease	0.039999999999999994
3/2	1	1352	680	23480	1	0.25	0.09999999999999998	0.09999999999999999	0	chdy	increase	0.02
3/2	1	1352	55	22855	1	0.25	0.09124325037743447	0.09999999999999999	0	ain	increase	0.02
3/2	1	1352	460	23260	1	0.25	0.08817736011699859	0.08817736011699859	0	ar	decrease	0.02
3/2	1	1352	900	23700	1	0.25	0.08766340853699055	0.08766340853699055	0	oty	decrease	0.04
3/2	1	1352	780	23580	1	0.25	0.08062848509536392	0.08390359525563189	0	air	increase	0.02
3/2	1	1352	840	23640	1	0.25	0.07920389680824168	0.09999999999999999	0	aiiin	decrease	0.02
X/3	0	1911	1414	29545	4	1	0.08641020851004552	0.09999999999999999	26.25	chcthy	decrease	0.02
X/3	0	1911	1110	29241	3	0.75	0.09505484229403464	0.09999999999999999	10	air	decrease	0.02
X/3	0	1911	1150	29281	3	0.75	0.09214744135147096	0.09999999999999999	10	airod	increase	0.02
X/3	0	1911	1197	29328	3	0.75	0.09026086303793845	0.09999999999999999	16.666666666666742	alol	increase	0.02
X/3	0	1911	1492	29623	3	0.75	0.08987546022862247	0.09999999999999999	16.666666666666742	chedy	increase	0.020000000000000004
X/3	0	1911	1065	29196	3	0.75	0.08964529114135913	0.09999999999999999	5	cheeody	decrease	0.02
X/3	0	1911	1643	29774	3	0.75	0.08927135013930348	0.1	6.6666666666667425	aiin	increase	0.02
X/3	0	1911	1768	29899	3	0.75	0.08484402678366527	0.08867668746754799	13.333333333333258	l	decrease	0.04
X/3	0	1911	1700	29831	2	0.5	0.09666666666666666	0.09999999999999999	10	chckhdy	decrease	0.02
X/3	0	1911	1335	29466	2	0.5	0.09622556248918267	0.09999999999999999	5	alchd	decrease	0.02
X/3	0	1911	1545	29676	2	0.5	0.09582662946545328	0.1	15	chedar	increase	0.02
X/3	0	1911	1735	29866	2	0.5	0.09373440643330858	0.09999999999999999	5	sheol	decrease	0.06
X/3	0	1911	1003	29134	2	0.5	0.09278088413029992	0.09999999999999999	2.5	qodaiin	increase	0.04
X/3	0	1911	103	28234	2	0.5	0.09164587524441142	0.09999999999999999	2.5	ain	increase	0.02
X/3	0	1911	1588	29719	2	0.5	0.09111575560394347	0.09999999999999999	12.5	ais	increase	0.02
X/3	0	1911	203	28334	2	0.5	0.08932003467678024	0.09999999999999999	2.5	dalkar	increase	0.02
X/3	0	1911	1365	29496	2	0.5	0.08890641607019915	0.09999999999999999	5	cheol	decrease	0.02
X/3	0	1911	1285	29416	2	0.5	0.0886845661625919	0.09572623513863329	15	or	decrease	0.04000000000000001
X/3	0	1911	1455	29586	2	0.5	0.08473566289238743	0.0882280754073404	5	otaiin	decrease	0.039999999999999994
X/3	0	1911	965	29096	2	0.5	0.08438024688258078	0.08754887502163468	5	qopchedy	increase	0.039999999999999994
X/3	0	1911	1828	29959	2	0.5	0.08437063316997763	0.09999999999999999	7.5	char	increase	0.02
X/3	0	1911	623	28754	2	0.5	0.08216143022558184	0.09145247027726656	12.5	shedy	increase	0.020000000000000004
X/3	0	1911	788	28919	2	0.5	0.07203515772672182	0.09999999999999999	12.5	aiiin	decrease	0.02
X/3	0	1911	50	28181	1	0.25	0.09999999999999999	0.09999999999999999	0	am	increase	0.02
X/3	0	1911	335	28466	1	0.25	0.09999999999999999	0.09999999999999999	0	chal	decrease	0.02
X/3	0	1911	385	28516	1	0.25	0.09999999999999999	0.09999999999999999	0	chey	decrease	0.02
X/3	0	1911	555	28686	1	0.25	0.09999999999999999	0.09999999999999999	0	dar	decrease	0.02
X/3	0	1911	300	28431	1	0.25	0.08817736011699859	0.09999999999999999	0	chal	increase	0.02
X/3	0	1911	890	29021	1	0.25	0.07767803276644922	0.09999999999999999	0	lchdy	increase	0.02
X/3	0	1911	940	29071	1	0.25	0.06928327279402059	0.06928327279402059	0	shey	decrease	0.020000000000000004
X/3	0	1911	465	28596	1	0.25	0.06390359525563188	0.06390359525563188	0	qokeedy	decrease	0.039999999999999994
X/3	0	1911	160	28291	1	0.25	0.05925966078853033	0.05925966078853033	0	daikhyky	decrease	0.02
X/3	0	1911	500	28631	1	0.25	0.0478792043999136	0.0478792043999136	0	darchedy	increase	0.02
X/3	1	876	470	31290	3	0.75	0.09344653339761762	0.09999999999999999	20	char	decrease	0.02
X/3	1	876	403	31223	3	0.75	0.0797502536911625	0.09999999999999999	6.666666666666686	char	increase	0.02
X/3	1	876	187	31007	3	0.75	0.07964915632813262	0.09999999999999999	13.333333333333343	dar	increase	0.02
X/3	1	876	673	31493	2	0.5	0.09905639062229567	0.09999999999999999	7.5	chdy	decrease	0.02
X/3	1	876	363	31183	2	0.5	0.09581356989823134	0.09999999999999999	2.5	daiin	increase	0.02
X/3	1	876	48	30868	2	0.5	0.09473123423544971	0.09999999999999999	12.5	chedy	decrease	0.02
X/3	1	876	295	31115	2	0.5	0.09466939232745115	0.09999999999999999	5	aiiny	decrease	0.02
X/3	1	876	113	30933	2	0.5	0.09311278124459134	0.10000000000000002	7.5	cheoly	decrease	0.02
X/3	1	876	150	30970	2	0.5	0.09184357835069819	0.09999999999999999	10	chedy	decrease	0.02
X/3	1	876	768	31588	2	0.5	0.09163408331891021	0.09999999999999999	12.5	dychy	decrease	0.02
X/3	1	876	558	31378	2	0.5	0.08878071905112637	0.09999999999999999	2.5	aiin	increase	0.02
X/3	1	876	613	31433	2	0.5	0.08712413604074966	0.09999999999999999	7.5	chotal	decrease	0.02
X/3	1	876	230	31050	2	0.5	0.08427177307804791	0.09999999999999999	10	al	decrease	0.02
X/3	1	876	75	30895	1	0.25	0.09999999999999999	0.09999999999999999	0	chokar	increase	0.02
X/3	1	876	520	31340	1	0.25	0.09999999999999999	0.09999999999999999	0	chodain	increase	0.02
X/3	1	876	825	31645	1	0.25	0.09999999999999999	0.09999999999999999	0	aiin	decrease	0.02
X/3	1	876	270	31090	1	0.25	0.0957262351386333	0.0957262351386333	0	al	increase	0.02
X/3	1	876	730	31550	1	0.25	0.09551701523880121	0.09551701523880121	0	aiin	decrease	0.02
X/3	1	876	335	31155	1	0.25	0.07145247027726657	0.07145247027726657	0	aiin	increase	0.020000000000000004
