mechanism_id	scaling_policy_id	family	available_observations	total_observations	corpus_unstable_groups	seed_unstable_groups	scale_not_converged_groups	applicability	coverage
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	lexical paradigm	54	54	0	0	0	DIRECTLY_APPLICABLE	1.000000
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	line	72	72	0	0	0	ASSEMBLER_APPLICABLE	1.000000
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	locus	0	72	0	0	0	NOT_APPLICABLE_METADATA	0.000000
synthetic_literal_storage	LITERAL_RESET_V1	2D-LITE	18	18	0	0	0	ASSEMBLER_APPLICABLE	1.000000
synthetic_literal_storage	LITERAL_RESET_V1	boundary	18	18	0	0	0	ASSEMBLER_APPLICABLE	1.000000
synthetic_literal_storage	LITERAL_RESET_V1	cross-scale	36	144	0	0	0	MIXED	0.250000
synthetic_literal_storage	LITERAL_RESET_V1	edit family	72	72	0	0	0	DIRECTLY_APPLICABLE	1.000000
synthetic_literal_storage	LITERAL_RESET_V1	folio	0	72	0	0	0	NOT_APPLICABLE_STRUCTURE	0.000000
synthetic_literal_storage	LITERAL_RESET_V1	hierarchy	0	72	0	0	0	MIXED	0.000000
synthetic_literal_storage	LITERAL_RESET_V1	lexical paradigm	54	54	0	0	0	DIRECTLY_APPLICABLE	1.000000
synthetic_literal_storage	LITERAL_RESET_V1	line	72	72	0	0	0	ASSEMBLER_APPLICABLE	1.000000
synthetic_literal_storage	LITERAL_RESET_V1	locus	0	72	0	0	0	NOT_APPLICABLE_METADATA	0.000000
